ticker,company_name,event_key,high_priority,missing_component,blocked_reason,attempted_source,candidate_rows_found,exact_candidate_count,next_bounded_step,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2330,台積電,2330|ROC110|P1|C2.75|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,123,3,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
2330,台積電,2330|ROC110|P1|C2.75|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,123,3,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2351,順德,2351|ROC107|P1|C2.8|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,12,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2351,順德,2351|ROC108|P1|C1.8|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,8,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2351,順德,2351|ROC109|P1|C1.8|S0,True,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,16,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2374,佳能,2374|ROC107|P1|C0.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,14,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2374,佳能,2374|ROC108|P1|C0.3|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,8,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2388,威盛,2388|ROC109|P1|C0.8|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,14,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2412,中華電,2412|ROC107|P1|C4.479|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,46,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2412,中華電,2412|ROC108|P1|C4.226|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,43,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2412,中華電,2412|ROC109|P1|C4.306|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,41,2,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
2412,中華電,2412|ROC109|P1|C4.306|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,41,2,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2453,凌群,2453|ROC107|P1|C0.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,4,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2453,凌群,2453|ROC108|P1|C1|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,3,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2453,凌群,2453|ROC109|P1|C1.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,10,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2468,華經,2468|ROC107|P1|C0.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,9,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2468,華經,2468|ROC108|P1|C0.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,6,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2468,華經,2468|ROC109|P1|C0.4|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,18,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2603,長榮,2603|ROC109|P1|C2.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,48,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
2603,長榮,2603|ROC109|P1|C2.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,48,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2615,萬海,2615|ROC107|P1|C0.60563|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,39,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2615,萬海,2615|ROC108|P1|C0.8|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,44,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2615,萬海,2615|ROC109|P1|C1|S1,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,38,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2636,台驊投控,2636|ROC107|P1|C2.2|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,35,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2636,台驊投控,2636|ROC108|P1|C1.3|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,46,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
2636,台驊投控,2636|ROC109|P1|C3.2|S0,True,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,42,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3008,大立光,3008|ROC107|P1|C68|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,19,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3008,大立光,3008|ROC108|P1|C79|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,14,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3008,大立光,3008|ROC109|P1|C91.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,19,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3008,大立光,3008|ROC109|P1|C91.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,19,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3037,欣興,3037|ROC107|P1|C0.8|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,38,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3037,欣興,3037|ROC108|P1|C1.1|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,45,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3037,欣興,3037|ROC108|P1|C1.1|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,45,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3037,欣興,3037|ROC109|P1|C1.4|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,50,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3037,欣興,3037|ROC109|P1|C1.4|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,50,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3090,日電貿,3090|ROC107|P1|C6.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,28,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3090,日電貿,3090|ROC108|P1|C3.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,16,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3090,日電貿,3090|ROC109|P1|C3.1|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,17,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3105,穩懋,3105|ROC107|P1|C5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,48,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3163,波若威,3163|ROC107|P1|C0.6|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,9,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3163,波若威,3163|ROC108|P1|C1.2|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,18,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3260,威剛,3260|ROC107|P1|C0.2|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,34,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3260,威剛,3260|ROC108|P1|C1.4|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,39,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3260,威剛,3260|ROC109|P1|C3.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,52,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3324,雙鴻,3324|ROC107|P1|C1.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,22,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3324,雙鴻,3324|ROC109|P1|C5.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,26,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3346,麗清,3346|ROC107|P1|C1.66|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,21,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3346,麗清,3346|ROC107|P1|C1.66|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,21,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3346,麗清,3346|ROC109|P1|C0.16|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,33,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC107|P1|C1.50585|S0,True,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,18,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC108|P1|C3.56846|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,22,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC108|P1|C3.56846|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,22,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC109|P1|C6.6|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,22,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC109|P1|C6.6|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,22,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC109|P1|C6.8|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,22,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
3661,世芯-KY,3661|ROC109|P1|C6.8|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,22,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
4971,IET-KY,4971|ROC107|P1|C1|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,7,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
6121,新普,6121|ROC107|P1|C11.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,13,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
6121,新普,6121|ROC109|P1|C19.1|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,23,2,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
6143,振曜,6143|ROC107|P1|C4|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,17,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
6150,撼訊,6150|ROC107|P1|C2|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,20,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
6573,虹揚-KY,6573|ROC107|P1|C0.25|S0.25,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,17,2,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
6573,虹揚-KY,6573|ROC107|P1|C0.25|S0.25,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,17,2,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8021,尖點,8021|ROC107|P1|C1.2|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,5,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8021,尖點,8021|ROC107|P1|C1.2|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,5,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8021,尖點,8021|ROC108|P1|C1.2|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,10,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8021,尖點,8021|ROC108|P1|C1.2|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,10,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8021,尖點,8021|ROC109|P1|C1.58|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,16,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8021,尖點,8021|ROC109|P1|C1.58|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,16,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8163,達方,8163|ROC107|P1|C3.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,29,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8163,達方,8163|ROC107|P1|C3.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,29,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8163,達方,8163|ROC108|P1|C2.3|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,34,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8163,達方,8163|ROC108|P1|C2.3|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,34,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8163,達方,8163|ROC109|P1|C2.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,36,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8163,達方,8163|ROC109|P1|C2.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,36,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8433,弘帆,8433|ROC107|P1|C3|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,11,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8478,東哥遊艇,8478|ROC107|P1|C2|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,27,1,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
8478,東哥遊艇,8478|ROC108|P1|C0.5|S0,False,exact_historical_exdate,no_unique_official_t05st01_detail_exdate_candidate,MOPS t05st01/t05st01_detail bounded candidate-window query,16,0,manual_policy_review_or_alternate_official_exright_archive_route,0,False,False,False,False,False,False,False,True,False
8478,東哥遊艇,8478|ROC108|P1|C0.5|S0,False,cash_payment_date,no_official_payment_date_found_in_bounded_t05st01_detail_candidates,MOPS t05st01/t05st01_detail bounded candidate-window query,16,0,issuer_or_transfer_agent_payment_date_archive_route_if_required,0,False,False,False,False,False,False,False,True,False
