ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end,segment_type,required_unique_ticker_dates,ready_unique_ticker_dates,blocked_unique_ticker_dates,kd_raw_hlc_warmup_ready
2352,佳世達,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3707,漢磊,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2324,仁寶,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
6488,環球晶,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
3596,智易,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
1560,中砂,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
6182,合晶,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
3362,先進光,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2345,智邦,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
4967,十銓,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,56,4,False
2885,元大金,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3529,力旺,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2610,華航,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
6531,愛普*,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
2890,永豐金,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3088,艾訊,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
6470,宇智,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
8028,昇陽半導體,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,56,4,False
3374,精材,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2356,英業達,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
2328,廣宇,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3217,優群,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
6789,采鈺,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,56,4,False
6223,旺矽,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2645,長榮航太,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,56,4,False
3163,波若威,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
1476,儒鴻,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
4746,台耀,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
5289,宜鼎,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2379,瑞昱,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
5425,台半,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2892,第一金,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3037,欣興,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
4916,事欣科,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3583,辛耘,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
2888,新光金,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3558,神準,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
4906,正文,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3356,奇偶,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3687,歐買尬,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
8155,博智,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
3324,雙鴻,TPEx,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,60,0,True
2887,台新新光金,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
4919,新唐,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
2312,金寶,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
9910,豐泰,TWSE,2023-07-14,60,60,2023-04-18,2023-07-13,initial_or_reentry_primary80,60,57,3,False
3406,玉晶光,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
2313,華通,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
5258,虹堡,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
6446,藥華藥,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
2402,毅嘉,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
2891,中信金,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
4123,晟德,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
6150,撼訊,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
2027,大成鋼,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
4953,緯軟,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
4934,太極,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
8050,廣積,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
2425,承啟,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
4533,協易機,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
1210,大成,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
6213,聯茂,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
2618,長榮航,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
2884,玉山金,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
9921,巨大,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
3033,威健,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
2371,大同,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
3025,星通,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
6111,大宇資,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
3264,欣銓,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
6796,晉弘,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,56,4,False
6290,良維,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
4532,瑞智,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
3515,華擎,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
6515,穎崴,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,56,4,False
2801,彰銀,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
3653,健策,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,57,3,False
3693,營邦,TPEx,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,60,0,True
4566,時碩工業,TWSE,2023-07-21,60,60,2023-04-25,2023-07-20,initial_or_reentry_primary80,60,56,4,False
3704,合勤控,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2330,台積電,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2883,凱基金,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2882,國泰金,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
8299,群聯,TPEx,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,60,0,True
8155,博智,TPEx,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,60,0,True
6269,台郡,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
5871,中租-KY,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
8390,金益鼎,TPEx,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,60,0,True
6414,樺漢,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2354,鴻準,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
3711,日月光投控,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,56,4,False
8028,昇陽半導體,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,56,4,False
2383,台光電,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
8996,高力,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
6196,帆宣,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2913,農林,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2419,仲琦,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2458,義隆,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
1503,士電,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
3044,健鼎,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2377,微星,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
6279,胡連,TPEx,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,60,0,True
1904,正隆,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
8358,金居,TPEx,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,60,0,True
1514,亞力,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
5439,高技,TPEx,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,60,0,True
6239,力成,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2359,所羅門,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
3029,零壹,TWSE,2023-07-28,60,60,2023-05-03,2023-07-27,initial_or_reentry_primary80,60,57,3,False
2317,鴻海,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3037,欣興,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2454,聯發科,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2412,中華電,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2324,仁寶,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2360,致茂,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3661,世芯-KY,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2059,川湖,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2884,玉山金,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3035,智原,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2887,台新新光金,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
1560,中砂,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3515,華擎,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
8210,勤誠,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2834,臺企銀,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
1101,台泥,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
8046,南電,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
5371,中光電,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
2353,宏碁,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2385,群光,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
6282,康舒,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
2801,彰銀,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3131,弘塑,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
3025,星通,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3032,偉訓,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
6669,緯穎,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,56,4,False
6841,長佳智能,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
8069,元太,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
5234,達興材料,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
8255,朋程,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
3163,波若威,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
3293,鈊象,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
2201,裕隆,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
6112,邁達特,TWSE,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,57,3,False
3325,旭品,TPEx,2023-08-04,60,60,2023-05-09,2023-08-02,initial_or_reentry_primary80,60,60,0,True
2354,鴻準,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
4953,緯軟,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
1210,大成,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
1590,亞德客-KY,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2014,中鴻,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2634,漢翔,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2645,長榮航太,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,56,4,False
5258,虹堡,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3036,文曄,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
9958,世紀鋼,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2891,中信金,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
4763,材料*-KY,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2376,技嘉,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2885,元大金,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3013,晟銘電,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2912,統一超,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
6125,廣運,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
3483,力致,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
6531,愛普*,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
5871,中租-KY,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
1319,東陽,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3014,聯陽,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
6579,研揚,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
8016,矽創,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2204,中華,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2610,華航,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
1513,中興電,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
8454,富邦媒,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2618,長榮航,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3045,台灣大,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3004,豐達科,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2425,承啟,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
1519,華城,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
6191,精成科,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3587,閎康,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
6538,倉和,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
3056,富華新,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2371,大同,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
8936,國統,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
6203,海韻電,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
2727,王品,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
6223,旺矽,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
8081,致新,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
2211,長榮鋼,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,56,4,False
3558,神準,TPEx,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,60,0,True
6197,佳必琪,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
6672,騰輝電子-KY,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,56,4,False
6139,亞翔,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
3617,碩天,TWSE,2023-08-11,60,60,2023-05-16,2023-08-10,initial_or_reentry_primary80,60,57,3,False
6414,樺漢,TWSE,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,57,3,False
6664,群翊,TPEx,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,60,0,True
2355,敬鵬,TWSE,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,57,3,False
2404,漢唐,TWSE,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,57,3,False
3034,聯詠,TWSE,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,57,3,False
4979,華星光,TPEx,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,60,0,True
2455,全新,TWSE,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,57,3,False
8996,高力,TWSE,2023-08-18,60,60,2023-05-23,2023-08-17,initial_or_reentry_primary80,60,57,3,False
