date,market,route_status,required_tickers,ready_tickers,blocked_tickers,retrieval_attempted,source_url,source_hash
2023-08-29,TWSE,accepted,188,187,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230829&type=ALLBUT0999&response=json,20642b36b84e44d72ba4a8b9765ec5df5e8d74a80115d0ac249ec6fd052400f3
2023-08-30,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-08-30,TWSE,accepted,188,187,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230830&type=ALLBUT0999&response=json,1f6aee8c2dde1277cf9d1f4ca7c883973e8dec4c842875fa321b3b3d832e3d31
2023-08-31,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-08-31,TWSE,accepted,188,187,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230831&type=ALLBUT0999&response=json,6346aa1f3e15d5b9b8800fe1d3d2cf929c5eaf724b77ee47371d09fbdfed5ff4
2023-09-01,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-09-01,TWSE,accepted,186,185,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230901&type=ALLBUT0999&response=json,ca00204524f70974839a4c05c20a8e6632a36ed5b79e0b1086eb7ce6b4d045c2
2023-09-04,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-09-04,TWSE,accepted,186,185,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230904&type=ALLBUT0999&response=json,425de64c3299a2834ccd55d6368046d703341ecb2d102bc6b802fbc8a8e59bf5
2023-09-05,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-09-05,TWSE,accepted,190,189,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230905&type=ALLBUT0999&response=json,31684d1f49ee8eba7bd10be56824fa8fb124f5b4041b269c0f784f7eb15af032
2023-09-06,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-09-06,TWSE,accepted,190,49,141,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230906&type=ALLBUT0999&response=json,ce20aa3736d129559df8abe729fb0e8d73f1230577937257400c57dcdb7acdd4
2023-09-07,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-09-07,TWSE,accepted,190,188,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230907&type=ALLBUT0999&response=json,987754e0020ad84fc7bc9a2769c33fb5c7dd39a04b4b0ec73b24926139e20a8d
2023-09-08,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-09-08,TWSE,accepted,183,181,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230908&type=ALLBUT0999&response=json,27e986bee7df5119f407d7d1cbcad005d26b84906b5e63bf36f1ee35d2e27fd6
2023-09-11,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-09-11,TWSE,accepted,183,181,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230911&type=ALLBUT0999&response=json,06dea1b985d0bcc351f2754b5a6f3dd5755996ecec62eec401b8b09dc4802e4d
2023-09-12,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-09-12,TWSE,accepted,187,184,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230912&type=ALLBUT0999&response=json,30458088a3cfeaefe28c0b63c70e925fb43f92966b6229d31e78cf13d8eebe68
2023-09-13,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-09-13,TWSE,accepted,187,184,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230913&type=ALLBUT0999&response=json,9a313d1f3a407fb619ca5fc2d7b408e057ebcb75d5eb158503bfd51cb65cc494
2023-09-14,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-09-14,TWSE,accepted,187,182,5,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230914&type=ALLBUT0999&response=json,8cad6bd471e238937d3ab241566ad90b9e39d9f4492f5d3e42d52fd6d78cd86f
2023-09-15,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-09-15,TWSE,accepted,179,175,4,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230915&type=ALLBUT0999&response=json,e9f4756b17928667442969349ef079ddff6609d3743186b0c677410a9da77633
2023-09-18,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-09-18,TWSE,accepted,179,176,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230918&type=ALLBUT0999&response=json,50e894fbe38ca201232f9ccfaeb7d9ea899700439529f69baa767df65594e742
2023-09-19,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-09-19,TWSE,accepted,188,185,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230919&type=ALLBUT0999&response=json,529000d664e75013a6fb41d05d5a0b2e5c6af93f03490740a1d3280456f7140c
2023-09-20,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-09-20,TWSE,accepted,188,185,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230920&type=ALLBUT0999&response=json,265ac255eb069a524122deb14eae18d7c56cc68025d348caaf4ea9d765a66ccc
2023-09-21,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-09-21,TWSE,accepted,188,185,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230921&type=ALLBUT0999&response=json,11fe9a1eefea0116492657a363d8901b8633f8ff09fcb01655451d9a514930a7
2023-09-22,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-09-22,TWSE,accepted,163,160,3,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230922&type=ALLBUT0999&response=json,0d9810328bee5677eb3fb9224ba8e78833a5c2eac730fb4923040fd6913c3054
2023-09-25,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-09-25,TWSE,accepted,163,161,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230925&type=ALLBUT0999&response=json,812c4ce5e1abd95a124f79890dd40f8eac1ec1f23d120da3315cc183cee78e09
2023-09-26,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-09-26,TWSE,accepted,168,166,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230926&type=ALLBUT0999&response=json,3d680f19bda2ed33b0025a89bde1af3e739f32d9e4c8b30f6b59da59f49ad07b
2023-09-27,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-09-27,TWSE,accepted,168,166,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230927&type=ALLBUT0999&response=json,4c5dc15bf330048f8be0978c0f048049545162629447d637e2fb232ec145a160
2023-09-28,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-09-28,TWSE,accepted,152,150,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230928&type=ALLBUT0999&response=json,ccc1c94699306327ab8e9954e490ea699be8d327cff2e090795ea69da1272943
2023-10-02,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-10-02,TWSE,accepted,152,150,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231002&type=ALLBUT0999&response=json,7b38822f2c5e6dcd2e34ddbe7617e41fb6bcb2f4828706d3dff3e21eff1fe847
2023-10-03,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-10-03,TWSE,accepted,152,150,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231003&type=ALLBUT0999&response=json,3d0895454b2e59d4983bb830f7fda31109531847fed9771cb0c23f1af5edef40
2023-10-04,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-10-04,TWSE,accepted,158,156,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231004&type=ALLBUT0999&response=json,dd9ad6e08dc454802e2a8ae9167aeae3f3ae2ff49338fa2f28cdea5807e0a567
2023-10-05,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-10-05,TWSE,accepted,158,156,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231005&type=ALLBUT0999&response=json,61ed0cea49fbc375c43fa0ad9dfa71160d656fabd9373c424e5ddd067eee817b
2023-10-06,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-10-06,TWSE,accepted,150,148,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231006&type=ALLBUT0999&response=json,0a3d85495b75a539575f8a3a84d1e04da69e921ac4db7412f07577117cbfd3c8
2023-10-11,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-10-11,TWSE,accepted,150,138,12,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231011&type=ALLBUT0999&response=json,944a2312efe91d1535140444a829aef89eeed3628764df265ba72a787ef5e5ab
2023-10-12,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-10-12,TWSE,accepted,157,155,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231012&type=ALLBUT0999&response=json,7c758c035251e16ce3b354f148b023306557b00ed8e45c97b4bd82b822044914
2023-10-13,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-10-13,TWSE,accepted,147,145,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231013&type=ALLBUT0999&response=json,e7b9f03d4ce27665401d1a3c4b94964bf63301cbc7230472b5da6fbceecd3cff
2023-10-16,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-10-16,TWSE,accepted,147,145,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231016&type=ALLBUT0999&response=json,e266707ea760e45b80bcdf356bf2c7e76791b2975bcd680d41fd73ea11343cc2
2023-10-17,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-10-17,TWSE,accepted,147,145,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231017&type=ALLBUT0999&response=json,b8e9869bad2d7d8d816724476c4846e329f05e67d68945b041a747dcbba2859c
2023-10-18,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-10-18,TWSE,accepted,147,145,2,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231018&type=ALLBUT0999&response=json,ee84beca30d39e628dfa448f63764556d795b6cd43b4ad7e7e7539c46383d808
2023-10-19,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-10-19,TWSE,accepted,160,159,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231019&type=ALLBUT0999&response=json,4c5f90a76d2c1defc2ae100d8c8a3531c79be301b236f61132467a72f5865a9e
2023-10-20,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-10-20,TWSE,accepted,153,152,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231020&type=ALLBUT0999&response=json,eb6e343f9cbcdeec4fdad26a522e98903275d74d4ce06495a8dbc083230e5067
2023-10-23,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-10-23,TWSE,accepted,153,152,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231023&type=ALLBUT0999&response=json,54d976024904cef71f710d6bb707540526e2b8f3e485ccde78f3a746c2b08f0a
2023-10-24,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-10-24,TWSE,accepted,153,152,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231024&type=ALLBUT0999&response=json,bd2081c43ae8da189b85255cc29a952ad030fafcf3236e13e2e71e662ad1da04
2023-10-25,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-10-25,TWSE,accepted,153,152,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231025&type=ALLBUT0999&response=json,48aca9d8c9fc618c06556529656125be05921d28c0153e6990f151b11ec4d467
2023-10-26,TPEx,reused_existing_compact,71,71,0,False,local_compact,
2023-10-26,TWSE,accepted,159,158,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231026&type=ALLBUT0999&response=json,bd976f48289273c7dfe3bf63ae58bff166ac78a5e21349c4a75741bbdef493d3
2023-10-27,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-10-27,TWSE,accepted,157,156,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231027&type=ALLBUT0999&response=json,ce35101d19d38f879502098ee998df3435f59a4e73fb1d307fd333246ff40b6b
2023-10-30,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-10-30,TWSE,accepted,157,156,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231030&type=ALLBUT0999&response=json,0cedd79a44c4cb16ffc3e8165b65b4384549ab1238f45c550684fc11e8c2af6c
2023-10-31,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-10-31,TWSE,accepted,157,156,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231031&type=ALLBUT0999&response=json,8feb2b89094703a288d23818c465d2b7176a90536de97e202beb8ce99915cc10
2023-11-01,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-11-01,TWSE,accepted,157,156,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231101&type=ALLBUT0999&response=json,2fd3379edae4beaf611d684663ce22db885f59ede24983b51c7cde9f4a797efa
2023-11-02,TPEx,reused_existing_compact,71,71,0,False,local_compact,
2023-11-02,TWSE,accepted,159,158,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231102&type=ALLBUT0999&response=json,3ec0e772de037637dea34c4b4db1a4211598f28e809700aada60fbefadda78cf
2023-11-03,TPEx,reused_existing_compact,67,67,0,False,local_compact,
