ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end,segment_type
2890,永豐金,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
6890,來億-KY,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
1102,亞泥,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
6558,興能高,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
6223,旺矽,TPEx,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
3044,健鼎,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
2645,長榮航太,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
3694,海華,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
6669,緯穎,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
2888,新光金,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
1560,中砂,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
3005,神基,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
3702,大聯大,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
2472,立隆電,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
6472,保瑞,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
2385,群光,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
3036,文曄,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
6215,和椿,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
2301,光寶科,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
4977,眾達-KY,TWSE,2025-01-17,60,60,2024-10-23,2025-01-16,initial_or_reentry_primary80
1519,華城,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
2731,雄獅,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
2474,可成,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
8069,元太,TPEx,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
1605,華新,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
6510,精測,TPEx,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
6005,群益證,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
6451,訊芯-KY,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
4912,聯德控股-KY,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
2002,中鋼,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
4931,新盛力,TPEx,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
2368,金像電,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
1513,中興電,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
2634,漢翔,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
6781,AES-KY,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
8033,雷虎,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
8111,立碁,TPEx,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
3533,嘉澤,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
3023,信邦,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
3491,昇達科,TPEx,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
9105,泰金寶-DR,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
6830,汎銓,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
2884,玉山金,TWSE,2025-01-22,60,60,2024-10-28,2025-01-21,initial_or_reentry_primary80
1477,聚陽,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6757,台灣虎航,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2885,元大金,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
5871,中租-KY,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2618,長榮航,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3376,新日興,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
1476,儒鴻,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2492,華新科,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3045,台灣大,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6176,瑞儀,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
1319,東陽,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2912,統一超,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6811,宏碁資訊,TPEx,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6863,永道-KY,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2027,大成鋼,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2395,研華,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
7722,LINEPAY,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2439,美律,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6414,樺漢,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2453,凌群,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3030,德律,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
4904,遠傳,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2892,第一金,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6206,飛捷,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6683,雍智科技,TPEx,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
5536,聖暉*,TPEx,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
4966,譜瑞-KY,TPEx,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3702,大聯大,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
1795,美時,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
9938,百和,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
2471,資通,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3645,達邁,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
5880,合庫金,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3450,聯鈞,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
1522,堤維西,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
9914,美利達,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6148,驊宏資,TPEx,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6214,精誠,TWSE,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
6290,良維,TPEx,2025-02-07,60,60,2024-11-05,2025-02-06,initial_or_reentry_primary80
3078,僑威,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3005,神基,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2646,星宇航空,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
1101,台泥,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3406,玉晶光,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
1303,南亞,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
4763,材料*-KY,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
1216,統一,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6257,矽格,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3362,先進光,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6890,來億-KY,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2454,聯發科,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2353,宏碁,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2312,金寶,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
1605,華新,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3088,艾訊,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2458,義隆,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
4772,台特化,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2472,立隆電,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
4967,十銓,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3491,昇達科,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
5314,世紀,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2468,華經,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3231,緯創,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
4576,大銀微系統,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6231,系微,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6285,啟碁,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
4571,鈞興-KY,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3019,亞光,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
2049,上銀,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3605,宏致,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6438,迅得,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6546,正基,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3029,零壹,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
8234,新漢,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3443,創意,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
6689,伊雲谷,TWSE,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
3548,兆利,TPEx,2025-02-14,60,60,2024-11-12,2025-02-13,initial_or_reentry_primary80
1513,中興電,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
1476,儒鴻,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3147,大綜,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
2615,萬海,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
2374,佳能,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6140,訊達,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
4979,華星光,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
1609,大亞,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
8464,億豐,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3706,神達,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3035,智原,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6558,興能高,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
4303,信立,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6488,環球晶,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
4931,新盛力,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
9802,鈺齊-KY,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
2359,所羅門,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
4583,台灣精銳,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6215,和椿,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3167,大量,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
2402,毅嘉,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
8028,昇陽半導體,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3479,安勤,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3694,海華,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
8033,雷虎,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3379,彬台,TPEx,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
2476,鉅祥,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6962,奕力-KY,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6742,澤米,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
1503,士電,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
3189,景碩,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6768,志強-KY,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
6515,穎崴,TWSE,2025-02-21,60,60,2024-11-19,2025-02-20,initial_or_reentry_primary80
2027,大成鋼,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3029,零壹,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3293,鈊象,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2468,華經,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2412,中華電,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2881,富邦金,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2646,星宇航空,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3045,台灣大,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2603,長榮,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
9938,百和,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3661,世芯-KY,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3645,達邁,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
4162,智擎,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2383,台光電,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2880,華南金,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
1319,東陽,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
9904,寶成,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
6414,樺漢,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3702,大聯大,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
4904,遠傳,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2641,正德,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2801,彰銀,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
1477,聚陽,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
6643,M31,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3693,營邦,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
5347,世界,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
2365,昆盈,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3044,健鼎,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
3324,雙鴻,TPEx,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
5225,東科-KY,TWSE,2025-02-27,60,60,2024-11-25,2025-02-26,initial_or_reentry_primary80
1605,華新,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
3227,原相,TPEx,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
6415,矽力*-KY,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
3376,新日興,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2301,光寶科,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2371,大同,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
3558,神準,TPEx,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2368,金像電,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
6206,飛捷,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
3443,創意,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
3231,緯創,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
1503,士電,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
9914,美利達,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
6188,廣明,TPEx,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2892,第一金,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2882,國泰金,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2317,鴻海,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
8096,擎亞,TPEx,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2382,廣達,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
1785,光洋科,TPEx,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
3017,奇鋐,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2912,統一超,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
6805,富世達,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2376,技嘉,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2890,永豐金,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2609,陽明,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
8210,勤誠,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2887,台新新光金,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2359,所羅門,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
1216,統一,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
9958,世紀鋼,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
6117,迎廣,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
2476,鉅祥,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
6691,洋基工程,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
9802,鈺齊-KY,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
1519,華城,TWSE,2025-03-07,60,60,2024-12-02,2025-03-06,initial_or_reentry_primary80
1513,中興電,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3078,僑威,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2383,台光電,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2884,玉山金,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3034,聯詠,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
1590,亞德客-KY,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
5347,世界,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3312,弘憶股,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2059,川湖,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2464,盟立,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2385,群光,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2308,台達電,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
4763,材料*-KY,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2049,上銀,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
6658,聯策,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2353,宏碁,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
9921,巨大,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3044,健鼎,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2313,華通,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
4541,晟田,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
6227,茂綸,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3213,茂訊,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
6143,振曜,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
6472,保瑞,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3032,偉訓,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
6515,穎崴,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3013,晟銘電,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
4566,時碩工業,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2474,可成,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3528,安馳,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
4967,十銓,TWSE,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
3689,湧德,TPEx,2025-03-14,60,60,2024-12-09,2025-03-13,initial_or_reentry_primary80
2603,長榮,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
6414,樺漢,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
3036,文曄,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
6873,泓德能源,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2356,英業達,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
3450,聯鈞,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2303,聯電,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
3711,日月光投控,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2357,華碩,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2345,智邦,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
8936,國統,TPEx,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
6829,千附精密,TPEx,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2330,台積電,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2615,萬海,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
8069,元太,TPEx,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
3147,大綜,TPEx,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
4772,台特化,TPEx,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
1102,亞泥,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
6805,富世達,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
6285,啟碁,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2453,凌群,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
8096,擎亞,TPEx,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
8464,億豐,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
2388,威盛,TWSE,2025-03-21,60,60,2024-12-16,2025-03-20,initial_or_reentry_primary80
