period,route_id,page_url,snapshot_url,attempt_type,status,http_code,content_type,bytes,href_count,pdf_candidate_count,retrieved_path,error,notes
2014Q4,yuantafunds_product_root,https://www.yuantafunds.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050&timestamp=20141231,wayback_available_html_snapshot_search,http_ok,200,application/json,109,0,0,,,closest_timestamp=; closest_url=
2014Q4,yuantafunds_legacy_fund_root,https://www.yuantafunds.com/fund/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Ffund%2F0050&timestamp=20141231,wayback_available_html_snapshot_search,http_ok,200,application/json,99,0,0,,,closest_timestamp=; closest_url=
2014Q4,yuantafunds_tw_legacy_root,https://www.yuantafunds.com.tw/,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F&timestamp=20141231,wayback_available_html_snapshot_search,http_ok,200,application/json,257,0,0,,,closest_timestamp=20120910093722; closest_url=http://web.archive.org/web/20120910093722/http://www.yuantafunds.com.tw:80/
2014Q4,yuantaetfs_basic_information,https://www.yuantaetfs.com/product/detail/0050/Basic_information,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,871732,36,15,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_basic_information_20211129022344__product_detail_0050_Basic_information.html,,timestamp=20211129022344; original=https://www.yuantaetfs.com/product/detail/0050/Basic_information
2014Q4,yuantaetfs_ratio,https://www.yuantaetfs.com/product/detail/0050/ratio,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,897601,35,15,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621__product_detail_0050_ratio.html,,timestamp=20220526044621; original=https://www.yuantaetfs.com/product/detail/0050/ratio
2014Q4,yuantaetfs_download,https://www.yuantaetfs.com/product/detail/0050/download,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,872883,37,14,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142__product_detail_0050_download.html,,timestamp=20220526050142; original=https://www.yuantaetfs.com/product/detail/0050/download
2014Q4,yuantafunds_tw_legacy_root,https://www.yuantafunds.com.tw/,https://web.archive.org/web/20120910093722id_/https://www.yuantafunds.com.tw/,download_selected_html_snapshot,error,,,0,0,0,,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20120910093722id_/https://www.yuantafunds.com.tw/ (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",timestamp=20120910093722; original=https://www.yuantafunds.com.tw/
2016Q1,yuantaetfs_0050_product_exact,https://www.yuantaetfs.com/product/detail/0050,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12 (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",cdx_rows=0
2016Q1,yuantaetfs_0050_product_wildcard,https://www.yuantaetfs.com/product/detail/0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2016Q1,yuantaetfs_0050_download_wildcard,https://www.yuantaetfs.com/product/detail/0050/download*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2016Q1,yuantaetfs_api_0050_wildcard,https://www.yuantaetfs.com/api/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fapi%2F*0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2016Q1,yuantafunds_0050_product_wildcard,https://www.yuantafunds.com/product/detail/0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2016Q1,yuantafunds_0050_any_wildcard,https://www.yuantafunds.com/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2F*0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2F*0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12 (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",cdx_rows=0
2016Q1,yuantafunds_tw_0050_any_wildcard,https://www.yuantafunds.com.tw/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F*0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /cdx?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F*0050*&from=201601&to=201604&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12 (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",cdx_rows=0
2016Q1,yuantaetfs_basic_information,https://www.yuantaetfs.com/product/detail/0050/Basic_information,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2FBasic_information&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,321,0,0,,,closest_timestamp=20211129022344; closest_url=http://web.archive.org/web/20211129022344/https://www.yuantaetfs.com/product/detail/0050/Basic_information
2016Q1,yuantaetfs_ratio,https://www.yuantaetfs.com/product/detail/0050/ratio,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,297,0,0,,,closest_timestamp=20220526044621; closest_url=http://web.archive.org/web/20220526044621/https://www.yuantaetfs.com/product/detail/0050/ratio
2016Q1,yuantaetfs_download,https://www.yuantaetfs.com/product/detail/0050/download,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,303,0,0,,,closest_timestamp=20220526050142; closest_url=http://web.archive.org/web/20220526050142/https://www.yuantaetfs.com/product/detail/0050/download
2016Q1,yuantaetfs_product_root,https://www.yuantaetfs.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,108,0,0,,,closest_timestamp=; closest_url=
2016Q1,yuantafunds_product_root,https://www.yuantafunds.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,109,0,0,,,closest_timestamp=; closest_url=
2016Q1,yuantafunds_legacy_fund_root,https://www.yuantafunds.com/fund/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Ffund%2F0050&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,99,0,0,,,closest_timestamp=; closest_url=
2016Q1,yuantafunds_tw_legacy_root,https://www.yuantafunds.com.tw/,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F&timestamp=20160331,wayback_available_html_snapshot_search,http_ok,200,application/json,93,0,0,,,closest_timestamp=; closest_url=
2016Q1,yuantaetfs_basic_information,https://www.yuantaetfs.com/product/detail/0050/Basic_information,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,871732,36,15,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344__product_detail_0050_Basic_information.html,,timestamp=20211129022344; original=https://www.yuantaetfs.com/product/detail/0050/Basic_information
2016Q1,yuantaetfs_ratio,https://www.yuantaetfs.com/product/detail/0050/ratio,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,897601,35,15,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621__product_detail_0050_ratio.html,,timestamp=20220526044621; original=https://www.yuantaetfs.com/product/detail/0050/ratio
2016Q1,yuantaetfs_download,https://www.yuantaetfs.com/product/detail/0050/download,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,872883,37,14,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_download_20220526050142__product_detail_0050_download.html,,timestamp=20220526050142; original=https://www.yuantaetfs.com/product/detail/0050/download
2021Q4,yuantaetfs_0050_product_exact,https://www.yuantaetfs.com/product/detail/0050,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2021Q4,yuantaetfs_0050_product_wildcard,https://www.yuantaetfs.com/product/detail/0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050*&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2021Q4,yuantaetfs_0050_download_wildcard,https://www.yuantaetfs.com/product/detail/0050/download*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload*&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2021Q4,yuantaetfs_api_0050_wildcard,https://www.yuantaetfs.com/api/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fapi%2F*0050*&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2021Q4,yuantafunds_0050_product_wildcard,https://www.yuantafunds.com/product/detail/0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050*&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2021Q4,yuantafunds_0050_any_wildcard,https://www.yuantafunds.com/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2F*0050*&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2021Q4,yuantafunds_tw_0050_any_wildcard,https://www.yuantafunds.com.tw/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F*0050*&from=202110&to=202201&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2021Q4,yuantaetfs_basic_information,https://www.yuantaetfs.com/product/detail/0050/Basic_information,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2FBasic_information&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,126,0,0,,,closest_timestamp=; closest_url=
2021Q4,yuantaetfs_ratio,https://www.yuantaetfs.com/product/detail/0050/ratio,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,297,0,0,,,closest_timestamp=20220526044621; closest_url=http://web.archive.org/web/20220526044621/https://www.yuantaetfs.com/product/detail/0050/ratio
2021Q4,yuantaetfs_download,https://www.yuantaetfs.com/product/detail/0050/download,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,117,0,0,,,closest_timestamp=; closest_url=
2021Q4,yuantaetfs_product_root,https://www.yuantaetfs.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,108,0,0,,,closest_timestamp=; closest_url=
2021Q4,yuantafunds_product_root,https://www.yuantafunds.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,109,0,0,,,closest_timestamp=; closest_url=
2021Q4,yuantafunds_legacy_fund_root,https://www.yuantafunds.com/fund/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Ffund%2F0050&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,99,0,0,,,closest_timestamp=; closest_url=
2021Q4,yuantafunds_tw_legacy_root,https://www.yuantafunds.com.tw/,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F&timestamp=20211231,wayback_available_html_snapshot_search,http_ok,200,application/json,257,0,0,,,closest_timestamp=20120910093722; closest_url=http://web.archive.org/web/20120910093722/http://www.yuantafunds.com.tw:80/
2021Q4,yuantaetfs_ratio,https://www.yuantaetfs.com/product/detail/0050/ratio,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,897601,35,15,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2021Q4_yuantaetfs_ratio_20220526044621__product_detail_0050_ratio.html,,timestamp=20220526044621; original=https://www.yuantaetfs.com/product/detail/0050/ratio
2021Q4,yuantafunds_tw_legacy_root,https://www.yuantafunds.com.tw/,https://web.archive.org/web/20120910093722id_/https://www.yuantafunds.com.tw/,download_selected_html_snapshot,http_ok,200,text/html; charset=utf-8,148770,388,5,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2021Q4_yuantafunds_tw_legacy_root_20120910093722.html,,timestamp=20120910093722; original=https://www.yuantafunds.com.tw/
2023Q4,yuantaetfs_0050_product_exact,https://www.yuantaetfs.com/product/detail/0050,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2023Q4,yuantaetfs_0050_product_wildcard,https://www.yuantaetfs.com/product/detail/0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050*&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2023Q4,yuantaetfs_0050_download_wildcard,https://www.yuantaetfs.com/product/detail/0050/download*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload*&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2023Q4,yuantaetfs_api_0050_wildcard,https://www.yuantaetfs.com/api/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fapi%2F*0050*&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,http_ok,200,application/json,3,0,0,,,cdx_rows=0
2023Q4,yuantafunds_0050_product_wildcard,https://www.yuantafunds.com/product/detail/0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050*&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2023Q4,yuantafunds_0050_any_wildcard,https://www.yuantafunds.com/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com%2F*0050*&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2023Q4,yuantafunds_tw_0050_any_wildcard,https://www.yuantafunds.com.tw/*0050*,"https://web.archive.org/cdx?url=https%3A%2F%2Fwww.yuantafunds.com.tw%2F*0050*&from=202310&to=202401&output=json&fl=timestamp,original,statuscode,mimetype,digest&filter=statuscode:200&collapse=digest&limit=12",wayback_cdx_html_snapshot_search,error,,,0,0,0,,"ReadTimeout: HTTPSConnectionPool(host='web.archive.org', port=443): Read timed out. (read timeout=10)",cdx_rows=0
2023Q4,yuantaetfs_basic_information,https://www.yuantaetfs.com/product/detail/0050/Basic_information,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2FBasic_information&timestamp=20231231,wayback_available_html_snapshot_search,http_ok,200,application/json,126,0,0,,,closest_timestamp=; closest_url=
2023Q4,yuantaetfs_ratio,https://www.yuantaetfs.com/product/detail/0050/ratio,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&timestamp=20231231,wayback_available_html_snapshot_search,http_ok,200,application/json,297,0,0,,,closest_timestamp=20240222103746; closest_url=http://web.archive.org/web/20240222103746/https://www.yuantaetfs.com/product/detail/0050/ratio
2023Q4,yuantaetfs_download,https://www.yuantaetfs.com/product/detail/0050/download,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload&timestamp=20231231,wayback_available_html_snapshot_search,http_ok,200,application/json,303,0,0,,,closest_timestamp=20240225083826; closest_url=http://web.archive.org/web/20240225083826/https://www.yuantaetfs.com/product/detail/0050/download
2023Q4,yuantaetfs_product_root,https://www.yuantaetfs.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050&timestamp=20231231,wayback_available_html_snapshot_search,http_ok,200,application/json,108,0,0,,,closest_timestamp=; closest_url=
2023Q4,yuantafunds_product_root,https://www.yuantafunds.com/product/detail/0050,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantafunds.com%2Fproduct%2Fdetail%2F0050&timestamp=20231231,wayback_available_html_snapshot_search,http_ok,200,application/json,109,0,0,,,closest_timestamp=; closest_url=
