candidate_id,period,source_html_snapshot,attempt_type,url,status,http_code,content_type,bytes,is_pdf,retrieved_path,parser_status,page_count,parsed_sample_rows,error,text_sample
2014Q4_yuantaetfs_ratio_20220526044621_1,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/Basic_information,http_ok,200,text/html; charset=utf-8,1096933,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_1_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_2,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/ratio,http_ok,200,text/html; charset=utf-8,1107239,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_2_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_3,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/tradeInfo/pcf/0050,http_ok,200,text/html; charset=utf-8,1068217,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_3_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_4,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/PD,http_ok,200,text/html; charset=utf-8,1078254,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_4_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_5,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/download,http_ok,200,text/html; charset=utf-8,1080184,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_5_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_6,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://mis.taifex.com.tw/futures/RegularSession/EtfProducts/Futures,http_ok,200,text/html,4443,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_6_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_7,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,wayback_pdf_snapshot,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF申購撤回申請書.pdf,http_non_ok,404,text/html,145760,false,,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_7,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF申購撤回申請書.pdf,http_ok,200,text/html; charset=utf-8,1299504,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_7_original_pdf_url.html,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_8,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,wayback_pdf_snapshot,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF買回撤回申請書.pdf,http_non_ok,404,text/html,145760,false,,,0,0,,
2014Q4_yuantaetfs_ratio_20220526044621_8,2014Q4,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF買回撤回申請書.pdf,http_ok,200,text/html; charset=utf-8,1299504,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_ratio_20220526044621_8_original_pdf_url.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_1,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/Basic_information,http_ok,200,text/html; charset=utf-8,1096933,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_1_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_2,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/ratio,http_ok,200,text/html; charset=utf-8,1107239,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_2_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_3,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_download_candidate,https://www.yuantaetfs.com/tradeInfo/pcf/0050,http_ok,200,text/html; charset=utf-8,1068217,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_3_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_4,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/PD,http_ok,200,text/html; charset=utf-8,1078254,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_4_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_5,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/download,http_ok,200,text/html; charset=utf-8,1080184,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_5_original_download_candidate.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_6,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,wayback_pdf_snapshot,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF申購撤回申請書.pdf,http_non_ok,404,text/html,145760,false,,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_6,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF申購撤回申請書.pdf,http_ok,200,text/html; charset=utf-8,1299846,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_6_original_pdf_url.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_7,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,wayback_pdf_snapshot,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF買回撤回申請書.pdf,error,,,0,false,,,0,0,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002FETF%E8%B2%B7%E5%9B%9E%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",
2014Q4_yuantaetfs_download_20220526050142_7,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF買回撤回申請書.pdf,http_ok,200,text/html; charset=utf-8,1299846,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_7_original_pdf_url.html,,0,0,,
2014Q4_yuantaetfs_download_20220526050142_8,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,wayback_pdf_snapshot,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002F現金替代申請書.pdf,error,,,0,false,,,0,0,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002F%E7%8F%BE%E9%87%91%E6%9B%BF%E4%BB%A3%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",
2014Q4_yuantaetfs_download_20220526050142_8,2014Q4,https://web.archive.org/web/20220526050142id_/https://www.yuantaetfs.com/product/detail/0050/download,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002F現金替代申請書.pdf,http_ok,200,text/html; charset=utf-8,1299879,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2014Q4_yuantaetfs_download_20220526050142_8_original_pdf_url.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_1,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/Basic_information,http_ok,200,text/html; charset=utf-8,1096933,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_1_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_2,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/ratio,http_ok,200,text/html; charset=utf-8,1107239,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_2_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_3,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_download_candidate,https://www.yuantaetfs.com/tradeInfo/pcf/0050,http_ok,200,text/html; charset=utf-8,1068217,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_3_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_4,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/PD,http_ok,200,text/html; charset=utf-8,1078254,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_4_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_5,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/download,http_ok,200,text/html; charset=utf-8,1080184,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_5_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_6,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_download_candidate,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIyNCIgaGVpZ2h0PSIyNCIgdmlld0JveD0iMCAwIDI0IDI0Ij4NCiAgICA8ZyBmaWxsPSJub25lIiBmaWxsLXJ1bGU9ImV2ZW5vZGQiPg0KICAgICAgICA8Y2lyY2xlIGN4PSIxMiIgY3k9IjEyIiByPSI4IiBzdHJva2U9IiMwMjVEQTMiIHN0cm9rZS13aWR0aD0iMS41Ii8+DQogICAgICAgIDxwYXRoIHN0cm9rZT0iIzAyNURBMyIgc3Ryb2tlLWxpbmVjYXA9InJvdW5kIiBzdHJva2UtbGluZWpvaW49InJvdW5kIiBzdHJva2Utd2lkdGg9IjIiIGQ9Ik0xMiAxMS41djUiLz4NCiAgICAgICAgPGNpcmNsZSBjeD0iMTIiIGN5PSI4LjI1IiByPSIxLjI1IiBmaWxsPSIjMDI1REEzIi8+DQogICAgPC9nPg0KPC9zdmc+DQo=",error,,,0,false,,,0,0,"InvalidSchema: No connection adapters were found for 'data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIyNCIgaGVpZ2h0PSIyNCIgdmlld0JveD0iMCAwIDI0IDI0Ij4NCiAgICA8ZyBmaWxsPSJub25lIiBmaWxsLXJ1bGU9ImV2ZW5vZGQiPg0KICAgICAgICA8Y2lyY2xlIGN4PSIxMiIgY3k9IjEyIiByPSI4IiBzdHJva2U9IiMwMjVEQTMiIHN0cm9rZS13aWR0aD0iMS41Ii8+DQogICAgICAgIDxwYXRoIHN0cm9rZT0iIzAyNURBMyIgc3Ryb2tlLWxpbmVjYXA9InJvdW5kIiBzdHJva2UtbGluZWpvaW49InJvdW5kIiBzdHJva2Utd2lkdGg9IjIiIGQ9Ik0xMiAxMS41djUiLz4NCiAgICAgICAgPGNpcmNsZSBjeD0iMTIiIGN5PSI4LjI1IiByPSIxLjI1IiBmaWxsPSIjMDI1REEzIi8+DQogICAgPC9nPg0KPC9zdmc+DQo='",
2016Q1_yuantaetfs_basic_information_20211129022344_7,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,wayback_pdf_snapshot,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF申購撤回申請書.pdf,http_non_ok,404,text/html,145760,false,,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_7,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF申購撤回申請書.pdf,http_ok,200,text/html; charset=utf-8,1300238,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_7_original_pdf_url.html,,0,0,,
2016Q1_yuantaetfs_basic_information_20211129022344_8,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,wayback_pdf_snapshot,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF買回撤回申請書.pdf,error,,,0,false,,,0,0,"ConnectionError: HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/%5Cu002F%5Cu002Fapi.yuantafunds.com%5Cu002FECImage%5Cu002FETFBackstage%5Cu002Ffile%5Cu002FETFFileDownload%5Cu002FETF%E8%B2%B7%E5%9B%9E%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [WinError 10061] 無法連線，因為目標電腦拒絕連線。""))",
2016Q1_yuantaetfs_basic_information_20211129022344_8,2016Q1,https://web.archive.org/web/20211129022344id_/https://www.yuantaetfs.com/product/detail/0050/Basic_information,original_pdf_url,https://www.yuantaetfs.com/product/detail/0050/\u002F\u002Fapi.yuantafunds.com\u002FECImage\u002FETFBackstage\u002Ffile\u002FETFFileDownload\u002FETF買回撤回申請書.pdf,http_ok,200,text/html; charset=utf-8,1300238,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_basic_information_20211129022344_8_original_pdf_url.html,,0,0,,
2016Q1_yuantaetfs_ratio_20220526044621_1,2016Q1,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/Basic_information,http_ok,200,text/html; charset=utf-8,1096933,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621_1_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_ratio_20220526044621_2,2016Q1,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/ratio,http_ok,200,text/html; charset=utf-8,1107239,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621_2_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_ratio_20220526044621_3,2016Q1,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/tradeInfo/pcf/0050,http_ok,200,text/html; charset=utf-8,1068217,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621_3_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_ratio_20220526044621_4,2016Q1,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/PD,http_ok,200,text/html; charset=utf-8,1078254,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621_4_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_ratio_20220526044621_5,2016Q1,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://www.yuantaetfs.com/product/detail/0050/download,http_ok,200,text/html; charset=utf-8,1080184,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621_5_original_download_candidate.html,,0,0,,
2016Q1_yuantaetfs_ratio_20220526044621_6,2016Q1,https://web.archive.org/web/20220526044621id_/https://www.yuantaetfs.com/product/detail/0050/ratio,original_download_candidate,https://mis.taifex.com.tw/futures/RegularSession/EtfProducts/Futures,http_ok,200,text/html,4443,false,outputs/radar_tw50_0050_archived_html_crawler_201411_202312_20260629/raw_sources/2016Q1_yuantaetfs_ratio_20220526044621_6_original_download_candidate.html,,0,0,,
