path,size_mb,reason,restore_source,approval_required,delete_executed,move_executed,compress_executed
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2395_TW_2024_2395_20250529F04.pdf,4.296,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2395_TW_2024_2395_20250529F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2449_TW_2024_2449_20250527F04.pdf,1.705,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/2449_TW_2024_2449_20250527F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3017_TW_2024_3017_20250606F04.pdf,1.213,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3017_TW_2024_3017_20250606F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3044_TW_2024_3044_20250529F04.pdf,1.084,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3044_TW_2024_3044_20250529F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3189_TW_2024_3189_20250528F04.pdf,4.365,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3189_TW_2024_3189_20250528F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3324_TW_2024_3324_20250516F04.pdf,1.506,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3324_TW_2024_3324_20250516F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3443_TW_2024_3443_20250515F04.pdf,2.772,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3443_TW_2024_3443_20250515F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3533_TW_2024_3533_20250613F04.pdf,1.375,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3533_TW_2024_3533_20250613F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3665_TW_2024_3665_20250529F04.pdf,3.257,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/3665_TW_2024_3665_20250529F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6213_TW_2024_6213_20250526F04.pdf,3.797,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6213_TW_2024_6213_20250526F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6285_TW_2024_6285_20250516F04.pdf,3.042,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6285_TW_2024_6285_20250516F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6412_TW_2024_6412_20250526F04.pdf,2.293,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6412_TW_2024_6412_20250526F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6442_TW_2024_6442_20250528F04.pdf,3.479,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6442_TW_2024_6442_20250528F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6488_TWO_2024_6488_20250526F04.pdf,1.314,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6488_TWO_2024_6488_20250526F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6669_TW_2024_6669_20250529F04.pdf,2.187,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/6669_TW_2024_6669_20250529F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8046_TW_2024_8046_20250527F04.pdf,2.147,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8046_TW_2024_8046_20250527F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8210_TW_2024_8210_20250529F04.pdf,7.932,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8210_TW_2024_8210_20250529F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8299_TWO_2024_8299_20250527F04.pdf,4.896,raw_source candidate from radar_dynamic_pool1_mops_document_extraction_v1_20260704,outputs/radar_dynamic_pool1_mops_document_extraction_v1_20260704/raw_sources/pdf/8299_TWO_2024_8299_20250527F04.pdf,true,false,false,false
outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_13.json,0.213,raw_source candidate from radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_13.json,true,false,false,false
outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_14.json,0.197,raw_source candidate from radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_14.json,true,false,false,false
outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_19.json,0.556,raw_source candidate from radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_19.json,true,false,false,false
outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_13.json,0.023,raw_source candidate from radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_13.json,true,false,false,false
outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_14.json,0.023,raw_source candidate from radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_14.json,true,false,false,false
outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_19.json,0.023,raw_source candidate from radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/www_tpex_org_tw_openapi_v1_mopsfin_t187ap46_O_19.json,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb04.js,0.004,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb04.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb05.js,0.004,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb05.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb06.js,0.004,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t163sb06.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t164sb04.js,0.006,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t164sb04.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t164sb05.js,0.006,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t164sb05.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t164sb06.js,0.004,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_asset_t164sb06.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_assets_index_js_20260703.js,0.446,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/mops_assets_index_js_20260703.js,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_104q04_redirect.json,0.0,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_104q04_redirect.json,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_104q04_response.html,0.985,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_104q04_response.html,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_113q04_redirect.json,0.0,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_113q04_redirect.json,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_113q04_response.html,1.272,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_otc_113q04_response.html,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_104q04_redirect.json,0.0,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_104q04_redirect.json,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_104q04_response.html,1.249,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_104q04_response.html,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q04_redirect.json,0.0,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q04_redirect.json,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q04_response.html,1.553,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q04_response.html,true,false,false,false
outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q4_response.html,1.553,raw_source candidate from radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q4_response.html,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_ic_platform_landing.txt,0.018,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_ic_platform_landing.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_mis_market_information_by_industry.txt,0.029,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_mis_market_information_by_industry.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_constituents_type4_2015.txt,0.002,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_constituents_type4_2015.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_constituents_type4_2026.txt,0.001,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_constituents_type4_2026.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_daily_sector_type3_2015.txt,0.002,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_daily_sector_type3_2015.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_daily_sector_type3_2026.txt,0.001,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703/raw_sources/tpex_tpex_statistics_idx_daily_sector_type3_2026.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/tpex_https_www_tpex_org_tw_www_zh_tw_afterTrading_dailyQuotes_date_2015_01_05_response_json.txt,0.502,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/tpex_https_www_tpex_org_tw_www_zh_tw_afterTrading_dailyQuotes_date_2015_01_05_response_json.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/tpex_https_www_tpex_org_tw_www_zh_tw_afterTrading_dailyQuotes_date_2026_07_02_response_json.txt,1.441,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/tpex_https_www_tpex_org_tw_www_zh_tw_afterTrading_dailyQuotes_date_2026_07_02_response_json.txt,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_01.json,0.002,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_01.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_02.json,0.004,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_02.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_03.json,0.004,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_03.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_04.json,0.007,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_04.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_05.json,0.0,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_05.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_06.json,0.0,duplicate_raw_capture candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_06.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_08.json,0.002,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_08.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_09.json,0.002,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_09.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_10.json,0.005,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_10.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_11.json,0.003,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_11.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_12.json,0.004,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_12.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_14.json,0.009,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_14.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_15.json,0.004,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_15.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_16.json,0.003,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_16.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_17.json,0.006,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_17.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_18.json,0.003,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_18.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_20.json,0.006,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_20.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_21.json,0.005,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_21.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_22.json,0.005,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_22.json,true,false,false,false
outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_23.json,0.002,raw_source candidate from radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/twse_mi_index_20150105_23.json,true,false,false,false
