source_id,ticker,source_route,source_url,payload,payload_hash,raw_cache_path,raw_sha256,retrieved_at_utc,route_status,retry_count,route_error,response_bytes,source_quality,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
mops_t05st01_1569_2017-05-12_106_04,1569,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""1569"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""106""}",8ef31e9436c294ee646ba2cea09e624741b8896706294c250d3a209fe9ec9991,raw_sources\mops_t05st01_1569_2017-05-12_106_04.json,c7332eca5d8ddf0f74dd84178a4a676bf04e34c1f1237299a8d14ed4ada38229,2026-07-08T09:24:31+00:00,fetched,0,,1082,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_1569_2017-05-12_106_05,1569,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""1569"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""106""}",80d11ee7fe8f11b0dbef2a43422b0e65fc29d6fb9fbe82d17854ef25960b8306,raw_sources\mops_t05st01_1569_2017-05-12_106_05.json,313f9b2f2865093c8d6aa1f531d3bbc8a162612173f47dd8013fdccca78ed2b1,2026-07-08T09:24:31+00:00,fetched,0,,2341,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_1569_2017-05-12_106_06,1569,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""1569"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""106""}",9623e4900c722e0e8d172d8869ddff77e009d6e6140f5a0f4a957917a6960a92,raw_sources\mops_t05st01_1569_2017-05-12_106_06.json,ce75b621a94ebe4da16986f8634a6820e4bc0a04f513706670174e3ee62a81fd,2026-07-08T09:24:32+00:00,fetched,0,,1000,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6121_2017-10-27_106_09,6121,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6121"", ""firstDay"": """", ""lastDay"": """", ""month"": ""09"", ""year"": ""106""}",0d13a47326d923e1fd0c08aae6c7797303191b97920ac8bfa23fbef5d664ed2c,raw_sources\mops_t05st01_6121_2017-10-27_106_09.json,c28c3ea97883b7d595ae4edbf97972407a3097c30efcbd0ea8803edab838eb2b,2026-07-08T09:24:32+00:00,fetched,0,,89,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6121_2017-10-27_106_10,6121,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6121"", ""firstDay"": """", ""lastDay"": """", ""month"": ""10"", ""year"": ""106""}",24935205a2bb1dfc05671663a16a96b9f3a01c3fbb846616dfaab6b8e420f516,raw_sources\mops_t05st01_6121_2017-10-27_106_10.json,627baaccc4d64d050a2772c6a3243e9e562a839c43ecc66fb346fad45f745d59,2026-07-08T09:24:32+00:00,fetched,0,,1261,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6121_2017-10-27_106_11,6121,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6121"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""106""}",4fbbedf5110280c7961919c432783f0f65a8f86764fadf64cbe51e4e0de2965b,raw_sources\mops_t05st01_6121_2017-10-27_106_11.json,93d792a1b2e8f721cad06971723668ea60eca3984c55a4e5e4318241ca99f130,2026-07-08T09:24:33+00:00,fetched,0,,1239,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6121_2017-10-27_106_12,6121,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6121"", ""firstDay"": """", ""lastDay"": """", ""month"": ""12"", ""year"": ""106""}",a9b442b08940dd905826da4dae03b8385a98ad1e0aeff7266d562729a24430b6,raw_sources\mops_t05st01_6121_2017-10-27_106_12.json,58a9280521afc0b18e30be03dbba85a4d5b5f07844ad44afbce5ab68b5596d0e,2026-07-08T09:24:33+00:00,fetched,0,,89,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6573_2017-11-24_106_10,6573,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6573"", ""firstDay"": """", ""lastDay"": """", ""month"": ""10"", ""year"": ""106""}",3d08bf1ab3042bf983610551708cc3c7876a16a9d7a06fc0b7f5e4584e9f4ae6,raw_sources\mops_t05st01_6573_2017-11-24_106_10.json,42aa0942de5b11711e333372e49cb56c638552df6f7a2ed00d973cbab5516c11,2026-07-08T09:24:33+00:00,fetched,0,,1225,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6573_2017-11-24_106_11,6573,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6573"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""106""}",b587dd47c772a7ec1366250fe22af2eb94ebd696eb8b34c00c77fccab487cb32,raw_sources\mops_t05st01_6573_2017-11-24_106_11.json,820f86f68575d95f577150f01061c6211e3a9aebbe218b24bbdd145f70cf0aa6,2026-07-08T09:24:34+00:00,fetched,0,,2611,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6573_2017-11-24_106_12,6573,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6573"", ""firstDay"": """", ""lastDay"": """", ""month"": ""12"", ""year"": ""106""}",a65c03fbf3f195521413add43423df471f16f3880b08dc33480984445297db43,raw_sources\mops_t05st01_6573_2017-11-24_106_12.json,78c481027dfc4dbbd2dc2e0a3c11769f0f7ae28f15140e0716a55cb8ac3b21ac,2026-07-08T09:24:34+00:00,fetched,0,,1018,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6573_2017-11-24_107_01,6573,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6573"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""107""}",7ade32a62f3560579e3fff2ab4582a4a72611c1aee27bcf19534b56a0c44e8b8,raw_sources\mops_t05st01_6573_2017-11-24_107_01.json,9f3cc6263a56bbfc6b65d642eb462d418a1996c32746eab9e7c573fb517cff73,2026-07-08T09:24:34+00:00,fetched,0,,1266,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6150_2018-03-16_107_02,6150,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""02"", ""year"": ""107""}",8b41937f2c12ab1380cbeb821c83a1a0a60ede3a3c399472dc1ff7f92ed9ff83,raw_sources\mops_t05st01_6150_2018-03-16_107_02.json,f1e513e4ddc6967613ff7f491f2a19447a19285731c30fe4119959d386ddb889,2026-07-08T09:24:35+00:00,fetched,0,,1526,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6150_2018-03-16_107_03,6150,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""107""}",035035b035f9ac65467dd79c4226963c9fe6fdcb4db711d0e1bc775bdb30f719,raw_sources\mops_t05st01_6150_2018-03-16_107_03.json,fbfdf8366a9be0d596e072f44c1773b7c525a77681ac4596cc353e588d740d89,2026-07-08T09:24:35+00:00,fetched,0,,3039,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_6150_2018-03-16_107_04,6150,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""6150"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""107""}",dc06912d606590c277fd4c25b9aabe1f80ac340da751c8741f3b7bc78d2f8eca,raw_sources\mops_t05st01_6150_2018-03-16_107_04.json,829ade59401288ce48f942e670390d6ce8bec72254a039690c5d1e2f23c79c06,2026-07-08T09:24:35+00:00,fetched,0,,1304,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_3090_2018-06-08_107_05,3090,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""3090"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""107""}",a49ca3ed9a603d06b71284089f9e001b6be442256292c9781843c27cbcb67410,raw_sources\mops_t05st01_3090_2018-06-08_107_05.json,bd2f5482bdb3a23232134f8dd035c00aef9302da7d6b210a68ce8e5f6d4dd781,2026-07-08T09:24:35+00:00,fetched,0,,1618,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_3090_2018-06-08_107_06,3090,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""3090"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""107""}",19691be7327e3ea6bac619400d5f863d1cb4642de0c55f7fa91dedc27a05cd8d,raw_sources\mops_t05st01_3090_2018-06-08_107_06.json,0df78992105d58471d82c39f1a3b774e8039516415a44a930f3ab064a3e72f6f,2026-07-08T09:24:36+00:00,fetched,0,,2812,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_3090_2018-06-08_107_07,3090,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""3090"", ""firstDay"": """", ""lastDay"": """", ""month"": ""07"", ""year"": ""107""}",af509ba0cbbe1a9ad1b19b320225c0013bdd11ccd1396b957ac6dd0308215c4f,raw_sources\mops_t05st01_3090_2018-06-08_107_07.json,db9a21219c196ef01237ce13605e36acdf2c9452bbb82776f41733b65708fb4d,2026-07-08T09:24:37+00:00,fetched,0,,1902,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8163_2018-06-29_107_06,8163,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8163"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""107""}",c3e27f91881fa10044067888de5899c3e3514d2c823b1a0bc3f73c118e52386c,raw_sources\mops_t05st01_8163_2018-06-29_107_06.json,c1bb174961fd9e57efaf62fe31184e592d477472b0064f7cddca8649fd6ab5a7,2026-07-08T09:24:38+00:00,fetched,0,,3592,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8163_2018-06-29_107_07,8163,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8163"", ""firstDay"": """", ""lastDay"": """", ""month"": ""07"", ""year"": ""107""}",fa7579abebc7f972913f256da095407d43b0d475e2ec39f4444153084cac73d4,raw_sources\mops_t05st01_8163_2018-06-29_107_07.json,bc6a081c0213e5e62d8e872a5f931d62ccf42f19608e23239e40a84c788f52e1,2026-07-08T09:24:39+00:00,fetched,0,,2280,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8163_2018-06-29_107_08,8163,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8163"", ""firstDay"": """", ""lastDay"": """", ""month"": ""08"", ""year"": ""107""}",a88bb89d49eff270b7affc9c79e5e6ef01685b501f29b2510a0fa99ee3b2509f,raw_sources\mops_t05st01_8163_2018-06-29_107_08.json,999f8af33024766a099bb924c349555b9468a869d2b8f14e0d096cf208a7444e,2026-07-08T09:24:41+00:00,fetched,0,,1389,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8040_2019-12-06_108_11,8040,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8040"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""108""}",af8358f71dfd467b49e9731f01006f7f99e66a6a5069f16e91e77a5ccd36e4bc,raw_sources\mops_t05st01_8040_2019-12-06_108_11.json,66dd5b2e57fd64f2e73bbd2ef7588e4a684c8f33933456c7e75e77aa3121d5df,2026-07-08T09:24:41+00:00,fetched,0,,1395,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8040_2019-12-06_108_12,8040,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8040"", ""firstDay"": """", ""lastDay"": """", ""month"": ""12"", ""year"": ""108""}",d85854c5ba4515be635d2b1245ffe1d7aa4cc53925eb78706bb29f25e5daf8fb,raw_sources\mops_t05st01_8040_2019-12-06_108_12.json,942578b924ea268feb369983341befeec5f4c16a2dc44869f3be92f06a73c575,2026-07-08T09:24:42+00:00,fetched,0,,89,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8040_2019-12-06_109_01,8040,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8040"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""109""}",5c944e2194efbd226a707104fab5d1d7c33c1c9a84328fec420e1f62b9514d24,raw_sources\mops_t05st01_8040_2019-12-06_109_01.json,55315eba06d44bcc537beaca5d5f68c27bcb4df76d8fb46fdb9fa751ffc97968,2026-07-08T09:24:42+00:00,fetched,0,,1015,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_2636_2021-06-18_110_05,2636,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""2636"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""110""}",536d7ee8a349935be886ffd86486c84bb3393842a136af10405c43ca60860af3,raw_sources\mops_t05st01_2636_2021-06-18_110_05.json,7de08f096d9087ed42eb40c52610c14bd2f8bc5b033fe65a9aa74d8e2cd13578,2026-07-08T09:24:43+00:00,fetched,0,,2064,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_2636_2021-06-18_110_06,2636,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""2636"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""110""}",5acf5ffba7dbbd7a272b22476721a149bab67c5c6469ee72ebcc1d44cf81e7e3,raw_sources\mops_t05st01_2636_2021-06-18_110_06.json,f024fd3ebd03171cb00a0e5fd05d4bdf86fe0303c9f7c0577e0a7a56267d58e4,2026-07-08T09:24:43+00:00,fetched,0,,2768,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_2636_2021-06-18_110_07,2636,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""2636"", ""firstDay"": """", ""lastDay"": """", ""month"": ""07"", ""year"": ""110""}",00679fa70c6ac63e637f3df553cc0f8528e25d518f4ee1658e12865f727ab1b3,raw_sources\mops_t05st01_2636_2021-06-18_110_07.json,256ac4f28484821d776cbe0983d8f02d4d36a930662ee14cfac850022d9654a2,2026-07-08T09:24:44+00:00,fetched,0,,2455,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_2351_2021-07-09_110_06,2351,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""2351"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""110""}",3c3849d9e21810b7f0502fcb791ac3f3afe5dd626bb820722090d1d9cd33c3fc,raw_sources\mops_t05st01_2351_2021-07-09_110_06.json,1d1bdc001193539053b000519b48e87a7d623a3dc1b3c9ae9c9b031eb2fbedaf,2026-07-08T09:24:44+00:00,fetched,0,,1006,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_2351_2021-07-09_110_07,2351,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""2351"", ""firstDay"": """", ""lastDay"": """", ""month"": ""07"", ""year"": ""110""}",dd8e2876e349c831acaeb34807fe0bb22260a7d94d5aa10fc5e68ead5132ed44,raw_sources\mops_t05st01_2351_2021-07-09_110_07.json,cddb5f3a9e54c2f6f71bb1c9817d762293c37558e39a9bcd8cfd4ece4082631e,2026-07-08T09:24:45+00:00,fetched,0,,89,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_2351_2021-07-09_110_08,2351,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""2351"", ""firstDay"": """", ""lastDay"": """", ""month"": ""08"", ""year"": ""110""}",66be652c10c7c50c1edcfe86c13ecd75783259c3f95a3e4282f12d577e8259c3,raw_sources\mops_t05st01_2351_2021-07-09_110_08.json,f0bbb0950d9d00c25fe565163ddfa2d8a682b04b4611eaa91e37696f62b09be2,2026-07-08T09:24:48+00:00,fetched,0,,3562,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8478_2021-12-30_110_12,8478,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8478"", ""firstDay"": """", ""lastDay"": """", ""month"": ""12"", ""year"": ""110""}",5ce768b929fae71fa94603a2c27a0848ada54a94d99946be97ca1b26b3e59566,raw_sources\mops_t05st01_8478_2021-12-30_110_12.json,fb8fed6862f769d218304685cce806fc32484b6bcd9c08760940f0099c9351d2,2026-07-08T09:24:50+00:00,fetched,0,,1339,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
mops_t05st01_8478_2021-12-30_111_01,8478,t05st01,https://mops.twse.com.tw/mops/api/t05st01,"{""companyId"": ""8478"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""111""}",910b2a20bcbf6de5e6e4a5328639d48d13de2a30d98c0bd18e53cb556ae27fd4,raw_sources\mops_t05st01_8478_2021-12-30_111_01.json,fb71e098f81c12462b065cbc2026c09ad830b5834bff8433abaa7a42e3b8e786,2026-07-08T09:24:50+00:00,fetched,0,,89,official_mops_material_information_api,0,False,False,False,False,False,False,False,True,False
