variant_id,period,decision_date,ticker,role,requested_execution_date,reason
S08_CD2,P2,2025-11-13,3207,sell,2025-11-14,missing_official_raw_execution_close
S08_CD5,P2,2025-11-17,3207,sell,2025-11-18,missing_official_raw_execution_close
S08_CD7,P1,2016-04-21,2454,buy,2016-04-22,missing_official_raw_execution_close
S08_CD7,P2,2023-08-10,2618,sell,2023-08-11,missing_official_raw_execution_close
S08_CD10,P1,2016-04-28,3227,sell,2016-04-29,missing_official_raw_execution_close
S08_CD10,P2,2023-08-24,3217,sell,2023-08-25,missing_official_raw_execution_close
S09_CD2,P1,2016-04-22,2892,sell,2016-04-25,missing_official_raw_execution_close
S09_CD2,P1,2016-04-22,2891,buy,2016-04-25,missing_official_raw_execution_close
S09_CD2,P2,2023-08-29,1504,sell,2023-08-30,missing_official_raw_execution_close
S09_CD3,P1,2015-03-30,2356,sell,2015-03-31,missing_official_raw_execution_close
S09_CD5,P2,2023-08-31,3045,sell,2023-09-01,missing_official_raw_execution_close
S09_CD7,P1,2016-05-13,2395,sell,2016-05-16,missing_official_raw_execution_close
S09_CD7,P1,2016-05-13,8341,buy,2016-05-16,missing_official_raw_execution_close
S09_CD7,P2,2023-07-25,2912,sell,2023-07-26,missing_official_raw_execution_close
S09_CD10,P1,2017-09-14,2325,sell,2017-09-15,missing_official_raw_execution_close
S10_CD3,P1,2018-10-09,3005,sell,2018-10-11,missing_official_raw_execution_close
S10_CD3,P2,2023-08-14,2883,sell,2023-08-15,missing_official_raw_execution_close
S10_CD5,P1,2015-11-09,4119,sell,2015-11-10,missing_official_raw_execution_close
S10_CD7,P1,2018-04-26,6173,sell,2018-04-27,missing_official_raw_execution_close
S10_CD10,P1,2016-05-16,3702,sell,2016-05-17,missing_official_raw_execution_close
S10_CD10,P1,2016-05-16,4915,buy,2016-05-17,missing_official_raw_execution_close
S10_CD10,P2,2023-07-20,1590,sell,2023-07-21,missing_official_raw_execution_close
