ticker,name,market,report_period,match_status,market_available_at,accepted_subject,accepted_match_status,blocked_reason,after_close_next_trading_day_policy,quarter_end_date_used,query_response_datetime_used,conservative_deadline_proxy_used,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2937,集雅社,TPEx,114Q4,accepted,115/03/12 14:58:12,公告本公司董事會通過114年第四季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
2937,集雅社,TPEx,114Q3,accepted,114/11/03 15:10:23,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
2937,集雅社,TPEx,114Q2,accepted,114/08/05 14:50:34,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,115Q1,accepted,115/05/08 17:31:18,公告本公司115年第1季財務報告提報董事會,accepted_subject_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,114Q4,accepted,115/03/06 17:23:46,公告本公司114年度財務報告經董事會決議,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,114Q3,accepted,114/11/11 16:16:47,公告本公司114年第3季財務報告提報董事會,accepted_subject_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,114Q2,accepted,114/08/11 17:18:14,公告本公司114年第2季財務報告提報董事會,accepted_subject_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,115Q1,accepted,115/05/12 14:34:28,公告本公司115年第1季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,114Q4,accepted,115/03/10 15:13:18,本公司民國114年度合併財務報告業經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,114Q3,accepted,114/11/10 14:49:13,公告本公司114年第3季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,114Q2,accepted,114/08/11 14:54:25,公告本公司114年第2季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3152,璟德,TPEx,115Q1,accepted,115/05/05 17:12:27,公告本公司董事會決議通過115年第1季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3152,璟德,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3152,璟德,TPEx,114Q3,accepted,114/11/11 17:14:27,公告本公司董事會決議通過114年第3季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3152,璟德,TPEx,114Q2,accepted,114/08/05 17:05:50,公告本公司董事會決議通過114年第2季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,115Q1,accepted,115/05/13 16:25:07,本公司董事會決議通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,114Q4,accepted,115/03/11 16:27:52,本公司董事會決議通過114年合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,114Q3,accepted,114/11/12 17:06:12,公告本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,114Q2,accepted,114/08/13 16:03:04,公告本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,115Q1,accepted,115/05/05 17:44:44,本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,114Q4,accepted,115/03/10 21:11:15,本公司董事會通過114年第4季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,114Q3,accepted,114/11/04 19:19:48,本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,114Q2,accepted,114/07/31 16:53:06,本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3252,海灣,TPEx,115Q1,accepted,115/05/05 17:57:36,公告本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3252,海灣,TPEx,114Q4,accepted,115/03/13 17:11:25,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3252,海灣,TPEx,114Q3,accepted,114/11/10 15:41:18,公告本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3252,海灣,TPEx,114Q2,accepted,114/08/11 16:29:47,公告本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3285,微端,TPEx,115Q1,accepted,115/05/12 14:04:06,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3285,微端,TPEx,114Q4,accepted,115/03/12 13:53:10,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3285,微端,TPEx,114Q3,accepted,114/11/07 15:40:18,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3285,微端,TPEx,114Q2,accepted,114/08/12 14:48:25,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,115Q1,accepted,115/04/29 14:24:10,公告本公司民國一一五年第一季財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,114Q4,accepted,115/03/02 14:30:11,公告本公司民國一一四年度財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,114Q3,accepted,114/11/03 15:03:53,公告本公司民國一一四年第三季合併財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,114Q2,accepted,114/08/04 15:12:46,公告本公司民國一一四年第二季合併財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,115Q1,accepted,115/05/05 16:11:43,公告本公司董事會通過115年度第一季財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,114Q4,accepted,115/03/03 14:10:08,公告本公司董事會通過114年度第四季財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3374,精材,TPEx,115Q1,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3374,精材,TPEx,114Q4,accepted,115/02/05 16:08:10,本公司民國114年度財務報告業經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3374,精材,TPEx,114Q3,accepted,114/10/30 13:34:03,本公司將於114/11/7召開董事會通過114年第3季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3374,精材,TPEx,114Q2,accepted,114/07/30 13:31:06,本公司將於114/8/7召開董事會通過114年第2季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3444,利機,TPEx,115Q1,accepted,115/05/07 15:29:02,"公告本公司115年第一季財務報告經審計委員會同意，並提
董事會決議通過",accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3444,利機,TPEx,114Q4,accepted,115/03/12 16:57:55,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3444,利機,TPEx,114Q3,accepted,114/11/06 16:45:43,"公告本公司114年第三季財務報告經審計委員會同意，並提
董事會決議通過",accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3444,利機,TPEx,114Q2,accepted,114/08/06 17:28:43,"公告本公司114年第二季財務報告經審計委員會同意，並提
董事會決議通過",accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3489,森寶,TPEx,115Q1,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3489,森寶,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3489,森寶,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3489,森寶,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,115Q1,accepted,115/05/12 18:08:26,公告本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,114Q4,accepted,115/03/04 17:38:24,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,114Q3,accepted,114/11/11 17:32:28,公告本公司董事會重要決議事項,accepted_detail_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,114Q2,accepted,114/08/07 19:28:45,公告本公司董事會重要決議事項,accepted_detail_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3537,堡達,TPEx,115Q1,accepted,115/05/07 17:25:29,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3537,堡達,TPEx,114Q4,accepted,115/03/02 17:44:14,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3537,堡達,TPEx,114Q3,accepted,114/11/05 15:45:31,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3537,堡達,TPEx,114Q2,accepted,114/08/07 16:10:17,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3558,神準,TPEx,115Q1,accepted,115/05/05 19:23:40,本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3558,神準,TPEx,114Q4,accepted,115/03/10 18:45:53,本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3558,神準,TPEx,114Q3,accepted,114/11/04 19:44:01,本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3558,神準,TPEx,114Q2,accepted,114/08/05 19:29:11,本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3597,映興,TPEx,115Q1,accepted,115/05/12 14:40:49,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3597,映興,TPEx,114Q4,accepted,115/03/10 14:54:46,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3597,映興,TPEx,114Q3,accepted,114/11/11 13:35:31,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3597,映興,TPEx,114Q2,accepted,114/08/12 14:48:46,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,115Q1,accepted,115/05/13 14:26:20,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,114Q3,accepted,114/11/11 13:10:34,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,114Q2,accepted,114/08/11 13:34:56,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3680,家登,TPEx,115Q1,accepted,115/05/13 14:39:29,公告本公司115年第1季合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3680,家登,TPEx,114Q4,accepted,115/03/10 16:59:04,公告本公司114年度合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3680,家登,TPEx,114Q3,accepted,114/11/06 14:16:03,公告本公司114年第3季合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3680,家登,TPEx,114Q2,accepted,114/08/06 14:20:30,公告本公司114年第2季合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,115Q1,accepted,115/05/12 16:39:43,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,114Q4,accepted,115/03/12 18:21:26,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,114Q3,accepted,114/11/13 16:59:40,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,114Q2,accepted,114/08/12 16:10:43,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,115Q1,accepted,115/05/04 16:16:37,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,114Q4,accepted,115/03/02 20:49:00,公告本公司董事會通過114年第四季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,114Q3,accepted,114/10/30 18:51:43,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,114Q2,accepted,114/08/04 19:33:54,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,115Q1,accepted,115/05/06 14:15:38,公告本公司115年第1季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,114Q4,accepted,115/03/04 15:54:07,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,114Q3,accepted,114/11/05 15:01:51,公告本公司114年第3季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,114Q2,accepted,114/08/07 15:52:33,公告本公司114年第2季合併財務報告經董事會決議通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4162,智擎,TPEx,115Q1,accepted,115/04/30 15:09:00,公告本公司115年第一季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4162,智擎,TPEx,114Q4,accepted,115/03/03 16:19:31,公告本公司114年度個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4162,智擎,TPEx,114Q3,accepted,114/10/30 15:18:30,公告本公司114年第三季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4162,智擎,TPEx,114Q2,accepted,114/07/29 16:23:45,公告本公司114年第二季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,115Q1,accepted,115/05/06 14:40:40,本公司董事會通過115年第1季個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,114Q4,accepted,115/03/04 14:59:01,本公司董事會通過114年第4季個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,114Q3,accepted,114/11/05 16:55:36,本公司董事會通過114年第3季個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,114Q2,accepted,114/08/06 16:14:29,本公司董事會通過114年第2季個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,115Q1,accepted,115/05/12 17:00:53,公告本公司董事會通過115年度第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,114Q4,accepted,115/03/12 17:07:19,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,115Q1,accepted,115/05/12 17:51:03,公告本公司115年第1季合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,114Q4,accepted,115/03/09 18:46:37,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,114Q3,accepted,114/11/07 15:21:11,公告本公司114年第3季合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,114Q2,accepted,114/08/11 15:12:46,公告本公司114年第2季合併財務報告提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,115Q1,accepted,115/05/06 15:48:45,公告本公司董事會通過115年度第一季合併財務報表案,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
