ticker,market,report_period,announcement_rows_seen,prefilter_pass_rows,detail_fetch_count,premeeting_notice_excluded,wrong_period_subject_excluded,accepted_candidate_count,chosen_match_status,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
3105,TPEx,114Q4,35,8,8,0,0,1,accepted,False,False,False,False,False,False,True,False
3105,TPEx,114Q3,7,1,1,0,0,1,accepted,False,False,False,False,False,False,True,False
3105,TPEx,114Q2,10,1,1,0,0,1,accepted,False,False,False,False,False,False,True,False
3152,TPEx,115Q1,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3152,TPEx,114Q4,4,0,0,1,0,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3152,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3152,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3191,TPEx,115Q1,10,4,4,2,1,1,accepted,False,False,False,False,False,False,True,False
3191,TPEx,114Q4,9,5,5,1,0,2,accepted,False,False,False,False,False,False,True,False
3191,TPEx,114Q3,10,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
3191,TPEx,114Q2,7,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3221,TPEx,115Q1,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3221,TPEx,114Q4,14,3,3,3,0,1,accepted,False,False,False,False,False,False,True,False
3221,TPEx,114Q3,6,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3221,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3252,TPEx,115Q1,7,4,4,1,1,1,accepted,False,False,False,False,False,False,True,False
3252,TPEx,114Q4,6,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
3252,TPEx,114Q3,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3252,TPEx,114Q2,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3285,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3285,TPEx,114Q4,5,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
3285,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3285,TPEx,114Q2,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3306,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3306,TPEx,114Q4,7,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
3306,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3306,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3339,TPEx,115Q1,8,6,6,1,0,1,accepted,False,False,False,False,False,False,True,False
3339,TPEx,114Q4,10,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
3339,TPEx,114Q3,6,1,1,1,3,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3339,TPEx,114Q2,10,1,1,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3374,TPEx,115Q1,5,2,2,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3374,TPEx,114Q4,8,3,3,0,1,1,accepted,False,False,False,False,False,False,True,False
3374,TPEx,114Q3,2,1,1,0,1,1,accepted,False,False,False,False,False,False,True,False
3374,TPEx,114Q2,3,1,1,0,1,1,accepted,False,False,False,False,False,False,True,False
3444,TPEx,115Q1,7,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
3444,TPEx,114Q4,8,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
3444,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3444,TPEx,114Q2,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3489,TPEx,115Q1,2,2,2,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3489,TPEx,114Q4,5,4,4,0,1,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3489,TPEx,114Q3,2,2,2,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3489,TPEx,114Q2,3,2,2,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3516,TPEx,115Q1,7,6,6,1,0,2,accepted,False,False,False,False,False,False,True,False
3516,TPEx,114Q4,10,7,7,1,0,2,accepted,False,False,False,False,False,False,True,False
3516,TPEx,114Q3,7,1,1,1,1,1,accepted,False,False,False,False,False,False,True,False
3516,TPEx,114Q2,15,3,3,1,1,1,accepted,False,False,False,False,False,False,True,False
3537,TPEx,115Q1,5,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3537,TPEx,114Q4,5,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
3537,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3537,TPEx,114Q2,6,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
3558,TPEx,115Q1,5,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3558,TPEx,114Q4,9,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
3558,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3558,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3597,TPEx,115Q1,9,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
3597,TPEx,114Q4,4,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
3597,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3597,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3630,TPEx,115Q1,5,2,2,1,1,1,accepted,False,False,False,False,False,False,True,False
3630,TPEx,114Q4,8,5,5,1,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
3630,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3630,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3680,TPEx,115Q1,10,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3680,TPEx,114Q4,10,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
3680,TPEx,114Q3,15,6,6,1,0,1,accepted,False,False,False,False,False,False,True,False
3680,TPEx,114Q2,8,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
3710,TPEx,115Q1,20,8,8,1,0,1,accepted,False,False,False,False,False,False,True,False
3710,TPEx,114Q4,29,13,13,1,0,1,accepted,False,False,False,False,False,False,True,False
3710,TPEx,114Q3,15,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
3710,TPEx,114Q2,14,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
4116,TPEx,115Q1,4,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4116,TPEx,114Q4,17,13,13,2,0,1,accepted,False,False,False,False,False,False,True,False
4116,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4116,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4131,TPEx,115Q1,7,3,3,1,1,1,accepted,False,False,False,False,False,False,True,False
4131,TPEx,114Q4,14,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
4131,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4131,TPEx,114Q2,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4162,TPEx,115Q1,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4162,TPEx,114Q4,9,3,3,2,1,1,accepted,False,False,False,False,False,False,True,False
4162,TPEx,114Q3,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4162,TPEx,114Q2,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4183,TPEx,115Q1,8,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4183,TPEx,114Q4,5,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
4183,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4183,TPEx,114Q2,7,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4401,TPEx,115Q1,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4401,TPEx,114Q4,5,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
4401,TPEx,114Q3,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4401,TPEx,114Q2,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4432,TPEx,115Q1,13,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4432,TPEx,114Q4,7,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
4432,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4432,TPEx,114Q2,5,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
4527,TPEx,115Q1,6,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4527,TPEx,114Q4,10,7,7,2,0,2,accepted,False,False,False,False,False,False,True,False
4527,TPEx,114Q3,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4527,TPEx,114Q2,5,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4542,TPEx,115Q1,10,3,3,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4542,TPEx,114Q4,17,9,9,0,1,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4542,TPEx,114Q3,3,2,2,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4542,TPEx,114Q2,4,2,2,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4568,TPEx,115Q1,8,3,3,1,1,1,accepted,False,False,False,False,False,False,True,False
4568,TPEx,114Q4,7,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
4568,TPEx,114Q3,5,1,1,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4568,TPEx,114Q2,9,4,4,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4714,TPEx,115Q1,9,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4714,TPEx,114Q4,13,4,4,3,1,1,accepted,False,False,False,False,False,False,True,False
4714,TPEx,114Q3,6,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4714,TPEx,114Q2,9,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4744,TPEx,115Q1,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4744,TPEx,114Q4,8,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
4744,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4744,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4804,TPEx,115Q1,16,10,10,1,0,1,accepted,False,False,False,False,False,False,True,False
4804,TPEx,114Q4,28,9,9,2,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
4804,TPEx,114Q3,16,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
4804,TPEx,114Q2,29,7,7,1,0,1,accepted,False,False,False,False,False,False,True,False
4924,TPEx,115Q1,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4924,TPEx,114Q4,4,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
4924,TPEx,114Q3,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4924,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4971,TPEx,115Q1,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
4971,TPEx,114Q4,15,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
4971,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
4971,TPEx,114Q2,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5013,TPEx,115Q1,11,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5013,TPEx,114Q4,7,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
5013,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5013,TPEx,114Q2,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5210,TPEx,115Q1,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5210,TPEx,114Q4,9,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
5210,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5210,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5236,TPEx,115Q1,10,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5236,TPEx,114Q4,9,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
5236,TPEx,114Q3,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5236,TPEx,114Q2,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5289,TPEx,115Q1,7,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5289,TPEx,114Q4,11,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
5289,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5289,TPEx,114Q2,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5315,TPEx,115Q1,10,5,5,0,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5315,TPEx,114Q4,7,4,4,1,1,1,accepted,False,False,False,False,False,False,True,False
5315,TPEx,114Q3,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5315,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5351,TPEx,115Q1,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5351,TPEx,114Q4,6,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
5351,TPEx,114Q3,4,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5351,TPEx,114Q2,5,1,1,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5398,TPEx,115Q1,9,2,2,1,1,1,accepted,False,False,False,False,False,False,True,False
5398,TPEx,114Q4,9,5,5,0,0,1,accepted,False,False,False,False,False,False,True,False
5398,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5398,TPEx,114Q2,4,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5450,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5450,TPEx,114Q4,6,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
5450,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5450,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5475,TPEx,115Q1,5,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5475,TPEx,114Q4,8,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
5475,TPEx,114Q3,8,2,2,2,0,1,accepted,False,False,False,False,False,False,True,False
5475,TPEx,114Q2,8,1,1,1,1,1,accepted,False,False,False,False,False,False,True,False
5493,TPEx,115Q1,6,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
5493,TPEx,114Q4,7,6,6,1,0,1,accepted,False,False,False,False,False,False,True,False
5493,TPEx,114Q3,8,3,3,1,1,1,accepted,False,False,False,False,False,False,True,False
5493,TPEx,114Q2,4,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
5529,TPEx,115Q1,6,3,3,1,1,1,accepted,False,False,False,False,False,False,True,False
5529,TPEx,114Q4,10,7,7,2,0,1,accepted,False,False,False,False,False,False,True,False
5529,TPEx,114Q3,11,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
5529,TPEx,114Q2,8,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
5609,TPEx,115Q1,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
5609,TPEx,114Q4,4,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
5609,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5609,TPEx,114Q2,6,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
5905,TPEx,115Q1,9,1,1,2,0,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5905,TPEx,114Q4,16,7,7,3,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5905,TPEx,114Q3,13,1,1,1,0,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
5905,TPEx,114Q2,7,3,3,1,0,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
6103,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6103,TPEx,114Q4,8,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6103,TPEx,114Q3,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6103,TPEx,114Q2,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6123,TPEx,115Q1,9,3,3,1,1,1,accepted,False,False,False,False,False,False,True,False
6123,TPEx,114Q4,9,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
6123,TPEx,114Q3,7,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6123,TPEx,114Q2,7,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6140,TPEx,115Q1,11,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6140,TPEx,114Q4,7,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6140,TPEx,114Q3,5,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
6140,TPEx,114Q2,5,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
6156,TPEx,115Q1,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6156,TPEx,114Q4,11,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
6156,TPEx,114Q3,4,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
6156,TPEx,114Q2,10,3,3,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
6173,TPEx,115Q1,11,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
6173,TPEx,114Q4,13,7,7,2,0,1,accepted,False,False,False,False,False,False,True,False
6173,TPEx,114Q3,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6173,TPEx,114Q2,4,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6188,TPEx,115Q1,14,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6188,TPEx,114Q4,12,6,6,2,1,1,accepted,False,False,False,False,False,False,True,False
6188,TPEx,114Q3,10,6,6,1,1,1,accepted,False,False,False,False,False,False,True,False
6188,TPEx,114Q2,9,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
6208,TPEx,115Q1,13,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6208,TPEx,114Q4,11,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6208,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6208,TPEx,114Q2,9,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
6223,TPEx,115Q1,11,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6223,TPEx,114Q4,13,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
6223,TPEx,114Q3,12,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6223,TPEx,114Q2,12,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6240,TPEx,115Q1,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6240,TPEx,114Q4,8,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6240,TPEx,114Q3,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6240,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6263,TPEx,115Q1,14,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6263,TPEx,114Q4,5,3,3,1,0,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
6263,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6263,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6284,TPEx,115Q1,5,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6284,TPEx,114Q4,11,3,3,2,1,1,accepted,False,False,False,False,False,False,True,False
6284,TPEx,114Q3,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6284,TPEx,114Q2,9,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6423,TPEx,115Q1,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6423,TPEx,114Q4,7,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6423,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6423,TPEx,114Q2,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6470,TPEx,115Q1,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6470,TPEx,114Q4,12,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6470,TPEx,114Q3,7,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6470,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6498,TPEx,115Q1,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6498,TPEx,114Q4,9,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
6498,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6498,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6523,TPEx,115Q1,5,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6523,TPEx,114Q4,7,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6523,TPEx,114Q3,4,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6523,TPEx,114Q2,4,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6548,TPEx,115Q1,11,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6548,TPEx,114Q4,18,7,7,1,0,1,accepted,False,False,False,False,False,False,True,False
6548,TPEx,114Q3,8,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6548,TPEx,114Q2,6,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6577,TPEx,115Q1,6,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6577,TPEx,114Q4,5,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6577,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6577,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6609,TPEx,115Q1,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6609,TPEx,114Q4,11,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6609,TPEx,114Q3,8,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6609,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6637,TPEx,115Q1,9,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6637,TPEx,114Q4,9,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
6637,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6637,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6664,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
