period,source_id,url,method,status,http_code,content_type,bytes,retrieved_path,error,notes
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=27,GET,fetched,200,application/json;charset=UTF-8,6921,raw_sources\twse_mi_index_20150105_27.json,,TWSE official daily by-industry close table probe. parsed_rows=38 title=104年01月05日 每日收盤行情(通信網路業)
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=28,GET,fetched,200,application/json;charset=UTF-8,14684,raw_sources\twse_mi_index_20150105_28.json,,TWSE official daily by-industry close table probe. parsed_rows=89 title=104年01月05日 每日收盤行情(電子零組件業)
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=29,GET,fetched,200,application/json;charset=UTF-8,4114,raw_sources\twse_mi_index_20150105_29.json,,TWSE official daily by-industry close table probe. parsed_rows=20 title=104年01月05日 每日收盤行情(電子通路業)
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=30,GET,fetched,200,application/json;charset=UTF-8,2781,raw_sources\twse_mi_index_20150105_30.json,,TWSE official daily by-industry close table probe. parsed_rows=11 title=104年01月05日 每日收盤行情(資訊服務業)
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=31,GET,fetched,200,application/json;charset=UTF-8,6193,raw_sources\twse_mi_index_20150105_31.json,,TWSE official daily by-industry close table probe. parsed_rows=34 title=104年01月05日 每日收盤行情(其他電子業)
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=32,GET,fetched,200,application/json;charset=UTF-8,637,raw_sources\twse_mi_index_20150105_32.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=33,GET,fetched,200,application/json;charset=UTF-8,637,raw_sources\twse_mi_index_20150105_33.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2015-01-05,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20150105&type=34,GET,fetched,200,application/json;charset=UTF-8,637,raw_sources\twse_mi_index_20150105_34.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=01,GET,fetched,200,application/json;charset=UTF-8,2319,raw_sources\twse_mi_index_20200102_01.json,,TWSE official daily by-industry close table probe. parsed_rows=7 title=109年01月02日 每日收盤行情(水泥工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=02,GET,fetched,200,application/json;charset=UTF-8,4517,raw_sources\twse_mi_index_20200102_02.json,,TWSE official daily by-industry close table probe. parsed_rows=23 title=109年01月02日 每日收盤行情(食品工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=03,GET,fetched,200,application/json;charset=UTF-8,4407,raw_sources\twse_mi_index_20200102_03.json,,TWSE official daily by-industry close table probe. parsed_rows=21 title=109年01月02日 每日收盤行情(塑膠工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=04,GET,fetched,200,application/json;charset=UTF-8,6772,raw_sources\twse_mi_index_20200102_04.json,,TWSE official daily by-industry close table probe. parsed_rows=40 title=109年01月02日 每日收盤行情(紡織纖維)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=05,GET,fetched,200,application/json;charset=UTF-8,8072,raw_sources\twse_mi_index_20200102_05.json,,TWSE official daily by-industry close table probe. parsed_rows=46 title=109年01月02日 每日收盤行情(電機機械)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=06,GET,fetched,200,application/json;charset=UTF-8,3359,raw_sources\twse_mi_index_20200102_06.json,,TWSE official daily by-industry close table probe. parsed_rows=15 title=109年01月02日 每日收盤行情(電器電纜)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=08,GET,fetched,200,application/json;charset=UTF-8,1811,raw_sources\twse_mi_index_20200102_08.json,,TWSE official daily by-industry close table probe. parsed_rows=5 title=109年01月02日 每日收盤行情(玻璃陶瓷)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=09,GET,fetched,200,application/json;charset=UTF-8,2191,raw_sources\twse_mi_index_20200102_09.json,,TWSE official daily by-industry close table probe. parsed_rows=7 title=109年01月02日 每日收盤行情(造紙工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=10,GET,fetched,200,application/json;charset=UTF-8,5654,raw_sources\twse_mi_index_20200102_10.json,,TWSE official daily by-industry close table probe. parsed_rows=30 title=109年01月02日 每日收盤行情(鋼鐵工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=11,GET,fetched,200,application/json;charset=UTF-8,2744,raw_sources\twse_mi_index_20200102_11.json,,TWSE official daily by-industry close table probe. parsed_rows=11 title=109年01月02日 每日收盤行情(橡膠工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=12,GET,fetched,200,application/json;charset=UTF-8,5769,raw_sources\twse_mi_index_20200102_12.json,,TWSE official daily by-industry close table probe. parsed_rows=31 title=109年01月02日 每日收盤行情(汽車工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=14,GET,fetched,200,application/json;charset=UTF-8,9256,raw_sources\twse_mi_index_20200102_14.json,,TWSE official daily by-industry close table probe. parsed_rows=55 title=109年01月02日 每日收盤行情(建材營造)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=15,GET,fetched,200,application/json;charset=UTF-8,4767,raw_sources\twse_mi_index_20200102_15.json,,TWSE official daily by-industry close table probe. parsed_rows=24 title=109年01月02日 每日收盤行情(航運業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=16,GET,fetched,200,application/json;charset=UTF-8,3527,raw_sources\twse_mi_index_20200102_16.json,,TWSE official daily by-industry close table probe. parsed_rows=16 title=109年01月02日 每日收盤行情(觀光餐旅)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=17,GET,fetched,200,application/json;charset=UTF-8,8116,raw_sources\twse_mi_index_20200102_17.json,,TWSE official daily by-industry close table probe. parsed_rows=35 title=109年01月02日 每日收盤行情(金融保險)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=18,GET,fetched,200,application/json;charset=UTF-8,3800,raw_sources\twse_mi_index_20200102_18.json,,TWSE official daily by-industry close table probe. parsed_rows=18 title=109年01月02日 每日收盤行情(貿易百貨)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=20,GET,fetched,200,application/json;charset=UTF-8,8581,raw_sources\twse_mi_index_20200102_20.json,,TWSE official daily by-industry close table probe. parsed_rows=49 title=109年01月02日 每日收盤行情(其他)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=21,GET,fetched,200,application/json;charset=UTF-8,5383,raw_sources\twse_mi_index_20200102_21.json,,TWSE official daily by-industry close table probe. parsed_rows=29 title=109年01月02日 每日收盤行情(化學工業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=22,GET,fetched,200,application/json;charset=UTF-8,6348,raw_sources\twse_mi_index_20200102_22.json,,TWSE official daily by-industry close table probe. parsed_rows=34 title=109年01月02日 每日收盤行情(生技醫療業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=23,GET,fetched,200,application/json;charset=UTF-8,2270,raw_sources\twse_mi_index_20200102_23.json,,TWSE official daily by-industry close table probe. parsed_rows=8 title=109年01月02日 每日收盤行情(油電燃氣業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=24,GET,fetched,200,application/json;charset=UTF-8,12670,raw_sources\twse_mi_index_20200102_24.json,,TWSE official daily by-industry close table probe. parsed_rows=74 title=109年01月02日 每日收盤行情(半導體業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=25,GET,fetched,200,application/json;charset=UTF-8,10179,raw_sources\twse_mi_index_20200102_25.json,,TWSE official daily by-industry close table probe. parsed_rows=60 title=109年01月02日 每日收盤行情(電腦及週邊設備業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=26,GET,fetched,200,application/json;charset=UTF-8,11254,raw_sources\twse_mi_index_20200102_26.json,,TWSE official daily by-industry close table probe. parsed_rows=68 title=109年01月02日 每日收盤行情(光電業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=27,GET,fetched,200,application/json;charset=UTF-8,7156,raw_sources\twse_mi_index_20200102_27.json,,TWSE official daily by-industry close table probe. parsed_rows=40 title=109年01月02日 每日收盤行情(通信網路業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=28,GET,fetched,200,application/json;charset=UTF-8,15676,raw_sources\twse_mi_index_20200102_28.json,,TWSE official daily by-industry close table probe. parsed_rows=95 title=109年01月02日 每日收盤行情(電子零組件業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=29,GET,fetched,200,application/json;charset=UTF-8,4137,raw_sources\twse_mi_index_20200102_29.json,,TWSE official daily by-industry close table probe. parsed_rows=19 title=109年01月02日 每日收盤行情(電子通路業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=30,GET,fetched,200,application/json;charset=UTF-8,2759,raw_sources\twse_mi_index_20200102_30.json,,TWSE official daily by-industry close table probe. parsed_rows=11 title=109年01月02日 每日收盤行情(資訊服務業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=31,GET,fetched,200,application/json;charset=UTF-8,6781,raw_sources\twse_mi_index_20200102_31.json,,TWSE official daily by-industry close table probe. parsed_rows=37 title=109年01月02日 每日收盤行情(其他電子業)
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=32,GET,fetched,200,application/json;charset=UTF-8,637,raw_sources\twse_mi_index_20200102_32.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=33,GET,fetched,200,application/json;charset=UTF-8,637,raw_sources\twse_mi_index_20200102_33.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2020-01-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20200102&type=34,GET,fetched,200,application/json;charset=UTF-8,637,raw_sources\twse_mi_index_20200102_34.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=01,GET,fetched,200,application/json;charset=UTF-8,2321,raw_sources\twse_mi_index_20260702_01.json,,TWSE official daily by-industry close table probe. parsed_rows=7 title=115年07月02日 每日收盤行情(水泥工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=02,GET,fetched,200,application/json;charset=UTF-8,4949,raw_sources\twse_mi_index_20260702_02.json,,TWSE official daily by-industry close table probe. parsed_rows=25 title=115年07月02日 每日收盤行情(食品工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=03,GET,fetched,200,application/json;charset=UTF-8,4431,raw_sources\twse_mi_index_20260702_03.json,,TWSE official daily by-industry close table probe. parsed_rows=21 title=115年07月02日 每日收盤行情(塑膠工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=04,GET,fetched,200,application/json;charset=UTF-8,7337,raw_sources\twse_mi_index_20260702_04.json,,TWSE official daily by-industry close table probe. parsed_rows=42 title=115年07月02日 每日收盤行情(紡織纖維)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=05,GET,fetched,200,application/json;charset=UTF-8,8725,raw_sources\twse_mi_index_20260702_05.json,,TWSE official daily by-industry close table probe. parsed_rows=49 title=115年07月02日 每日收盤行情(電機機械)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=06,GET,fetched,200,application/json;charset=UTF-8,3533,raw_sources\twse_mi_index_20260702_06.json,,TWSE official daily by-industry close table probe. parsed_rows=16 title=115年07月02日 每日收盤行情(電器電纜)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=08,GET,fetched,200,application/json;charset=UTF-8,62,raw_sources\twse_mi_index_20260702_08.json,,TWSE official daily by-industry close table probe. parsed_rows=0 title=
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=09,GET,fetched,200,application/json;charset=UTF-8,2175,raw_sources\twse_mi_index_20260702_09.json,,TWSE official daily by-industry close table probe. parsed_rows=7 title=115年07月02日 每日收盤行情(造紙工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=10,GET,fetched,200,application/json;charset=UTF-8,5910,raw_sources\twse_mi_index_20260702_10.json,,TWSE official daily by-industry close table probe. parsed_rows=31 title=115年07月02日 每日收盤行情(鋼鐵工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=11,GET,fetched,200,application/json;charset=UTF-8,2782,raw_sources\twse_mi_index_20260702_11.json,,TWSE official daily by-industry close table probe. parsed_rows=11 title=115年07月02日 每日收盤行情(橡膠工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=12,GET,fetched,200,application/json;charset=UTF-8,7820,raw_sources\twse_mi_index_20260702_12.json,,TWSE official daily by-industry close table probe. parsed_rows=43 title=115年07月02日 每日收盤行情(汽車工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=14,GET,fetched,200,application/json;charset=UTF-8,9310,raw_sources\twse_mi_index_20260702_14.json,,TWSE official daily by-industry close table probe. parsed_rows=55 title=115年07月02日 每日收盤行情(建材營造)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=15,GET,fetched,200,application/json;charset=UTF-8,5446,raw_sources\twse_mi_index_20260702_15.json,,TWSE official daily by-industry close table probe. parsed_rows=28 title=115年07月02日 每日收盤行情(航運業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=16,GET,fetched,200,application/json;charset=UTF-8,3953,raw_sources\twse_mi_index_20260702_16.json,,TWSE official daily by-industry close table probe. parsed_rows=19 title=115年07月02日 每日收盤行情(觀光餐旅)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=17,GET,fetched,200,application/json;charset=UTF-8,8833,raw_sources\twse_mi_index_20260702_17.json,,TWSE official daily by-industry close table probe. parsed_rows=32 title=115年07月02日 每日收盤行情(金融保險)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=18,GET,fetched,200,application/json;charset=UTF-8,3781,raw_sources\twse_mi_index_20260702_18.json,,TWSE official daily by-industry close table probe. parsed_rows=18 title=115年07月02日 每日收盤行情(貿易百貨)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=20,GET,fetched,200,application/json;charset=UTF-8,9643,raw_sources\twse_mi_index_20260702_20.json,,TWSE official daily by-industry close table probe. parsed_rows=51 title=115年07月02日 每日收盤行情(其他)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=21,GET,fetched,200,application/json;charset=UTF-8,5460,raw_sources\twse_mi_index_20260702_21.json,,TWSE official daily by-industry close table probe. parsed_rows=28 title=115年07月02日 每日收盤行情(化學工業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=22,GET,fetched,200,application/json;charset=UTF-8,10255,raw_sources\twse_mi_index_20260702_22.json,,TWSE official daily by-industry close table probe. parsed_rows=61 title=115年07月02日 每日收盤行情(生技醫療業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=23,GET,fetched,200,application/json;charset=UTF-8,2330,raw_sources\twse_mi_index_20260702_23.json,,TWSE official daily by-industry close table probe. parsed_rows=8 title=115年07月02日 每日收盤行情(油電燃氣業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=24,GET,fetched,200,application/json;charset=UTF-8,16523,raw_sources\twse_mi_index_20260702_24.json,,TWSE official daily by-industry close table probe. parsed_rows=95 title=115年07月02日 每日收盤行情(半導體業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=25,GET,fetched,200,application/json;charset=UTF-8,11250,raw_sources\twse_mi_index_20260702_25.json,,TWSE official daily by-industry close table probe. parsed_rows=64 title=115年07月02日 每日收盤行情(電腦及週邊設備業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=26,GET,fetched,200,application/json;charset=UTF-8,11677,raw_sources\twse_mi_index_20260702_26.json,,TWSE official daily by-industry close table probe. parsed_rows=68 title=115年07月02日 每日收盤行情(光電業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=27,GET,fetched,200,application/json;charset=UTF-8,8023,raw_sources\twse_mi_index_20260702_27.json,,TWSE official daily by-industry close table probe. parsed_rows=45 title=115年07月02日 每日收盤行情(通信網路業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=28,GET,fetched,200,application/json;charset=UTF-8,17629,raw_sources\twse_mi_index_20260702_28.json,,TWSE official daily by-industry close table probe. parsed_rows=104 title=115年07月02日 每日收盤行情(電子零組件業)
2026-07-02,twse_mi_index_industry_daily,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20260702&type=29,GET,fetched,200,application/json;charset=UTF-8,4582,raw_sources\twse_mi_index_20260702_29.json,,TWSE official daily by-industry close table probe. parsed_rows=21 title=115年07月02日 每日收盤行情(電子通路業)
