source,period,query_url,method,http_code,content_type,date_field_detected,source_date,holdings_date,row_count,acceptance_decision,retrieved_path,error,notes
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141213,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_93.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141214,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_94.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141215,GET,200,application/json; charset=utf-8,anndate,2014-12-16,2014-12-16,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_95.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141216,GET,200,application/json; charset=utf-8,anndate,2014-12-17,2014-12-17,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_96.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141217,GET,200,application/json; charset=utf-8,anndate,2014-12-18,2014-12-18,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_97.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141218,GET,200,application/json; charset=utf-8,anndate,2014-12-19,2014-12-19,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_98.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141219,GET,200,application/json; charset=utf-8,anndate,2014-12-22,2014-12-22,51,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_99.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141220,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_100.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141221,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_101.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141222,GET,200,application/json; charset=utf-8,anndate,2014-12-23,2014-12-23,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_102.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141223,GET,200,application/json; charset=utf-8,anndate,2014-12-24,2014-12-24,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_103.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141224,GET,200,application/json; charset=utf-8,anndate,2014-12-25,2014-12-25,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_104.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141225,GET,200,application/json; charset=utf-8,anndate,2014-12-26,2014-12-26,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_105.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141226,GET,200,application/json; charset=utf-8,anndate,2014-12-27,2014-12-27,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_106.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141227,GET,200,application/json; charset=utf-8,anndate,2014-12-29,2014-12-29,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_107.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141228,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_108.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141229,GET,200,application/json; charset=utf-8,anndate,2014-12-30,2014-12-30,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_109.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141230,GET,200,application/json; charset=utf-8,anndate,2014-12-31,2014-12-31,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_110.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,GET,200,application/json; charset=utf-8,anndate,2015-01-05,2015-01-05,50,date_missing_or_mismatch,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_111.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150101,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_112.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150102,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_113.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150103,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_114.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150104,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_115.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150105,GET,200,application/json; charset=utf-8,anndate,2015-01-06,2015-01-06,50,date_missing_or_mismatch,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_116.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150106,GET,200,application/json; charset=utf-8,anndate,2015-01-07,2015-01-07,50,date_missing_or_mismatch,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_117.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150107,GET,200,application/json; charset=utf-8,anndate,2015-01-08,2015-01-08,50,date_missing_or_mismatch,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_118.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150108,GET,200,application/json; charset=utf-8,anndate,2015-01-09,2015-01-09,50,date_missing_or_mismatch,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_119.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20150109,GET,200,application/json; charset=utf-8,anndate,2015-01-12,2015-01-12,50,date_missing_or_mismatch,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_120.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160301,GET,200,application/json; charset=utf-8,anndate,2016-03-02,2016-03-02,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_121.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160302,GET,200,application/json; charset=utf-8,anndate,2016-03-03,2016-03-03,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_122.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160303,GET,200,application/json; charset=utf-8,anndate,2016-03-04,2016-03-04,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_123.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160304,GET,200,application/json; charset=utf-8,anndate,2016-03-07,2016-03-07,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_124.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160305,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_125.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160306,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_126.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160307,GET,200,application/json; charset=utf-8,anndate,2016-03-08,2016-03-08,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_127.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160308,GET,200,application/json; charset=utf-8,anndate,2016-03-09,2016-03-09,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_128.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160309,GET,200,application/json; charset=utf-8,anndate,2016-03-10,2016-03-10,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_129.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160310,GET,200,application/json; charset=utf-8,anndate,2016-03-11,2016-03-11,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_130.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160311,GET,200,application/json; charset=utf-8,anndate,2016-03-14,2016-03-14,50,accepted,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_131.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
Yuanta PCF/Daily target-month sweep,2016Q1,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20160312,GET,200,application/json; charset=utf-8,anndate,2026-06-30,2026-06-30,0,no_rows,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2016Q1_132.json,,exact ectranslation/api/bridge PCF/Daily month sweep; accept only when anndate/source_date falls in target month
