candidate_type,page_url,candidate_url,method,params_tested,http_code,content_type,row_count,acceptance_decision,retrieved_path,error,notes
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421Print.aspx?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_15.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421Print.aspx?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_16.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421_Download.ashx?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_17.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421_Download.ashx?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_18.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421_Download.aspx?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_19.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421_Download.aspx?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_20.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421_Excel.aspx?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_21.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/ROC/Industry/IN2421_Excel.aspx?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_22.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/WDataStyle.css?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_23.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/WDataStyle.css?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_24.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/layout1.css?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_25.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/layout1.css?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_26.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/menu.css?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",404,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_27.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/menu.css?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",404,text/html,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_28.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/mod_settings.css?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_29.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/mod_settings.css?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_30.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/table1.css?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_31.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/css/table1.css?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,text/css,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_32.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/image/Bt_query.gif?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,image/gif,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_33.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/image/Bt_query.gif?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,image/gif,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_34.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/image/MorningStar.jpg?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,image/jpeg,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_35.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/image/MorningStar.jpg?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,image/jpeg,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_36.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/image/ico_sitca.ico?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,image/x-icon,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_37.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/image/ico_sitca.ico?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,image/x-icon,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_38.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/lib/tablerow.js?YEAR=2014&MONTH=12&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2014"", ""MONTH"": ""12"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,application/x-javascript,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2014Q4_39.html,,not accepted unless target-date holdings table is parsed
sitca_link_or_guessed_handler,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,https://www.sitca.org.tw/lib/tablerow.js?YEAR=2016&MONTH=03&fund=1066&fundid=1066&code=0050,GET,"{""YEAR"": ""2016"", ""MONTH"": ""03"", ""fund"": ""1066"", ""fundid"": ""1066"", ""code"": ""0050""}",200,application/x-javascript,0,no_rows_or_not_holdings_handler,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\sitca_handler_candidate_2016Q1_40.html,,not accepted unless target-date holdings table is parsed
