period,source,source_date,holdings_date,ticker,name,weight,source_type,formal_exact,evidence_quality,matched_evidence
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2891,中信金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2891
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,1326,台化,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#1326
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,3008,大立光,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#3008
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2886,兆豐金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2886
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2357,華碩,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2357
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,1216,統一,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#1216
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2311,日月光,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2311
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2382,廣達,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2382
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2207,和泰車,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2207
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2474,可成,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2474
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,3045,台灣大,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#3045
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2303,聯電,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2303
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2885,元大金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2885
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,1101,台泥,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#1101
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2883,凱基金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2883
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,3481,群創,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#3481
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2892,第一金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2892
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2912,統一超,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2912
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2325,矽品,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2325
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2105,正新,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2105
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,6505,台塑化,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#6505
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2884,玉山金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2884
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2409,友達,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2409
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,4938,和碩,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#4938
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2880,華南金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2880
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,1402,遠東新,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#1402
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,3474,華亞科,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#3474
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2887,台新新光金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2887
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2890,永豐金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2890
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,4904,遠傳,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#4904
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2498,宏達電,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2498
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,5880,合庫金,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#5880
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,9904,寶成,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#9904
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2354,鴻準,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2354
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,1102,亞泥,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#1102
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141201,2014-12-02,2014-12-02,2324,仁寶,,source_backed_manual_candidate,false,target_month_matched_yuanta_pcf_daily,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_tw50_0050_formal_pit_source_phase8_201411_202312_20260629\raw_sources\yuanta_pcf_daily_sweep_phase8_2014Q4_81.json#2324
