family,ticker,market,required_dates,ready_dates,blocked_dates,ready_share
margin_short,6243,TWSE,31,31,0,1.0
margin_short,6244,TPEx,10,10,0,1.0
margin_short,6245,TPEx,5,5,0,1.0
margin_short,6257,TWSE,252,252,0,1.0
margin_short,6261,TPEx,10,10,0,1.0
margin_short,6265,TPEx,3,3,0,1.0
margin_short,6269,TWSE,4,4,0,1.0
margin_short,6271,TWSE,32,32,0,1.0
margin_short,6274,TPEx,303,303,0,1.0
margin_short,6275,TPEx,5,5,0,1.0
margin_short,6278,TWSE,76,72,4,0.9473684211
margin_short,6279,TPEx,32,32,0,1.0
margin_short,6282,TWSE,117,117,0,1.0
margin_short,6284,TPEx,85,85,0,1.0
margin_short,6285,TWSE,232,228,4,0.9827586207
margin_short,6288,TWSE,18,18,0,1.0
margin_short,6290,TPEx,214,214,0,1.0
margin_short,6291,TPEx,14,14,0,1.0
margin_short,6409,TWSE,59,59,0,1.0
margin_short,6411,TPEx,8,8,0,1.0
margin_short,6412,TWSE,5,5,0,1.0
margin_short,6414,TWSE,173,173,0,1.0
margin_short,6415,TWSE,185,185,0,1.0
margin_short,6425,TPEx,4,4,0,1.0
margin_short,6435,TPEx,3,3,0,1.0
margin_short,6438,TWSE,54,50,4,0.9259259259
margin_short,6442,TWSE,128,124,4,0.96875
margin_short,6446,TWSE,211,202,9,0.9573459716
margin_short,6449,TWSE,37,33,4,0.8918918919
margin_short,6451,TWSE,35,35,0,1.0
margin_short,6470,TPEx,10,10,0,1.0
margin_short,6472,TWSE,202,198,4,0.9801980198
margin_short,6485,TPEx,19,19,0,1.0
margin_short,6488,TPEx,124,124,0,1.0
margin_short,6491,TWSE,84,84,0,1.0
margin_short,6505,TWSE,16,16,0,1.0
margin_short,6510,TPEx,134,134,0,1.0
margin_short,6515,TWSE,168,164,4,0.9761904762
margin_short,6517,TPEx,13,13,0,1.0
margin_short,6526,TWSE,174,83,91,0.4770114943
margin_short,6530,TPEx,44,44,0,1.0
margin_short,6531,TWSE,313,309,4,0.9872204473
margin_short,6533,TWSE,23,23,0,1.0
margin_short,6538,TPEx,29,29,0,1.0
margin_short,6546,TPEx,50,50,0,1.0
margin_short,6548,TPEx,28,28,0,1.0
margin_short,6558,TWSE,7,7,0,1.0
margin_short,6561,TPEx,4,4,0,1.0
margin_short,6579,TWSE,5,5,0,1.0
margin_short,6584,TPEx,51,51,0,1.0
margin_short,6585,TWSE,11,11,0,1.0
margin_short,6591,TWSE,5,5,0,1.0
margin_short,6593,TPEx,25,0,25,0.0
margin_short,6596,TPEx,3,3,0,1.0
margin_short,6605,TWSE,28,28,0,1.0
margin_short,6609,TPEx,27,27,0,1.0
margin_short,6640,TPEx,90,31,59,0.3444444444
margin_short,6643,TPEx,78,78,0,1.0
margin_short,6658,TWSE,10,6,4,0.6
margin_short,6664,TPEx,61,61,0,1.0
margin_short,6667,TPEx,61,61,0,1.0
margin_short,6669,TWSE,263,259,4,0.9847908745
margin_short,6670,TWSE,33,32,1,0.9696969697
margin_short,6672,TWSE,40,36,4,0.9
margin_short,6679,TPEx,47,47,0,1.0
margin_short,6683,TPEx,72,19,53,0.2638888889
margin_short,6689,TWSE,10,10,0,1.0
margin_short,6691,TWSE,123,123,0,1.0
margin_short,6703,TPEx,3,0,3,0.0
margin_short,6712,TPEx,15,15,0,1.0
margin_short,6715,TWSE,4,1,3,0.25
margin_short,6719,TWSE,20,20,0,1.0
margin_short,6725,TPEx,3,0,3,0.0
margin_short,6727,TPEx,5,5,0,1.0
margin_short,6732,TPEx,49,49,0,1.0
margin_short,6739,TPEx,48,15,33,0.3125
margin_short,6742,TWSE,8,8,0,1.0
margin_short,6752,TPEx,9,9,0,1.0
margin_short,6753,TWSE,46,42,4,0.9130434783
margin_short,6756,TWSE,24,24,0,1.0
margin_short,6757,TWSE,58,58,0,1.0
margin_short,6763,TPEx,15,10,5,0.6666666667
margin_short,6768,TWSE,19,19,0,1.0
margin_short,6770,TWSE,15,15,0,1.0
margin_short,6781,TWSE,117,114,3,0.9743589744
margin_short,6788,TPEx,81,81,0,1.0
margin_short,6789,TWSE,149,146,3,0.9798657718
margin_short,6796,TWSE,5,5,0,1.0
margin_short,6799,TWSE,99,99,0,1.0
margin_short,6805,TWSE,193,151,42,0.7823834197
margin_short,6806,TWSE,108,108,0,1.0
margin_short,6811,TPEx,21,21,0,1.0
margin_short,6829,TPEx,35,35,0,1.0
margin_short,6830,TWSE,29,25,4,0.8620689655
margin_short,6831,TWSE,5,0,5,0.0
margin_short,6841,TPEx,13,3,10,0.2307692308
margin_short,6863,TWSE,15,15,0,1.0
margin_short,6873,TWSE,35,31,4,0.8857142857
margin_short,6877,TPEx,8,8,0,1.0
margin_short,6890,TWSE,31,27,4,0.8709677419
margin_short,6894,TPEx,3,3,0,1.0
margin_short,6903,TPEx,21,21,0,1.0
margin_short,6937,TWSE,50,47,3,0.94
margin_short,6944,TWSE,128,81,47,0.6328125
margin_short,6962,TWSE,32,0,32,0.0
margin_short,7402,TPEx,10,10,0,1.0
margin_short,7610,TWSE,10,0,10,0.0
margin_short,7722,TWSE,20,11,9,0.55
margin_short,7728,TPEx,4,4,0,1.0
margin_short,7734,TPEx,23,23,0,1.0
margin_short,7750,TWSE,40,21,19,0.525
margin_short,7751,TPEx,28,0,28,0.0
margin_short,7769,TWSE,47,14,33,0.2978723404
margin_short,7795,TWSE,10,0,10,0.0
margin_short,8016,TWSE,94,94,0,1.0
margin_short,8021,TWSE,87,87,0,1.0
margin_short,8028,TWSE,284,280,4,0.985915493
margin_short,8032,TPEx,5,5,0,1.0
margin_short,8033,TWSE,80,76,4,0.95
margin_short,8039,TWSE,97,93,4,0.9587628866
margin_short,8042,TPEx,9,9,0,1.0
margin_short,8043,TPEx,19,19,0,1.0
margin_short,8046,TWSE,109,109,0,1.0
margin_short,8048,TPEx,15,15,0,1.0
margin_short,8050,TPEx,29,29,0,1.0
margin_short,8064,TPEx,47,47,0,1.0
margin_short,8069,TPEx,188,188,0,1.0
margin_short,8070,TWSE,51,51,0,1.0
margin_short,8072,TWSE,34,30,4,0.8823529412
margin_short,8074,TPEx,3,3,0,1.0
margin_short,8076,TPEx,5,5,0,1.0
margin_short,8081,TWSE,33,33,0,1.0
margin_short,8086,TPEx,55,55,0,1.0
margin_short,8088,TPEx,26,26,0,1.0
margin_short,8089,TPEx,19,19,0,1.0
margin_short,8091,TPEx,3,3,0,1.0
margin_short,8096,TPEx,66,66,0,1.0
margin_short,8103,TWSE,15,15,0,1.0
margin_short,8110,TWSE,29,25,4,0.8620689655
margin_short,8111,TPEx,67,67,0,1.0
margin_short,8112,TWSE,191,191,0,1.0
margin_short,8114,TWSE,5,5,0,1.0
margin_short,8131,TWSE,29,25,4,0.8620689655
margin_short,8147,TPEx,3,3,0,1.0
margin_short,8150,TWSE,97,97,0,1.0
margin_short,8155,TPEx,120,120,0,1.0
margin_short,8210,TWSE,265,261,4,0.9849056604
margin_short,8222,TWSE,19,19,0,1.0
margin_short,8227,TPEx,30,30,0,1.0
margin_short,8234,TPEx,35,35,0,1.0
margin_short,8249,TWSE,14,14,0,1.0
margin_short,8255,TPEx,32,32,0,1.0
margin_short,8261,TWSE,36,36,0,1.0
margin_short,8271,TWSE,75,71,4,0.9466666667
margin_short,8289,TPEx,3,3,0,1.0
margin_short,8299,TPEx,290,290,0,1.0
margin_short,8358,TPEx,161,161,0,1.0
margin_short,8374,TWSE,46,42,4,0.9130434783
margin_short,8390,TPEx,11,11,0,1.0
margin_short,8422,TWSE,14,11,3,0.7857142857
margin_short,8436,TPEx,13,13,0,1.0
margin_short,8454,TWSE,41,41,0,1.0
margin_short,8464,TWSE,114,114,0,1.0
margin_short,8467,TWSE,2,2,0,1.0
margin_short,8478,TWSE,15,15,0,1.0
margin_short,8926,TWSE,17,17,0,1.0
margin_short,8932,TPEx,35,35,0,1.0
margin_short,8936,TPEx,86,86,0,1.0
margin_short,8996,TWSE,172,168,4,0.976744186
margin_short,9105,TWSE,20,20,0,1.0
margin_short,9802,TWSE,19,19,0,1.0
margin_short,9904,TWSE,113,113,0,1.0
margin_short,9907,TWSE,5,5,0,1.0
margin_short,9910,TWSE,23,23,0,1.0
margin_short,9914,TWSE,38,38,0,1.0
margin_short,9921,TWSE,27,27,0,1.0
margin_short,9933,TWSE,9,9,0,1.0
margin_short,9938,TWSE,27,27,0,1.0
margin_short,9939,TWSE,5,5,0,1.0
margin_short,9941,TWSE,15,15,0,1.0
margin_short,9945,TWSE,118,118,0,1.0
margin_short,9958,TWSE,139,136,3,0.9784172662
securities_lending,1101,TWSE,169,165,4,0.9763313609
securities_lending,1102,TWSE,62,58,4,0.935483871
securities_lending,1210,TWSE,38,30,8,0.7894736842
securities_lending,1215,TWSE,5,5,0,1.0
securities_lending,1216,TWSE,340,340,0,1.0
securities_lending,1301,TWSE,22,18,4,0.8181818182
securities_lending,1303,TWSE,78,74,4,0.9487179487
securities_lending,1307,TWSE,4,4,0,1.0
securities_lending,1319,TWSE,185,185,0,1.0
securities_lending,1326,TWSE,28,28,0,1.0
securities_lending,1339,TWSE,5,1,4,0.2
securities_lending,1402,TWSE,93,89,4,0.9569892473
securities_lending,1409,TWSE,1,1,0,1.0
securities_lending,1476,TWSE,135,132,3,0.9777777778
securities_lending,1477,TWSE,169,169,0,1.0
securities_lending,1503,TWSE,120,120,0,1.0
securities_lending,1504,TWSE,145,145,0,1.0
securities_lending,1513,TWSE,320,320,0,1.0
securities_lending,1514,TWSE,201,201,0,1.0
securities_lending,1515,TWSE,5,1,4,0.2
securities_lending,1519,TWSE,276,272,4,0.9855072464
securities_lending,1522,TWSE,76,72,4,0.9473684211
securities_lending,1524,TWSE,80,80,0,1.0
securities_lending,1529,TWSE,5,5,0,1.0
securities_lending,1532,TWSE,5,5,0,1.0
securities_lending,1536,TWSE,23,19,4,0.8260869565
securities_lending,1540,TWSE,7,4,3,0.5714285714
securities_lending,1560,TWSE,288,284,4,0.9861111111
securities_lending,1582,TWSE,42,34,8,0.8095238095
securities_lending,1584,TPEx,58,58,0,1.0
securities_lending,1590,TWSE,314,310,4,0.9872611465
securities_lending,1597,TWSE,47,43,4,0.914893617
securities_lending,1603,TWSE,17,14,3,0.8235294118
securities_lending,1605,TWSE,126,126,0,1.0
securities_lending,1608,TWSE,48,44,4,0.9166666667
securities_lending,1609,TWSE,177,177,0,1.0
securities_lending,1612,TWSE,18,14,4,0.7777777778
securities_lending,1616,TWSE,15,11,4,0.7333333333
securities_lending,1618,TWSE,41,37,4,0.9024390244
securities_lending,1702,TWSE,5,1,4,0.2
securities_lending,1708,TWSE,10,10,0,1.0
securities_lending,1711,TWSE,17,14,3,0.8235294118
securities_lending,1717,TWSE,37,33,4,0.8918918919
securities_lending,1722,TWSE,5,1,4,0.2
securities_lending,1727,TWSE,5,5,0,1.0
securities_lending,1732,TWSE,5,1,4,0.2
securities_lending,1736,TWSE,22,19,3,0.8636363636
securities_lending,1760,TWSE,10,6,4,0.6
securities_lending,1773,TWSE,18,10,8,0.5555555556
securities_lending,1785,TPEx,265,265,0,1.0
securities_lending,1795,TWSE,236,236,0,1.0
securities_lending,1802,TWSE,9,2,7,0.2222222222
securities_lending,1808,TWSE,15,11,4,0.7333333333
securities_lending,1815,TPEx,180,180,0,1.0
securities_lending,1904,TWSE,4,1,3,0.25
securities_lending,2002,TWSE,34,30,4,0.8823529412
securities_lending,2009,TWSE,9,6,3,0.6666666667
securities_lending,2014,TWSE,29,25,4,0.8620689655
securities_lending,2027,TWSE,95,87,8,0.9157894737
securities_lending,2031,TWSE,9,6,3,0.6666666667
securities_lending,2049,TWSE,171,167,4,0.9766081871
securities_lending,2059,TWSE,229,229,0,1.0
securities_lending,2062,TWSE,8,6,2,0.75
securities_lending,2070,TPEx,4,4,0,1.0
securities_lending,2101,TWSE,47,43,4,0.914893617
securities_lending,2105,TWSE,55,47,8,0.8545454545
securities_lending,2201,TWSE,81,81,0,1.0
securities_lending,2204,TWSE,90,90,0,1.0
securities_lending,2206,TWSE,68,68,0,1.0
securities_lending,2207,TWSE,14,10,4,0.7142857143
securities_lending,2211,TWSE,5,1,4,0.2
securities_lending,2228,TWSE,10,10,0,1.0
securities_lending,2230,TPEx,10,10,0,1.0
securities_lending,2233,TWSE,33,29,4,0.8787878788
securities_lending,2301,TWSE,258,254,4,0.984496124
securities_lending,2303,TWSE,316,316,0,1.0
securities_lending,2308,TWSE,431,431,0,1.0
securities_lending,2311,TWSE,5,0,5,0.0
securities_lending,2312,TWSE,101,97,4,0.9603960396
securities_lending,2313,TWSE,260,257,3,0.9884615385
securities_lending,2317,TWSE,474,474,0,1.0
securities_lending,2323,TWSE,5,1,4,0.2
securities_lending,2324,TWSE,82,79,3,0.9634146341
securities_lending,2325,TWSE,5,0,5,0.0
securities_lending,2327,TWSE,365,358,7,0.9808219178
securities_lending,2328,TWSE,52,49,3,0.9423076923
securities_lending,2329,TWSE,165,157,8,0.9515151515
securities_lending,2330,TWSE,554,554,0,1.0
securities_lending,2331,TWSE,10,6,4,0.6
securities_lending,2332,TWSE,15,11,4,0.7333333333
securities_lending,2337,TWSE,15,11,4,0.7333333333
securities_lending,2338,TWSE,3,1,2,0.3333333333
securities_lending,2340,TWSE,8,8,0,1.0
securities_lending,2344,TWSE,72,64,8,0.8888888889
securities_lending,2345,TWSE,330,330,0,1.0
securities_lending,2347,TWSE,200,200,0,1.0
securities_lending,2348,TWSE,44,44,0,1.0
securities_lending,2351,TWSE,19,19,0,1.0
securities_lending,2352,TWSE,42,39,3,0.9285714286
securities_lending,2353,TWSE,306,306,0,1.0
securities_lending,2354,TWSE,157,149,8,0.949044586
securities_lending,2355,TWSE,85,78,7,0.9176470588
securities_lending,2356,TWSE,269,269,0,1.0
securities_lending,2357,TWSE,411,411,0,1.0
securities_lending,2359,TWSE,70,66,4,0.9428571429
securities_lending,2360,TWSE,295,291,4,0.986440678
securities_lending,2362,TWSE,45,41,4,0.9111111111
securities_lending,2363,TWSE,84,84,0,1.0
securities_lending,2364,TWSE,19,15,4,0.7894736842
securities_lending,2365,TWSE,83,79,4,0.9518072289
securities_lending,2367,TWSE,73,65,8,0.8904109589
securities_lending,2368,TWSE,250,246,4,0.984
securities_lending,2369,TWSE,1,1,0,1.0
securities_lending,2371,TWSE,160,157,3,0.98125
securities_lending,2374,TWSE,133,129,4,0.969924812
securities_lending,2375,TWSE,48,45,3,0.9375
securities_lending,2376,TWSE,265,265,0,1.0
securities_lending,2377,TWSE,267,263,4,0.9850187266
securities_lending,2379,TWSE,373,370,3,0.9919571046
securities_lending,2382,TWSE,356,356,0,1.0
securities_lending,2383,TWSE,289,289,0,1.0
securities_lending,2385,TWSE,121,121,0,1.0
securities_lending,2388,TWSE,56,52,4,0.9285714286
securities_lending,2392,TWSE,72,72,0,1.0
securities_lending,2393,TWSE,24,21,3,0.875
securities_lending,2395,TWSE,160,160,0,1.0
securities_lending,2399,TWSE,10,6,4,0.6
securities_lending,2401,TWSE,24,21,3,0.875
securities_lending,2402,TWSE,153,149,4,0.9738562092
securities_lending,2404,TWSE,173,169,4,0.9768786127
securities_lending,2405,TWSE,24,24,0,1.0
securities_lending,2406,TWSE,10,6,4,0.6
securities_lending,2408,TWSE,19,15,4,0.7894736842
securities_lending,2409,TWSE,24,20,4,0.8333333333
securities_lending,2412,TWSE,400,400,0,1.0
securities_lending,2413,TWSE,5,1,4,0.2
securities_lending,2419,TWSE,9,5,4,0.5555555556
securities_lending,2421,TWSE,120,116,4,0.9666666667
securities_lending,2425,TWSE,15,11,4,0.7333333333
securities_lending,2427,TWSE,13,13,0,1.0
securities_lending,2428,TWSE,35,35,0,1.0
securities_lending,2436,TWSE,81,77,4,0.950617284
securities_lending,2439,TWSE,152,148,4,0.9736842105
securities_lending,2441,TWSE,43,43,0,1.0
securities_lending,2448,TWSE,5,0,5,0.0
securities_lending,2449,TWSE,205,197,8,0.9609756098
securities_lending,2451,TWSE,110,106,4,0.9636363636
securities_lending,2453,TWSE,18,14,4,0.7777777778
securities_lending,2454,TWSE,417,417,0,1.0
securities_lending,2455,TWSE,179,179,0,1.0
securities_lending,2456,TWSE,5,0,5,0.0
securities_lending,2457,TWSE,19,15,4,0.7894736842
securities_lending,2458,TWSE,164,160,4,0.9756097561
securities_lending,2462,TWSE,5,1,4,0.2
securities_lending,2464,TWSE,28,20,8,0.7142857143
securities_lending,2467,TWSE,143,139,4,0.972027972
securities_lending,2468,TWSE,37,35,2,0.9459459459
securities_lending,2471,TWSE,14,11,3,0.7857142857
securities_lending,2472,TWSE,67,67,0,1.0
securities_lending,2474,TWSE,182,178,4,0.978021978
securities_lending,2476,TWSE,109,105,4,0.9633027523
securities_lending,2478,TWSE,24,20,4,0.8333333333
securities_lending,2481,TWSE,116,112,4,0.9655172414
securities_lending,2484,TWSE,5,5,0,1.0
securities_lending,2486,TWSE,104,104,0,1.0
securities_lending,2489,TWSE,61,57,4,0.9344262295
securities_lending,2492,TWSE,200,196,4,0.98
securities_lending,2495,TWSE,14,14,0,1.0
securities_lending,2497,TWSE,18,14,4,0.7777777778
securities_lending,2501,TWSE,15,11,4,0.7333333333
securities_lending,2504,TWSE,42,39,3,0.9285714286
securities_lending,2515,TWSE,81,81,0,1.0
securities_lending,2520,TWSE,43,37,6,0.8604651163
securities_lending,2524,TWSE,10,6,4,0.6
securities_lending,2537,TWSE,10,6,4,0.6
securities_lending,2540,TWSE,30,26,4,0.8666666667
securities_lending,2542,TWSE,77,73,4,0.9480519481
securities_lending,2543,TWSE,48,44,4,0.9166666667
securities_lending,2603,TWSE,167,160,7,0.9580838323
securities_lending,2605,TWSE,92,85,7,0.9239130435
securities_lending,2606,TWSE,114,111,3,0.9736842105
securities_lending,2607,TWSE,5,1,4,0.2
securities_lending,2609,TWSE,141,137,4,0.9716312057
securities_lending,2610,TWSE,261,261,0,1.0
securities_lending,2611,TWSE,10,6,4,0.6
securities_lending,2613,TWSE,8,6,2,0.75
securities_lending,2615,TWSE,154,154,0,1.0
securities_lending,2618,TWSE,330,330,0,1.0
securities_lending,2630,TWSE,5,1,4,0.2
securities_lending,2634,TWSE,116,113,3,0.974137931
securities_lending,2636,TWSE,9,6,3,0.6666666667
securities_lending,2637,TWSE,84,81,3,0.9642857143
securities_lending,2641,TPEx,34,34,0,1.0
securities_lending,2645,TWSE,99,95,4,0.9595959596
securities_lending,2646,TWSE,15,0,15,0.0
securities_lending,2727,TWSE,37,36,1,0.972972973
securities_lending,2731,TWSE,74,74,0,1.0
securities_lending,2743,TPEx,24,24,0,1.0
securities_lending,2745,TPEx,5,5,0,1.0
securities_lending,2748,TWSE,10,10,0,1.0
securities_lending,2753,TWSE,10,6,4,0.6
securities_lending,2801,TWSE,223,223,0,1.0
securities_lending,2809,TWSE,49,45,4,0.9183673469
securities_lending,2812,TWSE,5,1,4,0.2
securities_lending,2816,TWSE,5,1,4,0.2
securities_lending,2823,TWSE,5,0,5,0.0
securities_lending,2834,TWSE,104,104,0,1.0
securities_lending,2855,TWSE,1,1,0,1.0
securities_lending,2867,TWSE,5,5,0,1.0
securities_lending,2880,TWSE,244,244,0,1.0
securities_lending,2881,TWSE,421,417,4,0.9904988124
securities_lending,2882,TWSE,347,347,0,1.0
securities_lending,2883,TWSE,323,319,4,0.9876160991
securities_lending,2884,TWSE,417,417,0,1.0
securities_lending,2885,TWSE,440,440,0,1.0
securities_lending,2886,TWSE,360,360,0,1.0
securities_lending,2887,TWSE,366,366,0,1.0
securities_lending,2888,TWSE,198,188,10,0.9494949495
securities_lending,2890,TWSE,410,410,0,1.0
securities_lending,2891,TWSE,546,546,0,1.0
securities_lending,2892,TWSE,276,276,0,1.0
securities_lending,2912,TWSE,227,227,0,1.0
securities_lending,2913,TWSE,9,5,4,0.5555555556
securities_lending,2915,TWSE,43,43,0,1.0
securities_lending,3004,TWSE,20,16,4,0.8
securities_lending,3005,TWSE,182,182,0,1.0
securities_lending,3006,TWSE,26,26,0,1.0
securities_lending,3008,TWSE,361,361,0,1.0
securities_lending,3010,TWSE,23,19,4,0.8260869565
securities_lending,3013,TWSE,185,181,4,0.9783783784
securities_lending,3014,TWSE,84,84,0,1.0
securities_lending,3017,TWSE,266,266,0,1.0
securities_lending,3019,TWSE,173,169,4,0.9768786127
securities_lending,3022,TWSE,5,1,4,0.2
securities_lending,3023,TWSE,85,81,4,0.9529411765
securities_lending,3025,TWSE,72,71,1,0.9861111111
securities_lending,3026,TWSE,43,39,4,0.9069767442
securities_lending,3027,TWSE,9,6,3,0.6666666667
securities_lending,3029,TWSE,100,100,0,1.0
securities_lending,3030,TWSE,81,81,0,1.0
securities_lending,3032,TWSE,105,101,4,0.9619047619
securities_lending,3033,TWSE,42,35,7,0.8333333333
securities_lending,3034,TWSE,232,232,0,1.0
securities_lending,3035,TWSE,123,115,8,0.9349593496
securities_lending,3036,TWSE,276,272,4,0.9855072464
securities_lending,3037,TWSE,255,255,0,1.0
securities_lending,3042,TWSE,102,98,4,0.9607843137
securities_lending,3043,TWSE,5,1,4,0.2
securities_lending,3044,TWSE,354,354,0,1.0
securities_lending,3045,TWSE,346,346,0,1.0
securities_lending,3046,TWSE,10,6,4,0.6
securities_lending,3047,TWSE,20,16,4,0.8
securities_lending,3048,TWSE,19,11,8,0.5789473684
securities_lending,3056,TWSE,14,7,7,0.5
securities_lending,3059,TWSE,27,23,4,0.8518518519
securities_lending,3078,TPEx,135,135,0,1.0
securities_lending,3081,TPEx,75,75,0,1.0
securities_lending,3088,TPEx,27,27,0,1.0
securities_lending,3090,TWSE,68,65,3,0.9558823529
securities_lending,3094,TWSE,5,1,4,0.2
securities_lending,3105,TPEx,84,84,0,1.0
securities_lending,3128,TPEx,5,5,0,1.0
securities_lending,3131,TPEx,224,224,0,1.0
securities_lending,3135,TWSE,9,9,0,1.0
securities_lending,3138,TWSE,29,26,3,0.8965517241
securities_lending,3141,TPEx,4,4,0,1.0
securities_lending,3147,TPEx,75,75,0,1.0
securities_lending,3152,TPEx,5,5,0,1.0
securities_lending,3162,TPEx,25,25,0,1.0
securities_lending,3163,TPEx,167,167,0,1.0
securities_lending,3167,TWSE,91,88,3,0.967032967
securities_lending,3169,TPEx,5,5,0,1.0
securities_lending,3189,TWSE,195,195,0,1.0
securities_lending,3207,TPEx,13,13,0,1.0
securities_lending,3211,TPEx,51,51,0,1.0
securities_lending,3213,TPEx,26,26,0,1.0
securities_lending,3217,TPEx,98,98,0,1.0
securities_lending,3218,TPEx,5,5,0,1.0
securities_lending,3227,TPEx,158,158,0,1.0
securities_lending,3228,TPEx,5,5,0,1.0
securities_lending,3231,TWSE,347,347,0,1.0
securities_lending,3236,TPEx,15,15,0,1.0
securities_lending,3257,TWSE,15,15,0,1.0
securities_lending,3260,TPEx,239,239,0,1.0
securities_lending,3264,TPEx,193,193,0,1.0
securities_lending,3265,TPEx,40,40,0,1.0
securities_lending,3287,TPEx,8,8,0,1.0
securities_lending,3289,TPEx,110,110,0,1.0
securities_lending,3293,TPEx,350,350,0,1.0
securities_lending,3303,TPEx,4,4,0,1.0
securities_lending,3305,TWSE,71,63,8,0.8873239437
securities_lending,3306,TPEx,5,5,0,1.0
securities_lending,3312,TWSE,44,44,0,1.0
securities_lending,3317,TPEx,3,3,0,1.0
securities_lending,3324,TPEx,286,286,0,1.0
securities_lending,3325,TPEx,37,37,0,1.0
securities_lending,3338,TWSE,33,29,4,0.8787878788
securities_lending,3346,TWSE,24,20,4,0.8333333333
securities_lending,3356,TWSE,14,11,3,0.7857142857
securities_lending,3357,TPEx,35,35,0,1.0
securities_lending,3362,TPEx,145,145,0,1.0
securities_lending,3363,TPEx,111,111,0,1.0
securities_lending,3374,TPEx,173,173,0,1.0
securities_lending,3376,TWSE,128,124,4,0.96875
securities_lending,3379,TPEx,24,24,0,1.0
securities_lending,3380,TWSE,5,1,4,0.2
securities_lending,3402,TPEx,8,8,0,1.0
securities_lending,3406,TWSE,280,280,0,1.0
securities_lending,3413,TWSE,107,107,0,1.0
securities_lending,3416,TWSE,5,1,4,0.2
securities_lending,3434,TPEx,9,9,0,1.0
securities_lending,3443,TWSE,219,219,0,1.0
securities_lending,3444,TPEx,10,10,0,1.0
securities_lending,3447,TWSE,5,1,4,0.2
securities_lending,3450,TWSE,114,114,0,1.0
securities_lending,3479,TPEx,4,4,0,1.0
securities_lending,3481,TWSE,91,91,0,1.0
securities_lending,3483,TPEx,107,107,0,1.0
securities_lending,3491,TPEx,175,175,0,1.0
securities_lending,3498,TPEx,5,5,0,1.0
securities_lending,3515,TWSE,114,110,4,0.9649122807
securities_lending,3526,TPEx,12,12,0,1.0
securities_lending,3528,TWSE,23,19,4,0.8260869565
securities_lending,3529,TPEx,251,251,0,1.0
securities_lending,3532,TWSE,26,22,4,0.8461538462
securities_lending,3533,TWSE,242,238,4,0.9834710744
securities_lending,3545,TWSE,77,77,0,1.0
securities_lending,3548,TPEx,57,57,0,1.0
securities_lending,3551,TPEx,48,48,0,1.0
securities_lending,3558,TPEx,44,44,0,1.0
securities_lending,3563,TWSE,145,141,4,0.9724137931
securities_lending,3564,TPEx,5,5,0,1.0
securities_lending,3583,TWSE,242,238,4,0.9834710744
securities_lending,3587,TPEx,137,137,0,1.0
securities_lending,3591,TWSE,10,10,0,1.0
securities_lending,3592,TWSE,102,98,4,0.9607843137
securities_lending,3596,TWSE,103,95,8,0.9223300971
securities_lending,3605,TWSE,61,57,4,0.9344262295
securities_lending,3617,TWSE,71,71,0,1.0
securities_lending,3622,TWSE,30,26,4,0.8666666667
securities_lending,3624,TPEx,14,14,0,1.0
securities_lending,3630,TPEx,5,5,0,1.0
securities_lending,3645,TWSE,85,85,0,1.0
securities_lending,3653,TWSE,230,230,0,1.0
securities_lending,3661,TWSE,147,143,4,0.9727891156
securities_lending,3663,TPEx,37,37,0,1.0
securities_lending,3665,TWSE,188,184,4,0.9787234043
securities_lending,3673,TWSE,33,25,8,0.7575757576
securities_lending,3675,TPEx,24,24,0,1.0
securities_lending,3680,TPEx,164,164,0,1.0
securities_lending,3687,TPEx,15,15,0,1.0
securities_lending,3689,TPEx,131,131,0,1.0
securities_lending,3693,TPEx,49,49,0,1.0
securities_lending,3694,TWSE,50,46,4,0.92
securities_lending,3698,TWSE,5,0,5,0.0
securities_lending,3701,TWSE,30,26,4,0.8666666667
securities_lending,3702,TWSE,223,219,4,0.9820627803
securities_lending,3703,TWSE,5,5,0,1.0
securities_lending,3704,TWSE,23,15,8,0.652173913
securities_lending,3705,TWSE,10,10,0,1.0
securities_lending,3706,TWSE,175,175,0,1.0
securities_lending,3707,TPEx,5,5,0,1.0
securities_lending,3708,TWSE,38,34,4,0.8947368421
securities_lending,3709,TPEx,15,15,0,1.0
securities_lending,3711,TWSE,428,428,0,1.0
securities_lending,3712,TWSE,40,36,4,0.9
securities_lending,3715,TWSE,164,160,4,0.9756097561
securities_lending,4105,TPEx,13,13,0,1.0
securities_lending,4114,TPEx,13,13,0,1.0
securities_lending,4123,TPEx,51,51,0,1.0
securities_lending,4129,TPEx,10,10,0,1.0
securities_lending,4147,TPEx,5,5,0,1.0
securities_lending,4162,TPEx,45,45,0,1.0
securities_lending,4167,TPEx,8,8,0,1.0
securities_lending,4303,TPEx,34,34,0,1.0
securities_lending,4532,TWSE,9,6,3,0.6666666667
securities_lending,4533,TPEx,42,42,0,1.0
securities_lending,4541,TPEx,35,35,0,1.0
securities_lending,4542,TPEx,7,7,0,1.0
securities_lending,4543,TPEx,5,5,0,1.0
securities_lending,4549,TPEx,25,25,0,1.0
securities_lending,4562,TWSE,10,6,4,0.6
securities_lending,4563,TPEx,18,18,0,1.0
securities_lending,4566,TWSE,50,50,0,1.0
securities_lending,4571,TWSE,29,25,4,0.8620689655
