family,ticker,market,required_dates,ready_dates,blocked_dates,ready_share
adjusted_analysis,2743,TPEx,271,271,0,1.0
adjusted_analysis,2745,TPEx,84,84,0,1.0
adjusted_analysis,2748,TWSE,89,89,0,1.0
adjusted_analysis,2753,TWSE,103,103,0,1.0
adjusted_analysis,2801,TWSE,665,664,1,0.9984962406
adjusted_analysis,2809,TWSE,286,0,286,0.0
adjusted_analysis,2812,TWSE,84,84,0,1.0
adjusted_analysis,2816,TWSE,84,84,0,1.0
adjusted_analysis,2823,TWSE,84,0,84,0.0
adjusted_analysis,2834,TWSE,618,618,0,1.0
adjusted_analysis,2855,TWSE,80,80,0,1.0
adjusted_analysis,2867,TWSE,84,84,0,1.0
adjusted_analysis,2880,TWSE,772,771,1,0.9987046632
adjusted_analysis,2881,TWSE,671,670,1,0.998509687
adjusted_analysis,2882,TWSE,729,728,1,0.9986282579
adjusted_analysis,2883,TWSE,743,742,1,0.998654105
adjusted_analysis,2884,TWSE,791,790,1,0.9987357775
adjusted_analysis,2885,TWSE,757,756,1,0.998678996
adjusted_analysis,2886,TWSE,757,756,1,0.998678996
adjusted_analysis,2887,TWSE,762,761,1,0.998687664
adjusted_analysis,2888,TWSE,582,0,582,0.0
adjusted_analysis,2890,TWSE,796,795,1,0.9987437186
adjusted_analysis,2891,TWSE,791,790,1,0.9987357775
adjusted_analysis,2892,TWSE,796,795,1,0.9987437186
adjusted_analysis,2912,TWSE,745,744,1,0.9986577181
adjusted_analysis,2913,TWSE,88,88,0,1.0
adjusted_analysis,2915,TWSE,285,285,0,1.0
adjusted_analysis,3004,TWSE,233,232,1,0.9957081545
adjusted_analysis,3005,TWSE,608,607,1,0.9983552632
adjusted_analysis,3006,TWSE,138,138,0,1.0
adjusted_analysis,3008,TWSE,749,748,1,0.9986648865
adjusted_analysis,3010,TWSE,240,240,0,1.0
adjusted_analysis,3013,TWSE,649,648,1,0.998459168
adjusted_analysis,3014,TWSE,328,328,0,1.0
adjusted_analysis,3017,TWSE,761,760,1,0.9986859396
adjusted_analysis,3019,TWSE,635,634,1,0.9984251969
adjusted_analysis,3022,TWSE,84,84,0,1.0
adjusted_analysis,3023,TWSE,391,391,0,1.0
adjusted_analysis,3025,TWSE,334,334,0,1.0
adjusted_analysis,3026,TWSE,219,218,1,0.99543379
adjusted_analysis,3027,TWSE,88,88,0,1.0
adjusted_analysis,3029,TWSE,550,549,1,0.9981818182
adjusted_analysis,3030,TWSE,480,479,1,0.9979166667
adjusted_analysis,3032,TWSE,427,426,1,0.9976580796
adjusted_analysis,3033,TWSE,382,382,0,1.0
adjusted_analysis,3034,TWSE,503,503,0,1.0
adjusted_analysis,3035,TWSE,455,454,1,0.9978021978
adjusted_analysis,3036,TWSE,754,753,1,0.9986737401
adjusted_analysis,3037,TWSE,737,736,1,0.9986431479
adjusted_analysis,3042,TWSE,485,485,0,1.0
adjusted_analysis,3043,TWSE,84,84,0,1.0
adjusted_analysis,3044,TWSE,786,785,1,0.9987277354
adjusted_analysis,3045,TWSE,745,745,0,1.0
adjusted_analysis,3046,TWSE,165,165,0,1.0
adjusted_analysis,3047,TWSE,99,99,0,1.0
adjusted_analysis,3048,TWSE,177,177,0,1.0
adjusted_analysis,3056,TWSE,172,172,0,1.0
adjusted_analysis,3059,TWSE,205,204,1,0.9951219512
adjusted_analysis,3078,TPEx,368,367,1,0.9972826087
adjusted_analysis,3081,TPEx,336,335,1,0.9970238095
adjusted_analysis,3088,TPEx,264,264,0,1.0
adjusted_analysis,3090,TWSE,334,333,1,0.997005988
adjusted_analysis,3094,TWSE,84,84,0,1.0
adjusted_analysis,3105,TPEx,317,316,1,0.9968454259
adjusted_analysis,3128,TPEx,84,84,0,1.0
adjusted_analysis,3131,TPEx,724,723,1,0.9986187845
adjusted_analysis,3135,TWSE,103,103,0,1.0
adjusted_analysis,3138,TWSE,125,125,0,1.0
adjusted_analysis,3141,TPEx,83,83,0,1.0
adjusted_analysis,3147,TPEx,394,393,1,0.9974619289
adjusted_analysis,3152,TPEx,84,84,0,1.0
adjusted_analysis,3162,TPEx,219,218,1,0.99543379
adjusted_analysis,3163,TPEx,579,578,1,0.9982728843
adjusted_analysis,3167,TWSE,472,471,1,0.9978813559
adjusted_analysis,3169,TPEx,84,84,0,1.0
adjusted_analysis,3189,TWSE,637,636,1,0.9984301413
adjusted_analysis,3207,TPEx,171,171,0,1.0
adjusted_analysis,3211,TPEx,247,246,1,0.995951417
adjusted_analysis,3213,TPEx,262,261,1,0.9961832061
adjusted_analysis,3217,TPEx,504,503,1,0.998015873
adjusted_analysis,3218,TPEx,84,84,0,1.0
adjusted_analysis,3227,TPEx,604,603,1,0.9983443709
adjusted_analysis,3228,TPEx,84,84,0,1.0
adjusted_analysis,3231,TWSE,653,652,1,0.9984686064
adjusted_analysis,3236,TPEx,192,192,0,1.0
adjusted_analysis,3257,TWSE,154,153,1,0.9935064935
adjusted_analysis,3260,TPEx,615,614,1,0.9983739837
adjusted_analysis,3264,TPEx,560,559,1,0.9982142857
adjusted_analysis,3265,TPEx,332,332,0,1.0
adjusted_analysis,3287,TPEx,92,92,0,1.0
adjusted_analysis,3289,TPEx,554,554,0,1.0
adjusted_analysis,3293,TPEx,796,795,1,0.9987437186
adjusted_analysis,3303,TPEx,83,83,0,1.0
adjusted_analysis,3305,TWSE,381,380,1,0.9973753281
adjusted_analysis,3306,TPEx,84,84,0,1.0
adjusted_analysis,3312,TWSE,287,287,0,1.0
adjusted_analysis,3317,TPEx,82,82,0,1.0
adjusted_analysis,3324,TPEx,794,793,1,0.9987405542
adjusted_analysis,3325,TPEx,232,232,0,1.0
adjusted_analysis,3338,TWSE,201,201,0,1.0
adjusted_analysis,3346,TWSE,165,165,0,1.0
adjusted_analysis,3356,TWSE,172,172,0,1.0
adjusted_analysis,3357,TPEx,249,248,1,0.9959839357
adjusted_analysis,3362,TPEx,540,540,0,1.0
adjusted_analysis,3363,TPEx,350,349,1,0.9971428571
adjusted_analysis,3374,TPEx,684,683,1,0.9985380117
adjusted_analysis,3376,TWSE,403,403,0,1.0
adjusted_analysis,3379,TPEx,169,169,0,1.0
adjusted_analysis,3380,TWSE,84,84,0,1.0
adjusted_analysis,3402,TPEx,97,97,0,1.0
adjusted_analysis,3406,TWSE,761,760,1,0.9986859396
adjusted_analysis,3413,TWSE,517,516,1,0.998065764
adjusted_analysis,3416,TWSE,84,83,1,0.9880952381
adjusted_analysis,3434,TPEx,88,88,0,1.0
adjusted_analysis,3443,TWSE,679,678,1,0.9985272459
adjusted_analysis,3444,TPEx,104,104,0,1.0
adjusted_analysis,3447,TWSE,84,83,1,0.9880952381
adjusted_analysis,3450,TWSE,460,459,1,0.997826087
adjusted_analysis,3479,TPEx,83,83,0,1.0
adjusted_analysis,3481,TWSE,283,282,1,0.9964664311
adjusted_analysis,3483,TPEx,293,293,0,1.0
adjusted_analysis,3491,TPEx,614,614,0,1.0
adjusted_analysis,3498,TPEx,84,84,0,1.0
adjusted_analysis,3515,TWSE,490,489,1,0.9979591837
adjusted_analysis,3526,TPEx,170,169,1,0.9941176471
adjusted_analysis,3528,TWSE,140,140,0,1.0
adjusted_analysis,3529,TPEx,780,779,1,0.9987179487
adjusted_analysis,3532,TWSE,260,259,1,0.9961538462
adjusted_analysis,3533,TWSE,740,739,1,0.9986486486
adjusted_analysis,3545,TWSE,249,249,0,1.0
adjusted_analysis,3548,TPEx,348,348,0,1.0
adjusted_analysis,3551,TPEx,354,353,1,0.9971751412
adjusted_analysis,3558,TPEx,207,207,0,1.0
adjusted_analysis,3563,TWSE,439,438,1,0.9977220957
adjusted_analysis,3564,TPEx,84,84,0,1.0
adjusted_analysis,3583,TWSE,761,760,1,0.9986859396
adjusted_analysis,3587,TPEx,602,601,1,0.9983388704
adjusted_analysis,3591,TWSE,89,89,0,1.0
adjusted_analysis,3592,TWSE,369,369,0,1.0
adjusted_analysis,3596,TWSE,446,446,0,1.0
adjusted_analysis,3605,TWSE,429,428,1,0.9976689977
adjusted_analysis,3617,TWSE,340,340,0,1.0
adjusted_analysis,3622,TWSE,267,267,0,1.0
adjusted_analysis,3624,TPEx,190,190,0,1.0
adjusted_analysis,3630,TPEx,84,83,1,0.9880952381
adjusted_analysis,3645,TWSE,350,349,1,0.9971428571
adjusted_analysis,3653,TWSE,711,710,1,0.9985935302
adjusted_analysis,3661,TWSE,450,450,0,1.0
adjusted_analysis,3663,TPEx,340,340,0,1.0
adjusted_analysis,3665,TWSE,721,720,1,0.9986130374
adjusted_analysis,3673,TWSE,195,195,0,1.0
adjusted_analysis,3675,TPEx,167,167,0,1.0
adjusted_analysis,3680,TPEx,700,699,1,0.9985714286
adjusted_analysis,3687,TPEx,202,202,0,1.0
adjusted_analysis,3689,TPEx,586,585,1,0.9982935154
adjusted_analysis,3693,TPEx,434,434,0,1.0
adjusted_analysis,3694,TWSE,315,314,1,0.9968253968
adjusted_analysis,3698,TWSE,84,0,84,0.0
adjusted_analysis,3701,TWSE,109,109,0,1.0
adjusted_analysis,3702,TWSE,746,745,1,0.9986595174
adjusted_analysis,3703,TWSE,84,84,0,1.0
adjusted_analysis,3704,TWSE,221,220,1,0.9954751131
adjusted_analysis,3705,TWSE,89,89,0,1.0
adjusted_analysis,3706,TWSE,621,620,1,0.998389694
adjusted_analysis,3707,TPEx,84,84,0,1.0
adjusted_analysis,3708,TWSE,140,140,0,1.0
adjusted_analysis,3709,TPEx,178,178,0,1.0
adjusted_analysis,3711,TWSE,770,769,1,0.9987012987
adjusted_analysis,3712,TWSE,295,295,0,1.0
adjusted_analysis,3715,TWSE,668,667,1,0.998502994
adjusted_analysis,4105,TPEx,171,171,0,1.0
adjusted_analysis,4114,TPEx,171,171,0,1.0
adjusted_analysis,4123,TPEx,310,310,0,1.0
adjusted_analysis,4129,TPEx,133,133,0,1.0
adjusted_analysis,4147,TPEx,84,84,0,1.0
adjusted_analysis,4162,TPEx,318,318,0,1.0
adjusted_analysis,4167,TPEx,166,166,0,1.0
adjusted_analysis,4303,TPEx,251,250,1,0.9960159363
adjusted_analysis,4532,TWSE,167,167,0,1.0
adjusted_analysis,4533,TPEx,401,401,0,1.0
adjusted_analysis,4541,TPEx,215,214,1,0.9953488372
adjusted_analysis,4542,TPEx,86,86,0,1.0
adjusted_analysis,4543,TPEx,84,84,0,1.0
adjusted_analysis,4549,TPEx,176,176,0,1.0
adjusted_analysis,4562,TWSE,94,94,0,1.0
adjusted_analysis,4563,TPEx,105,105,0,1.0
adjusted_analysis,4566,TWSE,290,290,0,1.0
adjusted_analysis,4571,TWSE,253,252,1,0.9960474308
adjusted_analysis,4576,TWSE,336,336,0,1.0
adjusted_analysis,4583,TWSE,375,375,0,1.0
adjusted_analysis,4585,TWSE,84,84,0,1.0
adjusted_analysis,4714,TPEx,82,82,0,1.0
adjusted_analysis,4721,TPEx,99,98,1,0.9898989899
adjusted_analysis,4746,TWSE,231,231,0,1.0
adjusted_analysis,4749,TPEx,297,296,1,0.9966329966
adjusted_analysis,4755,TWSE,97,97,0,1.0
adjusted_analysis,4763,TWSE,518,518,0,1.0
adjusted_analysis,4764,TWSE,97,97,0,1.0
adjusted_analysis,4766,TWSE,414,413,1,0.9975845411
adjusted_analysis,4768,TPEx,221,221,0,1.0
adjusted_analysis,4770,TWSE,121,121,0,1.0
adjusted_analysis,4772,TPEx,318,317,1,0.9968553459
adjusted_analysis,4903,TPEx,82,82,0,1.0
adjusted_analysis,4904,TWSE,772,771,1,0.9987046632
adjusted_analysis,4906,TWSE,288,288,0,1.0
adjusted_analysis,4908,TPEx,371,371,0,1.0
adjusted_analysis,4909,TPEx,219,219,0,1.0
adjusted_analysis,4912,TWSE,84,84,0,1.0
adjusted_analysis,4915,TWSE,182,181,1,0.9945054945
adjusted_analysis,4916,TWSE,272,271,1,0.9963235294
adjusted_analysis,4919,TWSE,137,137,0,1.0
adjusted_analysis,4931,TPEx,418,417,1,0.9976076555
adjusted_analysis,4934,TWSE,84,84,0,1.0
adjusted_analysis,4938,TWSE,592,591,1,0.9983108108
adjusted_analysis,4949,TWSE,172,172,0,1.0
adjusted_analysis,4953,TPEx,246,246,0,1.0
adjusted_analysis,4958,TWSE,663,662,1,0.9984917044
adjusted_analysis,4961,TWSE,366,366,0,1.0
adjusted_analysis,4966,TPEx,522,521,1,0.9980842912
adjusted_analysis,4967,TWSE,645,644,1,0.9984496124
adjusted_analysis,4968,TWSE,294,293,1,0.9965986395
adjusted_analysis,4971,TPEx,254,253,1,0.9960629921
adjusted_analysis,4973,TPEx,118,118,0,1.0
adjusted_analysis,4974,TPEx,162,162,0,1.0
adjusted_analysis,4977,TWSE,377,376,1,0.9973474801
adjusted_analysis,4979,TPEx,737,736,1,0.9986431479
adjusted_analysis,4991,TPEx,395,394,1,0.9974683544
adjusted_analysis,5009,TPEx,207,207,0,1.0
adjusted_analysis,5215,TWSE,84,84,0,1.0
adjusted_analysis,5222,TWSE,168,168,0,1.0
adjusted_analysis,5225,TWSE,84,84,0,1.0
adjusted_analysis,5234,TWSE,385,384,1,0.9974025974
adjusted_analysis,5236,TPEx,84,84,0,1.0
adjusted_analysis,5244,TWSE,84,84,0,1.0
adjusted_analysis,5251,TPEx,104,104,0,1.0
adjusted_analysis,5258,TWSE,231,231,0,1.0
adjusted_analysis,5263,TPEx,84,84,0,1.0
adjusted_analysis,5264,TWSE,84,0,84,0.0
adjusted_analysis,5269,TWSE,620,619,1,0.9983870968
adjusted_analysis,5274,TPEx,531,530,1,0.9981167608
adjusted_analysis,5284,TWSE,493,492,1,0.9979716024
adjusted_analysis,5289,TPEx,525,524,1,0.9980952381
adjusted_analysis,5291,TPEx,82,82,0,1.0
adjusted_analysis,5309,TPEx,295,294,1,0.9966101695
adjusted_analysis,5314,TPEx,243,242,1,0.9958847737
adjusted_analysis,5315,TPEx,82,82,0,1.0
adjusted_analysis,5321,TPEx,84,84,0,1.0
adjusted_analysis,5328,TPEx,82,82,0,1.0
adjusted_analysis,5340,TPEx,220,219,1,0.9954545455
adjusted_analysis,5347,TPEx,649,648,1,0.998459168
adjusted_analysis,5351,TPEx,100,100,0,1.0
adjusted_analysis,5371,TPEx,294,294,0,1.0
adjusted_analysis,5381,TPEx,249,249,0,1.0
adjusted_analysis,5386,TPEx,252,252,0,1.0
adjusted_analysis,5388,TWSE,418,418,0,1.0
adjusted_analysis,5425,TPEx,352,351,1,0.9971590909
adjusted_analysis,5426,TPEx,84,84,0,1.0
adjusted_analysis,5434,TWSE,469,468,1,0.9978678038
adjusted_analysis,5439,TPEx,599,598,1,0.9983305509
adjusted_analysis,5443,TPEx,472,471,1,0.9978813559
adjusted_analysis,5452,TPEx,83,83,0,1.0
adjusted_analysis,5465,TPEx,82,82,0,1.0
adjusted_analysis,5469,TWSE,444,443,1,0.9977477477
adjusted_analysis,5474,TPEx,167,166,1,0.994011976
adjusted_analysis,5478,TPEx,166,166,0,1.0
adjusted_analysis,5483,TPEx,717,716,1,0.9986052999
adjusted_analysis,5508,TPEx,161,161,0,1.0
adjusted_analysis,5521,TWSE,153,153,0,1.0
adjusted_analysis,5522,TWSE,172,172,0,1.0
adjusted_analysis,5530,TPEx,166,166,0,1.0
adjusted_analysis,5534,TWSE,235,235,0,1.0
adjusted_analysis,5536,TPEx,464,463,1,0.9978448276
adjusted_analysis,5706,TWSE,187,187,0,1.0
adjusted_analysis,5871,TWSE,467,467,0,1.0
adjusted_analysis,5876,TWSE,593,592,1,0.9983136594
adjusted_analysis,5880,TWSE,723,722,1,0.9986168741
adjusted_analysis,5904,TPEx,299,298,1,0.9966555184
adjusted_analysis,6005,TWSE,271,271,0,1.0
adjusted_analysis,6015,TPEx,82,82,0,1.0
adjusted_analysis,6016,TPEx,82,82,0,1.0
adjusted_analysis,6026,TPEx,82,82,0,1.0
adjusted_analysis,6104,TPEx,511,510,1,0.9980430528
adjusted_analysis,6111,TPEx,84,84,0,1.0
adjusted_analysis,6112,TWSE,168,168,0,1.0
adjusted_analysis,6117,TWSE,372,372,0,1.0
adjusted_analysis,6121,TPEx,429,428,1,0.9976689977
adjusted_analysis,6122,TPEx,84,84,0,1.0
adjusted_analysis,6125,TPEx,104,104,0,1.0
adjusted_analysis,6126,TPEx,254,254,0,1.0
adjusted_analysis,6138,TPEx,546,545,1,0.9981684982
adjusted_analysis,6139,TWSE,643,642,1,0.99844479
adjusted_analysis,6140,TPEx,140,140,0,1.0
adjusted_analysis,6143,TPEx,481,480,1,0.9979209979
adjusted_analysis,6146,TPEx,82,82,0,1.0
adjusted_analysis,6147,TPEx,495,494,1,0.997979798
adjusted_analysis,6148,TPEx,219,218,1,0.99543379
adjusted_analysis,6150,TPEx,84,84,0,1.0
adjusted_analysis,6165,TWSE,84,84,0,1.0
adjusted_analysis,6173,TPEx,301,300,1,0.9966777409
adjusted_analysis,6175,TPEx,129,129,0,1.0
adjusted_analysis,6176,TWSE,460,460,0,1.0
adjusted_analysis,6177,TWSE,225,225,0,1.0
adjusted_analysis,6182,TPEx,445,444,1,0.997752809
adjusted_analysis,6187,TPEx,656,655,1,0.9984756098
adjusted_analysis,6188,TPEx,393,392,1,0.9974554707
adjusted_analysis,6189,TWSE,130,130,0,1.0
adjusted_analysis,6190,TPEx,346,345,1,0.9971098266
adjusted_analysis,6191,TWSE,494,493,1,0.9979757085
adjusted_analysis,6196,TWSE,398,398,0,1.0
adjusted_analysis,6197,TWSE,728,727,1,0.9986263736
adjusted_analysis,6203,TPEx,84,84,0,1.0
adjusted_analysis,6206,TWSE,204,203,1,0.9950980392
adjusted_analysis,6207,TPEx,275,275,0,1.0
adjusted_analysis,6209,TWSE,211,211,0,1.0
adjusted_analysis,6213,TWSE,785,784,1,0.9987261146
adjusted_analysis,6214,TWSE,172,172,0,1.0
adjusted_analysis,6215,TWSE,425,424,1,0.9976470588
adjusted_analysis,6223,TPEx,796,795,1,0.9987437186
adjusted_analysis,6227,TPEx,130,130,0,1.0
adjusted_analysis,6231,TPEx,600,599,1,0.9983333333
adjusted_analysis,6235,TWSE,283,282,1,0.9964664311
adjusted_analysis,6239,TWSE,593,592,1,0.9983136594
adjusted_analysis,6243,TWSE,116,116,0,1.0
adjusted_analysis,6244,TPEx,89,89,0,1.0
adjusted_analysis,6245,TPEx,84,84,0,1.0
adjusted_analysis,6257,TWSE,730,729,1,0.998630137
adjusted_analysis,6261,TPEx,89,89,0,1.0
adjusted_analysis,6265,TPEx,82,82,0,1.0
adjusted_analysis,6269,TWSE,83,83,0,1.0
adjusted_analysis,6271,TWSE,478,478,0,1.0
adjusted_analysis,6274,TPEx,755,754,1,0.9986754967
adjusted_analysis,6275,TPEx,84,84,0,1.0
adjusted_analysis,6278,TWSE,442,441,1,0.9977375566
adjusted_analysis,6279,TPEx,367,367,0,1.0
adjusted_analysis,6282,TWSE,481,480,1,0.9979209979
adjusted_analysis,6284,TPEx,428,427,1,0.9976635514
adjusted_analysis,6285,TWSE,718,717,1,0.9986072423
adjusted_analysis,6288,TWSE,199,0,199,0.0
adjusted_analysis,6290,TPEx,691,690,1,0.998552822
adjusted_analysis,6291,TPEx,139,139,0,1.0
adjusted_analysis,6409,TWSE,396,396,0,1.0
adjusted_analysis,6411,TPEx,166,166,0,1.0
adjusted_analysis,6412,TWSE,84,84,0,1.0
adjusted_analysis,6414,TWSE,660,660,0,1.0
adjusted_analysis,6415,TWSE,567,567,0,1.0
adjusted_analysis,6425,TPEx,83,83,0,1.0
adjusted_analysis,6435,TPEx,82,82,0,1.0
adjusted_analysis,6438,TWSE,388,387,1,0.9974226804
adjusted_analysis,6442,TWSE,557,556,1,0.9982046679
adjusted_analysis,6446,TWSE,689,688,1,0.9985486212
adjusted_analysis,6449,TWSE,204,203,1,0.9950980392
adjusted_analysis,6451,TWSE,244,244,0,1.0
adjusted_analysis,6470,TPEx,89,89,0,1.0
adjusted_analysis,6472,TWSE,408,407,1,0.9975490196
adjusted_analysis,6485,TPEx,103,103,0,1.0
adjusted_analysis,6488,TPEx,605,604,1,0.9983471074
adjusted_analysis,6491,TWSE,239,239,0,1.0
adjusted_analysis,6505,TWSE,253,253,0,1.0
adjusted_analysis,6510,TPEx,448,447,1,0.9977678571
adjusted_analysis,6515,TWSE,688,687,1,0.9985465116
adjusted_analysis,6517,TPEx,171,171,0,1.0
adjusted_analysis,6526,TWSE,500,500,0,1.0
adjusted_analysis,6530,TPEx,306,306,0,1.0
adjusted_analysis,6531,TWSE,773,772,1,0.9987063389
adjusted_analysis,6533,TWSE,102,102,0,1.0
adjusted_analysis,6538,TPEx,180,180,0,1.0
adjusted_analysis,6546,TPEx,347,347,0,1.0
adjusted_analysis,6548,TPEx,327,326,1,0.996941896
adjusted_analysis,6558,TWSE,101,101,0,1.0
adjusted_analysis,6561,TPEx,83,83,0,1.0
adjusted_analysis,6579,TWSE,84,84,0,1.0
adjusted_analysis,6584,TPEx,292,291,1,0.9965753425
adjusted_analysis,6585,TWSE,171,171,0,1.0
adjusted_analysis,6591,TWSE,84,83,1,0.9880952381
adjusted_analysis,6593,TPEx,118,118,0,1.0
adjusted_analysis,6596,TPEx,82,82,0,1.0
adjusted_analysis,6605,TWSE,294,294,0,1.0
adjusted_analysis,6609,TPEx,115,115,0,1.0
adjusted_analysis,6640,TPEx,402,401,1,0.9975124378
adjusted_analysis,6643,TPEx,538,537,1,0.9981412639
adjusted_analysis,6658,TWSE,160,160,0,1.0
adjusted_analysis,6664,TPEx,538,537,1,0.9981412639
adjusted_analysis,6667,TPEx,376,375,1,0.9973404255
adjusted_analysis,6669,TWSE,755,754,1,0.9986754967
adjusted_analysis,6670,TWSE,112,112,0,1.0
adjusted_analysis,6672,TWSE,291,290,1,0.9965635739
adjusted_analysis,6679,TPEx,254,254,0,1.0
adjusted_analysis,6683,TPEx,458,457,1,0.9978165939
adjusted_analysis,6689,TWSE,168,168,0,1.0
adjusted_analysis,6691,TWSE,486,485,1,0.9979423868
adjusted_analysis,6703,TPEx,82,82,0,1.0
adjusted_analysis,6712,TPEx,94,94,0,1.0
adjusted_analysis,6715,TWSE,83,83,0,1.0
adjusted_analysis,6719,TWSE,132,132,0,1.0
adjusted_analysis,6725,TPEx,82,82,0,1.0
adjusted_analysis,6727,TPEx,84,84,0,1.0
adjusted_analysis,6732,TPEx,192,192,0,1.0
adjusted_analysis,6739,TPEx,262,261,1,0.9961832061
adjusted_analysis,6742,TWSE,159,159,0,1.0
adjusted_analysis,6752,TPEx,167,167,0,1.0
adjusted_analysis,6753,TWSE,373,372,1,0.9973190349
adjusted_analysis,6756,TWSE,103,103,0,1.0
adjusted_analysis,6757,TWSE,187,187,0,1.0
adjusted_analysis,6763,TPEx,244,243,1,0.9959016393
adjusted_analysis,6768,TWSE,140,140,0,1.0
adjusted_analysis,6770,TWSE,94,94,0,1.0
adjusted_analysis,6781,TWSE,360,359,1,0.9972222222
adjusted_analysis,6788,TPEx,449,448,1,0.9977728285
adjusted_analysis,6789,TWSE,551,551,0,1.0
adjusted_analysis,6796,TWSE,84,84,0,1.0
adjusted_analysis,6799,TWSE,300,300,0,1.0
adjusted_analysis,6805,TWSE,659,658,1,0.9984825493
adjusted_analysis,6806,TWSE,287,0,287,0.0
adjusted_analysis,6811,TPEx,365,365,0,1.0
adjusted_analysis,6829,TPEx,363,362,1,0.9972451791
adjusted_analysis,6830,TWSE,243,243,0,1.0
adjusted_analysis,6831,TWSE,84,84,0,1.0
adjusted_analysis,6841,TPEx,171,171,0,1.0
adjusted_analysis,6863,TWSE,239,239,0,1.0
adjusted_analysis,6873,TWSE,255,255,0,1.0
adjusted_analysis,6877,TPEx,166,166,0,1.0
adjusted_analysis,6890,TWSE,219,218,1,0.99543379
adjusted_analysis,6894,TPEx,82,82,0,1.0
adjusted_analysis,6903,TPEx,152,152,0,1.0
adjusted_analysis,6937,TWSE,222,221,1,0.9954954955
adjusted_analysis,6944,TWSE,306,305,1,0.9967320261
adjusted_analysis,6962,TWSE,111,87,24,0.7837837838
adjusted_analysis,7402,TPEx,168,167,1,0.994047619
adjusted_analysis,7610,TWSE,89,89,0,1.0
adjusted_analysis,7722,TWSE,188,187,1,0.9946808511
adjusted_analysis,7728,TPEx,83,83,0,1.0
adjusted_analysis,7734,TPEx,116,116,0,1.0
adjusted_analysis,7750,TWSE,151,151,0,1.0
adjusted_analysis,7751,TPEx,143,143,0,1.0
adjusted_analysis,7769,TWSE,192,192,0,1.0
adjusted_analysis,7795,TWSE,89,89,0,1.0
adjusted_analysis,8016,TWSE,481,480,1,0.9979209979
adjusted_analysis,8021,TWSE,258,257,1,0.996124031
adjusted_analysis,8028,TWSE,601,600,1,0.9983361065
adjusted_analysis,8032,TPEx,84,84,0,1.0
adjusted_analysis,8033,TWSE,340,339,1,0.9970588235
adjusted_analysis,8039,TWSE,447,446,1,0.9977628635
adjusted_analysis,8042,TPEx,92,92,0,1.0
adjusted_analysis,8043,TPEx,177,177,0,1.0
adjusted_analysis,8046,TWSE,416,415,1,0.9975961538
adjusted_analysis,8048,TPEx,111,111,0,1.0
adjusted_analysis,8050,TPEx,113,113,0,1.0
adjusted_analysis,8064,TPEx,283,283,0,1.0
adjusted_analysis,8069,TPEx,569,568,1,0.9982425308
adjusted_analysis,8070,TWSE,401,400,1,0.9975062344
adjusted_analysis,8072,TWSE,118,118,0,1.0
adjusted_analysis,8074,TPEx,82,82,0,1.0
adjusted_analysis,8076,TPEx,84,84,0,1.0
adjusted_analysis,8081,TWSE,245,245,0,1.0
adjusted_analysis,8086,TPEx,326,326,0,1.0
adjusted_analysis,8088,TPEx,167,166,1,0.994011976
adjusted_analysis,8089,TPEx,144,144,0,1.0
adjusted_analysis,8091,TPEx,82,82,0,1.0
adjusted_analysis,8096,TPEx,373,373,0,1.0
adjusted_analysis,8103,TWSE,183,182,1,0.9945355191
adjusted_analysis,8110,TWSE,160,160,0,1.0
adjusted_analysis,8111,TPEx,373,372,1,0.9973190349
adjusted_analysis,8112,TWSE,574,573,1,0.9982578397
adjusted_analysis,8114,TWSE,84,84,0,1.0
adjusted_analysis,8131,TWSE,139,139,0,1.0
adjusted_analysis,8147,TPEx,82,82,0,1.0
adjusted_analysis,8150,TWSE,370,369,1,0.9972972973
adjusted_analysis,8155,TPEx,616,615,1,0.9983766234
adjusted_analysis,8210,TWSE,780,779,1,0.9987179487
adjusted_analysis,8222,TWSE,177,177,0,1.0
adjusted_analysis,8227,TPEx,259,259,0,1.0
adjusted_analysis,8234,TPEx,224,223,1,0.9955357143
adjusted_analysis,8249,TWSE,117,117,0,1.0
adjusted_analysis,8255,TPEx,441,440,1,0.9977324263
adjusted_analysis,8261,TWSE,298,297,1,0.9966442953
adjusted_analysis,8271,TWSE,247,246,1,0.995951417
adjusted_analysis,8289,TPEx,82,82,0,1.0
adjusted_analysis,8299,TPEx,688,687,1,0.9985465116
adjusted_analysis,8358,TPEx,647,646,1,0.9984544049
adjusted_analysis,8374,TWSE,312,311,1,0.9967948718
adjusted_analysis,8390,TPEx,248,248,0,1.0
adjusted_analysis,8422,TWSE,172,171,1,0.9941860465
adjusted_analysis,8436,TPEx,180,180,0,1.0
adjusted_analysis,8454,TWSE,324,324,0,1.0
adjusted_analysis,8464,TWSE,451,451,0,1.0
adjusted_analysis,8467,TWSE,81,81,0,1.0
adjusted_analysis,8478,TWSE,173,173,0,1.0
adjusted_analysis,8926,TWSE,217,217,0,1.0
adjusted_analysis,8932,TPEx,307,306,1,0.996742671
adjusted_analysis,8936,TPEx,507,507,0,1.0
adjusted_analysis,8996,TWSE,707,706,1,0.9985855728
adjusted_analysis,9105,TWSE,136,136,0,1.0
adjusted_analysis,9802,TWSE,182,181,1,0.9945054945
adjusted_analysis,9904,TWSE,361,361,0,1.0
adjusted_analysis,9907,TWSE,84,84,0,1.0
