snapshot_date,ticker,name,market,pool_rank,layer4_pool_role,is_layer4_primary_pool,reference_only
2023-07-21,8478,東哥遊艇,TWSE,8,primary_80_pool,True,False
2023-07-21,1609,大亞,TWSE,9,primary_80_pool,True,False
2023-07-21,1477,聚陽,TWSE,10,primary_80_pool,True,False
2023-07-21,4919,新唐,TWSE,11,primary_80_pool,True,False
2023-07-21,5258,虹堡,TWSE,12,primary_80_pool,True,False
2023-07-21,6446,藥華藥,TPEx,13,primary_80_pool,True,False
2023-07-21,2881,富邦金,TWSE,14,primary_80_pool,True,False
2023-07-21,2402,毅嘉,TWSE,15,primary_80_pool,True,False
2023-07-21,2891,中信金,TWSE,16,primary_80_pool,True,False
2023-07-21,2885,元大金,TWSE,17,primary_80_pool,True,False
2023-07-21,2449,京元電子,TWSE,18,primary_80_pool,True,False
2023-07-21,4746,台耀,TWSE,19,primary_80_pool,True,False
2023-07-21,5483,中美晶,TPEx,20,primary_80_pool,True,False
2023-07-21,4123,晟德,TPEx,21,primary_80_pool,True,False
2023-07-21,6150,撼訊,TPEx,22,primary_80_pool,True,False
2023-07-21,2027,大成鋼,TWSE,23,primary_80_pool,True,False
2023-07-21,3665,貿聯-KY,TWSE,24,primary_80_pool,True,False
2023-07-21,3217,優群,TPEx,25,primary_80_pool,True,False
2023-07-21,2886,兆豐金,TWSE,26,primary_80_pool,True,False
2023-07-21,9910,豐泰,TWSE,27,primary_80_pool,True,False
2023-07-21,3587,閎康,TPEx,28,primary_80_pool,True,False
2023-07-21,2379,瑞昱,TWSE,29,primary_80_pool,True,False
2023-07-21,2328,廣宇,TWSE,30,primary_80_pool,True,False
2023-07-21,4953,緯軟,TPEx,31,primary_80_pool,True,False
2023-07-21,4934,太極,TWSE,32,primary_80_pool,True,False
2023-07-21,8050,廣積,TPEx,33,primary_80_pool,True,False
2023-07-21,6531,愛普*,TWSE,34,primary_80_pool,True,False
2023-07-21,3260,威剛,TPEx,35,primary_80_pool,True,False
2023-07-21,2425,承啟,TWSE,36,primary_80_pool,True,False
2023-07-21,4533,協易機,TPEx,37,primary_80_pool,True,False
2023-07-21,1210,大成,TWSE,38,primary_80_pool,True,False
2023-07-21,3374,精材,TPEx,39,primary_80_pool,True,False
2023-07-21,2317,鴻海,TWSE,40,primary_80_pool,True,False
2023-07-21,2481,強茂,TWSE,41,primary_80_pool,True,False
2023-07-21,3207,耀勝,TPEx,42,primary_80_pool,True,False
2023-07-21,2610,華航,TWSE,43,primary_80_pool,True,False
2023-07-21,2890,永豐金,TWSE,44,primary_80_pool,True,False
2023-07-21,4938,和碩,TWSE,45,primary_80_pool,True,False
2023-07-21,6213,聯茂,TWSE,46,primary_80_pool,True,False
2023-07-21,2888,新光金,TWSE,47,primary_80_pool,True,False
2023-07-21,2618,長榮航,TWSE,48,primary_80_pool,True,False
2023-07-21,2884,玉山金,TWSE,49,primary_80_pool,True,False
2023-07-21,2345,智邦,TWSE,50,primary_80_pool,True,False
2023-07-21,3289,宜特,TPEx,51,primary_80_pool,True,False
2023-07-21,9921,巨大,TWSE,52,primary_80_pool,True,False
2023-07-21,1504,東元,TWSE,53,primary_80_pool,True,False
2023-07-21,3033,威健,TWSE,54,primary_80_pool,True,False
2023-07-21,6470,宇智,TPEx,55,primary_80_pool,True,False
2023-07-21,1476,儒鴻,TWSE,56,primary_80_pool,True,False
2023-07-21,2887,台新新光金,TWSE,57,primary_80_pool,True,False
2023-07-21,3558,神準,TPEx,58,primary_80_pool,True,False
2023-07-21,2371,大同,TWSE,59,primary_80_pool,True,False
2023-07-21,6488,環球晶,TPEx,60,primary_80_pool,True,False
2023-07-21,2892,第一金,TWSE,61,primary_80_pool,True,False
2023-07-21,3025,星通,TWSE,62,primary_80_pool,True,False
2023-07-21,2353,宏碁,TWSE,63,primary_80_pool,True,False
2023-07-21,3529,力旺,TPEx,64,primary_80_pool,True,False
2023-07-21,6111,大宇資,TPEx,65,primary_80_pool,True,False
2023-07-21,3264,欣銓,TPEx,66,primary_80_pool,True,False
2023-07-21,6796,晉弘,TWSE,67,primary_80_pool,True,False
2023-07-21,6290,良維,TPEx,68,primary_80_pool,True,False
2023-07-21,6285,啟碁,TWSE,69,primary_80_pool,True,False
2023-07-21,5425,台半,TPEx,70,primary_80_pool,True,False
2023-07-21,4532,瑞智,TWSE,71,primary_80_pool,True,False
2023-07-21,9958,世紀鋼,TWSE,72,primary_80_pool,True,False
2023-07-21,3515,華擎,TWSE,73,primary_80_pool,True,False
2023-07-21,6515,穎崴,TWSE,74,primary_80_pool,True,False
2023-07-21,2801,彰銀,TWSE,75,primary_80_pool,True,False
2023-07-21,3653,健策,TWSE,76,primary_80_pool,True,False
2023-07-21,3324,雙鴻,TPEx,77,primary_80_pool,True,False
2023-07-21,3693,營邦,TPEx,78,primary_80_pool,True,False
2023-07-21,4566,時碩工業,TWSE,79,primary_80_pool,True,False
2023-07-21,2352,佳世達,TWSE,80,primary_80_pool,True,False
2023-07-28,5388,中磊,TWSE,1,primary_80_pool,True,False
2023-07-28,3008,大立光,TWSE,2,primary_80_pool,True,False
2023-07-28,2328,廣宇,TWSE,3,primary_80_pool,True,False
2023-07-28,1477,聚陽,TWSE,4,primary_80_pool,True,False
2023-07-28,6488,環球晶,TPEx,5,primary_80_pool,True,False
2023-07-28,4123,晟德,TPEx,6,primary_80_pool,True,False
2023-07-28,2345,智邦,TWSE,7,primary_80_pool,True,False
2023-07-28,3217,優群,TPEx,8,primary_80_pool,True,False
2023-07-28,1609,大亞,TWSE,9,primary_80_pool,True,False
2023-07-28,3665,貿聯-KY,TWSE,10,primary_80_pool,True,False
2023-07-28,2881,富邦金,TWSE,11,primary_80_pool,True,False
2023-07-28,2481,強茂,TWSE,12,primary_80_pool,True,False
2023-07-28,3704,合勤控,TWSE,13,primary_80_pool,True,False
2023-07-28,6285,啟碁,TWSE,14,primary_80_pool,True,False
2023-07-28,2308,台達電,TWSE,15,primary_80_pool,True,False
2023-07-28,3596,智易,TWSE,16,primary_80_pool,True,False
2023-07-28,4746,台耀,TWSE,17,primary_80_pool,True,False
2023-07-28,9910,豐泰,TWSE,18,primary_80_pool,True,False
2023-07-28,6531,愛普*,TWSE,19,primary_80_pool,True,False
2023-07-28,2330,台積電,TWSE,20,primary_80_pool,True,False
2023-07-28,2891,中信金,TWSE,21,primary_80_pool,True,False
2023-07-28,4953,緯軟,TPEx,22,primary_80_pool,True,False
2023-07-28,2890,永豐金,TWSE,23,primary_80_pool,True,False
2023-07-28,2883,凱基金,TWSE,24,primary_80_pool,True,False
2023-07-28,2449,京元電子,TWSE,25,primary_80_pool,True,False
2023-07-28,2882,國泰金,TWSE,26,primary_80_pool,True,False
2023-07-28,8299,群聯,TPEx,27,primary_80_pool,True,False
2023-07-28,8155,博智,TPEx,28,primary_80_pool,True,False
2023-07-28,3558,神準,TPEx,29,primary_80_pool,True,False
2023-07-28,4533,協易機,TPEx,30,primary_80_pool,True,False
2023-07-28,4919,新唐,TWSE,31,primary_80_pool,True,False
2023-07-28,6269,台郡,TWSE,32,primary_80_pool,True,False
2023-07-28,5483,中美晶,TPEx,33,primary_80_pool,True,False
2023-07-28,1210,大成,TWSE,34,primary_80_pool,True,False
2023-07-28,5871,中租-KY,TWSE,35,primary_80_pool,True,False
2023-07-28,8390,金益鼎,TPEx,36,primary_80_pool,True,False
2023-07-28,2888,新光金,TWSE,37,primary_80_pool,True,False
2023-07-28,2886,兆豐金,TWSE,38,primary_80_pool,True,False
2023-07-28,6414,樺漢,TWSE,39,primary_80_pool,True,False
2023-07-28,2352,佳世達,TWSE,40,primary_80_pool,True,False
2023-07-28,2354,鴻準,TWSE,41,primary_80_pool,True,False
2023-07-28,3711,日月光投控,TWSE,42,primary_80_pool,True,False
2023-07-28,8028,昇陽半導體,TWSE,43,primary_80_pool,True,False
2023-07-28,2383,台光電,TWSE,44,primary_80_pool,True,False
2023-07-28,4938,和碩,TWSE,45,primary_80_pool,True,False
2023-07-28,6515,穎崴,TWSE,46,primary_80_pool,True,False
2023-07-28,2892,第一金,TWSE,47,primary_80_pool,True,False
2023-07-28,3374,精材,TPEx,48,primary_80_pool,True,False
2023-07-28,2379,瑞昱,TWSE,49,primary_80_pool,True,False
2023-07-28,2610,華航,TWSE,50,primary_80_pool,True,False
2023-07-28,6446,藥華藥,TPEx,51,primary_80_pool,True,False
2023-07-28,8996,高力,TWSE,52,primary_80_pool,True,False
2023-07-28,9921,巨大,TWSE,53,primary_80_pool,True,False
2023-07-28,6196,帆宣,TWSE,54,primary_80_pool,True,False
2023-07-28,2913,農林,TWSE,55,primary_80_pool,True,False
2023-07-28,2419,仲琦,TWSE,56,primary_80_pool,True,False
2023-07-28,3406,玉晶光,TWSE,57,primary_80_pool,True,False
2023-07-28,2458,義隆,TWSE,58,primary_80_pool,True,False
2023-07-28,1503,士電,TWSE,59,primary_80_pool,True,False
2023-07-28,2402,毅嘉,TWSE,60,primary_80_pool,True,False
2023-07-28,3289,宜特,TPEx,61,primary_80_pool,True,False
2023-07-28,3587,閎康,TPEx,62,primary_80_pool,True,False
2023-07-28,2313,華通,TWSE,63,primary_80_pool,True,False
2023-07-28,3324,雙鴻,TPEx,64,primary_80_pool,True,False
2023-07-28,3264,欣銓,TPEx,65,primary_80_pool,True,False
2023-07-28,3044,健鼎,TWSE,66,primary_80_pool,True,False
2023-07-28,1504,東元,TWSE,67,primary_80_pool,True,False
2023-07-28,8050,廣積,TPEx,68,primary_80_pool,True,False
2023-07-28,2377,微星,TWSE,69,primary_80_pool,True,False
2023-07-28,6279,胡連,TPEx,70,primary_80_pool,True,False
2023-07-28,1904,正隆,TWSE,71,primary_80_pool,True,False
2023-07-28,6213,聯茂,TWSE,72,primary_80_pool,True,False
2023-07-28,1476,儒鴻,TWSE,73,primary_80_pool,True,False
2023-07-28,6290,良維,TPEx,74,primary_80_pool,True,False
2023-07-28,8358,金居,TPEx,75,primary_80_pool,True,False
2023-07-28,1514,亞力,TWSE,76,primary_80_pool,True,False
2023-07-28,5439,高技,TPEx,77,primary_80_pool,True,False
2023-07-28,6239,力成,TWSE,78,primary_80_pool,True,False
2023-07-28,2359,所羅門,TWSE,79,primary_80_pool,True,False
2023-07-28,3029,零壹,TWSE,80,primary_80_pool,True,False
2023-08-04,2481,強茂,TWSE,1,primary_80_pool,True,False
2023-08-04,2308,台達電,TWSE,2,primary_80_pool,True,False
2023-08-04,2449,京元電子,TWSE,3,primary_80_pool,True,False
2023-08-04,4123,晟德,TPEx,4,primary_80_pool,True,False
2023-08-04,6488,環球晶,TPEx,5,primary_80_pool,True,False
2023-08-04,2317,鴻海,TWSE,6,primary_80_pool,True,False
2023-08-04,3037,欣興,TWSE,7,primary_80_pool,True,False
2023-08-04,2454,聯發科,TWSE,8,primary_80_pool,True,False
2023-08-04,3264,欣銓,TPEx,9,primary_80_pool,True,False
2023-08-04,2330,台積電,TWSE,10,primary_80_pool,True,False
2023-08-04,3217,優群,TPEx,11,primary_80_pool,True,False
2023-08-04,6213,聯茂,TWSE,12,primary_80_pool,True,False
2023-08-04,2881,富邦金,TWSE,13,primary_80_pool,True,False
2023-08-04,6414,樺漢,TWSE,14,primary_80_pool,True,False
2023-08-04,1609,大亞,TWSE,15,primary_80_pool,True,False
2023-08-04,2377,微星,TWSE,16,primary_80_pool,True,False
2023-08-04,5483,中美晶,TPEx,17,primary_80_pool,True,False
2023-08-04,2313,華通,TWSE,18,primary_80_pool,True,False
2023-08-04,2913,農林,TWSE,19,primary_80_pool,True,False
2023-08-04,2412,中華電,TWSE,20,primary_80_pool,True,False
2023-08-04,1477,聚陽,TWSE,21,primary_80_pool,True,False
2023-08-04,2352,佳世達,TWSE,22,primary_80_pool,True,False
2023-08-04,2324,仁寶,TWSE,23,primary_80_pool,True,False
2023-08-04,2360,致茂,TWSE,24,primary_80_pool,True,False
2023-08-04,8299,群聯,TPEx,25,primary_80_pool,True,False
2023-08-04,3008,大立光,TWSE,26,primary_80_pool,True,False
2023-08-04,2458,義隆,TWSE,27,primary_80_pool,True,False
2023-08-04,3661,世芯-KY,TWSE,28,primary_80_pool,True,False
2023-08-04,2419,仲琦,TWSE,29,primary_80_pool,True,False
2023-08-04,5388,中磊,TWSE,30,primary_80_pool,True,False
2023-08-04,2379,瑞昱,TWSE,31,primary_80_pool,True,False
2023-08-04,2059,川湖,TWSE,32,primary_80_pool,True,False
2023-08-04,3406,玉晶光,TWSE,33,primary_80_pool,True,False
2023-08-04,2884,玉山金,TWSE,34,primary_80_pool,True,False
2023-08-04,2882,國泰金,TWSE,35,primary_80_pool,True,False
2023-08-04,3035,智原,TWSE,36,primary_80_pool,True,False
2023-08-04,2887,台新新光金,TWSE,37,primary_80_pool,True,False
2023-08-04,1560,中砂,TWSE,38,primary_80_pool,True,False
2023-08-04,2886,兆豐金,TWSE,39,primary_80_pool,True,False
2023-08-04,3515,華擎,TWSE,40,primary_80_pool,True,False
2023-08-04,8210,勤誠,TWSE,41,primary_80_pool,True,False
2023-08-04,4746,台耀,TWSE,42,primary_80_pool,True,False
2023-08-04,3665,貿聯-KY,TWSE,43,primary_80_pool,True,False
2023-08-04,2834,臺企銀,TWSE,44,primary_80_pool,True,False
2023-08-04,1101,台泥,TWSE,45,primary_80_pool,True,False
2023-08-04,3029,零壹,TWSE,46,primary_80_pool,True,False
2023-08-04,2345,智邦,TWSE,47,primary_80_pool,True,False
2023-08-04,8046,南電,TWSE,48,primary_80_pool,True,False
2023-08-04,5371,中光電,TPEx,49,primary_80_pool,True,False
2023-08-04,2353,宏碁,TWSE,50,primary_80_pool,True,False
2023-08-04,2385,群光,TWSE,51,primary_80_pool,True,False
2023-08-04,6282,康舒,TWSE,52,primary_80_pool,True,False
2023-08-04,2801,彰銀,TWSE,53,primary_80_pool,True,False
2023-08-04,3131,弘塑,TPEx,54,primary_80_pool,True,False
2023-08-04,2359,所羅門,TWSE,55,primary_80_pool,True,False
2023-08-04,3025,星通,TWSE,56,primary_80_pool,True,False
2023-08-04,2883,凱基金,TWSE,57,primary_80_pool,True,False
2023-08-04,8358,金居,TPEx,58,primary_80_pool,True,False
2023-08-04,2890,永豐金,TWSE,59,primary_80_pool,True,False
2023-08-04,3032,偉訓,TWSE,60,primary_80_pool,True,False
2023-08-04,8050,廣積,TPEx,61,primary_80_pool,True,False
2023-08-04,3596,智易,TWSE,62,primary_80_pool,True,False
2023-08-04,2402,毅嘉,TWSE,63,primary_80_pool,True,False
2023-08-04,3289,宜特,TPEx,64,primary_80_pool,True,False
2023-08-04,6669,緯穎,TWSE,65,primary_80_pool,True,False
2023-08-04,6841,長佳智能,TPEx,66,primary_80_pool,True,False
2023-08-04,1504,東元,TWSE,67,primary_80_pool,True,False
2023-08-04,2888,新光金,TWSE,68,primary_80_pool,True,False
2023-08-04,8069,元太,TPEx,69,primary_80_pool,True,False
2023-08-04,8155,博智,TPEx,70,primary_80_pool,True,False
2023-08-04,5234,達興材料,TWSE,71,primary_80_pool,True,False
2023-08-04,5439,高技,TPEx,72,primary_80_pool,True,False
2023-08-04,8255,朋程,TPEx,73,primary_80_pool,True,False
2023-08-04,6285,啟碁,TWSE,74,primary_80_pool,True,False
2023-08-04,3163,波若威,TPEx,75,primary_80_pool,True,False
2023-08-04,3293,鈊象,TPEx,76,primary_80_pool,True,False
2023-08-04,2201,裕隆,TWSE,77,primary_80_pool,True,False
2023-08-04,6112,邁達特,TWSE,78,primary_80_pool,True,False
2023-08-04,3325,旭品,TPEx,79,primary_80_pool,True,False
2023-08-04,1514,亞力,TWSE,80,primary_80_pool,True,False
2023-08-11,4123,晟德,TPEx,1,primary_80_pool,True,False
2023-08-11,2884,玉山金,TWSE,2,primary_80_pool,True,False
2023-08-11,2308,台達電,TWSE,3,primary_80_pool,True,False
2023-08-11,2354,鴻準,TWSE,4,primary_80_pool,True,False
2023-08-11,3029,零壹,TWSE,5,primary_80_pool,True,False
2023-08-11,2887,台新新光金,TWSE,6,primary_80_pool,True,False
2023-08-11,4953,緯軟,TPEx,7,primary_80_pool,True,False
2023-08-11,1210,大成,TWSE,8,primary_80_pool,True,False
2023-08-11,2881,富邦金,TWSE,9,primary_80_pool,True,False
2023-08-11,2890,永豐金,TWSE,10,primary_80_pool,True,False
2023-08-11,2377,微星,TWSE,11,primary_80_pool,True,False
2023-08-11,1590,亞德客-KY,TWSE,12,primary_80_pool,True,False
2023-08-11,4746,台耀,TWSE,13,primary_80_pool,True,False
2023-08-11,6282,康舒,TWSE,14,primary_80_pool,True,False
2023-08-11,2888,新光金,TWSE,15,primary_80_pool,True,False
2023-08-11,2014,中鴻,TWSE,16,primary_80_pool,True,False
2023-08-11,2882,國泰金,TWSE,17,primary_80_pool,True,False
2023-08-11,3661,世芯-KY,TWSE,18,primary_80_pool,True,False
2023-08-11,2458,義隆,TWSE,19,primary_80_pool,True,False
2023-08-11,3406,玉晶光,TWSE,20,primary_80_pool,True,False
2023-08-11,2634,漢翔,TWSE,21,primary_80_pool,True,False
2023-08-11,2645,長榮航太,TWSE,22,primary_80_pool,True,False
2023-08-11,3032,偉訓,TWSE,23,primary_80_pool,True,False
2023-08-11,5258,虹堡,TWSE,24,primary_80_pool,True,False
2023-08-11,2886,兆豐金,TWSE,25,primary_80_pool,True,False
2023-08-11,3036,文曄,TWSE,26,primary_80_pool,True,False
2023-08-11,9958,世紀鋼,TWSE,27,primary_80_pool,True,False
2023-08-11,2891,中信金,TWSE,28,primary_80_pool,True,False
2023-08-11,4763,材料*-KY,TWSE,29,primary_80_pool,True,False
2023-08-11,2412,中華電,TWSE,30,primary_80_pool,True,False
2023-08-11,2376,技嘉,TWSE,31,primary_80_pool,True,False
2023-08-11,2885,元大金,TWSE,32,primary_80_pool,True,False
2023-08-11,2834,臺企銀,TWSE,33,primary_80_pool,True,False
2023-08-11,6841,長佳智能,TPEx,34,primary_80_pool,True,False
2023-08-11,1504,東元,TWSE,35,primary_80_pool,True,False
2023-08-11,2402,毅嘉,TWSE,36,primary_80_pool,True,False
2023-08-11,3013,晟銘電,TWSE,37,primary_80_pool,True,False
2023-08-11,3289,宜特,TPEx,38,primary_80_pool,True,False
2023-08-11,2912,統一超,TWSE,39,primary_80_pool,True,False
2023-08-11,6125,廣運,TPEx,40,primary_80_pool,True,False
2023-08-11,3483,力致,TPEx,41,primary_80_pool,True,False
2023-08-11,6531,愛普*,TWSE,42,primary_80_pool,True,False
2023-08-11,5871,中租-KY,TWSE,43,primary_80_pool,True,False
2023-08-11,1319,東陽,TWSE,44,primary_80_pool,True,False
2023-08-11,3014,聯陽,TWSE,45,primary_80_pool,True,False
2023-08-11,6579,研揚,TWSE,46,primary_80_pool,True,False
2023-08-11,8016,矽創,TWSE,47,primary_80_pool,True,False
2023-08-11,2204,中華,TWSE,48,primary_80_pool,True,False
2023-08-11,2610,華航,TWSE,49,primary_80_pool,True,False
2023-08-11,1513,中興電,TWSE,50,primary_80_pool,True,False
2023-08-11,8454,富邦媒,TWSE,51,primary_80_pool,True,False
2023-08-11,3515,華擎,TWSE,52,primary_80_pool,True,False
2023-08-11,2618,長榮航,TWSE,53,primary_80_pool,True,False
2023-08-11,3217,優群,TPEx,54,primary_80_pool,True,False
2023-08-11,5439,高技,TPEx,55,primary_80_pool,True,False
2023-08-11,1101,台泥,TWSE,56,primary_80_pool,True,False
2023-08-11,2353,宏碁,TWSE,57,primary_80_pool,True,False
2023-08-11,3045,台灣大,TWSE,58,primary_80_pool,True,False
2023-08-11,3004,豐達科,TWSE,59,primary_80_pool,True,False
2023-08-11,6285,啟碁,TWSE,60,primary_80_pool,True,False
2023-08-11,8050,廣積,TPEx,61,primary_80_pool,True,False
2023-08-11,2425,承啟,TWSE,62,primary_80_pool,True,False
2023-08-11,1519,華城,TWSE,63,primary_80_pool,True,False
2023-08-11,6191,精成科,TWSE,64,primary_80_pool,True,False
2023-08-11,3587,閎康,TPEx,65,primary_80_pool,True,False
2023-08-11,6538,倉和,TPEx,66,primary_80_pool,True,False
2023-08-11,3056,富華新,TWSE,67,primary_80_pool,True,False
2023-08-11,2371,大同,TWSE,68,primary_80_pool,True,False
2023-08-11,2345,智邦,TWSE,69,primary_80_pool,True,False
2023-08-11,8936,國統,TPEx,70,primary_80_pool,True,False
2023-08-11,6203,海韻電,TPEx,71,primary_80_pool,True,False
2023-08-11,2727,王品,TWSE,72,primary_80_pool,True,False
2023-08-11,6223,旺矽,TPEx,73,primary_80_pool,True,False
2023-08-11,8081,致新,TWSE,74,primary_80_pool,True,False
2023-08-11,2211,長榮鋼,TWSE,75,primary_80_pool,True,False
2023-08-11,3558,神準,TPEx,76,primary_80_pool,True,False
2023-08-11,6197,佳必琪,TWSE,77,primary_80_pool,True,False
2023-08-11,6672,騰輝電子-KY,TWSE,78,primary_80_pool,True,False
2023-08-11,6139,亞翔,TWSE,79,primary_80_pool,True,False
2023-08-11,3617,碩天,TWSE,80,primary_80_pool,True,False
2023-08-18,2458,義隆,TWSE,1,primary_80_pool,True,False
2023-08-18,2377,微星,TWSE,2,primary_80_pool,True,False
2023-08-18,2308,台達電,TWSE,3,primary_80_pool,True,False
2023-08-18,2890,永豐金,TWSE,4,primary_80_pool,True,False
2023-08-18,2881,富邦金,TWSE,5,primary_80_pool,True,False
2023-08-18,6414,樺漢,TWSE,6,primary_80_pool,True,False
2023-08-18,2884,玉山金,TWSE,7,primary_80_pool,True,False
2023-08-18,2886,兆豐金,TWSE,8,primary_80_pool,True,False
2023-08-18,2888,新光金,TWSE,9,primary_80_pool,True,False
2023-08-18,2882,國泰金,TWSE,10,primary_80_pool,True,False
2023-08-18,2912,統一超,TWSE,11,primary_80_pool,True,False
2023-08-18,2887,台新新光金,TWSE,12,primary_80_pool,True,False
2023-08-18,9958,世紀鋼,TWSE,13,primary_80_pool,True,False
2023-08-18,6531,愛普*,TWSE,14,primary_80_pool,True,False
