family,date,market,route_status,required_tickers,ready_tickers,blocked_tickers,retrieval_attempted
margin_short,2024-01-30,TWSE,accepted,60,60,0,True
margin_short,2024-01-31,TPEx,accepted,20,19,1,True
margin_short,2024-01-31,TWSE,accepted,60,60,0,True
margin_short,2024-02-01,TPEx,accepted,20,19,1,True
margin_short,2024-02-01,TWSE,accepted,60,60,0,True
margin_short,2024-02-02,TPEx,reused_existing_compact,19,19,0,False
margin_short,2024-02-02,TWSE,accepted,61,60,1,True
margin_short,2024-02-05,TPEx,accepted,24,23,1,True
margin_short,2024-02-05,TWSE,accepted,56,55,1,True
margin_short,2024-02-15,TPEx,accepted,24,23,1,True
margin_short,2024-02-15,TWSE,accepted,56,55,1,True
margin_short,2024-02-16,TPEx,accepted,17,16,1,True
margin_short,2024-02-16,TWSE,accepted,63,62,1,True
margin_short,2024-02-19,TPEx,accepted,17,16,1,True
margin_short,2024-02-19,TWSE,accepted,63,62,1,True
margin_short,2024-02-20,TPEx,accepted,17,16,1,True
margin_short,2024-02-20,TWSE,accepted,63,62,1,True
margin_short,2024-02-21,TPEx,accepted,17,16,1,True
margin_short,2024-02-21,TWSE,accepted,63,62,1,True
margin_short,2024-02-22,TPEx,accepted,17,16,1,True
margin_short,2024-02-22,TWSE,accepted,63,62,1,True
margin_short,2024-02-23,TPEx,reused_existing_compact,21,21,0,False
margin_short,2024-02-23,TWSE,accepted,59,58,1,True
margin_short,2024-02-26,TPEx,accepted,21,21,0,True
margin_short,2024-02-26,TWSE,accepted,59,58,1,True
margin_short,2024-02-27,TPEx,accepted,21,21,0,True
margin_short,2024-02-27,TWSE,accepted,59,58,1,True
margin_short,2024-02-29,TPEx,accepted,21,21,0,True
margin_short,2024-02-29,TWSE,accepted,59,58,1,True
margin_short,2024-03-01,TPEx,reused_existing_compact,19,19,0,False
margin_short,2024-03-01,TWSE,accepted,61,60,1,True
margin_short,2024-03-04,TPEx,accepted,19,19,0,True
margin_short,2024-03-04,TWSE,accepted,61,60,1,True
margin_short,2024-03-05,TPEx,accepted,19,19,0,True
margin_short,2024-03-05,TWSE,accepted,61,60,1,True
margin_short,2024-03-06,TPEx,accepted,19,19,0,True
margin_short,2024-03-06,TWSE,accepted,61,60,1,True
margin_short,2024-03-07,TPEx,accepted,19,19,0,True
margin_short,2024-03-07,TWSE,accepted,61,60,1,True
margin_short,2024-03-08,TPEx,reused_existing_compact,14,14,0,False
margin_short,2024-03-08,TWSE,accepted,66,65,1,True
margin_short,2024-03-11,TPEx,accepted,14,14,0,True
margin_short,2024-03-11,TWSE,accepted,66,65,1,True
margin_short,2024-03-12,TPEx,accepted,14,14,0,True
margin_short,2024-03-12,TWSE,accepted,66,65,1,True
margin_short,2024-03-13,TPEx,accepted,14,14,0,True
margin_short,2024-03-13,TWSE,accepted,66,65,1,True
margin_short,2024-03-14,TPEx,accepted,14,14,0,True
margin_short,2024-03-14,TWSE,accepted,66,65,1,True
margin_short,2024-03-15,TPEx,accepted,16,15,1,True
margin_short,2024-03-15,TWSE,accepted,64,63,1,True
margin_short,2024-03-18,TPEx,accepted,16,15,1,True
margin_short,2024-03-18,TWSE,accepted,64,63,1,True
margin_short,2024-03-19,TPEx,accepted,16,15,1,True
margin_short,2024-03-19,TWSE,accepted,64,63,1,True
margin_short,2024-03-20,TPEx,accepted,16,15,1,True
margin_short,2024-03-20,TWSE,accepted,64,63,1,True
margin_short,2024-03-21,TPEx,accepted,16,15,1,True
margin_short,2024-03-21,TWSE,accepted,64,63,1,True
margin_short,2024-03-22,TPEx,accepted,12,11,1,True
margin_short,2024-03-22,TWSE,accepted,68,67,1,True
margin_short,2024-03-25,TPEx,accepted,12,11,1,True
margin_short,2024-03-25,TWSE,accepted,68,67,1,True
margin_short,2024-03-26,TPEx,accepted,12,11,1,True
margin_short,2024-03-26,TWSE,accepted,68,67,1,True
margin_short,2024-03-27,TPEx,accepted,12,11,1,True
margin_short,2024-03-27,TWSE,accepted,68,67,1,True
margin_short,2024-03-28,TPEx,accepted,12,11,1,True
margin_short,2024-03-28,TWSE,accepted,68,67,1,True
margin_short,2024-03-29,TPEx,accepted,12,11,1,True
margin_short,2024-03-29,TWSE,accepted,68,67,1,True
margin_short,2024-04-01,TPEx,accepted,12,11,1,True
margin_short,2024-04-01,TWSE,accepted,68,67,1,True
margin_short,2024-04-02,TPEx,accepted,12,11,1,True
margin_short,2024-04-02,TWSE,accepted,68,67,1,True
margin_short,2024-04-03,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-04-03,TWSE,accepted,69,67,2,True
margin_short,2024-04-08,TPEx,accepted,11,11,0,True
margin_short,2024-04-08,TWSE,accepted,69,67,2,True
margin_short,2024-04-09,TPEx,accepted,11,11,0,True
margin_short,2024-04-09,TWSE,accepted,69,67,2,True
margin_short,2024-04-10,TPEx,accepted,11,11,0,True
margin_short,2024-04-10,TWSE,accepted,69,67,2,True
margin_short,2024-04-11,TPEx,accepted,11,11,0,True
margin_short,2024-04-11,TWSE,accepted,69,67,2,True
margin_short,2024-04-12,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-04-12,TWSE,reused_existing_compact,69,69,0,False
margin_short,2024-04-15,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-04-15,TWSE,accepted,69,69,0,True
margin_short,2024-04-16,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-04-16,TWSE,accepted,69,69,0,True
margin_short,2024-04-17,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-04-17,TWSE,accepted,69,69,0,True
margin_short,2024-04-18,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-04-18,TWSE,accepted,69,69,0,True
margin_short,2024-04-19,TPEx,reused_existing_compact,6,6,0,False
margin_short,2024-04-19,TWSE,accepted,74,73,1,True
margin_short,2024-04-22,TPEx,reused_existing_compact,6,6,0,False
margin_short,2024-04-22,TWSE,accepted,74,73,1,True
margin_short,2024-04-23,TPEx,reused_existing_compact,6,6,0,False
margin_short,2024-04-23,TWSE,accepted,74,73,1,True
margin_short,2024-04-24,TPEx,reused_existing_compact,6,6,0,False
margin_short,2024-04-24,TWSE,accepted,74,73,1,True
margin_short,2024-04-25,TPEx,reused_existing_compact,6,6,0,False
margin_short,2024-04-25,TWSE,accepted,74,73,1,True
margin_short,2024-04-26,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-04-26,TWSE,accepted,73,72,1,True
margin_short,2024-04-29,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-04-29,TWSE,accepted,73,72,1,True
margin_short,2024-04-30,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-04-30,TWSE,accepted,73,72,1,True
margin_short,2024-05-02,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-05-02,TWSE,accepted,73,72,1,True
margin_short,2024-05-03,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-05-03,TWSE,reused_existing_compact,73,73,0,False
margin_short,2024-05-06,TPEx,accepted,7,7,0,True
margin_short,2024-05-06,TWSE,accepted,73,73,0,True
margin_short,2024-05-07,TPEx,accepted,7,7,0,True
margin_short,2024-05-07,TWSE,accepted,73,73,0,True
margin_short,2024-05-08,TPEx,accepted,7,7,0,True
margin_short,2024-05-08,TWSE,accepted,73,73,0,True
margin_short,2024-05-09,TPEx,accepted,7,7,0,True
margin_short,2024-05-09,TWSE,accepted,73,73,0,True
margin_short,2024-05-10,TPEx,accepted,9,8,1,True
margin_short,2024-05-10,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-05-13,TPEx,accepted,9,8,1,True
margin_short,2024-05-13,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-05-14,TPEx,accepted,9,8,1,True
margin_short,2024-05-14,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-05-15,TPEx,accepted,9,8,1,True
margin_short,2024-05-15,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-05-16,TPEx,accepted,9,8,1,True
margin_short,2024-05-16,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-05-17,TPEx,reused_existing_compact,8,8,0,False
margin_short,2024-05-17,TWSE,reused_existing_compact,72,72,0,False
margin_short,2024-05-20,TPEx,reused_existing_compact,8,8,0,False
margin_short,2024-05-20,TWSE,accepted,72,72,0,True
margin_short,2024-05-21,TPEx,reused_existing_compact,8,8,0,False
margin_short,2024-05-21,TWSE,accepted,72,72,0,True
margin_short,2024-05-22,TPEx,reused_existing_compact,8,8,0,False
margin_short,2024-05-22,TWSE,accepted,72,72,0,True
margin_short,2024-05-23,TPEx,reused_existing_compact,8,8,0,False
margin_short,2024-05-23,TWSE,accepted,72,72,0,True
margin_short,2024-05-24,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-05-24,TWSE,reused_existing_compact,68,68,0,False
margin_short,2024-05-27,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-05-27,TWSE,accepted,68,68,0,True
margin_short,2024-05-28,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-05-28,TWSE,accepted,68,68,0,True
margin_short,2024-05-29,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-05-29,TWSE,accepted,68,68,0,True
margin_short,2024-05-30,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-05-30,TWSE,accepted,68,68,0,True
margin_short,2024-05-31,TPEx,reused_existing_compact,16,16,0,False
margin_short,2024-05-31,TWSE,reused_existing_compact,64,64,0,False
margin_short,2024-06-03,TPEx,accepted,16,16,0,True
margin_short,2024-06-03,TWSE,accepted,64,64,0,True
margin_short,2024-06-04,TPEx,accepted,16,16,0,True
margin_short,2024-06-04,TWSE,accepted,64,64,0,True
margin_short,2024-06-05,TPEx,accepted,16,16,0,True
margin_short,2024-06-05,TWSE,accepted,64,64,0,True
margin_short,2024-06-06,TPEx,accepted,16,16,0,True
margin_short,2024-06-06,TWSE,accepted,64,64,0,True
margin_short,2024-06-07,TPEx,accepted,14,13,1,True
margin_short,2024-06-07,TWSE,reused_existing_compact,66,66,0,False
margin_short,2024-06-11,TPEx,accepted,14,13,1,True
margin_short,2024-06-11,TWSE,accepted,66,66,0,True
margin_short,2024-06-12,TPEx,accepted,14,13,1,True
margin_short,2024-06-12,TWSE,accepted,66,66,0,True
margin_short,2024-06-13,TPEx,accepted,14,13,1,True
margin_short,2024-06-13,TWSE,accepted,66,66,0,True
margin_short,2024-06-14,TPEx,reused_existing_compact,16,16,0,False
margin_short,2024-06-14,TWSE,accepted,64,63,1,True
margin_short,2024-06-17,TPEx,accepted,16,16,0,True
margin_short,2024-06-17,TWSE,accepted,64,63,1,True
margin_short,2024-06-18,TPEx,accepted,16,16,0,True
margin_short,2024-06-18,TWSE,accepted,64,63,1,True
margin_short,2024-06-19,TPEx,accepted,16,16,0,True
margin_short,2024-06-19,TWSE,accepted,64,63,1,True
margin_short,2024-06-20,TPEx,accepted,16,16,0,True
margin_short,2024-06-20,TWSE,accepted,64,63,1,True
margin_short,2024-06-21,TPEx,reused_existing_compact,17,17,0,False
margin_short,2024-06-21,TWSE,accepted,63,62,1,True
margin_short,2024-06-24,TPEx,reused_existing_compact,17,17,0,False
margin_short,2024-06-24,TWSE,accepted,63,62,1,True
margin_short,2024-06-25,TPEx,reused_existing_compact,17,17,0,False
