route,payload,payload_hash,raw_cache_path,response_hash,route_status,route_error,retry_count,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1120301"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",65c10681f6355eece05f4aa9c5a6262d0ddb23e9de01bc79caf2a58820da9499,raw_cache\holding_2330_112_03_1_detail.json,5c044d7ca72d5c20f5eedfec480f02a22adb1a22725885f153d0bc6764a29eb6,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2330"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""115""}",1ce8d0a586b28a0fd06500ca561a9536db533a21036348fdedce199bfb79cb03,raw_cache\holding_month_2330_115_06_list.json,ce7d3f200d49d951df857a4da5ab5d9567d80882530b7e94e1588a6c42fb2cfb,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2351"", ""firstDay"": """", ""lastDay"": """", ""month"": ""07"", ""year"": ""110""}",dd8e2876e349c831acaeb34807fe0bb22260a7d94d5aa10fc5e68ead5132ed44,raw_cache\holding_month_2351_110_07_list.json,409ddba2a5260bc418d0ccea6382aadcb74cf109a3098a9a5e3bbec81dcad19a,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2374"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""113""}",df26aafca0618d3088e7e96f42fa0cec9101254f6b9ef3c2c4a7c736b4ca6b07,raw_cache\holding_month_2374_113_05_list.json,bd8733300809a2cc9b88cd2f11161d57dc691b7a77fc93cdec348f07677cfd17,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2374"", ""enterDate"": ""1130502"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",0fd2eb9076176d2440c60aff05e9d8d69a469cdcb9b89105541e50d0a6039329,raw_cache\holding_2374_113_05_0_detail.json,9120273919caff85754b98a1a4b41ce85b8a286611b5e5be92a8a6200babcec1,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2374"", ""enterDate"": ""1130503"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",acef93da38221343827b5e229ef7dc10429abe63eade070f5de6049904a9ad4a,raw_cache\holding_2374_113_05_1_detail.json,bc444d1a6f208b640958dc29119cb84f4e87b0645c0fe4fcdf07fabccad53151,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2374"", ""enterDate"": ""1130510"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",e8fde74055125ea1b7937d0e198c8fa87a235d4520221f30359089c03a8483ad,raw_cache\holding_2374_113_05_4_detail.json,e91ff739c5f8d24f035c298fa28e8919c07f493adaa29f587aa14647348e2bff,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2374"", ""enterDate"": ""1130510"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",ea4a6b42c86f7ff1a2d860d516588e341bab8fe98a15ff0d434b71e68646187c,raw_cache\holding_2374_113_05_5_detail.json,e6c8f5634775df571c6fa1822367c745561c530477a0b1afbe7f5a5442bfe965,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2388"", ""firstDay"": """", ""lastDay"": """", ""month"": ""11"", ""year"": ""112""}",cc0324cb9909b6f25955e8dcf1eaf3b983505da0b978a362ae456e5841e61fc5,raw_cache\holding_month_2388_112_11_list.json,37b2d7acbd3f6219f460bf14b011c0ff163ca3737889c72f5bf6c6bdd38603fc,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2388"", ""enterDate"": ""1121103"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",d8b8bc58e56717b0365df838f5853843cf7144c3be8f8d97313c711fad966278,raw_cache\holding_2388_112_11_0_detail.json,90d343d477ee16e466a86f6ffab3059fab88367804f0fea9850ee1b57e98598b,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2388"", ""enterDate"": ""1121103"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",f72c27de7c16c9fc43b37f2b0de777a4eaf6f4db00f53b1d239cb1aad14d894a,raw_cache\holding_2388_112_11_1_detail.json,45e3d16b814ad79b7c8050ffb6139afde693dc864d49e6b262511a0482814359,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2388"", ""enterDate"": ""1121129"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",20fed3a01c4c08c2efd55d08187ed98649c183c8bec7c020856d9bace22c1560,raw_cache\holding_2388_112_11_4_detail.json,49ace5696bb23337e237816643d790c3b5416ee87f584004f72518391ac5e5a3,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2412"", ""firstDay"": """", ""lastDay"": """", ""month"": ""09"", ""year"": ""105""}",b002634e6bd0cccc8ad494b5d3d603456130be055d2246f229ce7130c9354c8f,raw_cache\holding_month_2412_105_09_list.json,158ac1f6df01d43a33288985174641852329011de298fe0ea59f212901c48dd8,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2453"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""112""}",03d059bf3512a6145a399a82a6ea654e8ccd694abad47f8bcb8bf89102a2d55f,raw_cache\holding_month_2453_112_03_list.json,7e1fe1d9e0cf9da9e634ae40b27d51dd6ccfca594f36a7bf3ca06cc682cad194,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2453"", ""enterDate"": ""1120317"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",2e1f40fc1d62c409684de4b95b8d64fd4e5612a4d9e812147f06cc07b9e6d25b,raw_cache\holding_2453_112_03_0_detail.json,12fdc5b9a670c79900e0bb2ee2dd03adf33f7d79b2074f78b3f5f919b2e56e42,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2453"", ""enterDate"": ""1120317"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",1fffa76519d09ac96f42e910a7ac4eb4a8200092d92ee2b5e19711a123dd9ba3,raw_cache\holding_2453_112_03_2_detail.json,6c42d94105a4561429df8d74ee0183a44c115b3336e01a2f696deebaf3e03bb2,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2468"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""114""}",84cb6aac87eb8fb36870482fd060b421c6f7b91ac9ebcab1cc23dc0ea59509ba,raw_cache\holding_month_2468_114_05_list.json,f2682bf52c9cd46d7c3e7e579caacbff272af08335a3c8281fbc31daa54bf0d7,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2468"", ""enterDate"": ""1140512"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",5b4b6d0f9b2e7ee5d60e13a3f57d16841c4c47738a17e6e24145ab92fe1dcc71,raw_cache\holding_2468_114_05_2_detail.json,62363187327d0d23a84d476485778b4016ae678977e756c82a96333faf24e93b,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2603"", ""firstDay"": """", ""lastDay"": """", ""month"": ""02"", ""year"": ""104""}",f31ee76c07e742720a2f3e9d6901396c481a6be9797f494492ca52d7bd9096d5,raw_cache\holding_month_2603_104_02_list.json,5269f7b2098a745c807a176f80d4ca7a1e508a4ab38fbe4fa514609c9fe6e85f,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2603"", ""firstDay"": """", ""lastDay"": """", ""month"": ""08"", ""year"": ""106""}",25aa520617234faf48ed4d5e7a0c846b22ccb42c9eb395d33f9873b6cc697a02,raw_cache\holding_month_2603_106_08_list.json,e41808ead1897493e23aa1941b179690d320edfd81f8dde43a2cbcf3f02ab086,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2603"", ""firstDay"": """", ""lastDay"": """", ""month"": ""09"", ""year"": ""106""}",8510fd2f37629c75ff2503fa315b479657086d8d380d04103a497376ae8ff1ec,raw_cache\holding_month_2603_106_09_list.json,4368d6878dfcd896a3ad0737b87b408beaca4b4575240e89e8d24061e3a64985,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2615"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""114""}",681b8bfc8bdfc6961319674f74c7babf1b712e62792038cf8f984279545b6f30,raw_cache\holding_month_2615_114_05_list.json,61d0119a2f389d9e82a97c8e2031a0638537102c442f79095e537ff78c78dc3f,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2615"", ""enterDate"": ""1140509"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",66cb87565e685395b3619976e8d62e0392b3e5a02b60a4d3435ff98a7d1d5e00,raw_cache\holding_2615_114_05_2_detail.json,f68362caf2f3d5837dc05f5f23babcde510c0280664e4895d3a6098ee4a9c8f2,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2615"", ""enterDate"": ""1140515"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",fa52a7d619822457827c141417d686077916388a500aac5800c1b4aa31256c15,raw_cache\holding_2615_114_05_4_detail.json,4a43a8b0c79b869433e48dbc2e28756220da77b723b806215dc6aab522502cbf,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2615"", ""enterDate"": ""1140521"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",b9ca121af65cb4363381d6ef981077025e22167bc0651e9f6760917bbdaab434,raw_cache\holding_2615_114_05_10_detail.json,32fd4bf059ca1e6d96e9fdeac9573e2ca071717599a265942c1414f31b903163,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""2636"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""110""}",5acf5ffba7dbbd7a272b22476721a149bab67c5c6469ee72ebcc1d44cf81e7e3,raw_cache\holding_month_2636_110_06_list.json,34ec85b4b105eaf018c36e42493d84de1df3927702577bf2186ff113b17cf1d6,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""2636"", ""enterDate"": ""1100608"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",70e7f6274ca837d2572fb36bca619557d8e192c3c971804ce8f55928aa28b1c3,raw_cache\holding_2636_110_06_3_detail.json,86e6b68271e9c8f2d7a9b13e2bdf7e0de642be2530565dc940f40d2fcaac4ae8,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3008"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""104""}",14bdc16dc5f5fdac76818cffc11bea0b9190d224ac0ca630b08a612d7adc3b60,raw_cache\holding_month_3008_104_05_list.json,03382b27c16a610e531bd2b5bffc12993fd10b477dc2bff763106d097f8cd2da,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3008"", ""firstDay"": """", ""lastDay"": """", ""month"": ""10"", ""year"": ""112""}",ee7085d981a5f7f6b9af04c915b918c0a5d3b418944a83e90df43d18873c7594,raw_cache\holding_month_3008_112_10_list.json,b082718c599b55312f648c53cc64fd23861dc8c081a96d82a9abb7a64d27d92f,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3008"", ""enterDate"": ""1121023"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",e9b7b72f153361f09250f909d2ab2dfe2fac1d46d66a18089b17f059263c5b32,raw_cache\holding_3008_112_10_1_detail.json,2486f36114ed6f67a2017f81f61b3a366a8b4d8fcdfd919978be435116b06801,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3037"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""115""}",0f97c3dfcf0156a2d057805aebdab6de63e422e76be9f759a6e29f4620aa5ca9,raw_cache\holding_month_3037_115_01_list.json,9e312a0ca3e6adffc56d8e9c05fbf303f5571c1582f2aeeb985a1a06d03e8d9a,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3037"", ""enterDate"": ""1150113"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",0739e501e37397aa8c7859ffe9d619b5facf328176da4d9e6693f8a09bb2302d,raw_cache\holding_3037_115_01_1_detail.json,81419db87c881c3ccb00e73ba7ff3d4740dc3eb68593711c9fa69e394c18a87d,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3037"", ""enterDate"": ""1150130"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",13bcc5cc16de3022ed8386a81a668c675bb372bc4ee385e2511b61f96587bb58,raw_cache\holding_3037_115_01_5_detail.json,b7c64cce0d8a506cc07a8772866281a4d33afaf37bbe483439daef7c7588a048,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3090"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""107""}",19691be7327e3ea6bac619400d5f863d1cb4642de0c55f7fa91dedc27a05cd8d,raw_cache\holding_month_3090_107_06_list.json,850b757a02fdef36837407be39409ee11aacd6725bf313489c63a81ad96cbf3d,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3090"", ""enterDate"": ""1070605"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",11f292a631d98143b4bf920b502e71a8f4c9fa512c70dde06ac819d2b6317472,raw_cache\holding_3090_107_06_2_detail.json,8750538ef8d3ed9fc1e77c5139aec8620da184efdd8bfa0480ab0223351f6593,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3105"", ""firstDay"": """", ""lastDay"": """", ""month"": ""12"", ""year"": ""114""}",8e678a649dc26c4824c2eb676531b720d250a0a79b1758c59baac1754f8877af,raw_cache\holding_month_3105_114_12_list.json,7a1056ef03b3c95feef0708d296a6a3f0926e597e4ece4a064e06fd474b3bc7e,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3105"", ""enterDate"": ""1141216"", ""marketKind"": ""otc"", ""serialNumber"": ""2""}",fabee352b088bda3f131671f250963eacf7bdead0b1a88be1e83bf86927805d2,raw_cache\holding_3105_114_12_0_detail.json,7f4f2d9a34588ac379c18c57e8294a0f9b9bfa311184e2ef3ac665832400abc0,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3105"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""115""}",f7bdd6d47132af2b89ba4944e64ace26aba4196d52b425baf125c6e72835b451,raw_cache\holding_month_3105_115_01_list.json,86e3b602b63cc143f95e256f59195d459ebb0739effc5cc604cb1d8be18a52ef,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3163"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""115""}",f06effd5186247b3b4f662884f05c4bc16102d5ba5dd832c5629f952e4b7d1ed,raw_cache\holding_month_3163_115_04_list.json,f4dd05e1b4f1de30fc4010092bac620a1ecff0824e6a183cdcdd8e5f8048a7d6,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3163"", ""enterDate"": ""1150424"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}",09e746bd59ebadedbfdbd32f72eaa34a0dfdac18a1688ea819f1b476ff24e636,raw_cache\holding_3163_115_04_2_detail.json,a50ea9476f534f2e72377b73277be3bf802cc9de811edae0161660ca8d7eb1ad,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3260"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""109""}",f6e8abf8c4ac7df3a4d11a395d8d57e247ae743ddb42993df8833e2f7c61ff53,raw_cache\holding_month_3260_109_01_list.json,28ce7bfb3c5322e526b43844b572382ee718b5fc7fc3ff2a02515f74b07aec97,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3260"", ""enterDate"": ""1090130"", ""marketKind"": ""otc"", ""serialNumber"": ""2""}",064f29a6410bed7735938790c9c5c05fc92c7d436bb79ea9c5ff39a926222155,raw_cache\holding_3260_109_01_3_detail.json,51c5ddfe6ef10cc1155ec747532891290578d316cce994c451463c5cf3ca7d29,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3324"", ""firstDay"": """", ""lastDay"": """", ""month"": ""03"", ""year"": ""105""}",741c57b3b1025418f1018eafb91f34ab4d883efe78d87e4748a80bc3acd79bb4,raw_cache\holding_month_3324_105_03_list.json,d39fefefaf3f0e27a86bb168a6bf6cb994ed10ccb80562f2620fe8158024f3af,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3324"", ""enterDate"": ""1050316"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}",3874c108ce694a69c76e7609f54f344941da493586b53e8e07f9ea24d15cf961,raw_cache\holding_3324_105_03_0_detail.json,a30687981cd92c12333ed267d8e4b2cc60a44ca59f8430cf42380b3fe07cde9f,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3324"", ""enterDate"": ""1050316"", ""marketKind"": ""otc"", ""serialNumber"": ""3""}",72579554d5d5e63202fa47c4838efa4e0337719ad643f29458ce09502f517a44,raw_cache\holding_3324_105_03_2_detail.json,1d667532715ba1ab6e801df8ade0938cef37d7b8589c150626d07b790a6a61c5,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3324"", ""enterDate"": ""1050316"", ""marketKind"": ""otc"", ""serialNumber"": ""5""}",1b312ef6d730afbb0de7418366629c7afc87c6e2b968c054896819674db1855b,raw_cache\holding_3324_105_03_4_detail.json,7824ea291b5fbc9e527415774b9e6e2b0111c267f74b9dad3d12333fb648737b,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3346"", ""firstDay"": """", ""lastDay"": """", ""month"": ""02"", ""year"": ""106""}",51fb2b8def73c98ad5ba329978821cceb45fbac4f6be7aae7bde652287eae510,raw_cache\holding_month_3346_106_02_list.json,c37cd551ef13c79e158c7e6aa53fbd3068c1d8495b41930cdba5dbf0beb5318c,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3346"", ""enterDate"": ""1060222"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",8776bb0430a3dffa6599b7fe93a4e577fd85d10e009f87d5c9e7786ff6ebc26e,raw_cache\holding_3346_106_02_1_detail.json,277c308619571e016a01694c5f1424aa677c47307d5ebb656395a39b64daaa27,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""3661"", ""firstDay"": """", ""lastDay"": """", ""month"": ""09"", ""year"": ""108""}",d14d17e84486e540bac6cf50d3474586812ef4949477699aa6426f57c8896678,raw_cache\holding_month_3661_108_09_list.json,9ad4e3683f649593767e5f5862e00189c4e0e5fee8d2f994bd6979d17bc61419,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""3661"", ""enterDate"": ""1080912"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",e3e2ab3343783590a63046be6d73c6c18b5e7c98605639a43b5c6f2ee5e88a9a,raw_cache\holding_3661_108_09_0_detail.json,d7e7a7ceb0dc89fa20d5beb67bca628d5df7d136fdeb4d60a575f5ea8cb63240,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""4971"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""115""}",e52aa6e35d537cce14db6e3993bc0e3ae3edaadc640c94a24c6d7b1935b9dd86,raw_cache\holding_month_4971_115_01_list.json,1ba98355e771dad0402a9b78a3f69c7e0f74a87f9e8dd56b7b5f333b83cdb137,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01_detail,"{""companyId"": ""4971"", ""enterDate"": ""1150119"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}",515cf11e6afaf3aa8a87906f8f37f953862f30340e835f5cf31623220c0e1e59,raw_cache\holding_4971_115_01_1_detail.json,26b44fc9da403029cf170c33dadc2b5e9885ded9177ff1d95acf34155b618e24,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
t05st01,"{""companyId"": ""6121"", ""firstDay"": """", ""lastDay"": """", ""month"": ""10"", ""year"": ""106""}",24935205a2bb1dfc05671663a16a96b9f3a01c3fbb846616dfaab6b8e420f516,raw_cache\holding_month_6121_106_10_list.json,86a329df5c2fc89e46592f550403ed26ff03cd671a053b87df9bcded03d68cbb,cache_hit,,0,2026-07-10T08:27:21+00:00,0,False,False,False,False,False,False,False,True,False
