date,ticker,name,market,open,high,low,close,volume,turnover_value,source_quality,adjustment_policy,source_url,source_route
2015-01-09,1101,台泥,TWSE,42.3,42.6,41.8,41.8,10494129,441333468,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1101&response=json,TWSE_STOCK_DAY
2018-05-07,1102,亞泥,TWSE,31.95,32.3,31.5,31.5,10675726,341594158,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180501&stockNo=1102&response=json,TWSE_STOCK_DAY
2018-05-11,1102,亞泥,TWSE,33.4,33.4,32.8,33.0,4718290,155823971,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180501&stockNo=1102&response=json,TWSE_STOCK_DAY
2018-05-14,1102,亞泥,TWSE,33.0,33.95,33.0,33.95,9930028,332905618,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180501&stockNo=1102&response=json,TWSE_STOCK_DAY
2016-10-21,1215,卜蜂,TWSE,46.1,47.1,46.0,46.55,4084676,190391682,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161001&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-10-24,1215,卜蜂,TWSE,47.0,48.5,46.05,46.05,5381218,254112894,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161001&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-10-28,1215,卜蜂,TWSE,47.5,49.8,46.05,46.05,13081007,628413537,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161001&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-10-31,1215,卜蜂,TWSE,45.7,45.7,44.7,44.95,5387259,242995721,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161001&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-11-04,1215,卜蜂,TWSE,42.7,43.5,42.7,42.85,2153327,92710749,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-11-07,1215,卜蜂,TWSE,43.6,45.9,43.35,45.3,5106261,228511121,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-11-11,1215,卜蜂,TWSE,44.45,44.6,43.7,44.4,2669629,118031247,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1215&response=json,TWSE_STOCK_DAY
2016-11-14,1215,卜蜂,TWSE,44.3,44.3,42.9,43.85,2646646,115249645,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20161101&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-06-16,1215,卜蜂,TWSE,68.9,73.7,68.6,72.2,7976180,573006919,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-06-19,1215,卜蜂,TWSE,72.8,75.0,72.7,73.5,5003267,369385920,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-06-23,1215,卜蜂,TWSE,75.3,76.0,74.3,75.7,2578638,193667963,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-06-26,1215,卜蜂,TWSE,76.9,77.4,75.8,76.3,2581941,197684393,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170601&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-07-07,1215,卜蜂,TWSE,73.5,73.9,73.2,73.5,868299,63863969,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-07-10,1215,卜蜂,TWSE,73.5,74.6,73.4,73.9,888676,65760577,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-07-14,1215,卜蜂,TWSE,77.2,78.0,77.0,77.1,1286741,99555857,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1215&response=json,TWSE_STOCK_DAY
2017-07-17,1215,卜蜂,TWSE,77.8,77.8,74.1,74.4,4453196,334579067,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1215&response=json,TWSE_STOCK_DAY
2015-01-09,1216,統一,TWSE,49.3,50.2,49.1,49.85,16543279,820854617,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-01-12,1216,統一,TWSE,49.6,49.6,49.15,49.25,4423192,218046179,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-01-16,1216,統一,TWSE,50.6,51.0,49.55,50.5,8858508,443949079,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-01-19,1216,統一,TWSE,50.6,51.0,49.9,50.0,3310065,166957362,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-10-02,1216,統一,TWSE,57.3,57.5,56.9,57.5,4982088,285625642,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-10-05,1216,統一,TWSE,57.7,58.2,57.2,58.0,8764204,505716458,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-10-08,1216,統一,TWSE,58.6,58.6,57.7,57.9,6402391,372098071,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1216&response=json,TWSE_STOCK_DAY
2015-10-13,1216,統一,TWSE,57.3,57.5,56.9,57.5,6419022,367224721,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1216&response=json,TWSE_STOCK_DAY
2018-07-13,1216,統一,TWSE,80.0,80.0,78.8,79.3,6953605,551064328,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1216&response=json,TWSE_STOCK_DAY
2018-07-16,1216,統一,TWSE,79.0,79.7,79.0,79.0,3786029,299791991,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1216&response=json,TWSE_STOCK_DAY
2018-07-20,1216,統一,TWSE,82.7,82.7,80.7,80.8,15115885,1231311885,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1216&response=json,TWSE_STOCK_DAY
2018-07-23,1216,統一,TWSE,80.4,80.7,79.8,80.1,13831254,1108784646,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-07-22,1216,統一,TWSE,68.5,69.8,67.7,69.6,10442135,720079231,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220701&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-07-25,1216,統一,TWSE,70.0,70.5,69.5,70.0,7294248,510785590,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220701&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-07-29,1216,統一,TWSE,70.5,70.5,69.9,70.4,7409335,520395205,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220701&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-08-01,1216,統一,TWSE,70.4,70.4,69.6,70.0,7499209,524170901,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-10-21,1216,統一,TWSE,64.6,64.8,64.0,64.1,4029074,258789512,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-10-24,1216,統一,TWSE,64.9,65.3,64.5,65.1,6779400,440357053,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-10-28,1216,統一,TWSE,66.1,66.1,65.3,65.8,3803386,249903174,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-10-31,1216,統一,TWSE,66.1,66.2,65.3,65.5,4912349,322835829,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221001&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-11-04,1216,統一,TWSE,65.5,65.5,64.9,65.5,6883311,448926726,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221101&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-11-07,1216,統一,TWSE,65.1,65.8,65.0,65.8,6040871,395008615,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20221101&stockNo=1216&response=json,TWSE_STOCK_DAY
2022-04-22,1219,福壽,TWSE,28.0,28.5,27.0,27.75,22944281,639133098,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220401&stockNo=1219&response=json,TWSE_STOCK_DAY
2022-04-25,1219,福壽,TWSE,28.05,28.05,26.0,26.15,12027602,322294484,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220401&stockNo=1219&response=json,TWSE_STOCK_DAY
2022-04-29,1219,福壽,TWSE,27.5,27.85,26.3,26.55,51019231,1377753159,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220401&stockNo=1219&response=json,TWSE_STOCK_DAY
2022-05-03,1219,福壽,TWSE,26.3,26.95,25.55,25.85,8694426,226453046,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220501&stockNo=1219&response=json,TWSE_STOCK_DAY
2015-01-16,1301,台塑,TWSE,73.9,74.5,72.2,72.8,5155118,376364264,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-01-19,1301,台塑,TWSE,73.6,75.1,73.6,74.6,7053467,526807671,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-01-23,1301,台塑,TWSE,76.5,76.7,75.9,76.4,5764204,440072247,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-01-26,1301,台塑,TWSE,76.3,76.7,76.1,76.5,6502405,497056890,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-01-30,1301,台塑,TWSE,77.1,77.2,76.5,76.5,4927194,377699278,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-02-02,1301,台塑,TWSE,76.9,77.5,76.6,77.3,3972118,306511742,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-08-21,1301,台塑,TWSE,66.3,66.4,65.9,66.0,7558164,499748937,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-08-24,1301,台塑,TWSE,66.0,66.0,59.5,62.0,11171088,695213789,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-08-28,1301,台塑,TWSE,65.9,68.8,65.2,68.5,8068243,545640358,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-08-31,1301,台塑,TWSE,68.5,71.7,66.8,71.7,10888789,759680858,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150801&stockNo=1301&response=json,TWSE_STOCK_DAY
2021-10-01,1301,台塑,TWSE,112.5,113.5,108.0,110.0,17417906,1913863482,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1301&response=json,TWSE_STOCK_DAY
2021-10-04,1301,台塑,TWSE,112.0,112.0,108.5,111.0,14837130,1639891396,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1301&response=json,TWSE_STOCK_DAY
2021-10-08,1301,台塑,TWSE,119.0,119.0,116.0,118.0,12084983,1425939314,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1301&response=json,TWSE_STOCK_DAY
2021-10-12,1301,台塑,TWSE,117.0,119.0,115.0,117.5,15818245,1853367171,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1301&response=json,TWSE_STOCK_DAY
2015-01-23,1303,南亞,TWSE,66.2,66.2,65.5,65.9,5114095,336384695,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-01-26,1303,南亞,TWSE,65.2,65.8,65.1,65.8,2725870,178691470,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-01-30,1303,南亞,TWSE,65.1,65.6,63.5,63.5,8888110,571345069,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-02-02,1303,南亞,TWSE,64.0,65.9,63.9,65.8,7784400,508067782,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-10-23,1303,南亞,TWSE,66.6,67.0,65.9,66.4,6671179,442807917,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-10-26,1303,南亞,TWSE,66.6,67.8,66.4,66.7,6013048,401786075,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-10-30,1303,南亞,TWSE,65.1,65.7,64.4,64.7,6224329,405164117,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=1303&response=json,TWSE_STOCK_DAY
2015-11-02,1303,南亞,TWSE,64.2,64.7,64.1,64.3,2937167,189076318,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151101&stockNo=1303&response=json,TWSE_STOCK_DAY
2018-02-09,1303,南亞,TWSE,75.5,76.6,75.3,76.0,11548995,877191305,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180201&stockNo=1303&response=json,TWSE_STOCK_DAY
2018-02-12,1303,南亞,TWSE,76.0,77.1,76.0,76.2,8715583,667532363,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180201&stockNo=1303&response=json,TWSE_STOCK_DAY
2018-02-27,1303,南亞,TWSE,80.7,80.9,80.2,80.6,8501239,685095569,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180201&stockNo=1303&response=json,TWSE_STOCK_DAY
2021-10-08,1308,亞聚,TWSE,49.55,51.2,48.05,48.9,61372545,3031808866,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1308&response=json,TWSE_STOCK_DAY
2021-10-12,1308,亞聚,TWSE,49.05,50.3,45.3,45.7,56422799,2681397902,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1308&response=json,TWSE_STOCK_DAY
2021-10-15,1308,亞聚,TWSE,42.35,43.85,41.55,43.6,31625129,1353366940,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1308&response=json,TWSE_STOCK_DAY
2021-10-19,1308,亞聚,TWSE,43.75,44.45,42.8,44.0,28811139,1256821205,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20211001&stockNo=1308&response=json,TWSE_STOCK_DAY
2018-05-25,1309,台達化,TWSE,17.7,17.7,17.1,17.3,6900963,119808499,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180501&stockNo=1309&response=json,TWSE_STOCK_DAY
2018-05-28,1309,台達化,TWSE,17.25,17.25,16.2,17.0,10738303,179172414,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180501&stockNo=1309&response=json,TWSE_STOCK_DAY
2018-06-01,1309,台達化,TWSE,16.55,16.65,16.2,16.2,3279511,53599946,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180601&stockNo=1309&response=json,TWSE_STOCK_DAY
