date,ticker,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,raw_sha256,retrieved_at_utc
2015-05-08,2316,,TWSE,22.9,23.5,22.9,23.0,4730139,109685797,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-11,2316,,TWSE,22.9,22.9,21.4,21.75,8319231,182695983,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2019-12-09,2330,,TWSE,314.0,316.5,314.0,316.0,23556081,7433484496,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00
2019-12-10,2330,,TWSE,315.0,315.5,312.5,313.5,20847594,6540475540,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00
2019-12-11,2330,,TWSE,314.0,319.0,313.0,319.0,34329148,10866410212,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00
2019-12-12,2330,,TWSE,325.0,334.5,324.0,331.5,52801851,17446169339,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00
2019-12-13,2330,,TWSE,340.0,343.0,338.0,339.0,60843939,20697194061,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00
2019-12-16,2330,,TWSE,336.5,338.5,336.0,336.0,48340188,16272523200,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00
2021-07-12,2351,,TWSE,151.0,159.0,151.0,152.0,9642615,1492435408,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00
2021-07-13,2351,,TWSE,154.5,157.5,140.5,142.5,6991864,1029487149,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00
2021-07-14,2351,,TWSE,144.5,149.0,137.0,143.0,6336126,900253754,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00
2021-07-15,2351,,TWSE,143.0,144.0,136.0,139.5,4871172,676870677,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00
2021-07-16,2351,,TWSE,138.5,147.0,136.5,146.5,5092025,732520541,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00
2021-07-19,2351,,TWSE,146.0,151.0,140.5,141.5,3846001,556042000,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00
2015-02-02,2603,,TWSE,22.05,22.2,21.45,21.6,20681575,447757850,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-03,2603,,TWSE,21.3,21.75,21.2,21.6,14957103,321571744,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-04,2603,,TWSE,21.6,21.9,21.15,21.75,24740723,531183872,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-05,2603,,TWSE,21.85,22.6,21.5,22.55,25555381,568045795,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-06,2603,,TWSE,22.3,22.65,21.85,22.55,15597448,348476184,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-09,2603,,TWSE,22.45,22.45,22.05,22.4,8051168,179706171,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2017-08-28,2603,,TWSE,22.1,22.25,21.65,21.8,37558252,821577525,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,f28563d7705212aae77ba8c4e34b4a8b6335cc37cf57c4ae7c01b294dba24642,2026-07-10T05:14:35+00:00
2017-08-29,2603,,TWSE,21.7,22.0,21.2,22.0,39443903,854644841,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,f28563d7705212aae77ba8c4e34b4a8b6335cc37cf57c4ae7c01b294dba24642,2026-07-10T05:14:35+00:00
2017-08-30,2603,,TWSE,22.0,22.9,21.95,22.6,46046136,1039426371,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,f28563d7705212aae77ba8c4e34b4a8b6335cc37cf57c4ae7c01b294dba24642,2026-07-10T05:14:35+00:00
2017-08-31,2603,,TWSE,22.7,23.1,22.6,23.0,39523048,906862041,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,f28563d7705212aae77ba8c4e34b4a8b6335cc37cf57c4ae7c01b294dba24642,2026-07-10T05:14:35+00:00
2017-09-01,2603,,TWSE,23.1,23.35,22.4,22.4,38331565,870094259,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,898ece013ea373b74d3a5558bf3b2ed8c0e71f3a45f46f4176af69a788927b67,2026-07-10T05:14:35+00:00
2017-09-04,2603,,TWSE,22.05,22.1,21.45,21.5,40129984,872965510,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,898ece013ea373b74d3a5558bf3b2ed8c0e71f3a45f46f4176af69a788927b67,2026-07-10T05:14:35+00:00
2021-06-21,2636,,TWSE,189.5,207.0,189.0,205.5,33113727,6702339578,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2636&response=json,official_unadjusted_ohlcv_selected_ticker_month,0dd6ce3e051055cd6e44e2d94fae5ecd3e83ff707ed88880661429b839455ad0,2026-07-10T06:06:39+00:00
2021-06-22,2636,,TWSE,214.5,222.5,197.0,197.0,64516352,13597392764,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2636&response=json,official_unadjusted_ohlcv_selected_ticker_month,0dd6ce3e051055cd6e44e2d94fae5ecd3e83ff707ed88880661429b839455ad0,2026-07-10T06:06:39+00:00
2021-06-23,2636,,TWSE,193.5,204.5,177.5,184.0,38372515,7231322887,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2636&response=json,official_unadjusted_ohlcv_selected_ticker_month,0dd6ce3e051055cd6e44e2d94fae5ecd3e83ff707ed88880661429b839455ad0,2026-07-10T06:06:39+00:00
2021-06-24,2636,,TWSE,192.0,202.0,185.5,202.0,22793057,4519376573,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2636&response=json,official_unadjusted_ohlcv_selected_ticker_month,0dd6ce3e051055cd6e44e2d94fae5ecd3e83ff707ed88880661429b839455ad0,2026-07-10T06:06:39+00:00
2021-06-25,2636,,TWSE,215.0,222.0,207.0,222.0,50460121,10985506727,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2636&response=json,official_unadjusted_ohlcv_selected_ticker_month,0dd6ce3e051055cd6e44e2d94fae5ecd3e83ff707ed88880661429b839455ad0,2026-07-10T06:06:39+00:00
2021-06-28,2636,,TWSE,231.5,244.0,228.0,244.0,33448630,7966343160,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2636&response=json,official_unadjusted_ohlcv_selected_ticker_month,0dd6ce3e051055cd6e44e2d94fae5ecd3e83ff707ed88880661429b839455ad0,2026-07-10T06:06:39+00:00
2015-05-18,3008,,TWSE,3115.0,3160.0,3105.0,3130.0,558682,1749228530,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T06:06:39+00:00
2015-05-19,3008,,TWSE,3160.0,3325.0,3135.0,3325.0,1186179,3846989280,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T06:06:39+00:00
2015-05-20,3008,,TWSE,3330.0,3350.0,3265.0,3330.0,910014,3015226140,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T06:06:39+00:00
2015-05-21,3008,,TWSE,3325.0,3330.0,3280.0,3305.0,552269,1820405390,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T06:06:39+00:00
2015-05-22,3008,,TWSE,3345.0,3500.0,3345.0,3460.0,1025637,3524714020,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T06:06:39+00:00
2015-05-25,3008,,TWSE,3450.0,3485.0,3420.0,3465.0,376521,1301843080,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T06:06:39+00:00
2018-06-11,3090,,TWSE,94.8,97.2,94.0,95.9,4283512,410549477,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,2026-07-10T05:14:35+00:00
2018-06-12,3090,,TWSE,96.6,96.6,94.0,94.1,4034145,383334094,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,2026-07-10T05:14:35+00:00
2018-06-13,3090,,TWSE,96.0,96.0,91.1,93.9,4329354,402358831,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,2026-07-10T05:14:35+00:00
2018-06-14,3090,,TWSE,94.3,98.0,91.1,91.3,13051931,1229319887,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,2026-07-10T05:14:35+00:00
2018-06-15,3090,,TWSE,91.4,92.5,87.4,87.8,14679322,1304210390,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,2026-07-10T05:14:35+00:00
2018-06-19,3090,,TWSE,87.0,90.6,87.0,88.1,8901801,792152753,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,2026-07-10T05:14:35+00:00
2020-01-13,3260,,TPEx,74.3,76.0,73.0,76.0,27136,2028062,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,2026-07-10T06:06:39+00:00
2020-01-14,3260,,TPEx,76.4,76.6,75.1,75.9,8193,620596,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,2026-07-10T06:06:39+00:00
2020-01-15,3260,,TPEx,76.1,76.4,74.1,74.2,7388,554167,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,2026-07-10T06:06:39+00:00
2020-01-16,3260,,TPEx,74.2,75.7,74.2,74.9,7470,560060,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,2026-07-10T06:06:39+00:00
2020-01-17,3260,,TPEx,75.9,76.8,75.1,75.1,7664,581168,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,2026-07-10T06:06:39+00:00
2020-01-20,3260,,TPEx,75.7,76.5,75.5,76.0,6648,505429,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,2026-07-10T06:06:39+00:00
2016-03-01,3324,,TPEx,70.0,75.9,70.0,75.9,1538,113367,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
2016-03-02,3324,,TPEx,79.2,81.0,73.4,74.0,1939,151284,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
2016-03-03,3324,,TPEx,74.8,76.3,71.4,76.3,794,58821,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
2016-03-04,3324,,TPEx,78.0,78.0,75.2,76.5,751,57149,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
