date,ticker,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,raw_sha256,retrieved_at_utc
2017-02-06,3231,TWSE,27.45,27.55,27.05,27.1,23389321,637436767,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170201&stockNo=3231&response=json,official_unadjusted_ohlcv_selected_ticker_month,6ceaa1cb7c6f35f9b0ef89a50cf6faac1c3c55bc8b4614b87354e34c906d454a,2026-07-10T03:24:19+00:00
2017-02-13,3231,TWSE,26.8,27.15,26.7,26.95,11938863,321815560,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170201&stockNo=3231&response=json,official_unadjusted_ohlcv_selected_ticker_month,6ceaa1cb7c6f35f9b0ef89a50cf6faac1c3c55bc8b4614b87354e34c906d454a,2026-07-10T03:24:19+00:00
2017-05-15,2492,TWSE,52.6,54.5,52.6,54.0,4988627,268098418,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170501&stockNo=2492&response=json,official_unadjusted_ohlcv_selected_ticker_month,2aafd8e761c9dd1e07c6bce0bab2442dc1c6f4415cf528b04ffb811d025028a0,2026-07-10T03:24:19+00:00
2017-05-22,2492,TWSE,50.4,51.7,49.85,50.6,3339019,169503198,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170501&stockNo=2492&response=json,official_unadjusted_ohlcv_selected_ticker_month,2aafd8e761c9dd1e07c6bce0bab2442dc1c6f4415cf528b04ffb811d025028a0,2026-07-10T03:24:19+00:00
2017-08-28,2823,TWSE,33.1,33.25,33.1,33.25,21265200,705919016,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170801&stockNo=2823&response=json,official_unadjusted_ohlcv_selected_ticker_month,cce6159aac773da695406d2071464c80c9a15596340a6af0233ef9c7ccdaa056,2026-07-10T03:24:19+00:00
2017-09-04,2823,TWSE,33.7,33.7,33.25,33.35,20469416,685072170,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170901&stockNo=2823&response=json,official_unadjusted_ohlcv_selected_ticker_month,1617fe436e0741baebe81d27bd5c72411ec746ece6077014446d240d63d4c5d0,2026-07-10T03:24:19+00:00
2017-10-30,2345,TWSE,95.0,98.2,94.0,98.2,7099501,687122134,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171001&stockNo=2345&response=json,official_unadjusted_ohlcv_selected_ticker_month,53f7db2b9a1d804016875088ac46a61bbd8ec43b31bf90f862ec13f157583d77,2026-07-10T03:24:19+00:00
2017-10-30,3023,TWSE,83.3,86.1,83.2,85.9,7039970,599349815,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171001&stockNo=3023&response=json,official_unadjusted_ohlcv_selected_ticker_month,b385082901700ba2e12b801d21a06fb9b83509da85d4683dbe418962e645dc8c,2026-07-10T03:24:19+00:00
2017-11-06,2345,TWSE,97.6,97.7,96.1,96.5,1848172,178577491,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=2345&response=json,official_unadjusted_ohlcv_selected_ticker_month,cfe07136ea2bbbe63e2349f8f25f7bf419a8fbb6237491155b9a5bacf50771bd,2026-07-10T03:24:19+00:00
2017-11-06,3023,TWSE,84.0,84.0,82.8,83.3,636674,53038170,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=3023&response=json,official_unadjusted_ohlcv_selected_ticker_month,2a7c9ff850e9aa3243307cef811d83d18674c888f631ac44ada69c0f90a1b23e,2026-07-10T03:24:19+00:00
2017-11-27,2379,TWSE,116.0,116.0,113.0,113.5,1067798,121753674,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=2379&response=json,official_unadjusted_ohlcv_selected_ticker_month,8250bdedfbffedd0cc85e91f104207699cb77cb8fb9af1cfa494155245a9bb0c,2026-07-10T03:24:19+00:00
2017-12-04,2379,TWSE,107.5,108.5,105.0,108.5,1693927,181372075,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171201&stockNo=2379&response=json,official_unadjusted_ohlcv_selected_ticker_month,d0c4f94e3e802aa9c4eb30ee728876e5f58489362dcd7c1ca3bad34d1ca64f4d,2026-07-10T03:24:19+00:00
2018-03-19,6213,TWSE,71.9,74.5,70.5,74.5,5870697,430179530,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180301&stockNo=6213&response=json,official_unadjusted_ohlcv_selected_ticker_month,afe2e7dc3219b476a600f027ee8b59ba131c40c0fa719ce0d96298aed82a62c4,2026-07-10T03:24:19+00:00
2018-03-26,6213,TWSE,70.0,71.9,69.0,70.7,1878274,133117626,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180301&stockNo=6213&response=json,official_unadjusted_ohlcv_selected_ticker_month,afe2e7dc3219b476a600f027ee8b59ba131c40c0fa719ce0d96298aed82a62c4,2026-07-10T03:24:19+00:00
2018-06-11,2344,TWSE,20.8,20.85,20.55,20.65,30529807,630476638,local_reused_official_selected_ohlc_package,outputs\radar_vnext_p1_c2_top5_exception_candidate_ohlc_source_fill_20260708\p1_c2_top5_exception_candidate_selected_stock_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,,
2018-06-19,2344,TWSE,19.9,20.05,19.5,19.5,89563231,1766350351,local_reused_official_selected_ohlc_package,outputs\radar_vnext_p1_c2_top5_exception_candidate_ohlc_source_fill_20260708\p1_c2_top5_exception_candidate_selected_stock_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,,
2018-07-02,2027,TWSE,36.55,37.05,36.3,36.4,3789339,138745215,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=2027&response=json,official_unadjusted_ohlcv_selected_ticker_month,613da50f34ce13eef5c62f77feb8a5049467753d8c65c363b3416342fd4d8155,2026-07-10T03:24:19+00:00
2018-07-09,2027,TWSE,36.45,37.6,35.95,36.95,5686125,209849045,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=2027&response=json,official_unadjusted_ohlcv_selected_ticker_month,613da50f34ce13eef5c62f77feb8a5049467753d8c65c363b3416342fd4d8155,2026-07-10T03:24:19+00:00
2019-09-16,4947,TPEx,178.0,178.5,173.5,174.0,501,87883,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/09/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,64f0e5f806a061696e3592a5ba632c5a00180fac19af8285bee42920b5364ee4,2026-07-10T03:24:19+00:00
2019-09-23,4947,TPEx,173.5,177.5,172.5,173.5,1018,178154,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/09/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,64f0e5f806a061696e3592a5ba632c5a00180fac19af8285bee42920b5364ee4,2026-07-10T03:24:19+00:00
2019-12-09,2454,TWSE,419.0,427.5,418.0,426.5,10360273,4402306500,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=2454&response=json,official_unadjusted_ohlcv_selected_ticker_month,d68b42b15212112d21ad67f09571ab87472114949a84cf32209a0c887c98496b,2026-07-10T03:24:19+00:00
2019-12-09,3034,TWSE,223.0,228.0,221.0,225.5,6497182,1463584028,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=3034&response=json,official_unadjusted_ohlcv_selected_ticker_month,952b673219558e1490e7f8abd5e74ee29f436665293027434b640cd1de440e63,2026-07-10T03:24:19+00:00
2019-12-16,2454,TWSE,435.5,443.5,433.0,442.0,11206360,4917489051,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=2454&response=json,official_unadjusted_ohlcv_selected_ticker_month,d68b42b15212112d21ad67f09571ab87472114949a84cf32209a0c887c98496b,2026-07-10T03:24:19+00:00
2019-12-16,3034,TWSE,231.0,236.0,228.0,235.0,6251488,1461296192,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=3034&response=json,official_unadjusted_ohlcv_selected_ticker_month,952b673219558e1490e7f8abd5e74ee29f436665293027434b640cd1de440e63,2026-07-10T03:24:19+00:00
2020-01-13,2383,TWSE,130.5,134.5,129.5,134.5,6990704,929021540,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200101&stockNo=2383&response=json,official_unadjusted_ohlcv_selected_ticker_month,97649d319145520707e13aa63f7280380497d195baf43aeeb02c8c05f035b492,2026-07-10T03:24:19+00:00
2020-01-20,2383,TWSE,135.5,136.5,134.5,136.0,3721947,505488292,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200101&stockNo=2383&response=json,official_unadjusted_ohlcv_selected_ticker_month,97649d319145520707e13aa63f7280380497d195baf43aeeb02c8c05f035b492,2026-07-10T03:24:19+00:00
2021-06-21,2330,TWSE,590.0,594.0,583.0,583.0,47339695,27749202661,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd39a6d9fa9632bfd554eb3787be795c6de48260c851a36fe392e12df506f44a,2026-07-10T03:24:19+00:00
2021-06-28,2330,TWSE,590.0,590.0,586.0,590.0,15401977,9056869217,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210601&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,bd39a6d9fa9632bfd554eb3787be795c6de48260c851a36fe392e12df506f44a,2026-07-10T03:24:19+00:00
2021-07-12,6269,TWSE,130.0,131.0,124.0,129.5,10622369,1356257870,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210701&stockNo=6269&response=json,official_unadjusted_ohlcv_selected_ticker_month,595c3b42d99471010717962bf7b093e39e65953b54f8b498b16b561c26a091fa,2026-07-10T03:24:19+00:00
2021-07-19,6269,TWSE,131.5,133.5,130.5,132.5,6037782,795748951,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210701&stockNo=6269&response=json,official_unadjusted_ohlcv_selected_ticker_month,595c3b42d99471010717962bf7b093e39e65953b54f8b498b16b561c26a091fa,2026-07-10T03:24:19+00:00
2022-01-03,2409,TWSE,23.15,23.2,22.55,22.6,73402304,1673485453,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=2409&response=json,official_unadjusted_ohlcv_selected_ticker_month,c699327992b946e44141eff4775bb83d89202cbee16bf823ceb583264f713772,2026-07-10T03:24:19+00:00
2022-01-10,2409,TWSE,21.8,22.7,21.65,22.5,99005855,2221526281,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=2409&response=json,official_unadjusted_ohlcv_selected_ticker_month,c699327992b946e44141eff4775bb83d89202cbee16bf823ceb583264f713772,2026-07-10T03:24:19+00:00
2022-08-15,4915,TWSE,69.5,69.5,68.6,69.1,2533931,175233663,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=4915&response=json,official_unadjusted_ohlcv_selected_ticker_month,f36f9cfd8c3c80202454fdab79bdde7c4e923b369ae1ec4c1e1fe913458d6d56,2026-07-10T03:24:19+00:00
2022-08-22,4915,TWSE,69.9,70.7,68.9,68.9,3244037,226350469,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=4915&response=json,official_unadjusted_ohlcv_selected_ticker_month,f36f9cfd8c3c80202454fdab79bdde7c4e923b369ae1ec4c1e1fe913458d6d56,2026-07-10T03:24:19+00:00
2023-04-06,2605,TWSE,25.2,25.8,25.1,25.5,11534245,294249679,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2605&response=json,official_unadjusted_ohlcv_selected_ticker_month,8548cfb57a0969c5ae501e53a957f68246574cca6c244d33b945f1590087ded9,2026-07-10T03:24:19+00:00
2023-04-13,2605,TWSE,25.0,25.5,24.75,25.1,4964096,124771725,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2605&response=json,official_unadjusted_ohlcv_selected_ticker_month,8548cfb57a0969c5ae501e53a957f68246574cca6c244d33b945f1590087ded9,2026-07-10T03:24:19+00:00
2023-11-20,1795,TWSE,257.5,262.5,251.0,251.5,11006669,2826898356,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=1795&response=json,official_unadjusted_ohlcv_selected_ticker_month,d7642e35a86f58269ba2134ded62633e1c7a5ec1872c1d2daee34c60889c4da4,2026-07-10T03:24:19+00:00
2023-11-20,2610,TWSE,21.15,21.45,20.8,21.25,54804964,1160892668,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2610&response=json,official_unadjusted_ohlcv_selected_ticker_month,4ec72b3b572591046d360065255477ac796c1e4e721a5d019ebddf5d4963f31b,2026-07-10T03:24:19+00:00
2023-11-27,1795,TWSE,252.0,264.0,251.5,257.0,18405522,4762625812,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=1795&response=json,official_unadjusted_ohlcv_selected_ticker_month,d7642e35a86f58269ba2134ded62633e1c7a5ec1872c1d2daee34c60889c4da4,2026-07-10T03:24:19+00:00
2023-11-27,2610,TWSE,21.4,21.55,21.0,21.0,23105266,490605091,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2610&response=json,official_unadjusted_ohlcv_selected_ticker_month,4ec72b3b572591046d360065255477ac796c1e4e721a5d019ebddf5d4963f31b,2026-07-10T03:24:19+00:00
2025-05-19,2330,TWSE,993.0,994.0,980.0,984.0,21936885,21653317847,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250501&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,cccbde9f6e7633ae28d3acc82563301d6d5909f03a64a82b58c3842d5d8aebd2,2026-07-10T03:24:19+00:00
2025-05-26,2330,TWSE,975.0,984.0,975.0,976.0,20906797,20460682166,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250501&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,cccbde9f6e7633ae28d3acc82563301d6d5909f03a64a82b58c3842d5d8aebd2,2026-07-10T03:24:19+00:00
2025-08-11,3587,TPEx,192.5,192.5,188.0,189.5,734,139327,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/08/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,ef67d7c8229188d2fc2a3656c3c824e73dc2dbc9712a265cfdc8126a71be1fc5,2026-07-10T03:24:19+00:00
2025-08-18,3587,TPEx,185.0,185.0,181.5,183.5,1005,183828,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/08/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,ef67d7c8229188d2fc2a3656c3c824e73dc2dbc9712a265cfdc8126a71be1fc5,2026-07-10T03:24:19+00:00
2025-12-29,3653,TWSE,2750.0,2760.0,2690.0,2725.0,670303,1822909675,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20251201&stockNo=3653&response=json,official_unadjusted_ohlcv_selected_ticker_month,cb7d13d4fa96735fab545ff07ad73a74765c0e9e58e52c8c7164bf853d6db3b8,2026-07-10T03:24:19+00:00
2026-01-05,6691,TWSE,558.0,575.0,557.0,571.0,1610322,915525758,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,
2026-01-06,3653,TWSE,2610.0,2685.0,2595.0,2640.0,1012584,2683124745,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260101&stockNo=3653&response=json,official_unadjusted_ohlcv_selected_ticker_month,52a49cc40fe5f426f9f0bb7e8e11fafff95e1e7ca258b461252a3206ceead21f,2026-07-10T03:24:19+00:00
2026-01-12,6691,TWSE,608.0,618.0,584.0,593.0,1741253,1040406355,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,
2026-01-26,3131,TPEx,1790.0,1810.0,1730.0,1765.0,543,961385,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2026/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,829f55c7931f7a6aa7e2be1493d7994476b2b589055a4bcb54c58f6911619ee1,2026-07-10T03:24:19+00:00
2026-02-02,3131,TPEx,1630.0,1650.0,1585.0,1605.0,1012,1624116,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2026/02/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,dbc009633f9b4a9d507cbdd884be5056349feb86e0f7ad37001b9fac1ff33b53,2026-07-10T03:24:19+00:00
2026-04-13,3702,TWSE,93.9,97.7,91.8,96.6,26078982,2495865770,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260401&stockNo=3702&response=json,official_unadjusted_ohlcv_selected_ticker_month,68cc79ad51f516327675677e68bb0c3e861235628338c049a2e0bea3cdec9581,2026-07-10T03:24:19+00:00
2026-04-20,3702,TWSE,100.0,103.0,100.0,100.5,18638899,1882914169,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260401&stockNo=3702&response=json,official_unadjusted_ohlcv_selected_ticker_month,68cc79ad51f516327675677e68bb0c3e861235628338c049a2e0bea3cdec9581,2026-07-10T03:24:19+00:00
2026-06-01,2317,TWSE,302.0,304.5,293.0,293.5,205766647,61545917998,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260601&stockNo=2317&response=json,official_unadjusted_ohlcv_selected_ticker_month,caf195490a802a54e049447d899f2d55f4111c78ee918c29a51d413ce26d8a15,2026-07-10T03:24:19+00:00
2026-06-08,2317,TWSE,257.5,272.0,257.5,269.5,117863651,31298320100,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260601&stockNo=2317&response=json,official_unadjusted_ohlcv_selected_ticker_month,caf195490a802a54e049447d899f2d55f4111c78ee918c29a51d413ce26d8a15,2026-07-10T03:24:19+00:00
