ticker,year_month,market,route,source_url,raw_sha256,route_status,route_error,accepted_month_rows,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2330,202505,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250501&stockNo=2330&response=json,cccbde9f6e7633ae28d3acc82563301d6d5909f03a64a82b58c3842d5d8aebd2,fetched,,20,2881,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2344,201806,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180601&stockNo=2344&response=json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2344,201806,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2344&date=2018/06/01&response=json,3163cd2ed352a00ebbf89234b8327e9fa2fef6dc27437cd0c457a6b07f003d1f,fetched,,0,376,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2345,201710,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171001&stockNo=2345&response=json,53f7db2b9a1d804016875088ac46a61bbd8ec43b31bf90f862ec13f157583d77,fetched,,19,2610,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2345,201711,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=2345&response=json,cfe07136ea2bbbe63e2349f8f25f7bf419a8fbb6237491155b9a5bacf50771bd,fetched,,22,2928,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2354,201505,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2354&response=json,52572b552d78632f7ee3d6768cb155c2633c4236ac614bd8890ea15f2405ce02,fetched,,20,2675,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2379,201711,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=2379&response=json,8250bdedfbffedd0cc85e91f104207699cb77cb8fb9af1cfa494155245a9bb0c,fetched,,22,2938,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2379,201712,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171201&stockNo=2379&response=json,d0c4f94e3e802aa9c4eb30ee728876e5f58489362dcd7c1ca3bad34d1ca64f4d,fetched,,21,2834,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2383,202001,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20200101&stockNo=2383&response=json,97649d319145520707e13aa63f7280380497d195baf43aeeb02c8c05f035b492,fetched,,15,2301,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2409,202201,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=2409&response=json,c699327992b946e44141eff4775bb83d89202cbee16bf823ceb583264f713772,fetched,,18,2576,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2454,201912,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=2454&response=json,d68b42b15212112d21ad67f09571ab87472114949a84cf32209a0c887c98496b,fetched,,22,3009,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2492,201705,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170501&stockNo=2492&response=json,2aafd8e761c9dd1e07c6bce0bab2442dc1c6f4415cf528b04ffb811d025028a0,fetched,,20,2684,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2823,201708,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170801&stockNo=2823&response=json,cce6159aac773da695406d2071464c80c9a15596340a6af0233ef9c7ccdaa056,fetched,,23,2983,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2823,201709,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170901&stockNo=2823&response=json,1617fe436e0741baebe81d27bd5c72411ec746ece6077014446d240d63d4c5d0,fetched,,22,2893,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2892,201505,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2892&response=json,0db53446570b5f8b3db6f21a9e72f520a9679e62e0cadc1f8b8afe03a57524e1,fetched,,20,2621,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3023,201710,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171001&stockNo=3023&response=json,b385082901700ba2e12b801d21a06fb9b83509da85d4683dbe418962e645dc8c,fetched,,19,2569,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3023,201711,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=3023&response=json,2a7c9ff850e9aa3243307cef811d83d18674c888f631ac44ada69c0f90a1b23e,fetched,,22,2819,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3034,201912,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191201&stockNo=3034&response=json,952b673219558e1490e7f8abd5e74ee29f436665293027434b640cd1de440e63,fetched,,22,2993,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3131,202601,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260101&stockNo=3131&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3131,202601,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2026/01/01&response=json,829f55c7931f7a6aa7e2be1493d7994476b2b589055a4bcb54c58f6911619ee1,fetched,,21,2543,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3131,202602,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260201&stockNo=3131&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3131,202602,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2026/02/01&response=json,dbc009633f9b4a9d507cbdd884be5056349feb86e0f7ad37001b9fac1ff33b53,fetched,,12,1689,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3231,201702,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170201&stockNo=3231&response=json,6ceaa1cb7c6f35f9b0ef89a50cf6faac1c3c55bc8b4614b87354e34c906d454a,fetched,,18,2517,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4915,202208,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=4915&response=json,f36f9cfd8c3c80202454fdab79bdde7c4e923b369ae1ec4c1e1fe913458d6d56,fetched,,23,2959,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
6176,201510,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=6176&response=json,e3250963c9cca134fcfa28693da4997e1da2424b9582194ae95e69a93045611a,fetched,,21,2780,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
6213,201803,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180301&stockNo=6213&response=json,afe2e7dc3219b476a600f027ee8b59ba131c40c0fa719ce0d96298aed82a62c4,fetched,,23,2955,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
6269,202107,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210701&stockNo=6269&response=json,595c3b42d99471010717962bf7b093e39e65953b54f8b498b16b561c26a091fa,fetched,,22,2981,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
6691,202601,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260101&stockNo=6691&response=json,915fde109d26b698def37018155559f070bf493df500dc8fc89fbc34511de8b7,fetched,,0,64,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
6691,202601,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6691&date=2026/01/01&response=json,2561e68d99644f7253a90b1a3a6b5b53475d900c64d882780e8a32d054fea019,fetched,,0,376,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201909,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=4947&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201909,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/09/01&response=json,64f0e5f806a061696e3592a5ba632c5a00180fac19af8285bee42920b5364ee4,fetched,,19,2139,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201910,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191001&stockNo=4947&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201910,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/10/01&response=json,27becaf12e104ed31b954bb3e7609e29347700aa3889c6da9aab478f16fff948,fetched,,21,2302,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201909,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=4947&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201909,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/09/01&response=json,64f0e5f806a061696e3592a5ba632c5a00180fac19af8285bee42920b5364ee4,fetched,,19,2139,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201910,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191001&stockNo=4947&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201910,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/10/01&response=json,27becaf12e104ed31b954bb3e7609e29347700aa3889c6da9aab478f16fff948,fetched,,21,2302,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201909,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=4947&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201909,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/09/01&response=json,64f0e5f806a061696e3592a5ba632c5a00180fac19af8285bee42920b5364ee4,fetched,,19,2139,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201910,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20191001&stockNo=4947&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
4947,201910,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4947&date=2019/10/01&response=json,27becaf12e104ed31b954bb3e7609e29347700aa3889c6da9aab478f16fff948,fetched,,21,2302,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202303,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2605&response=json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202303,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2605&date=2023/03/01&response=json,0922bff55c98556962fae6a197c057398237a9f1e88727b9c1f6ddfc6aea2e63,fetched,,0,376,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202304,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2605&response=json,8548cfb57a0969c5ae501e53a957f68246574cca6c244d33b945f1590087ded9,fetched,,17,2400,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202303,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2605&response=json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202303,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2605&date=2023/03/01&response=json,0922bff55c98556962fae6a197c057398237a9f1e88727b9c1f6ddfc6aea2e63,fetched,,0,376,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202304,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2605&response=json,8548cfb57a0969c5ae501e53a957f68246574cca6c244d33b945f1590087ded9,fetched,,17,2400,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202303,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2605&response=json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202303,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2605&date=2023/03/01&response=json,0922bff55c98556962fae6a197c057398237a9f1e88727b9c1f6ddfc6aea2e63,fetched,,0,376,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2605,202304,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=2605&response=json,8548cfb57a0969c5ae501e53a957f68246574cca6c244d33b945f1590087ded9,fetched,,17,2400,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
1795,202311,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=1795&response=json,d7642e35a86f58269ba2134ded62633e1c7a5ec1872c1d2daee34c60889c4da4,fetched,,22,3010,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
1795,202312,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=1795&response=json,748e8c71d98e213a2f5e4dd73dc9ef869805eac36b095a947fdc2702d3d29c0a,fetched,,21,2899,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
1795,202311,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=1795&response=json,d7642e35a86f58269ba2134ded62633e1c7a5ec1872c1d2daee34c60889c4da4,fetched,,22,3010,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
1795,202312,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=1795&response=json,748e8c71d98e213a2f5e4dd73dc9ef869805eac36b095a947fdc2702d3d29c0a,fetched,,21,2899,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2610,202311,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=2610&response=json,4ec72b3b572591046d360065255477ac796c1e4e721a5d019ebddf5d4963f31b,fetched,,22,2915,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
2610,202312,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=2610&response=json,7f9c8ed370a21a6d98df91b1dc823474e967c3dd7533862457db0d7581134e69,fetched,,21,2810,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202508,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=3587&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202508,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/08/01&response=json,ef67d7c8229188d2fc2a3656c3c824e73dc2dbc9712a265cfdc8126a71be1fc5,fetched,,21,2301,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202509,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250901&stockNo=3587&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202509,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/09/01&response=json,594d524fb71926aadec689aa466d2b403cbb5a560dcf4b6718b54fe810ed2733,fetched,,21,2319,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202508,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=3587&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202508,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/08/01&response=json,ef67d7c8229188d2fc2a3656c3c824e73dc2dbc9712a265cfdc8126a71be1fc5,fetched,,21,2301,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202509,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250901&stockNo=3587&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202509,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/09/01&response=json,594d524fb71926aadec689aa466d2b403cbb5a560dcf4b6718b54fe810ed2733,fetched,,21,2319,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202508,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=3587&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202508,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/08/01&response=json,ef67d7c8229188d2fc2a3656c3c824e73dc2dbc9712a265cfdc8126a71be1fc5,fetched,,21,2301,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202509,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250901&stockNo=3587&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3587,202509,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3587&date=2025/09/01&response=json,594d524fb71926aadec689aa466d2b403cbb5a560dcf4b6718b54fe810ed2733,fetched,,21,2319,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3653,202512,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20251201&stockNo=3653&response=json,cb7d13d4fa96735fab545ff07ad73a74765c0e9e58e52c8c7164bf853d6db3b8,fetched,,22,3189,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3653,202601,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260101&stockNo=3653&response=json,52a49cc40fe5f426f9f0bb7e8e11fafff95e1e7ca258b461252a3206ceead21f,fetched,,21,3105,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3653,202512,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20251201&stockNo=3653&response=json,cb7d13d4fa96735fab545ff07ad73a74765c0e9e58e52c8c7164bf853d6db3b8,fetched,,22,3189,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3653,202601,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20260101&stockNo=3653&response=json,52a49cc40fe5f426f9f0bb7e8e11fafff95e1e7ca258b461252a3206ceead21f,fetched,,21,3105,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
3653,202512,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20251201&stockNo=3653&response=json,cb7d13d4fa96735fab545ff07ad73a74765c0e9e58e52c8c7164bf853d6db3b8,fetched,,22,3189,2026-07-10T03:24:19+00:00,0,False,False,False,False,False,False,False,True,False
