market,date,missing_keys,unique_tickers,estimated_response_bytes,network_authorized,network_authority_status
TPEx,2015-04-07,21,21,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-08,21,21,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-09,21,21,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-10,21,21,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-13,24,24,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-14,24,24,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-15,24,24,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-16,24,24,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-17,24,24,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-20,27,27,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-21,27,27,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-22,27,27,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-23,27,27,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-24,27,27,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-27,29,29,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-28,29,29,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-29,29,29,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-04-30,29,29,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-01,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-04,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-05,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-06,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-07,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-08,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-11,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-12,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-13,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-14,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-15,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-18,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-19,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-20,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-21,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-22,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-25,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-26,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-27,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-28,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-05-29,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-01,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-02,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-03,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-04,30,30,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-05,30,30,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-08,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-09,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-10,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-11,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-12,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-15,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-16,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-17,31,31,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-18,30,30,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-19,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-22,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-23,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-24,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-25,32,32,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-26,32,32,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-29,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-06-30,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-01,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-02,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-03,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-06,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-07,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-08,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-09,33,33,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-10,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-13,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-14,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-15,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-16,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-17,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-20,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-21,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-22,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-23,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-24,36,36,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-27,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-28,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-29,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-30,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-07-31,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-03,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-04,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-05,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-06,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-07,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-10,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-11,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-12,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-13,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-14,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-17,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-18,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-19,37,37,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-20,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-21,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-24,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-25,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-26,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-27,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-28,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-08-31,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-01,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-02,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-03,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-04,34,34,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-07,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-08,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-09,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-10,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-11,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-14,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-15,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-16,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-17,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-18,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-21,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-22,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-23,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-24,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-25,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-28,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-29,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-09-30,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-01,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-02,35,35,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-05,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-06,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-07,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-08,38,38,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-09,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-12,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-13,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-14,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-15,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-16,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-19,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-20,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-21,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-22,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-23,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-26,41,41,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-27,41,41,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-28,41,41,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-29,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-10-30,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-02,41,41,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-03,41,41,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-04,41,41,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-05,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-06,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-09,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-10,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-11,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-12,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-13,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-16,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-17,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-18,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-19,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-20,39,39,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-23,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-24,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-25,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-26,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-27,40,40,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-11-30,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-01,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-02,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-03,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-04,42,42,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-07,46,46,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-08,46,46,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-09,46,46,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-10,46,46,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-11,46,46,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-14,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-15,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-16,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-17,49,49,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-18,49,49,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-21,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-22,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-23,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-24,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-25,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-28,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-29,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-30,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2015-12-31,50,50,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-01,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-04,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-05,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-06,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-07,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-08,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-11,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-12,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-13,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-14,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-15,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-18,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-19,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-20,54,54,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-21,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-22,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-25,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-26,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-27,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-28,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-01-29,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-01,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-02,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-03,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-04,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-05,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-08,53,53,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-09,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-10,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-11,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-12,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-15,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-16,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-17,52,52,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-18,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-19,51,51,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-22,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-23,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-24,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-25,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-26,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-02-29,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-01,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-02,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-03,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-04,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-07,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-08,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-09,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-10,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-11,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-14,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-15,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-16,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-17,59,59,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-18,59,59,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-21,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-22,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-23,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-24,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-25,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-28,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-29,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-30,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-03-31,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-01,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-04,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-05,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-06,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-07,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-08,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-11,67,67,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-12,68,68,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-13,68,68,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-14,65,65,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-15,65,65,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-18,67,67,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-19,67,67,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-20,67,67,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-21,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-22,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-25,64,64,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-26,64,64,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-27,64,64,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-28,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-04-29,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-02,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-03,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-04,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-05,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-06,63,63,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-09,68,68,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-10,68,68,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-11,68,68,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-12,67,67,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-13,67,67,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-16,68,68,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-17,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-18,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-19,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-20,56,56,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-23,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-24,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-25,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-26,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-27,58,58,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-30,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-05-31,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-01,61,61,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-02,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-03,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-06,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-07,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-08,60,60,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-09,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-10,62,62,808670,False,audit_only_wait_strategy_center_decision
TPEx,2016-06-13,62,62,808670,False,audit_only_wait_strategy_center_decision
