ticker,market,requested_start,requested_end,actual_start,actual_end,trusted_nonofficial_adjusted_ready,official_adjusted_ready,official_raw_plus_corporate_action_guard_complete,source_quality,blocked_reason
1732,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1773,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1736,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1760,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1795,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1802,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1904,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1808,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2009,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2006,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2002,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1785,TPEx,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2014,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
1815,TPEx,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2023,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2034,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2031,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2027,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2049,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2059,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2062,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2101,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2105,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2201,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2070,TPEx,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2204,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2066,TPEx,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2206,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2211,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2228,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2207,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2233,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2303,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2312,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2301,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2308,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2317,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2323,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2313,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2311,TWSE,2022-07-11,2026-07-09,,,False,False,False,blocked,2311.TW:200:;2311.TWO:404:HTTP_404
2324,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2230,TPEx,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2328,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2329,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2327,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2331,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2332,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2330,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2338,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2337,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2325,TWSE,2022-07-11,2026-07-09,,,False,False,False,blocked,2325.TW:200:;2325.TWO:404:HTTP_404
2340,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2344,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2345,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2347,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2348,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2351,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2353,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2352,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2354,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2356,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2357,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2355,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2360,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2359,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2364,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2362,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2363,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2365,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2367,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2369,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2368,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2374,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2371,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2377,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2379,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2382,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2375,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2376,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2385,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2383,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2392,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2388,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2393,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2395,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2402,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2399,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2401,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2405,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2408,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2409,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2404,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2406,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2412,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2419,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2417,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2425,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2421,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2413,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2428,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2426,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2427,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2436,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2441,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2439,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2451,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2449,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2455,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2453,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2448,TWSE,2022-07-11,2026-07-09,,,False,False,False,blocked,2448.TW:404:HTTP_404;2448.TWO:404:HTTP_404
2454,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2458,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2457,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2462,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2464,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2456,TWSE,2022-07-11,2026-07-09,,,False,False,False,blocked,2456.TW:404:HTTP_404;2456.TWO:404:HTTP_404
2468,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2467,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2471,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2472,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2474,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2476,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2478,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2481,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2484,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2489,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2486,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2492,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2493,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2497,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2495,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2501,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2524,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2504,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2515,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2520,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2537,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2530,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2540,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2542,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2543,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2605,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2538,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2609,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2607,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2547,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2603,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2610,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2611,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2606,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2615,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2617,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2636,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2634,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2613,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2618,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2630,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2645,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2646,TWSE,2022-07-11,2026-07-09,2022-09-30,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2637,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2641,TPEx,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2707,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2727,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2731,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2739,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2753,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2801,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
2748,TWSE,2022-07-11,2026-07-09,2022-07-11,2026-07-09,True,False,False,trusted_nonofficial_yahoo_research_grade,
