attempt_id,market,company_type,period,url,http_code,content_type,status,row_count,error
otc_2017-09_1,TPEx,1,2017-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_9_1.html,200,text/html,ok,24,
sii_2017-09_0,TWSE,0,2017-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_9_0.html,200,text/html,ok,870,
sii_2017-09_1,TWSE,1,2017-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_9_1.html,200,text/html,ok,61,
otc_2017-10_0,TPEx,0,2017-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_10_0.html,200,text/html,ok,725,
otc_2017-10_1,TPEx,1,2017-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_10_1.html,200,text/html,ok,24,
sii_2017-10_0,TWSE,0,2017-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_10_0.html,200,text/html,ok,871,
sii_2017-10_1,TWSE,1,2017-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_10_1.html,200,text/html,ok,62,
otc_2017-11_0,TPEx,0,2017-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_11_0.html,200,text/html,ok,725,
otc_2017-11_1,TPEx,1,2017-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_11_1.html,200,text/html,ok,25,
sii_2017-11_0,TWSE,0,2017-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_11_0.html,200,text/html,ok,872,
sii_2017-11_1,TWSE,1,2017-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_11_1.html,200,text/html,ok,62,
otc_2017-12_0,TPEx,0,2017-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_12_0.html,200,text/html,ok,726,
otc_2017-12_1,TPEx,1,2017-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_106_12_1.html,200,text/html,ok,25,
sii_2017-12_0,TWSE,0,2017-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_12_0.html,200,text/html,ok,872,
sii_2017-12_1,TWSE,1,2017-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_106_12_1.html,200,text/html,ok,63,
otc_2018-01_0,TPEx,0,2018-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_1_0.html,200,text/html,ok,728,
otc_2018-01_1,TPEx,1,2018-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_1_1.html,200,text/html,ok,26,
sii_2018-01_0,TWSE,0,2018-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_1_0.html,200,text/html,ok,875,
sii_2018-01_1,TWSE,1,2018-01,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_1_1.html,200,text/html,ok,63,
otc_2018-02_0,TPEx,0,2018-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_2_0.html,200,text/html,ok,728,
otc_2018-02_1,TPEx,1,2018-02,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_2_1.html,200,text/html,ok,26,
sii_2018-02_0,TWSE,0,2018-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_2_0.html,200,text/html,ok,875,
sii_2018-02_1,TWSE,1,2018-02,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_2_1.html,200,text/html,ok,63,
otc_2018-03_0,TPEx,0,2018-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_3_0.html,200,text/html,ok,729,
otc_2018-03_1,TPEx,1,2018-03,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_3_1.html,200,text/html,ok,26,
sii_2018-03_0,TWSE,0,2018-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_3_0.html,200,text/html,ok,875,
sii_2018-03_1,TWSE,1,2018-03,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_3_1.html,200,text/html,ok,63,
otc_2018-04_0,TPEx,0,2018-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_4_0.html,200,text/html,ok,732,
otc_2018-04_1,TPEx,1,2018-04,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_4_1.html,200,text/html,ok,26,
sii_2018-04_0,TWSE,0,2018-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_4_0.html,200,text/html,ok,877,
sii_2018-04_1,TWSE,1,2018-04,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_4_1.html,200,text/html,ok,63,
otc_2018-05_0,TPEx,0,2018-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_5_0.html,200,text/html,ok,732,
otc_2018-05_1,TPEx,1,2018-05,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_5_1.html,200,text/html,ok,26,
sii_2018-05_0,TWSE,0,2018-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_5_0.html,200,text/html,ok,878,
sii_2018-05_1,TWSE,1,2018-05,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_5_1.html,200,text/html,ok,63,
otc_2018-06_0,TPEx,0,2018-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_6_0.html,200,text/html,ok,735,
otc_2018-06_1,TPEx,1,2018-06,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_6_1.html,200,text/html,ok,26,
sii_2018-06_0,TWSE,0,2018-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_6_0.html,200,text/html,ok,879,
sii_2018-06_1,TWSE,1,2018-06,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_6_1.html,200,text/html,ok,63,
otc_2018-07_0,TPEx,0,2018-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_7_0.html,200,text/html,ok,736,
otc_2018-07_1,TPEx,1,2018-07,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_7_1.html,200,text/html,ok,26,
sii_2018-07_0,TWSE,0,2018-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_7_0.html,200,text/html,ok,880,
sii_2018-07_1,TWSE,1,2018-07,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_7_1.html,200,text/html,ok,65,
otc_2018-08_0,TPEx,0,2018-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_8_0.html,200,text/html,ok,738,
otc_2018-08_1,TPEx,1,2018-08,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_8_1.html,200,text/html,ok,26,
sii_2018-08_0,TWSE,0,2018-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_8_0.html,200,text/html,ok,882,
sii_2018-08_1,TWSE,1,2018-08,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_8_1.html,200,text/html,ok,66,
otc_2018-09_0,TPEx,0,2018-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_9_0.html,200,text/html,ok,741,
otc_2018-09_1,TPEx,1,2018-09,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_9_1.html,200,text/html,ok,26,
sii_2018-09_0,TWSE,0,2018-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_9_0.html,200,text/html,ok,883,
sii_2018-09_1,TWSE,1,2018-09,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_9_1.html,200,text/html,ok,67,
otc_2018-10_0,TPEx,0,2018-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_10_0.html,200,text/html,ok,744,
otc_2018-10_1,TPEx,1,2018-10,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_10_1.html,200,text/html,ok,26,
sii_2018-10_0,TWSE,0,2018-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_10_0.html,200,text/html,ok,885,
sii_2018-10_1,TWSE,1,2018-10,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_10_1.html,200,text/html,ok,69,
otc_2018-11_0,TPEx,0,2018-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_11_0.html,200,text/html,ok,746,
otc_2018-11_1,TPEx,1,2018-11,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_11_1.html,200,text/html,ok,26,
sii_2018-11_0,TWSE,0,2018-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_11_0.html,200,text/html,ok,887,
sii_2018-11_1,TWSE,1,2018-11,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_11_1.html,200,text/html,ok,69,
otc_2018-12_0,TPEx,0,2018-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_12_0.html,200,text/html,ok,747,
otc_2018-12_1,TPEx,1,2018-12,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_107_12_1.html,200,text/html,ok,26,
sii_2018-12_0,TWSE,0,2018-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_12_0.html,200,text/html,ok,887,
sii_2018-12_1,TWSE,1,2018-12,https://mopsov.twse.com.tw/nas/t21/sii/t21sc03_107_12_1.html,200,text/html,ok,69,
otc_2019-01_0,TPEx,0,2019-01,https://mopsov.twse.com.tw/nas/t21/otc/t21sc03_108_1_0.html,200,text/html,ok,750,
