ticker,name,covered_periods,first_period,last_period
1710,東聯,45,2015Q1,2026Q1
1711,永光,45,2015Q1,2026Q1
1712,興農,45,2015Q1,2026Q1
1713,國化,45,2015Q1,2026Q1
1714,和桐,45,2015Q1,2026Q1
1717,長興,45,2015Q1,2026Q1
1718,中纖,45,2015Q1,2026Q1
1720,生達,45,2015Q1,2026Q1
1721,三晃,45,2015Q1,2026Q1
1722,台肥,45,2015Q1,2026Q1
1723,中碳,45,2015Q1,2026Q1
1725,元禎,45,2015Q1,2026Q1
1726,永記,45,2015Q1,2026Q1
1727,中華化,45,2015Q1,2026Q1
1730,花仙子,45,2015Q1,2026Q1
1731,美吾華,45,2015Q1,2026Q1
1732,毛寶,45,2015Q1,2026Q1
1733,五鼎,45,2015Q1,2026Q1
1734,杏輝,45,2015Q1,2026Q1
1735,日勝化,45,2015Q1,2026Q1
1736,喬山,45,2015Q1,2026Q1
1737,臺鹽,45,2015Q1,2026Q1
1752,南光,45,2015Q1,2026Q1
1760,寶齡富錦,40,2015Q2,2026Q1
1762,中化生,45,2015Q1,2026Q1
1773,勝一,45,2015Q1,2026Q1
1776,展宇,43,2015Q2,2026Q1
1783,和康生,45,2015Q1,2026Q1
1786,科妍,45,2015Q1,2026Q1
1789,神隆,45,2015Q1,2026Q1
1795,美時,45,2015Q1,2026Q1
1802,台玻,45,2015Q1,2026Q1
1805,寶徠,45,2015Q1,2026Q1
1806,冠軍,45,2015Q1,2026Q1
1808,潤隆,45,2015Q1,2026Q1
1809,中釉,45,2015Q1,2026Q1
1810,和成,45,2015Q1,2026Q1
1817,凱撒衛,45,2015Q1,2026Q1
1903,士紙,45,2015Q1,2026Q1
1904,正隆,45,2015Q1,2026Q1
1905,華紙,45,2015Q1,2026Q1
1906,寶隆,45,2015Q1,2026Q1
1907,永豐餘,45,2015Q1,2026Q1
1909,榮成,45,2015Q1,2026Q1
2002,中鋼,45,2015Q1,2026Q1
2006,東和鋼鐵,45,2015Q1,2026Q1
2007,燁興,45,2015Q1,2026Q1
2008,高興昌,45,2015Q1,2026Q1
2009,第一銅,45,2015Q1,2026Q1
2010,春源,45,2015Q1,2026Q1
2012,春雨,45,2015Q1,2026Q1
2013,中鋼構,45,2015Q1,2026Q1
2014,中鴻,45,2015Q1,2026Q1
2015,豐興,45,2015Q1,2026Q1
2017,官田鋼,45,2015Q1,2026Q1
2020,美亞,45,2015Q1,2026Q1
2022,聚亨,45,2015Q1,2026Q1
2023,燁輝,45,2015Q1,2026Q1
2024,志聯,45,2015Q1,2026Q1
2025,千興,45,2015Q1,2026Q1
2027,大成鋼,45,2015Q1,2026Q1
2028,威致,45,2015Q1,2026Q1
2029,盛餘,45,2015Q1,2026Q1
2030,彰源,45,2015Q1,2026Q1
2031,新光鋼,45,2015Q1,2026Q1
2032,新鋼,45,2015Q1,2026Q1
2033,佳大,45,2015Q1,2026Q1
2034,允強,45,2015Q1,2026Q1
2038,海光,45,2015Q1,2026Q1
2049,上銀,45,2015Q1,2026Q1
2059,川湖,45,2015Q1,2026Q1
2062,橋椿,45,2015Q1,2026Q1
2069,運錩,44,2015Q2,2026Q1
2072,世紀風電,17,2018Q4,2026Q1
2101,南港,45,2015Q1,2026Q1
2102,泰豐,45,2015Q1,2026Q1
2103,台橡,45,2015Q1,2026Q1
2104,國際中橡,45,2015Q1,2026Q1
2105,正新,45,2015Q1,2026Q1
2106,建大,45,2015Q1,2026Q1
2107,厚生,45,2015Q1,2026Q1
2108,南帝,45,2015Q1,2026Q1
2109,華豐,45,2015Q1,2026Q1
2114,鑫永銓,45,2015Q1,2026Q1
2115,六暉-KY,45,2015Q1,2026Q1
2201,裕隆,45,2015Q1,2026Q1
2204,中華,45,2015Q1,2026Q1
2206,三陽工業,45,2015Q1,2026Q1
2207,和泰車,45,2015Q1,2026Q1
2208,台船,45,2015Q1,2026Q1
2211,長榮鋼,27,2018Q4,2026Q1
2227,裕日車,45,2015Q1,2026Q1
2228,劍麟,45,2015Q1,2026Q1
2231,為升,45,2015Q1,2026Q1
2233,宇隆,45,2015Q1,2026Q1
2236,百達-KY,45,2015Q1,2026Q1
2239,英利-KY,44,2015Q2,2026Q1
2241,艾姆勒,35,2015Q2,2026Q1
2243,宏旭-KY,38,2015Q4,2026Q1
2247,汎德永業,33,2016Q4,2026Q1
2248,華勝-KY,21,2017Q4,2026Q1
2250,IKKA-KY,23,2019Q4,2026Q1
2254,巨鎧精密-創,19,2020Q4,2026Q1
2258,鴻華先進-創,15,2021Q4,2026Q1
2301,光寶科,45,2015Q1,2026Q1
2302,麗正,45,2015Q1,2026Q1
2303,聯電,45,2015Q1,2026Q1
2305,全友,45,2015Q1,2026Q1
2308,台達電,45,2015Q1,2026Q1
2312,金寶,45,2015Q1,2026Q1
2313,華通,45,2015Q1,2026Q1
2314,台揚,45,2015Q1,2026Q1
2316,楠梓電,45,2015Q1,2026Q1
2317,鴻海,45,2015Q1,2026Q1
2321,東訊,45,2015Q1,2026Q1
2323,中環,45,2015Q1,2026Q1
2324,仁寶,45,2015Q1,2026Q1
2327,國巨*,45,2015Q1,2026Q1
2328,廣宇,45,2015Q1,2026Q1
2329,華泰,45,2015Q1,2026Q1
2330,台積電,45,2015Q1,2026Q1
2331,精英,45,2015Q1,2026Q1
2332,友訊,45,2015Q1,2026Q1
2337,旺宏,45,2015Q1,2026Q1
2338,光罩,45,2015Q1,2026Q1
2340,台亞,45,2015Q1,2026Q1
2342,茂矽,45,2015Q1,2026Q1
2344,華邦電,45,2015Q1,2026Q1
2345,智邦,45,2015Q1,2026Q1
2347,聯強,45,2015Q1,2026Q1
2348,海悅,45,2015Q1,2026Q1
2349,錸德,45,2015Q1,2026Q1
2351,順德,45,2015Q1,2026Q1
2352,佳世達,45,2015Q1,2026Q1
2353,宏碁,45,2015Q1,2026Q1
2354,鴻準,45,2015Q1,2026Q1
2355,敬鵬,45,2015Q1,2026Q1
2356,英業達,45,2015Q1,2026Q1
2357,華碩,45,2015Q1,2026Q1
2359,所羅門,45,2015Q1,2026Q1
2360,致茂,45,2015Q1,2026Q1
2362,藍天,45,2015Q1,2026Q1
2363,矽統,45,2015Q1,2026Q1
2364,倫飛,45,2015Q1,2026Q1
2365,昆盈,45,2015Q1,2026Q1
2367,燿華,45,2015Q1,2026Q1
2368,金像電,45,2015Q1,2026Q1
2369,菱生,45,2015Q1,2026Q1
2371,大同,45,2015Q1,2026Q1
2373,震旦行,45,2015Q1,2026Q1
2374,佳能,45,2015Q1,2026Q1
2375,凱美,45,2015Q1,2026Q1
2376,技嘉,45,2015Q1,2026Q1
2377,微星,45,2015Q1,2026Q1
2379,瑞昱,45,2015Q1,2026Q1
2380,虹光,45,2015Q1,2026Q1
2382,廣達,45,2015Q1,2026Q1
2383,台光電,45,2015Q1,2026Q1
2385,群光,45,2015Q1,2026Q1
2387,精元,45,2015Q1,2026Q1
2388,威盛,45,2015Q1,2026Q1
2390,云辰,45,2015Q1,2026Q1
2392,正崴,45,2015Q1,2026Q1
2393,億光,45,2015Q1,2026Q1
2395,研華,45,2015Q1,2026Q1
2397,友通,45,2015Q1,2026Q1
2399,映泰,45,2015Q1,2026Q1
2401,凌陽,45,2015Q1,2026Q1
2402,毅嘉,45,2015Q1,2026Q1
2404,漢唐,45,2015Q1,2026Q1
2405,輔信,45,2015Q1,2026Q1
2406,國碩,45,2015Q1,2026Q1
2408,南亞科,45,2015Q1,2026Q1
2409,友達,45,2015Q1,2026Q1
2412,中華電,45,2015Q1,2026Q1
2413,環科,45,2015Q1,2026Q1
2414,精技,45,2015Q1,2026Q1
2415,錩新,45,2015Q1,2026Q1
2417,圓剛,45,2015Q1,2026Q1
2419,仲琦,45,2015Q1,2026Q1
2420,新巨,45,2015Q1,2026Q1
2421,建準,45,2015Q1,2026Q1
2423,固緯,45,2015Q1,2026Q1
2424,隴華,45,2015Q1,2026Q1
2425,承啟,45,2015Q1,2026Q1
2426,鼎元,45,2015Q1,2026Q1
2427,三商電,45,2015Q1,2026Q1
2428,興勤,45,2015Q1,2026Q1
2429,銘旺科,45,2015Q1,2026Q1
2430,燦坤,45,2015Q1,2026Q1
2431,聯昌,45,2015Q1,2026Q1
2432,倚天酷碁-創,17,2020Q4,2026Q1
2433,互盛電,45,2015Q1,2026Q1
2434,統懋,45,2015Q1,2026Q1
2436,偉詮電,45,2015Q1,2026Q1
2438,翔耀,45,2015Q1,2026Q1
2439,美律,45,2015Q1,2026Q1
2440,太空梭,45,2015Q1,2026Q1
2441,超豐,45,2015Q1,2026Q1
2442,新美齊,45,2015Q1,2026Q1
2444,兆勁,45,2015Q1,2026Q1
2449,京元電子,45,2015Q1,2026Q1
2450,神腦,45,2015Q1,2026Q1
2451,創見,45,2015Q1,2026Q1
2453,凌群,45,2015Q1,2026Q1
2454,聯發科,45,2015Q1,2026Q1
2455,全新,45,2015Q1,2026Q1
2457,飛宏,45,2015Q1,2026Q1
2458,義隆,45,2015Q1,2026Q1
2459,敦吉,45,2015Q1,2026Q1
2460,建通,45,2015Q1,2026Q1
2461,光群雷,45,2015Q1,2026Q1
2462,良得電,45,2015Q1,2026Q1
2464,盟立,45,2015Q1,2026Q1
2465,麗臺,45,2015Q1,2026Q1
2466,冠西電,45,2015Q1,2026Q1
2467,志聖,45,2015Q1,2026Q1
2468,華經,45,2015Q1,2026Q1
2471,資通,45,2015Q1,2026Q1
2472,立隆電,45,2015Q1,2026Q1
2474,可成,45,2015Q1,2026Q1
2476,鉅祥,45,2015Q1,2026Q1
2477,美隆電,45,2015Q1,2026Q1
2478,大毅,45,2015Q1,2026Q1
2480,敦陽科,45,2015Q1,2026Q1
2481,強茂,45,2015Q1,2026Q1
2482,連宇,45,2015Q1,2026Q1
2483,百容,45,2015Q1,2026Q1
2484,希華,45,2015Q1,2026Q1
2485,兆赫,45,2015Q1,2026Q1
2486,一詮,45,2015Q1,2026Q1
2488,漢平,45,2015Q1,2026Q1
2489,瑞軒,45,2015Q1,2026Q1
2491,吉祥全,45,2015Q1,2026Q1
2492,華新科,45,2015Q1,2026Q1
2493,揚博,45,2015Q1,2026Q1
2495,普安,45,2015Q1,2026Q1
2496,卓越,45,2015Q1,2026Q1
2497,怡利電,45,2015Q1,2026Q1
2498,宏達電,45,2015Q1,2026Q1
2501,國建,45,2015Q1,2026Q1
2504,國產,45,2015Q1,2026Q1
2505,國揚,45,2015Q1,2026Q1
2506,太設,45,2015Q1,2026Q1
2509,全坤建,45,2015Q1,2026Q1
2511,太子,45,2015Q1,2026Q1
2514,龍邦,45,2015Q1,2026Q1
2515,中工,45,2015Q1,2026Q1
2516,新建,45,2015Q1,2026Q1
2520,冠德,45,2015Q1,2026Q1
2524,京城,45,2015Q1,2026Q1
2527,宏璟,45,2015Q1,2026Q1
2528,皇普,45,2015Q1,2026Q1
2530,華建,45,2015Q1,2026Q1
2534,宏盛,45,2015Q1,2026Q1
2535,達欣工,45,2015Q1,2026Q1
2536,宏普,45,2015Q1,2026Q1
2537,聯上發,45,2015Q1,2026Q1
2538,基泰,45,2015Q1,2026Q1
2539,櫻花建,45,2015Q1,2026Q1
2540,愛山林,45,2015Q1,2026Q1
2542,興富發,45,2015Q1,2026Q1
2543,皇昌,45,2015Q1,2026Q1
2545,皇翔,45,2015Q1,2026Q1
2546,根基,45,2015Q1,2026Q1
2547,日勝生,45,2015Q1,2026Q1
2548,華固,45,2015Q1,2026Q1
2597,潤弘,45,2015Q1,2026Q1
2601,益航,45,2015Q1,2026Q1
2603,長榮,45,2015Q1,2026Q1
2605,新興,45,2015Q1,2026Q1
2606,裕民,45,2015Q1,2026Q1
2607,榮運,45,2015Q1,2026Q1
2608,嘉里大榮,45,2015Q1,2026Q1
2609,陽明,45,2015Q1,2026Q1
2610,華航,45,2015Q1,2026Q1
2611,志信,45,2015Q1,2026Q1
2612,中航,45,2015Q1,2026Q1
2613,中櫃,45,2015Q1,2026Q1
2614,東森,45,2015Q1,2026Q1
2615,萬海,45,2015Q1,2026Q1
2616,山隆,45,2015Q1,2026Q1
2617,台航,45,2015Q1,2026Q1
2618,長榮航,45,2015Q1,2026Q1
2630,亞航,40,2015Q2,2026Q1
2633,台灣高鐵,43,2015Q2,2026Q1
2634,漢翔,45,2015Q1,2026Q1
2636,台驊控股,45,2015Q1,2026Q1
2637,慧洋-KY,45,2015Q1,2026Q1
2642,宅配通,45,2015Q1,2026Q1
2645,長榮航太,19,2020Q4,2026Q1
2646,星宇航空,14,2021Q4,2026Q1
2701,萬企,45,2015Q1,2026Q1
2702,華園,45,2015Q1,2026Q1
2704,國賓,45,2015Q1,2026Q1
2705,六福,45,2015Q1,2026Q1
2706,第一店,45,2015Q1,2026Q1
2707,晶華,45,2015Q1,2026Q1
2712,遠雄來,45,2015Q1,2026Q1
2722,夏都,45,2015Q1,2026Q1
2723,美食-KY,45,2015Q1,2026Q1
2727,王品,45,2015Q1,2026Q1
2731,雄獅,45,2015Q1,2026Q1
2739,寒舍,43,2015Q2,2026Q1
2748,雲品,43,2015Q2,2026Q1
2753,八方雲集,26,2018Q4,2026Q1
2762,世界健身-KY,12,2021Q4,2026Q1
2801,彰銀,45,2015Q1,2026Q1
2812,台中銀,45,2015Q1,2026Q1
2816,旺旺保,45,2015Q1,2026Q1
2820,華票,45,2015Q1,2026Q1
2832,台產,45,2015Q1,2026Q1
2834,臺企銀,45,2015Q1,2026Q1
2836,高雄銀,45,2015Q1,2026Q1
2838,聯邦銀,45,2015Q1,2026Q1
2845,遠東銀,45,2015Q1,2026Q1
2849,安泰銀,45,2015Q1,2026Q1
2850,新產,45,2015Q1,2026Q1
2851,中再保,45,2015Q1,2026Q1
2852,第一保,45,2015Q1,2026Q1
2855,統一證,45,2015Q1,2026Q1
2867,三商壽,45,2015Q1,2026Q1
2880,華南金,45,2015Q1,2026Q1
2881,富邦金,45,2015Q1,2026Q1
2882,國泰金,45,2015Q1,2026Q1
2883,凱基金,45,2015Q1,2026Q1
2884,玉山金,45,2015Q1,2026Q1
2885,元大金,45,2015Q1,2026Q1
2886,兆豐金,45,2015Q1,2026Q1
2887,台新新光金,45,2015Q1,2026Q1
2889,國票金,45,2015Q1,2026Q1
2890,永豐金,45,2015Q1,2026Q1
2891,中信金,45,2015Q1,2026Q1
2892,第一金,45,2015Q1,2026Q1
2897,王道銀行,42,2015Q2,2026Q1
2901,欣欣,45,2015Q1,2026Q1
2903,遠百,45,2015Q1,2026Q1
2904,匯僑,45,2015Q1,2026Q1
2905,三商,45,2015Q1,2026Q1
2906,高林,45,2015Q1,2026Q1
2908,特力,45,2015Q1,2026Q1
2910,統領,45,2015Q1,2026Q1
2911,麗嬰房,45,2015Q1,2026Q1
2912,統一超,45,2015Q1,2026Q1
2913,農林,45,2015Q1,2026Q1
2915,潤泰全,45,2015Q1,2026Q1
2923,鼎固-KY,45,2015Q1,2026Q1
2929,淘帝-KY,45,2015Q1,2026Q1
2939,永邑-KY,38,2015Q4,2026Q1
2945,三商家購,28,2017Q4,2026Q1
3002,歐格,45,2015Q1,2026Q1
3003,健和興,45,2015Q1,2026Q1
3004,豐達科,45,2015Q1,2026Q1
3005,神基,45,2015Q1,2026Q1
3006,晶豪科,45,2015Q1,2026Q1
3008,大立光,45,2015Q1,2026Q1
3010,華立,45,2015Q1,2026Q1
3011,今皓,45,2015Q1,2026Q1
3013,晟銘電,45,2015Q1,2026Q1
3014,聯陽,45,2015Q1,2026Q1
3015,全漢,45,2015Q1,2026Q1
3016,嘉晶,45,2015Q1,2026Q1
3017,奇鋐,45,2015Q1,2026Q1
3018,隆銘綠能,45,2015Q1,2026Q1
3019,亞光,45,2015Q1,2026Q1
3021,鴻名,45,2015Q1,2026Q1
3022,威強電,45,2015Q1,2026Q1
3023,信邦,45,2015Q1,2026Q1
3024,憶聲,45,2015Q1,2026Q1
3025,星通,45,2015Q1,2026Q1
3026,禾伸堂,45,2015Q1,2026Q1
3027,盛達,45,2015Q1,2026Q1
3028,增你強,45,2015Q1,2026Q1
3029,零壹,45,2015Q1,2026Q1
3030,德律,45,2015Q1,2026Q1
3031,佰鴻,45,2015Q1,2026Q1
3032,偉訓,45,2015Q1,2026Q1
3033,威健,45,2015Q1,2026Q1
3034,聯詠,45,2015Q1,2026Q1
3035,智原,45,2015Q1,2026Q1
3036,文曄,45,2015Q1,2026Q1
3037,欣興,45,2015Q1,2026Q1
3038,全台,45,2015Q1,2026Q1
3040,遠見,45,2015Q1,2026Q1
3041,揚智,45,2015Q1,2026Q1
3042,晶技,45,2015Q1,2026Q1
3043,科風,45,2015Q1,2026Q1
3044,健鼎,45,2015Q1,2026Q1
3045,台灣大,45,2015Q1,2026Q1
3046,建碁,45,2015Q1,2026Q1
3047,訊舟,45,2015Q1,2026Q1
3048,益登,45,2015Q1,2026Q1
3049,精金,45,2015Q1,2026Q1
3050,鈺德,45,2015Q1,2026Q1
3051,力特,45,2015Q1,2026Q1
3052,夆典,45,2015Q1,2026Q1
3054,立萬利,45,2015Q1,2026Q1
3055,蔚華科,45,2015Q1,2026Q1
3056,富華新,45,2015Q1,2026Q1
3057,喬鼎,45,2015Q1,2026Q1
3058,立德,45,2015Q1,2026Q1
3059,華晶科,45,2015Q1,2026Q1
3060,銘異,45,2015Q1,2026Q1
3062,建漢,45,2015Q1,2026Q1
3090,日電貿,45,2015Q1,2026Q1
3092,鴻碩,45,2015Q1,2026Q1
3094,聯傑,45,2015Q1,2026Q1
3130,一零四,45,2015Q1,2026Q1
3135,凌航,14,2020Q4,2026Q1
3138,耀登,35,2015Q2,2026Q1
3149,正達,45,2015Q1,2026Q1
3150,鈺寶-創,28,2015Q2,2026Q1
3164,景岳,45,2015Q1,2026Q1
3167,大量,45,2015Q1,2026Q1
3168,眾福科,28,2015Q2,2026Q1
3189,景碩,45,2015Q1,2026Q1
3209,全科,45,2015Q1,2026Q1
3229,晟鈦,45,2015Q1,2026Q1
3231,緯創,45,2015Q1,2026Q1
3257,虹冠電,45,2015Q1,2026Q1
3266,昇陽,45,2015Q1,2026Q1
3296,勝德,45,2015Q1,2026Q1
3305,昇貿,45,2015Q1,2026Q1
3308,聯德,45,2015Q1,2026Q1
3311,閎暉,45,2015Q1,2026Q1
3312,弘憶股,45,2015Q1,2026Q1
3321,同泰,45,2015Q1,2026Q1
3338,泰碩,45,2015Q1,2026Q1
3346,麗清,43,2015Q2,2026Q1
3356,奇偶,45,2015Q1,2026Q1
3376,新日興,45,2015Q1,2026Q1
3380,明泰,45,2015Q1,2026Q1
3406,玉晶光,45,2015Q1,2026Q1
3413,京鼎,45,2015Q1,2026Q1
3416,融程電,45,2015Q1,2026Q1
3419,譁裕,45,2015Q1,2026Q1
3432,台端,45,2015Q1,2026Q1
3437,榮創,45,2015Q1,2026Q1
3443,創意,45,2015Q1,2026Q1
3447,展達,30,2015Q2,2026Q1
3450,聯鈞,45,2015Q1,2026Q1
3481,群創,45,2015Q1,2026Q1
3494,誠研,45,2015Q1,2026Q1
3501,維熹,45,2015Q1,2026Q1
3504,揚明光,45,2015Q1,2026Q1
3515,華擎,45,2015Q1,2026Q1
3518,柏騰,45,2015Q1,2026Q1
3528,安馳,45,2015Q1,2026Q1
3530,晶相光,39,2015Q2,2026Q1
3532,台勝科,45,2015Q1,2026Q1
3533,嘉澤,45,2015Q1,2026Q1
3535,晶彩科,45,2015Q1,2026Q1
3543,州巧,35,2015Q2,2026Q1
3545,敦泰,45,2015Q1,2026Q1
3550,聯穎,45,2015Q1,2026Q1
3557,嘉威,45,2015Q1,2026Q1
3563,牧德,45,2015Q1,2026Q1
3576,聯合再生,45,2015Q1,2026Q1
3583,辛耘,45,2015Q1,2026Q1
3588,通嘉,45,2015Q1,2026Q1
3591,艾笛森,45,2015Q1,2026Q1
3592,瑞鼎,32,2015Q2,2026Q1
3593,力銘,45,2015Q1,2026Q1
3596,智易,45,2015Q1,2026Q1
3605,宏致,45,2015Q1,2026Q1
3607,谷崧,45,2015Q1,2026Q1
3617,碩天,45,2015Q1,2026Q1
3622,洋華,45,2015Q1,2026Q1
3645,達邁,45,2015Q1,2026Q1
3652,精聯,45,2015Q1,2026Q1
3653,健策,45,2015Q1,2026Q1
3661,世芯-KY,45,2015Q1,2026Q1
3665,貿聯-KY,45,2015Q1,2026Q1
3669,圓展,45,2015Q1,2026Q1
3673,TPK-KY,45,2015Q1,2026Q1
3679,新至陞,45,2015Q1,2026Q1
3686,達能,45,2015Q1,2026Q1
3694,海華,45,2015Q1,2026Q1
3701,大眾控,45,2015Q1,2026Q1
3702,大聯大,45,2015Q1,2026Q1
3703,欣陸,45,2015Q1,2026Q1
3704,合勤控,45,2015Q1,2026Q1
3705,永信,45,2015Q1,2026Q1
3706,神達,45,2015Q1,2026Q1
3708,上緯投控,39,2016Q3,2026Q1
3711,日月光投控,32,2018Q2,2026Q1
3712,永崴投控,30,2018Q4,2026Q1
3714,富采,21,2021Q1,2026Q1
3715,定穎投控,15,2022Q3,2026Q1
3716,中化控股,7,2024Q3,2026Q1
