date,ticker,name,market,is_listed_as_of_date,is_suspended_as_of_date,volume,turnover_value,open,high,low,close,liquidity_pass,blocked_reason,source_date,source_url,source_id,source_type,formal_exact,raw_source_path
2015-01-05,1213,大飲,TWSE,true,unknown_from_daily_trading_only,64000,1353300,21.15,21.3,21.05,21.25,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1215,卜蜂,TWSE,true,unknown_from_daily_trading_only,436207,11020533,25.35,25.35,25.15,25.25,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1216,統一,TWSE,true,unknown_from_daily_trading_only,7988311,395523625,49.9,50.0,49.0,49.55,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1217,愛之味,TWSE,true,unknown_from_daily_trading_only,520769,4243340,8.18,8.2,8.13,8.13,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1218,泰山,TWSE,true,unknown_from_daily_trading_only,313463,3768156,12.1,12.1,11.95,12.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1219,福壽,TWSE,true,unknown_from_daily_trading_only,94288,1432176,15.25,15.4,15.05,15.3,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1220,台榮,TWSE,true,unknown_from_daily_trading_only,105100,1092329,10.4,10.45,10.35,10.4,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1225,福懋油,TWSE,true,unknown_from_daily_trading_only,388705,8247953,21.2,21.7,20.9,21.65,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1227,佳格,TWSE,true,unknown_from_daily_trading_only,942757,64716390,70.0,70.0,68.1,68.6,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1229,聯華,TWSE,true,unknown_from_daily_trading_only,737091,15076004,20.55,20.55,20.3,20.5,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1231,聯華食,TWSE,true,unknown_from_daily_trading_only,171767,5397718,31.6,31.9,31.2,31.65,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1232,大統益,TWSE,true,unknown_from_daily_trading_only,100060,6999004,70.5,70.5,69.7,70.1,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1233,天仁,TWSE,true,unknown_from_daily_trading_only,56021,2629779,47.15,47.15,46.8,46.85,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1234,黑松,TWSE,true,unknown_from_daily_trading_only,182750,6893694,37.6,38.0,37.5,37.8,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1235,興泰,TWSE,true,unknown_from_daily_trading_only,99000,2615600,26.5,26.9,26.15,26.9,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1236,宏亞,TWSE,true,unknown_from_daily_trading_only,11504,277195,24.2,24.2,24.0,24.1,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1262,綠悅-KY,TWSE,true,unknown_from_daily_trading_only,211100,31903500,149.0,153.0,148.5,150.5,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1301,台塑,TWSE,true,unknown_from_daily_trading_only,4541651,322023763,71.6,72.0,70.0,71.5,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1303,南亞,TWSE,true,unknown_from_daily_trading_only,7010530,448543220,64.8,64.8,63.5,63.9,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1304,台聚,TWSE,true,unknown_from_daily_trading_only,7614082,134871788,17.5,18.05,17.3,17.75,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1305,華夏,TWSE,true,unknown_from_daily_trading_only,4788936,67080454,13.9,14.15,13.75,14.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1307,三芳,TWSE,true,unknown_from_daily_trading_only,152898,4577890,30.0,30.05,29.85,30.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1308,亞聚,TWSE,true,unknown_from_daily_trading_only,3358590,81551012,24.25,24.6,23.8,24.15,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1309,台達化,TWSE,true,unknown_from_daily_trading_only,1535758,15394744,10.0,10.2,9.9,10.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1310,台苯,TWSE,true,unknown_from_daily_trading_only,4579009,64605114,13.8,14.3,13.7,14.3,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1312,國喬,TWSE,true,unknown_from_daily_trading_only,2724537,46086029,17.0,17.1,16.75,17.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1313,聯成,TWSE,true,unknown_from_daily_trading_only,713439,8078754,11.3,11.4,11.2,11.35,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1314,中石化,TWSE,true,unknown_from_daily_trading_only,100944666,1207800377,11.55,12.25,11.45,12.15,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1315,達新,TWSE,true,unknown_from_daily_trading_only,32300,919451,28.65,28.65,28.35,28.5,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1316,上曜,TWSE,true,unknown_from_daily_trading_only,116000,1488800,12.8,12.95,12.75,12.9,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1319,東陽,TWSE,true,unknown_from_daily_trading_only,4461579,165830856,36.7,37.8,36.2,37.55,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1321,大洋,TWSE,true,unknown_from_daily_trading_only,163000,5882100,36.3,36.3,35.9,36.15,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1323,永裕,TWSE,true,unknown_from_daily_trading_only,222810,7426935,33.6,33.7,33.2,33.55,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1324,地球,TWSE,true,unknown_from_daily_trading_only,147000,2099950,14.1,14.45,14.1,14.15,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1325,恆大,TWSE,true,unknown_from_daily_trading_only,258969,5278956,20.5,20.55,20.3,20.5,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1326,台化,TWSE,true,unknown_from_daily_trading_only,4189660,275670460,66.1,66.2,65.0,66.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1337,再生-KY,TWSE,true,unknown_from_daily_trading_only,860850,31192769,36.7,36.7,36.05,36.25,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1338,廣華-KY,TWSE,true,unknown_from_daily_trading_only,246000,23069900,94.0,95.2,92.3,94.8,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1339,昭輝,TWSE,true,unknown_from_daily_trading_only,61220,6301440,102.5,103.5,102.0,103.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1340,勝悅-KY,TWSE,true,unknown_from_daily_trading_only,155643,16229515,104.0,105.0,103.0,105.0,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1402,遠東新,TWSE,true,unknown_from_daily_trading_only,4276157,133303449,31.2,31.35,30.9,31.35,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1409,新纖,TWSE,true,unknown_from_daily_trading_only,4294563,47261393,10.9,11.15,10.8,11.1,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
2015-01-05,1410,南染,TWSE,true,unknown_from_daily_trading_only,61000,1576771,25.6,26.0,25.6,25.9,true,,2015-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20150105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit,false,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_dynamic_pool1_all_listed_liquid_universe_pit_daily_20260703\raw_sources\twse_20150105_twse_mi_index_allbut0999.json
