ticker,company_name,market,source_id,source_url,source_quality,record_kind,dividend_year_roc,period,board_resolution_date,shareholder_meeting_date,official_available_date_policy,ex_date,payment_date,cash_dividend_earnings_per_share,cash_dividend_capital_reserve_per_share,cash_dividend_total_per_share_candidate,stock_dividend_earnings_per_share,stock_dividend_capital_reserve_per_share,stock_dividend_total_per_share_candidate,raw_record_json,accepted_for_core_total_return_ledger,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,cash_distribution_status
2374,佳能,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,108,1,2020-05-06,2020-06-17,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.3,0.0,0.3,0.0,0.0,0.0,"{""備註"": ""無。"", ""公司代號"": ""2374"", ""公司名稱"": ""佳能"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""365419579"", ""可分配盈餘(元)"": ""450128423"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度總決算如有盈餘，除依法提繳稅款，彌補以往虧損，次就其餘額提撥百分之十之法定盈餘公積。但法定盈餘 公積累積已達資本總額時，不在此限。必要時得依規定提撥或迴轉特別盈餘公積後，其餘併同期初未分配盈餘為股東累積可分配盈餘，由董事會擬定盈餘分派案，以發行新股方式為之時，應提請股東會決議後分派之。本公司依公司法二百四十條第五項規定，授權董事會以三分之二以上董事之出席，及出席董事過半數之決議，將應分派股息及紅利或公司法第二百四十一條第一項規定之法定盈餘公積及資本公積之全部或一部，以發放現金之方式為之，並報告股東會。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""1077693708"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""-399263554"", ""股利年度"": ""108"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1090617"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.30000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""84708844"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1090506"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2374,佳能,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-05-02,2019-06-14,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.5,0.0,0.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2374"", ""公司名稱"": ""佳能"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""1077693708"", ""可分配盈餘(元)"": ""1218875114"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度總決算如有盈餘，除依法提繳稅款，彌補以往虧損，次就其餘額提撥百分之十之法定盈餘公積。但法定盈餘公積累積已達資本總額時，不在此限。必要時得依規定提撥或迴轉特別盈餘公積後，其餘併同期初未分配盈餘為股東累積可分配盈餘，由董事會擬定盈餘分配案提請股東會決議分配之。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""2096832864"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""-463048371"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080614"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""141181406"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080502"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2388,威盛,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,109,1,2021-04-29,2021-06-18,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.8,0.0,0.8,0.0,0.0,0.0,"{""備註"": ""股東股利計算之股數係按 民國110年4月20日實際流通在外股數 494,395,941股計算。"", ""公司代號"": ""2388"", ""公司名稱"": ""威盛"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""2202454344"", ""可分配盈餘(元)"": ""2597971097"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算如有本期稅後淨利時，依下列順序分派之。\r\n一、提繳稅捐。\r\n二、彌補以往年度虧損。\r\n三、提存百分之十為法定盈餘公積，但法定盈餘公積累積已達本公司資本總額時，不在此限。\r\n四、依法提列或迴轉特別盈餘公積。\r\n五、依前述一至四項順序分派後，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""-1161852896"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""4722645707"", ""股利年度"": ""109"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1100618"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.80000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""395516753"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1100429"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2412,中華電,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-03-19,2019-06-21,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,4.479,0.0,4.479,0.0,0.0,0.0,"{""備註"": ""董事會擬訂108年7月31日為除息基準日。"", ""公司代號"": ""2412"", ""公司名稱"": ""中華電"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""12395741755"", ""可分配盈餘(元)"": ""47141344830"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司每一會計年度完納一切稅捐後，分派盈餘時，應先彌補以往年度虧損以及提撥百分之十為法定盈餘公積。但法定盈餘公積累積已達資本總額時，不在此限；並得依業務需要或規定提列或迴轉特別盈餘公積；所餘款項於加計累積未分配盈餘後，至少提撥百分之五十分派股東股利，其中現金股利不得低於股利總數之百分之五十。但現金股利每股若低於零點一元得改以股票股利發放。\r\n前項盈餘提供分派之比率，得視當年度實際獲利、資本預算及資金狀況等相關因素酌予調整，並經股東會決議後辦理之。\r\n公司無盈餘時，不分派股息及紅利。\r\n公司無虧損時，得將超過票面金額發行股票所得溢額之資本公積之全部或一部，按股東原有股份之比例發給新股或現金。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""3373548"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""35501621178"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080621"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""4.47900000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""34745603075"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080319"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2412,中華電,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,108,1,2020-02-26,2020-05-29,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,4.226,0.0,4.226,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2412"", ""公司名稱"": ""中華電"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""13558391059"", ""可分配盈餘(元)"": ""46341360158"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司每一會計年度完納一切稅捐後，分派盈餘時，應先彌補以往年度虧損以及提撥百分之十為法定盈餘公積。但法定盈餘公積累積已達資本總額時，不在此限；並得依業務需要或規定提列或迴轉特別盈餘公積；所餘款項於加計累積未分配盈餘後，至少提撥百分之五十分派股東股利，其中現金股利不得低於股利總數之百分之五十。但現金股利每股若低於零點一元得改以股票股利發放。\r\n前項盈餘提供分派之比率，得視當年度實際獲利、資本預算及資金狀況等相關因素酌予調整，並經股東會決議後辦理之。\r\n公司無盈餘時，不分派股息及紅利。\r\n公司無虧損時，得將超過票面金額發行股票所得溢額之資本公積之全部或一部，按股東原有股份之比例發給新股或現金。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""12395741755"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""32788545870"", ""股利年度"": ""108"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1090529"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""4.22600000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""32782969099"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1090226"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2412,中華電,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,109,1,2021-02-23,2021-05-28,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,4.306,0.0,4.306,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2412"", ""公司名稱"": ""中華電"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""14514600491"", ""可分配盈餘(元)"": ""47918165314"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司每一會計年度完納一切稅捐後，分派盈餘時，應先彌補以往年度虧損以及提撥百分之十為法定盈餘公積。但法定盈餘公積累積已達資本總額時，不在此限；並得依業務需要或規定提列或迴轉特別盈餘公積；所餘款項於加計累積未分配盈餘後，至少提撥百分之五十分派股東股利，其中現金股利不得低於股利總數之百分之五十。但現金股利每股若低於零點一元得改以股票股利發放。\r\n前項盈餘提供分派之比率，得視當年度實際獲利、資本預算及資金狀況等相關因素酌予調整，並經股東會決議後辦理之。\r\n公司無盈餘時，不分派股息及紅利。\r\n公司無虧損時，得將超過票面金額發行股票所得溢額之資本公積之全部或一部，按股東原有股份之比例發給新股或現金。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""13558391059"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""33406130451"", ""股利年度"": ""109"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1100528"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""4.30600000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""33403564823"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1100223"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2453,凌群,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-03-22,2019-06-13,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.5,0.0,0.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2453"", ""公司名稱"": ""凌群"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""425475652"", ""可分配盈餘(元)"": ""475475652"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算之盈餘，應依法完納一切稅捐，並先彌補以往年度虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東紅利。\r\n本公司為求企業穩定成長、永續經營及長遠發展，考量本公司未來資金需求及長期財務規劃，在維持平衡穩定股利之目標下，股利發放採現金股利及股票股利適度搭配為原則，並視當年度實際獲利、資本預算規劃及資金狀況，決定本公司股利發放之種類、金額及時機。本公司盈餘之分配，每年發放之現金股利不低於當年度所配發股利總額的百分之十，惟若未來盈餘及資金較為充裕時，得提高發放比例。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""419786884"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""62911469"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080613"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""50000000"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080322"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2453,凌群,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,108,1,2020-03-23,2020-06-12,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,1.0,0.0,1.0,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2453"", ""公司名稱"": ""凌群"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""430284835"", ""可分配盈餘(元)"": ""530284835"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算之盈餘，應依法完納一切稅捐，並先彌補以往年度虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東紅利。\r\n本公司為求企業穩定成長、永續經營及長遠發展，考量本公司未來資金需求及長期財務規劃，在維持平衡穩定股利之目標下，股利發放採現金股利及股票股利適度搭配為原則，並視當年度實際獲利、資本預算規劃及資金狀況，決定本公司股利發放之種類、金額及時機。本公司盈餘之分配，每年發放之現金股利不低於當年度所配發股利總額的百分之十，惟若未來盈餘及資金較為充裕時，得提高發放比例。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""425475652"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""129150437"", ""股利年度"": ""108"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1090612"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""1.00000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""100000000"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1090323"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2453,凌群,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,109,1,2021-03-18,2021-06-16,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,1.5,0.0,1.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2453"", ""公司名稱"": ""凌群"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""449098330"", ""可分配盈餘(元)"": ""599098330"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""本公司年度決算之盈餘，應依法完納一切稅捐，並先彌補以往年度虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東紅利。\r\n本公司為求企業穩定成長、永續經營及長遠發展，考量本公司未來資金需求及長期財務規劃，在維持平衡穩定股利之目標下，股利發放採現金股利及股票股利適度搭配為原則，並視當年度實際獲利、資本預算規劃及資金狀況，決定本公司股利發放之種類、金額及時機。本公司盈餘之分配，每年發放之現金股利不低於當年度所配發股利總額的百分之十，惟若未來盈餘及資金較為充裕時，得提高發放比例。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""430284835"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""169958330"", ""股利年度"": ""109"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1100616"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""1.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""150000000"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1100318"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2468,華經,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,107,1,2019-03-25,2019-06-21,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.5,0.0,0.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2468"", ""公司名稱"": ""華經"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""169369259"", ""可分配盈餘(元)"": ""204349884"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""公司章程第廿七條：本公司年度總決算於完納稅捐，彌補以往虧損後，分配盈餘時，應先提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積後，如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分配之。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""163658413"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""42485532"", ""股利年度"": ""107"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1080621"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""34980625"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1080325"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2468,華經,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,108,1,2020-03-25,2020-06-23,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.5,0.0,0.5,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2468"", ""公司名稱"": ""華經"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""174050268"", ""可分配盈餘(元)"": ""209030893"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""公司章程第廿七條：本公司年度總決算於完納稅捐，彌補以往虧損後，分配盈餘時，應先提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積後，如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分配之。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""169040370"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""45939820"", ""股利年度"": ""108"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1090623"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.50000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""34980625"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1090325"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
2468,華經,TWSE,twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,dividend_distribution_or_resolution,109,1,2021-03-26,2021-06-25,board_or_shareholder_date_candidate_only_market_available_timestamp_not_exact,,,0.4,0.0,0.4,0.0,0.0,0.0,"{""備註"": ""無"", ""公司代號"": ""2468"", ""公司名稱"": ""華經"", ""出表日期"": ""1100804"", ""分配後期末未分配盈餘(元)"": ""176990263"", ""可分配盈餘(元)"": ""204974763"", ""員工紅利-現金紅利金額(元)H"": ""0"", ""員工紅利-股票紅利金額(元)I"": ""0"", ""摘錄公司章程-股利分派部分"": ""公司章程第廿七條：本公司年度總決算於完納稅捐，彌補以往虧損後，分配盈餘時，應先提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積後，如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分配之。"", ""普通股每股面額"": ""新台幣                 10.0000元"", ""有無全數分派員工股票紅利而股東未配發股票股利之情事"": """", ""期初未分配盈餘/待彌補虧損(元)"": ""174050268"", ""期別"": ""1"", ""本期淨利(淨損)(元)"": ""38776155"", ""股利年度"": ""109"", ""股東會日期配盈餘/待彌補虧損(元)"": ""1100625"", ""股東配發內容-法定盈餘公積、資本公積發放之現金(元/股)"": ""0.0"", ""股東配發內容-法定盈餘公積、資本公積轉增資配股(元/股)"": ""0.0"", ""股東配發內容-盈餘分配之現金股利(元/股)"": ""0.40000000"", ""股東配發內容-盈餘轉增資配股(元/股)"": ""0.0"", ""股東配發內容-股東配發之現金(股利)總金額(元)"": ""27984500"", ""股東配發內容-股東配股總股數(股)"": ""0"", ""董事會決議通過股利分派日"": ""1100326"", ""董監酬勞(元)"": ""0""}",source_candidate_only_missing_exact_exdate_or_payment_date,0,False,False,False,False,False,False,False,True,False,cash_distribution_candidate_missing_exact_exdate_payment_date_if_not_in_official_record
