date,symbol,ticker,name,foreign_net_buy_shares,foreign_net_buy_twd,investment_trust_net_buy_shares,investment_trust_net_buy_twd,dealer_net_buy_shares,dealer_net_buy_twd,total_institutional_net_buy_twd,foreign_consecutive_buy_days,foreign_consecutive_sell_days,trust_consecutive_buy_days,trust_consecutive_sell_days,data_source,source_url,data_quality_status
2024-01-05,6669,6669.TW,緯穎,95056,,50840,,9473,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240105&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,0050,0050.TW,元大台灣50,-154908,,0,,1974463,,,0,4,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,00631L,00631L.TW,元大台灣50正2,54000,,0,,1340084,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,2308,2308.TW,台達電,561218,,-107036,,31877,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,2317,2317.TW,鴻海,-14774108,,81371,,38179,,,0,2,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,2330,2330.TW,台積電,4980491,,418535,,-319961,,,1,0,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,2382,2382.TW,廣達,-3119219,,-201875,,-81334,,,0,2,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,2454,2454.TW,聯發科,601782,,-375831,,41381,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,3231,3231.TW,緯創,-1757560,,15607,,343389,,,0,5,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-08,6669,6669.TW,緯穎,-118130,,-60211,,36563,,,0,1,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240108&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,0050,0050.TW,元大台灣50,1045434,,0,,1423842,,,1,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,00631L,00631L.TW,元大台灣50正2,248886,,0,,-1131587,,,2,0,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,2308,2308.TW,台達電,-9510290,,-20023,,46466,,,0,1,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,2317,2317.TW,鴻海,-14530571,,233000,,203052,,,0,3,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,2330,2330.TW,台積電,3702448,,1521811,,20325,,,2,0,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,2382,2382.TW,廣達,5003447,,-740500,,-765269,,,1,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,2454,2454.TW,聯發科,1593234,,-108587,,-14757,,,2,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,3231,3231.TW,緯創,-11766426,,4617000,,241774,,,0,6,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-09,6669,6669.TW,緯穎,534417,,-297500,,-19575,,,1,0,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240109&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,0050,0050.TW,元大台灣50,-4008207,,100000,,-606455,,,0,1,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,00631L,00631L.TW,元大台灣50正2,-519299,,0,,-428600,,,0,1,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,2308,2308.TW,台達電,-3285863,,-853108,,96466,,,0,2,0,3,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,2317,2317.TW,鴻海,-11331825,,299685,,125040,,,0,4,7,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,2330,2330.TW,台積電,-151757,,-103683,,27417,,,0,1,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,2382,2382.TW,廣達,-1324558,,1778062,,1422353,,,0,1,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,2454,2454.TW,聯發科,417954,,33085,,299636,,,3,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,3231,3231.TW,緯創,2858171,,-983697,,248691,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-10,6669,6669.TW,緯穎,317340,,75944,,21004,,,2,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240110&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,0050,0050.TW,元大台灣50,-1045687,,-155000,,1468112,,,0,2,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,00631L,00631L.TW,元大台灣50正2,-1361001,,0,,438739,,,0,2,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,2308,2308.TW,台達電,-2143413,,-300474,,55648,,,0,3,0,4,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,2317,2317.TW,鴻海,-7604118,,305215,,514054,,,0,5,8,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,2330,2330.TW,台積電,-1546013,,-629539,,31540,,,0,2,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,2382,2382.TW,廣達,9206299,,436304,,904104,,,1,0,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,2454,2454.TW,聯發科,-2973960,,5600,,232113,,,0,1,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,3231,3231.TW,緯創,34210901,,1392000,,1010091,,,2,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-11,6669,6669.TW,緯穎,1284557,,230000,,1062,,,3,0,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240111&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,0050,0050.TW,元大台灣50,-2497502,,0,,-309428,,,0,3,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,00631L,00631L.TW,元大台灣50正2,-322900,,0,,-673114,,,0,3,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,2308,2308.TW,台達電,-1161959,,-137611,,44660,,,0,4,0,5,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,2317,2317.TW,鴻海,-7168258,,133480,,162000,,,0,6,9,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,2330,2330.TW,台積電,-2127875,,-668400,,194507,,,0,3,0,3,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,2382,2382.TW,廣達,12346883,,2722000,,623027,,,2,0,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,2454,2454.TW,聯發科,75062,,-265581,,-242271,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,3231,3231.TW,緯創,25569960,,3074000,,1621164,,,3,0,2,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-12,6669,6669.TW,緯穎,418680,,-136000,,-33212,,,4,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240112&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,0050,0050.TW,元大台灣50,-6880097,,-95000,,2579771,,,0,4,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,00631L,00631L.TW,元大台灣50正2,-155000,,0,,177432,,,0,4,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,2308,2308.TW,台達電,433909,,-763726,,-102808,,,1,0,0,6,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,2317,2317.TW,鴻海,-12645144,,-681330,,209002,,,0,7,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,2330,2330.TW,台積電,405466,,143000,,845886,,,1,0,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,2382,2382.TW,廣達,-2673278,,2082000,,1144561,,,0,1,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,2454,2454.TW,聯發科,-664411,,266630,,-13833,,,0,1,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,3231,3231.TW,緯創,-25819761,,539000,,-1359115,,,0,1,3,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-15,6669,6669.TW,緯穎,-355015,,-7500,,40547,,,0,1,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240115&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,0050,0050.TW,元大台灣50,-17802373,,400000,,5083558,,,0,5,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,00631L,00631L.TW,元大台灣50正2,-130281,,0,,-1302275,,,0,5,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,2308,2308.TW,台達電,-4258050,,-898668,,-3354,,,0,1,0,7,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,2317,2317.TW,鴻海,-8286178,,-681328,,700869,,,0,8,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,2330,2330.TW,台積電,-8039488,,-1854000,,1802733,,,0,1,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,2382,2382.TW,廣達,-2471802,,556000,,337155,,,0,2,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,2454,2454.TW,聯發科,-2786350,,-1008784,,97682,,,0,2,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,3231,3231.TW,緯創,-4141163,,2986000,,741771,,,0,2,4,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-16,6669,6669.TW,緯穎,-366882,,75000,,67461,,,0,2,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240116&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,0050,0050.TW,元大台灣50,-32642581,,0,,7632364,,,0,6,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,00631L,00631L.TW,元大台灣50正2,-1068000,,0,,-1278775,,,0,6,0,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,2308,2308.TW,台達電,-11003763,,-96334,,374000,,,0,2,0,8,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,2317,2317.TW,鴻海,-25528479,,659931,,1928474,,,0,9,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,2330,2330.TW,台積電,-16037803,,396158,,6313873,,,0,2,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,2382,2382.TW,廣達,-2917934,,2862553,,1299528,,,0,3,6,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,2454,2454.TW,聯發科,-981085,,-219133,,-189331,,,0,3,0,2,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,3231,3231.TW,緯創,-14366411,,3697100,,2824496,,,0,3,5,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-17,6669,6669.TW,緯穎,76195,,-166960,,85506,,,1,0,0,1,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240117&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
2024-01-18,0050,0050.TW,元大台灣50,-4246792,,105000,,462974,,,0,7,1,0,twse_t86_shares_only,https://www.twse.com.tw/rwd/zh/fund/T86?date=20240118&selectType=ALLBUT0999&response=json,official_twse_t86_shares_only_twd_unavailable
