ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end
4953,緯軟,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
4934,太極,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
8050,廣積,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
2425,承啟,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
4533,協易機,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
1210,大成,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
6213,聯茂,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
2618,長榮航,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
2884,玉山金,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
9921,巨大,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
3033,威健,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
2371,大同,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
3025,星通,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
6111,大宇資,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
3264,欣銓,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
6796,晉弘,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
6290,良維,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
4532,瑞智,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
3515,華擎,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
6515,穎崴,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
2801,彰銀,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
3653,健策,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
3693,營邦,TPEx,2023-07-21,20,20,2023-06-21,2023-07-20
4566,時碩工業,TWSE,2023-07-21,20,20,2023-06-21,2023-07-20
3704,合勤控,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2330,台積電,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2883,凱基金,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2882,國泰金,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
8299,群聯,TPEx,2023-07-28,20,20,2023-06-30,2023-07-27
8155,博智,TPEx,2023-07-28,20,20,2023-06-30,2023-07-27
6269,台郡,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
5871,中租-KY,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
8390,金益鼎,TPEx,2023-07-28,20,20,2023-06-30,2023-07-27
6414,樺漢,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2354,鴻準,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
3711,日月光投控,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
8028,昇陽半導體,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2383,台光電,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
8996,高力,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
6196,帆宣,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2913,農林,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2419,仲琦,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2458,義隆,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
1503,士電,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
3044,健鼎,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2377,微星,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
6279,胡連,TPEx,2023-07-28,20,20,2023-06-30,2023-07-27
1904,正隆,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
8358,金居,TPEx,2023-07-28,20,20,2023-06-30,2023-07-27
1514,亞力,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
5439,高技,TPEx,2023-07-28,20,20,2023-06-30,2023-07-27
6239,力成,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2359,所羅門,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
3029,零壹,TWSE,2023-07-28,20,20,2023-06-30,2023-07-27
2317,鴻海,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3037,欣興,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2454,聯發科,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2412,中華電,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2324,仁寶,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2360,致茂,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3661,世芯-KY,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2059,川湖,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2884,玉山金,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3035,智原,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2887,台新新光金,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
1560,中砂,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3515,華擎,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
8210,勤誠,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2834,臺企銀,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
1101,台泥,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
8046,南電,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
5371,中光電,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
2353,宏碁,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2385,群光,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
6282,康舒,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
2801,彰銀,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3131,弘塑,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
3025,星通,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3032,偉訓,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
6669,緯穎,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
6841,長佳智能,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
8069,元太,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
5234,達興材料,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
8255,朋程,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
3163,波若威,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
3293,鈊象,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
2201,裕隆,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
6112,邁達特,TWSE,2023-08-04,20,20,2023-07-06,2023-08-02
3325,旭品,TPEx,2023-08-04,20,20,2023-07-06,2023-08-02
2354,鴻準,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
4953,緯軟,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
1210,大成,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
1590,亞德客-KY,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2014,中鴻,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2634,漢翔,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2645,長榮航太,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
5258,虹堡,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3036,文曄,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
9958,世紀鋼,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2891,中信金,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
4763,材料*-KY,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2376,技嘉,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2885,元大金,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3013,晟銘電,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2912,統一超,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6125,廣運,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
3483,力致,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
6531,愛普*,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
5871,中租-KY,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
1319,東陽,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3014,聯陽,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6579,研揚,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
8016,矽創,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2204,中華,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2610,華航,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
1513,中興電,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
8454,富邦媒,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2618,長榮航,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3045,台灣大,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3004,豐達科,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2425,承啟,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
1519,華城,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6191,精成科,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3587,閎康,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
6538,倉和,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
3056,富華新,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2371,大同,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
8936,國統,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
6203,海韻電,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
2727,王品,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6223,旺矽,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
8081,致新,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
2211,長榮鋼,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3558,神準,TPEx,2023-08-11,20,20,2023-07-13,2023-08-10
6197,佳必琪,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6672,騰輝電子-KY,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6139,亞翔,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
3617,碩天,TWSE,2023-08-11,20,20,2023-07-13,2023-08-10
6414,樺漢,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
6664,群翊,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
2355,敬鵬,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
2404,漢唐,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3034,聯詠,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
4979,華星光,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
2455,全新,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
8996,高力,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
2492,華新科,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
2329,華泰,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
2388,威盛,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3689,湧德,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
3583,辛耘,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3043,科風,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
6811,宏碁資訊,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
3017,奇鋐,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3715,定穎投控,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
1216,統一,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3362,先進光,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
6275,元山,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
3653,健策,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
8255,朋程,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
4904,遠傳,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
2359,所羅門,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3622,洋華,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
5222,全訊,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
3548,兆利,TPEx,2023-08-18,20,20,2023-07-20,2023-08-17
2880,華南金,TWSE,2023-08-18,20,20,2023-07-20,2023-08-17
2330,台積電,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
6176,瑞儀,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2317,鴻海,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2385,群光,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
5371,中光電,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
8112,至上,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
3533,嘉澤,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2332,友訊,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2313,華通,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
3264,欣銓,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
1609,大亞,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2454,聯發科,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2002,中鋼,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
1477,聚陽,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2379,瑞昱,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2474,可成,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
5388,中磊,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
3483,力致,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
2327,國巨*,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
3042,晶技,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
4906,正文,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
6187,萬潤,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
3711,日月光投控,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2303,聯電,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
6669,緯穎,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
6213,聯茂,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
8050,廣積,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
3260,威剛,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
2457,飛宏,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
6223,旺矽,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
6231,系微,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
6274,台燿,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
3324,雙鴻,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
4961,天鈺,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
3037,欣興,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
3325,旭品,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
6799,來頡,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
9945,潤泰新,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2382,廣達,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2301,光寶科,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
6188,廣明,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
6829,千附精密,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
1722,台肥,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2331,精英,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
8358,金居,TPEx,2023-08-25,20,20,2023-07-27,2023-08-24
3094,聯傑,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
5284,jpp-KY,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2059,川湖,TWSE,2023-08-25,20,20,2023-07-27,2023-08-24
2353,宏碁,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
2324,仁寶,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
4938,和碩,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
2436,偉詮電,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
8299,群聯,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
2603,長榮,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
3045,台灣大,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
3078,僑威,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
8210,勤誠,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
2891,中信金,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
9958,世紀鋼,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
2364,倫飛,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
6446,藥華藥,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
2360,致茂,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
6643,M31,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
1216,統一,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
2352,佳世達,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
4904,遠傳,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
3548,兆利,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
2606,裕民,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
2105,正新,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
3529,力旺,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
4147,中裕,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
2357,華碩,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
3583,辛耘,TWSE,2023-09-01,20,20,2023-08-04,2023-08-31
6104,創惟,TPEx,2023-09-01,20,20,2023-08-04,2023-08-31
6235,華孚,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3680,家登,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
8046,南電,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3443,創意,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
4966,譜瑞-KY,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
6125,廣運,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
2376,技嘉,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
2329,華泰,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3013,晟銘電,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
2355,敬鵬,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3702,大聯大,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
6147,頎邦,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
6191,精成科,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
6414,樺漢,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
2345,智邦,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
6139,亞翔,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
8081,致新,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
5469,瀚宇博,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3587,閎康,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
2331,精英,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3044,健鼎,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3545,敦泰,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
9938,百和,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
2492,華新科,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3661,世芯-KY,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3653,健策,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3293,鈊象,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
2388,威盛,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
6531,愛普*,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3034,聯詠,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
6664,群翊,TPEx,2023-09-08,20,20,2023-08-11,2023-09-07
2201,裕隆,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
2421,建準,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3189,景碩,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
3005,神基,TWSE,2023-09-08,20,20,2023-08-11,2023-09-07
2402,毅嘉,TWSE,2023-09-15,20,20,2023-08-18,2023-09-14
6491,晶碩,TWSE,2023-09-15,20,20,2023-08-18,2023-09-14
8358,金居,TPEx,2023-09-15,20,20,2023-08-18,2023-09-14
1522,堤維西,TWSE,2023-09-15,20,20,2023-08-18,2023-09-14
2891,中信金,TWSE,2023-09-15,20,20,2023-08-18,2023-09-14
6643,M31,TPEx,2023-09-15,20,20,2023-08-18,2023-09-14
