package,relative_path,size_bytes,size_mb,sha256,duplicate_of,archive_candidate,estimated_compressed_bytes,estimated_compressed_mb,delete_allowed,compress_executed,move_executed,restore_source
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/source_attempts.csv,77540,0.073948,6a17f31b00e84a9d3b30799f89c3b47c212c57037d33e893d10b1f7b30836178,,True,19385,0.018487,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/source_attempts.csv
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/source_quality_decision.csv,268,0.000256,1eeb6dd551761c2123b05b1449120716a08521d667973db4650e1ac452aed378,,True,67,6.4e-05,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/source_quality_decision.csv
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/2311_TW.csv,42013,0.040067,bf0804ad297c5e24ade8783b269a2f75905c1be7f6c0949632cb97f81fc3011e,,True,10503,0.010016,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/2311_TW.csv
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/2823_TW.csv,46920,0.044746,474f668c7b9157615c86524409f0b0bc1d053b9caea57a9952bbbe90f9791e39,,True,11730,0.011187,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/2823_TW.csv
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/2888_TW.csv,11326,0.010801,0ceb44fe95cff6114205a70bba259983c16b0100deb4ead70559be7802e9ed11,,True,2831,0.0027,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/2888_TW.csv
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/3474_TW.csv,24234,0.023111,6e14cf2715e49a2cb0dd637f760ecf99bd8752b2c528429992d5667788968a19,,True,6058,0.005777,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/cache_compatible/3474_TW.csv
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201411_twse_stock_day_1.json,2645,0.002522,bc3e64ea523d6016a66417b9f880415502f53d3713e351ec0c91085b2e75fc3d,,True,661,0.00063,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201411_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201412_twse_stock_day_1.json,3004,0.002865,8ee5be9260f1cfbca795b4cdf8147e545f0ea68b95d26d8eda82f21b148f1ac5,,True,751,0.000716,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201412_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201501_twse_stock_day_1.json,2638,0.002516,73a0275b4b408ebcdf24e27618acc852b9bd0371bada53c3e64d5d3d30e3e3c7,,True,659,0.000628,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201501_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201502_twse_stock_day_1.json,2008,0.001915,560ec45d0648b8c17b22c0fb9fb78959854104c19086d95b81682fb9945acb3d,,True,502,0.000479,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201502_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201503_twse_stock_day_1.json,2861,0.002728,3efb6391878bb6de40d9b62e3c3b79a2dabe9fe9f83fe577e5682e6211b7841e,,True,715,0.000682,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201503_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201504_twse_stock_day_1.json,2673,0.002549,2580efbb74063acaad61ad71aa3cad345030b0c0730188c1aaad585126e04c02,,True,668,0.000637,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201504_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201505_twse_stock_day_1.json,2650,0.002527,83df163ec84c7fd2bd3a7a497067a198c2094bab7862de025b1c8b99fdcc35b9,,True,662,0.000631,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201505_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201506_twse_stock_day_1.json,2757,0.002629,7e7c39fbb682c7346b28515aba9486e0cd3194b359bf0bf3af78f685d83a2cdb,,True,689,0.000657,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201506_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201507_twse_stock_day_1.json,2842,0.00271,453dcf822f185f3fc5533b8b23b94741f4e7ddbe87384ab37097c75a76fc5c65,,True,710,0.000677,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201507_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201508_twse_stock_day_1.json,2760,0.002632,5003851103065799bb373a7b1f2d9032038cdc42fbdd7f8632369df977be0d2f,,True,690,0.000658,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201508_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201509_twse_stock_day_1.json,2648,0.002525,7e87cab5b1bc08cb67f114448a15cb6ca88d42584361d4810a6cf9c8a8bb27ee,,True,662,0.000631,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201509_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201510_twse_stock_day_1.json,2728,0.002602,0125d9cbda9f0eb3c4823b59bff7c74cb4f701332d2a2de6733318be9eae52a4,,True,682,0.00065,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201510_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201511_twse_stock_day_1.json,2721,0.002595,93f432d51868b794ce6b01a546257f24d1c5f2fcb83b599938eae19c4d48373b,,True,680,0.000648,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201511_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201512_twse_stock_day_1.json,2914,0.002779,6d430b0e59993cf42c64c0a8f765bce693a5c87d7cf49fc7939bbc91aa361816,,True,728,0.000694,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201512_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201601_twse_stock_day_1.json,2720,0.002594,27ae7f4a388dd5f33af2c9207cd3a5ae09c1881bbb389dcd2f5706f55eabe404,,True,680,0.000648,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201601_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201602_twse_stock_day_1.json,1986,0.001894,942aff5f84cc406085ea9e448262db2800286f427d5b9a08b354f75eacd28b45,,True,496,0.000473,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201602_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201603_twse_stock_day_1.json,2899,0.002765,b42df4edf48e445d61e7617de5accdca5959fcc053ada8a24a0a9e2256e2730b,,True,724,0.00069,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201603_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201604_twse_stock_day_1.json,2546,0.002428,b67202d869d698ca844c060e2038b13249e76a55e289d5df992eb1f3582228a2,,True,636,0.000607,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201604_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201605_twse_stock_day_1.json,2716,0.00259,02d26dae9e13eefc00774a8307b02939b3278809537f7b3da4fbd05b49f1165e,,True,679,0.000648,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201605_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201606_twse_stock_day_1.json,2719,0.002593,9396c116ab33fa16bd85bbdeb6c43593f84c60db5f19d5b1da146a4ab9a6d07f,,True,679,0.000648,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201606_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201607_twse_stock_day_1.json,2629,0.002507,6c7c79b01bb70ae00d03d905e7ccf2ab76014d9434154f0ef16a3a993994f15f,,True,657,0.000627,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201607_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201608_twse_stock_day_1.json,2996,0.002857,ffb1c82cc5fdc906533461edf46a72619e2cb2e2cda0dd027af350ebbde03411,,True,749,0.000714,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201608_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201609_twse_stock_day_1.json,2609,0.002488,acfac200b2d4ef114cd90bc5260da850cc17c1c752bfdabc81e42382ac89c931,,True,652,0.000622,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201609_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201610_twse_stock_day_1.json,2696,0.002571,2f8981b0c0ba91febd0105e7a2656717cb8ca3c9aae6fe7836635b324805d1e6,,True,674,0.000643,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201610_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201611_twse_stock_day_1.json,2882,0.002748,f097573b89fa67b98d3c45963fe4dbe9f19dc4d2fb327c0d2068829d06758504,,True,720,0.000687,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201611_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201612_twse_stock_day_1.json,2882,0.002748,a117b2ee49091121362df058443ecc91eaa189f91c5fef433370eafaa43b2970,,True,720,0.000687,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201612_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201701_twse_stock_day_1.json,2335,0.002227,f3487d969f10c58c927e9aefc0a8618eab09bc0bc485350de6f0ed1d26959bd4,,True,583,0.000556,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201701_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201702_twse_stock_day_1.json,2527,0.00241,a45d045f797d1407f9216fdb93fcb367d9f8e7fd1405da8d1e542793d23679ad,,True,631,0.000602,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201702_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201703_twse_stock_day_1.json,2984,0.002846,e777ec8b8622db1ab11f3dfc7936c23d3c42e61282490f8903a36aacba5d899a,,True,746,0.000711,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201703_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201704_twse_stock_day_1.json,2513,0.002397,7b447eccfb8019e3b6e65de06acf6301d99df0df34e831e99029aa4e706a61d6,,True,628,0.000599,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201704_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201705_twse_stock_day_1.json,2698,0.002573,59c81c6354f306e7757e7de0eb4ae5b149ec5f0400cdefc28828b780f71bc238,,True,674,0.000643,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201705_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201706_twse_stock_day_1.json,2976,0.002838,313dae781b7adc7cd77091339c03d1e73c5011983f3ec3189d24573464bac412,,True,744,0.00071,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201706_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201707_twse_stock_day_1.json,2797,0.002667,ab50939bb3092c2b3f44d1d2c08f5754e59e29675ce121affd9b2041c6270e46,,True,699,0.000667,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201707_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201708_twse_stock_day_1.json,2983,0.002845,cb4a681f1b1f5fce92cd695a3d16ff9fd76d1c2af9203a21c7d2b83aacf734ef,,True,745,0.00071,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201708_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201709_twse_stock_day_1.json,2898,0.002764,7cfd7f35c8e1b49e6d79ef8d0a842f3702487fb80495eb4553b1cd0adead01a7,,True,724,0.00069,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201709_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201710_twse_stock_day_1.json,2606,0.002485,fcb1bb5d33c9f7f947723ce5ff1f40c3157d10780085b99b82dd0db69647e0f6,,True,651,0.000621,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201710_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201711_twse_stock_day_1.json,2898,0.002764,8dd3df939eaaf9a85820827b7fd88eb8f273909a50fd5e9aed68e4af375b25cf,,True,724,0.00069,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201711_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201712_twse_stock_day_1.json,2793,0.002664,e02aa26c05021aa417e8341fdeb2e9dc2d2745932280f0d652a862099fa6eb07,,True,698,0.000666,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201712_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201801_twse_stock_day_1.json,2898,0.002764,d6beffbf03c4cccff53949b221c027228420b5a564cf2a163bcd98cfd11344c9,,True,724,0.00069,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201801_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201802_twse_stock_day_1.json,2068,0.001972,00bb8715f59b1ee93901141b4601bf98385bc297b488c96849da5235d6e89bb4,,True,517,0.000493,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201802_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201803_twse_stock_day_1.json,2993,0.002854,b5273d4edf6e9ced754ec2da10de67e94e97f2d2d8a1c804c34ab2276b302226,,True,748,0.000713,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2311_201803_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201611_twse_stock_day_1.json,2894,0.00276,c6f2de53224cae9e72f3d68a973b4bf5c45b7485f336182c7c2ff4552fc0bb8e,,True,723,0.00069,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201611_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201612_twse_stock_day_1.json,2907,0.002772,209b7819714d69b3249b469a678d6ae54ce8a238565cc2bcbaff9c86ecf2ca80,,True,726,0.000692,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201612_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201701_twse_stock_day_1.json,2337,0.002229,764f6fafaee1145c4d6f041beea2aba625896bb8232ee88a0344ab6542b8b69b,,True,584,0.000557,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201701_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201702_twse_stock_day_1.json,2518,0.002401,1e8f5f60221c683dacbf96697b231f164adbe154136677441e140604152ab7dd,,True,629,0.0006,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201702_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201703_twse_stock_day_1.json,2979,0.002841,9dcb287410d0128d27f4731a08298abdbce9ce80b1d15b46a3ed0ce1cff4f3d7,,True,744,0.00071,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201703_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201704_twse_stock_day_1.json,2513,0.002397,cd524c62926320aa086492348ef47c7122efbc6a6da7b6eff4af04a70d4fa161,,True,628,0.000599,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201704_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201705_twse_stock_day_1.json,2701,0.002576,976ffc7a8c525897ebe2fae286adb6fd9afb2a1104152f2d1a6d4aee06e5dd5d,,True,675,0.000644,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201705_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201706_twse_stock_day_1.json,2960,0.002823,7610bbacdad78fe58507e20829ceec018c6e4dbb08d0a61faf5fc4039e99476a,,True,740,0.000706,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201706_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201707_twse_stock_day_1.json,2790,0.002661,c161adda2ba7efe64913c66da535368f7191fa3ed8b9a8fb41b9f98cfd847a16,,True,697,0.000665,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201707_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201708_twse_stock_day_1.json,800,0.000763,39be94107b26055a9de935205ad5d8a66ef975dd0ef01f46c4fbf074046dc1ed,,True,200,0.000191,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201708_twse_stock_day_1.json
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201708_twse_stock_day_2.json,2983,0.002845,cce6159aac773da695406d2071464c80c9a15596340a6af0233ef9c7ccdaa056,,True,745,0.00071,False,False,False,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/raw_sources/2823_201708_twse_stock_day_2.json
