variant_id,period,decision_date,ticker,role,requested_execution_date,reason
S04_CD5,P2,2024-10-01,2345,sell,2024-10-04,missing_official_raw_execution_close
S04_CD7,P1,2017-05-08,8044,sell,2017-05-09,missing_official_raw_execution_close
S04_CD7,P1,2017-05-08,1536,buy,2017-05-09,missing_official_raw_execution_close
S04_CD10,P1,2019-07-30,2888,sell,2019-07-31,missing_official_raw_execution_close
S04_CD10,P2,2023-12-21,2412,sell,2023-12-22,missing_official_raw_execution_close
S05_CD2,P1,2016-10-25,2412,sell,2016-10-26,missing_official_raw_execution_close
S05_CD2,P1,2016-10-25,2449,buy,2016-10-26,missing_official_raw_execution_close
S05_CD2,P2,2024-01-17,8936,sell,2024-01-18,missing_official_raw_execution_close
S05_CD3,P2,2024-04-22,2388,sell,2024-04-23,missing_official_raw_execution_close
S05_CD5,P1,2017-04-17,5388,sell,2017-04-18,missing_official_raw_execution_close
S05_CD5,P1,2017-04-17,1303,buy,2017-04-18,missing_official_raw_execution_close
S05_CD5,P2,2023-09-20,2317,sell,2023-09-21,missing_official_raw_execution_close
S05_CD7,P2,2024-04-15,3665,sell,2024-04-16,missing_official_raw_execution_close
S05_CD10,P1,2016-05-11,2882,sell,2016-05-12,missing_official_raw_execution_close
S05_CD10,P2,2023-11-30,2201,sell,2023-12-01,missing_official_raw_execution_close
S06_CD2,P1,2015-12-02,4137,sell,2015-12-03,missing_official_raw_execution_close
S06_CD2,P2,2023-07-12,5009,sell,2023-07-13,missing_official_raw_execution_close
S06_CD3,P1,2015-08-27,2634,sell,2015-08-28,missing_official_raw_execution_close
S06_CD5,P1,2015-09-21,6180,sell,2015-09-22,missing_official_raw_execution_close
S06_CD5,P2,2023-09-21,1216,sell,2023-09-22,missing_official_raw_execution_close
S06_CD7,P1,2015-09-25,1338,sell,2015-09-29,missing_official_raw_execution_close
S06_CD7,P2,2023-05-26,2474,sell,2023-05-29,missing_official_raw_execution_close
S06_CD10,P2,2023-06-20,3045,sell,2023-06-21,missing_official_raw_execution_close
S07_CD2,P1,2016-07-14,3665,sell,2016-07-15,missing_official_raw_execution_close
S07_CD2,P1,2016-07-14,2105,buy,2016-07-15,missing_official_raw_execution_close
S07_CD3,P1,2019-05-09,3044,sell,2019-05-10,missing_official_raw_execution_close
S07_CD3,P2,2024-03-20,5258,sell,2024-03-21,missing_official_raw_execution_close
S07_CD5,P1,2016-08-15,2347,sell,2016-08-16,missing_official_raw_execution_close
S07_CD5,P1,2016-08-15,6525,buy,2016-08-16,missing_official_raw_execution_close
S07_CD5,P2,2023-12-27,1504,sell,2023-12-28,missing_official_raw_execution_close
S07_CD7,P1,2016-07-19,2383,sell,2016-07-20,missing_official_raw_execution_close
S07_CD7,P1,2016-07-19,3596,buy,2016-07-20,missing_official_raw_execution_close
S07_CD10,P1,2019-01-02,4162,sell,2019-01-03,missing_official_raw_execution_close
S07_CD10,P2,2024-03-22,3529,sell,2024-03-25,missing_official_raw_execution_close
S08_CD2,P1,2016-05-10,1227,sell,2016-05-11,missing_official_raw_execution_close
S08_CD2,P2,2023-08-28,8996,sell,2023-08-29,missing_official_raw_execution_close
S08_CD3,P1,2016-04-11,2881,sell,2016-04-12,missing_official_raw_execution_close
S08_CD3,P2,2024-04-16,1216,sell,2024-04-17,missing_official_raw_execution_close
S08_CD7,P1,2016-10-20,2382,sell,2016-10-21,missing_official_raw_execution_close
S08_CD7,P1,2016-10-20,2912,buy,2016-10-21,missing_official_raw_execution_close
S08_CD7,P2,2023-09-14,1609,sell,2023-09-15,missing_official_raw_execution_close
S08_CD10,P2,2024-05-08,3036,sell,2024-05-09,missing_official_raw_execution_close
S09_CD2,P1,2016-05-12,8341,buy,2016-05-13,missing_official_raw_execution_close
S09_CD2,P2,2023-10-16,3653,sell,2023-10-17,missing_official_raw_execution_close
S09_CD5,P1,2016-05-19,8341,sell,2016-05-20,missing_official_raw_execution_close
S09_CD5,P1,2016-05-19,2885,buy,2016-05-20,missing_official_raw_execution_close
S09_CD5,P2,2024-01-19,8936,sell,2024-01-22,missing_official_raw_execution_close
S09_CD7,P1,2016-06-24,8341,sell,2016-07-14,missing_official_raw_execution_close
S09_CD7,P2,2023-08-17,2201,sell,2023-08-18,missing_official_raw_execution_close
S09_CD10,P1,2017-11-22,2317,sell,2017-11-23,missing_official_raw_execution_close
S09_CD10,P2,2023-12-21,2880,sell,2023-12-22,missing_official_raw_execution_close
S10_CD2,P2,2024-01-25,8081,sell,2024-01-26,missing_official_raw_execution_close
S10_CD3,P1,2019-03-08,1216,sell,2019-03-11,missing_official_raw_execution_close
S10_CD5,P1,2017-09-26,3034,sell,2017-09-27,missing_official_raw_execution_close
S10_CD10,P1,2016-09-13,3231,sell,2016-09-14,missing_official_raw_execution_close
S10_CD10,P1,2016-09-13,1590,buy,2016-09-14,missing_official_raw_execution_close
S10_CD10,P2,2023-09-27,2317,sell,2023-09-28,missing_official_raw_execution_close
