date,market,blocked_reason,row_count
2015-03-03,TPEx,zero_or_missing_trade_fields,15
2015-03-04,TWSE,non_common_stock_security_code,52
2015-03-04,TWSE,zero_or_missing_trade_fields,5
2015-03-04,TPEx,non_common_stock_security_code,3250
2015-03-04,TPEx,zero_or_missing_trade_fields,19
2015-03-05,TWSE,non_common_stock_security_code,52
2015-03-05,TWSE,zero_or_missing_trade_fields,3
2015-03-05,TPEx,non_common_stock_security_code,3281
2015-03-05,TPEx,zero_or_missing_trade_fields,11
2015-03-06,TWSE,non_common_stock_security_code,52
2015-03-06,TWSE,zero_or_missing_trade_fields,4
2015-03-06,TPEx,non_common_stock_security_code,3270
2015-03-06,TPEx,zero_or_missing_trade_fields,12
2015-03-09,TWSE,non_common_stock_security_code,52
2015-03-09,TWSE,zero_or_missing_trade_fields,4
2015-03-09,TPEx,non_common_stock_security_code,3269
2015-03-09,TPEx,zero_or_missing_trade_fields,13
2015-03-10,TWSE,non_common_stock_security_code,52
2015-03-10,TWSE,zero_or_missing_trade_fields,5
2015-03-10,TPEx,non_common_stock_security_code,3289
2015-03-10,TPEx,zero_or_missing_trade_fields,10
2015-03-11,TWSE,non_common_stock_security_code,52
2015-03-11,TWSE,zero_or_missing_trade_fields,2
2015-03-11,TPEx,non_common_stock_security_code,3342
2015-03-11,TPEx,zero_or_missing_trade_fields,9
2015-03-12,TWSE,non_common_stock_security_code,52
2015-03-12,TWSE,zero_or_missing_trade_fields,5
2015-03-12,TPEx,non_common_stock_security_code,3359
2015-03-12,TPEx,zero_or_missing_trade_fields,11
2015-03-13,TWSE,non_common_stock_security_code,52
2015-03-13,TWSE,zero_or_missing_trade_fields,4
2015-03-13,TPEx,non_common_stock_security_code,3341
2015-03-13,TPEx,zero_or_missing_trade_fields,8
2015-03-16,TWSE,non_common_stock_security_code,52
2015-03-16,TWSE,zero_or_missing_trade_fields,3
2015-03-16,TPEx,non_common_stock_security_code,3347
2015-03-16,TPEx,zero_or_missing_trade_fields,9
2015-03-17,TWSE,non_common_stock_security_code,52
2015-03-17,TWSE,zero_or_missing_trade_fields,6
2015-03-17,TPEx,non_common_stock_security_code,3359
2015-03-17,TPEx,zero_or_missing_trade_fields,12
2015-03-18,TWSE,non_common_stock_security_code,52
2015-03-18,TWSE,zero_or_missing_trade_fields,3
2015-03-18,TPEx,non_common_stock_security_code,3374
2015-03-18,TPEx,zero_or_missing_trade_fields,11
2015-03-19,TWSE,non_common_stock_security_code,52
2015-03-19,TWSE,zero_or_missing_trade_fields,1
2015-03-19,TPEx,non_common_stock_security_code,3400
2015-03-19,TPEx,zero_or_missing_trade_fields,11
2015-03-20,TWSE,non_common_stock_security_code,52
2015-03-20,TWSE,zero_or_missing_trade_fields,4
2015-03-20,TPEx,non_common_stock_security_code,3354
2015-03-20,TPEx,zero_or_missing_trade_fields,10
2015-03-23,TWSE,non_common_stock_security_code,52
2015-03-23,TWSE,zero_or_missing_trade_fields,6
2015-03-23,TPEx,non_common_stock_security_code,3361
2015-03-23,TPEx,zero_or_missing_trade_fields,14
2015-03-24,TWSE,non_common_stock_security_code,52
2015-03-24,TWSE,zero_or_missing_trade_fields,3
2015-03-24,TPEx,non_common_stock_security_code,3361
2015-03-24,TPEx,zero_or_missing_trade_fields,12
2015-03-25,TWSE,non_common_stock_security_code,52
2015-03-25,TWSE,zero_or_missing_trade_fields,3
2015-03-25,TPEx,non_common_stock_security_code,3380
2015-03-25,TPEx,zero_or_missing_trade_fields,10
2015-03-26,TWSE,non_common_stock_security_code,52
2015-03-26,TWSE,zero_or_missing_trade_fields,2
2015-03-26,TPEx,non_common_stock_security_code,3407
2015-03-26,TPEx,zero_or_missing_trade_fields,13
2015-03-27,TWSE,non_common_stock_security_code,52
2015-03-27,TWSE,zero_or_missing_trade_fields,3
2015-03-27,TPEx,non_common_stock_security_code,3390
2015-03-27,TPEx,zero_or_missing_trade_fields,9
2015-03-30,TWSE,non_common_stock_security_code,52
2015-03-30,TWSE,zero_or_missing_trade_fields,3
2015-03-30,TPEx,non_common_stock_security_code,3397
2015-03-30,TPEx,zero_or_missing_trade_fields,13
2015-03-31,TWSE,non_common_stock_security_code,52
2015-03-31,TWSE,zero_or_missing_trade_fields,3
2015-03-31,TPEx,non_common_stock_security_code,3408
2015-03-31,TPEx,zero_or_missing_trade_fields,9
2015-04-01,TWSE,non_common_stock_security_code,53
2015-04-01,TWSE,zero_or_missing_trade_fields,5
2015-04-01,TPEx,non_common_stock_security_code,3398
2015-04-01,TPEx,zero_or_missing_trade_fields,14
2015-04-02,TWSE,non_common_stock_security_code,53
2015-04-02,TWSE,zero_or_missing_trade_fields,2
2015-04-02,TPEx,non_common_stock_security_code,3286
2015-04-02,TPEx,zero_or_missing_trade_fields,11
2015-04-07,TWSE,non_common_stock_security_code,53
2015-04-07,TWSE,zero_or_missing_trade_fields,5
2015-04-07,TPEx,non_common_stock_security_code,3298
2015-04-07,TPEx,zero_or_missing_trade_fields,10
2015-04-08,TWSE,non_common_stock_security_code,52
2015-04-08,TWSE,zero_or_missing_trade_fields,4
2015-04-08,TPEx,non_common_stock_security_code,3349
2015-04-08,TPEx,zero_or_missing_trade_fields,6
2015-04-09,TWSE,non_common_stock_security_code,52
2015-04-09,TWSE,zero_or_missing_trade_fields,5
2015-04-09,TPEx,non_common_stock_security_code,3403
2015-04-09,TPEx,zero_or_missing_trade_fields,6
2015-04-10,TWSE,non_common_stock_security_code,52
2015-04-10,TWSE,zero_or_missing_trade_fields,5
2015-04-10,TPEx,non_common_stock_security_code,3413
2015-04-10,TPEx,zero_or_missing_trade_fields,13
2015-04-13,TWSE,non_common_stock_security_code,52
2015-04-13,TWSE,zero_or_missing_trade_fields,3
2015-04-13,TPEx,non_common_stock_security_code,3416
2015-04-13,TPEx,zero_or_missing_trade_fields,10
2015-04-14,TWSE,non_common_stock_security_code,52
2015-04-14,TWSE,zero_or_missing_trade_fields,5
2015-04-14,TPEx,non_common_stock_security_code,3407
2015-04-14,TPEx,zero_or_missing_trade_fields,10
2015-04-15,TWSE,non_common_stock_security_code,53
2015-04-15,TWSE,zero_or_missing_trade_fields,3
2015-04-15,TPEx,non_common_stock_security_code,3399
2015-04-15,TPEx,zero_or_missing_trade_fields,10
2015-04-16,TWSE,non_common_stock_security_code,53
2015-04-16,TWSE,zero_or_missing_trade_fields,2
2015-04-16,TPEx,non_common_stock_security_code,3423
2015-04-16,TPEx,zero_or_missing_trade_fields,12
2015-04-17,TWSE,non_common_stock_security_code,53
2015-04-17,TWSE,zero_or_missing_trade_fields,2
2015-04-17,TPEx,non_common_stock_security_code,3393
2015-04-17,TPEx,zero_or_missing_trade_fields,12
2015-04-20,TWSE,non_common_stock_security_code,53
2015-04-20,TWSE,zero_or_missing_trade_fields,4
2015-04-20,TPEx,non_common_stock_security_code,3403
2015-04-20,TPEx,zero_or_missing_trade_fields,8
2015-04-21,TWSE,non_common_stock_security_code,53
2015-04-21,TWSE,zero_or_missing_trade_fields,2
2015-04-21,TPEx,non_common_stock_security_code,3399
2015-04-21,TPEx,zero_or_missing_trade_fields,9
2015-04-22,TWSE,non_common_stock_security_code,53
2015-04-22,TWSE,zero_or_missing_trade_fields,6
2015-04-22,TPEx,non_common_stock_security_code,3397
2015-04-22,TPEx,zero_or_missing_trade_fields,10
2015-04-23,TWSE,non_common_stock_security_code,53
2015-04-23,TWSE,zero_or_missing_trade_fields,2
2015-04-23,TPEx,non_common_stock_security_code,3421
2015-04-23,TPEx,zero_or_missing_trade_fields,12
2015-04-24,TWSE,non_common_stock_security_code,53
2015-04-24,TWSE,zero_or_missing_trade_fields,3
2015-04-24,TPEx,non_common_stock_security_code,3388
2015-04-24,TPEx,zero_or_missing_trade_fields,9
2015-04-27,TWSE,non_common_stock_security_code,53
2015-04-27,TWSE,zero_or_missing_trade_fields,5
2015-04-27,TPEx,non_common_stock_security_code,3381
2015-04-27,TPEx,zero_or_missing_trade_fields,12
2015-04-28,TWSE,non_common_stock_security_code,53
2015-04-28,TWSE,zero_or_missing_trade_fields,2
2015-04-28,TPEx,non_common_stock_security_code,3378
2015-04-28,TPEx,zero_or_missing_trade_fields,12
2015-04-29,TWSE,non_common_stock_security_code,53
2015-04-29,TWSE,zero_or_missing_trade_fields,4
2015-04-29,TPEx,non_common_stock_security_code,3368
2015-04-29,TPEx,zero_or_missing_trade_fields,11
2015-04-30,TWSE,non_common_stock_security_code,53
2015-04-30,TWSE,zero_or_missing_trade_fields,3
2015-04-30,TPEx,non_common_stock_security_code,3336
2015-04-30,TPEx,zero_or_missing_trade_fields,9
2015-05-04,TWSE,non_common_stock_security_code,53
2015-05-04,TWSE,zero_or_missing_trade_fields,4
2015-05-04,TPEx,non_common_stock_security_code,3333
2015-05-04,TPEx,zero_or_missing_trade_fields,13
2015-05-05,TWSE,non_common_stock_security_code,53
2015-05-05,TWSE,zero_or_missing_trade_fields,1
2015-05-05,TPEx,non_common_stock_security_code,3344
2015-05-05,TPEx,zero_or_missing_trade_fields,15
2015-05-06,TWSE,non_common_stock_security_code,53
2015-05-06,TWSE,zero_or_missing_trade_fields,4
2015-05-06,TPEx,non_common_stock_security_code,3356
2015-05-06,TPEx,zero_or_missing_trade_fields,9
2015-05-07,TWSE,non_common_stock_security_code,53
2015-05-07,TWSE,zero_or_missing_trade_fields,4
2015-05-07,TPEx,non_common_stock_security_code,3367
2015-05-07,TPEx,zero_or_missing_trade_fields,11
2015-05-08,TWSE,non_common_stock_security_code,53
2015-05-08,TWSE,zero_or_missing_trade_fields,5
2015-05-08,TPEx,non_common_stock_security_code,3327
2015-05-08,TPEx,zero_or_missing_trade_fields,10
2015-05-11,TWSE,non_common_stock_security_code,53
2015-05-11,TWSE,zero_or_missing_trade_fields,3
2015-05-11,TPEx,non_common_stock_security_code,3334
2015-05-11,TPEx,zero_or_missing_trade_fields,10
2015-05-12,TWSE,non_common_stock_security_code,53
2015-05-12,TWSE,zero_or_missing_trade_fields,3
2015-05-12,TPEx,non_common_stock_security_code,3330
2015-05-12,TPEx,zero_or_missing_trade_fields,10
2015-05-13,TWSE,non_common_stock_security_code,52
2015-05-13,TWSE,zero_or_missing_trade_fields,5
2015-05-13,TPEx,non_common_stock_security_code,3341
2015-05-13,TPEx,zero_or_missing_trade_fields,10
2015-05-14,TWSE,non_common_stock_security_code,52
2015-05-14,TWSE,zero_or_missing_trade_fields,4
2015-05-14,TPEx,non_common_stock_security_code,3359
2015-05-14,TPEx,zero_or_missing_trade_fields,17
2015-05-15,TWSE,non_common_stock_security_code,52
2015-05-15,TWSE,zero_or_missing_trade_fields,3
2015-05-15,TPEx,non_common_stock_security_code,3346
2015-05-15,TPEx,zero_or_missing_trade_fields,12
2015-05-18,TWSE,non_common_stock_security_code,54
2015-05-18,TWSE,zero_or_missing_trade_fields,3
2015-05-18,TPEx,non_common_stock_security_code,3352
2015-05-18,TPEx,zero_or_missing_trade_fields,17
2015-05-19,TWSE,non_common_stock_security_code,54
2015-05-19,TWSE,zero_or_missing_trade_fields,1
2015-05-19,TPEx,non_common_stock_security_code,3371
2015-05-19,TPEx,zero_or_missing_trade_fields,14
2015-05-20,TWSE,non_common_stock_security_code,54
2015-05-20,TWSE,zero_or_missing_trade_fields,1
2015-05-20,TPEx,non_common_stock_security_code,3396
2015-05-20,TPEx,zero_or_missing_trade_fields,12
2015-05-21,TWSE,non_common_stock_security_code,54
2015-05-21,TWSE,zero_or_missing_trade_fields,3
2015-05-21,TPEx,non_common_stock_security_code,3421
2015-05-21,TPEx,zero_or_missing_trade_fields,18
2015-05-22,TWSE,non_common_stock_security_code,54
2015-05-22,TWSE,zero_or_missing_trade_fields,4
2015-05-22,TPEx,non_common_stock_security_code,3418
2015-05-22,TPEx,zero_or_missing_trade_fields,15
2015-05-25,TWSE,non_common_stock_security_code,54
2015-05-25,TWSE,zero_or_missing_trade_fields,2
2015-05-25,TPEx,non_common_stock_security_code,3418
2015-05-25,TPEx,zero_or_missing_trade_fields,18
2015-05-26,TWSE,non_common_stock_security_code,54
2015-05-26,TWSE,zero_or_missing_trade_fields,5
2015-05-26,TPEx,non_common_stock_security_code,3413
2015-05-26,TPEx,zero_or_missing_trade_fields,12
2015-05-27,TWSE,non_common_stock_security_code,54
2015-05-27,TWSE,zero_or_missing_trade_fields,4
2015-05-27,TPEx,non_common_stock_security_code,3419
2015-05-27,TPEx,zero_or_missing_trade_fields,14
2015-05-28,TWSE,non_common_stock_security_code,54
2015-05-28,TWSE,zero_or_missing_trade_fields,5
2015-05-28,TPEx,non_common_stock_security_code,3437
2015-05-28,TPEx,zero_or_missing_trade_fields,20
2015-05-29,TWSE,non_common_stock_security_code,54
2015-05-29,TWSE,zero_or_missing_trade_fields,2
2015-05-29,TPEx,non_common_stock_security_code,3417
2015-05-29,TPEx,zero_or_missing_trade_fields,14
2015-06-01,TWSE,non_common_stock_security_code,54
2015-06-01,TWSE,zero_or_missing_trade_fields,8
2015-06-01,TPEx,non_common_stock_security_code,3415
2015-06-01,TPEx,zero_or_missing_trade_fields,16
2015-06-02,TWSE,non_common_stock_security_code,54
2015-06-02,TWSE,zero_or_missing_trade_fields,3
2015-06-02,TPEx,non_common_stock_security_code,3427
2015-06-02,TPEx,zero_or_missing_trade_fields,19
2015-06-03,TWSE,non_common_stock_security_code,54
2015-06-03,TWSE,zero_or_missing_trade_fields,3
2015-06-03,TPEx,non_common_stock_security_code,3427
2015-06-03,TPEx,zero_or_missing_trade_fields,19
2015-06-04,TWSE,non_common_stock_security_code,54
2015-06-04,TWSE,zero_or_missing_trade_fields,2
2015-06-04,TPEx,non_common_stock_security_code,3454
2015-06-04,TPEx,zero_or_missing_trade_fields,14
2015-06-05,TWSE,non_common_stock_security_code,54
2015-06-05,TWSE,zero_or_missing_trade_fields,3
2015-06-05,TPEx,non_common_stock_security_code,3439
2015-06-05,TPEx,zero_or_missing_trade_fields,11
2015-06-08,TWSE,non_common_stock_security_code,54
2015-06-08,TWSE,zero_or_missing_trade_fields,4
2015-06-08,TPEx,non_common_stock_security_code,3465
2015-06-08,TPEx,zero_or_missing_trade_fields,16
2015-06-09,TWSE,non_common_stock_security_code,55
2015-06-09,TWSE,zero_or_missing_trade_fields,2
2015-06-09,TPEx,non_common_stock_security_code,3454
2015-06-09,TPEx,zero_or_missing_trade_fields,10
2015-06-10,TWSE,non_common_stock_security_code,55
2015-06-10,TWSE,zero_or_missing_trade_fields,2
2015-06-10,TPEx,non_common_stock_security_code,3437
2015-06-10,TPEx,zero_or_missing_trade_fields,11
2015-06-11,TWSE,non_common_stock_security_code,55
2015-06-11,TWSE,zero_or_missing_trade_fields,3
2015-06-11,TPEx,non_common_stock_security_code,3457
2015-06-11,TPEx,zero_or_missing_trade_fields,15
2015-06-12,TWSE,non_common_stock_security_code,55
2015-06-12,TWSE,zero_or_missing_trade_fields,2
2015-06-12,TPEx,non_common_stock_security_code,3425
2015-06-12,TPEx,zero_or_missing_trade_fields,19
2015-06-15,TWSE,non_common_stock_security_code,55
2015-06-15,TWSE,zero_or_missing_trade_fields,5
2015-06-15,TPEx,non_common_stock_security_code,3442
2015-06-15,TPEx,zero_or_missing_trade_fields,17
2015-06-16,TWSE,non_common_stock_security_code,55
2015-06-16,TWSE,zero_or_missing_trade_fields,3
2015-06-16,TPEx,non_common_stock_security_code,3451
2015-06-16,TPEx,zero_or_missing_trade_fields,19
2015-06-17,TWSE,non_common_stock_security_code,54
2015-06-17,TWSE,zero_or_missing_trade_fields,2
2015-06-17,TPEx,non_common_stock_security_code,3446
2015-06-17,TPEx,zero_or_missing_trade_fields,16
2015-06-18,TWSE,non_common_stock_security_code,54
2015-06-18,TWSE,zero_or_missing_trade_fields,3
2015-06-18,TPEx,non_common_stock_security_code,3426
2015-06-18,TPEx,zero_or_missing_trade_fields,23
2015-06-22,TWSE,non_common_stock_security_code,54
2015-06-22,TWSE,zero_or_missing_trade_fields,3
2015-06-22,TPEx,non_common_stock_security_code,3406
2015-06-22,TPEx,zero_or_missing_trade_fields,14
2015-06-23,TWSE,non_common_stock_security_code,54
2015-06-23,TWSE,zero_or_missing_trade_fields,3
2015-06-23,TPEx,non_common_stock_security_code,3410
2015-06-23,TPEx,zero_or_missing_trade_fields,12
2015-06-24,TWSE,non_common_stock_security_code,54
2015-06-24,TWSE,zero_or_missing_trade_fields,1
2015-06-24,TPEx,non_common_stock_security_code,3411
2015-06-24,TPEx,zero_or_missing_trade_fields,20
2015-06-25,TWSE,non_common_stock_security_code,54
2015-06-25,TWSE,zero_or_missing_trade_fields,6
2015-06-25,TPEx,non_common_stock_security_code,3415
2015-06-25,TPEx,zero_or_missing_trade_fields,14
2015-06-26,TWSE,non_common_stock_security_code,54
2015-06-26,TWSE,zero_or_missing_trade_fields,4
2015-06-26,TPEx,non_common_stock_security_code,3384
2015-06-26,TPEx,zero_or_missing_trade_fields,25
2015-06-29,TWSE,non_common_stock_security_code,54
2015-06-29,TWSE,zero_or_missing_trade_fields,5
2015-06-29,TPEx,non_common_stock_security_code,3382
2015-06-29,TPEx,zero_or_missing_trade_fields,28
2015-06-30,TWSE,non_common_stock_security_code,54
2015-06-30,TWSE,zero_or_missing_trade_fields,3
2015-06-30,TPEx,non_common_stock_security_code,3401
2015-06-30,TPEx,zero_or_missing_trade_fields,22
2015-07-01,TWSE,non_common_stock_security_code,54
2015-07-01,TWSE,zero_or_missing_trade_fields,6
2015-07-01,TPEx,non_common_stock_security_code,3411
2015-07-01,TPEx,zero_or_missing_trade_fields,18
2015-07-02,TWSE,non_common_stock_security_code,54
2015-07-02,TWSE,zero_or_missing_trade_fields,5
2015-07-02,TPEx,non_common_stock_security_code,3425
2015-07-02,TPEx,zero_or_missing_trade_fields,19
2015-07-03,TWSE,non_common_stock_security_code,54
2015-07-03,TWSE,zero_or_missing_trade_fields,3
2015-07-03,TPEx,non_common_stock_security_code,3410
2015-07-03,TPEx,zero_or_missing_trade_fields,16
2015-07-06,TWSE,non_common_stock_security_code,54
2015-07-06,TWSE,zero_or_missing_trade_fields,4
2015-07-06,TPEx,non_common_stock_security_code,3414
2015-07-06,TPEx,zero_or_missing_trade_fields,21
2015-07-07,TWSE,non_common_stock_security_code,54
2015-07-07,TWSE,zero_or_missing_trade_fields,4
2015-07-07,TPEx,non_common_stock_security_code,3414
2015-07-07,TPEx,zero_or_missing_trade_fields,15
2015-07-08,TWSE,non_common_stock_security_code,54
2015-07-08,TWSE,zero_or_missing_trade_fields,3
2015-07-08,TPEx,non_common_stock_security_code,3439
2015-07-08,TPEx,zero_or_missing_trade_fields,20
2015-07-09,TWSE,non_common_stock_security_code,54
2015-07-09,TWSE,zero_or_missing_trade_fields,6
2015-07-09,TPEx,non_common_stock_security_code,3450
2015-07-09,TPEx,zero_or_missing_trade_fields,18
2015-07-13,TWSE,non_common_stock_security_code,54
2015-07-13,TWSE,zero_or_missing_trade_fields,5
2015-07-13,TPEx,non_common_stock_security_code,3454
2015-07-13,TPEx,zero_or_missing_trade_fields,14
2015-07-14,TWSE,non_common_stock_security_code,54
2015-07-14,TWSE,zero_or_missing_trade_fields,2
2015-07-14,TPEx,non_common_stock_security_code,3390
2015-07-14,TPEx,zero_or_missing_trade_fields,17
2015-07-15,TWSE,non_common_stock_security_code,54
2015-07-15,TWSE,zero_or_missing_trade_fields,4
2015-07-15,TPEx,non_common_stock_security_code,3408
2015-07-15,TPEx,zero_or_missing_trade_fields,20
2015-07-16,TWSE,non_common_stock_security_code,54
2015-07-16,TWSE,zero_or_missing_trade_fields,2
2015-07-16,TPEx,non_common_stock_security_code,3433
2015-07-16,TPEx,zero_or_missing_trade_fields,14
2015-07-17,TWSE,non_common_stock_security_code,54
2015-07-17,TWSE,zero_or_missing_trade_fields,6
2015-07-17,TPEx,non_common_stock_security_code,3412
2015-07-17,TPEx,zero_or_missing_trade_fields,20
2015-07-20,TWSE,non_common_stock_security_code,54
2015-07-20,TWSE,zero_or_missing_trade_fields,6
2015-07-20,TPEx,non_common_stock_security_code,3415
2015-07-20,TPEx,zero_or_missing_trade_fields,18
2015-07-21,TWSE,non_common_stock_security_code,54
2015-07-21,TWSE,zero_or_missing_trade_fields,5
2015-07-21,TPEx,non_common_stock_security_code,3417
2015-07-21,TPEx,zero_or_missing_trade_fields,24
2015-07-22,TWSE,non_common_stock_security_code,54
2015-07-22,TWSE,zero_or_missing_trade_fields,5
2015-07-22,TPEx,non_common_stock_security_code,3445
2015-07-22,TPEx,zero_or_missing_trade_fields,18
2015-07-23,TWSE,non_common_stock_security_code,54
