variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S05_CD5,P1,2017-05-05,1303,sell,2017-05-08,TWSE,71.0,https://query1.finance.yahoo.com/v8/finance/chart/1303.TW?period1=1410393600&period2=1651881600&interval=1d&events=div%2Csplits,aeeaa39a79feae928fa9d045ef896ca6954a84fd0c55f6ed8da32a576be8bee1,2017-05,frontier_exact_leg_only
S05_CD5,P1,2017-05-05,6116,buy,2017-05-08,TWSE,8.109999656677246,https://query1.finance.yahoo.com/v8/finance/chart/6116.TW?period1=1410393600&period2=1624665600&interval=1d&events=div%2Csplits,a513136edb095bb0267536c6332efd09248c71b9c21cb34af480f3337b4243b3,2017-05,frontier_exact_leg_only
S05_CD7,P2,2024-04-25,3036,sell,2024-04-26,TWSE,,,,2024-04,frontier_exact_leg_only
S06_CD2,P1,2016-02-19,5871,buy,2016-02-22,TWSE,41.627323150634766,https://query1.finance.yahoo.com/v8/finance/chart/5871.TW?period1=1411603200&period2=1671840000&interval=1d&events=div%2Csplits,e775a758364958dd24dc45696b8f01fbe8b58a80d1351bbf2306fd591ff001f5,2016-02,frontier_exact_leg_only
S07_CD2,P1,2016-08-30,2105,sell,2016-08-31,TWSE,67.0,https://query1.finance.yahoo.com/v8/finance/chart/2105.TW?period1=1410393600&period2=1667606400&interval=1d&events=div%2Csplits,a9ae3f086ff578c598af611e972a8b2244269c237bc387bebb81bcd5c90dd52c,2016-08,frontier_exact_leg_only
S07_CD2,P1,2016-08-30,2347,buy,2016-08-31,TWSE,33.349998474121094,https://query1.finance.yahoo.com/v8/finance/chart/2347.TW?period1=1419465600&period2=1671840000&interval=1d&events=div%2Csplits,844f0260856f0a3739e245433df8a3e93cdbe346ead30221daf33d4e507f26a6,2016-08,frontier_exact_leg_only
S07_CD5,P1,2016-11-24,6525,sell,2016-11-25,TWSE,43.14049530029297,https://query1.finance.yahoo.com/v8/finance/chart/6525.TW?period1=1452729600&period2=1631318400&interval=1d&events=div%2Csplits,0f8980236580e156b03e5d582ed5b8fed5e34d4661ccd6239f5ef0da32a38c2e,2016-11,frontier_exact_leg_only
S07_CD5,P1,2016-11-24,2385,buy,2016-11-25,TWSE,71.9784164428711,https://query1.finance.yahoo.com/v8/finance/chart/2385.TW?period1=1412812800&period2=1667606400&interval=1d&events=div%2Csplits,921021511c468dfc76cc1ce1d86af19c5e7ce6c4970943279ee1701e3c26e690,2016-11,frontier_exact_leg_only
S07_CD7,P1,2016-09-02,3596,sell,2016-09-05,TWSE,66.93717193603516,https://query1.finance.yahoo.com/v8/finance/chart/3596.TW?period1=1443052800&period2=1659744000&interval=1d&events=div%2Csplits,d184965cb82c8dae2a397be8df7651db1579105a3d4f91775dc7aefab1b69128,2016-09,frontier_exact_leg_only
S07_CD7,P1,2016-09-02,2301,buy,2016-09-05,TWSE,47.54999923706055,https://query1.finance.yahoo.com/v8/finance/chart/2301.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,9b479638a6497e43479191e5b3023d21b8453ad0ebc4ffb63f46f1250dcbc0e2,2016-09,frontier_exact_leg_only
S08_CD2,P1,2016-05-13,5388,sell,2016-05-16,TWSE,74.80000305175781,https://query1.finance.yahoo.com/v8/finance/chart/5388.TW?period1=1415232000&period2=1669420800&interval=1d&events=div%2Csplits,cc4b2f8d8dfd7aba07040681c42c8f194a08b299b6bf748775fe6f03be1911f8,2016-05,frontier_exact_leg_only
S08_CD3,P1,2016-04-27,2882,buy,2016-04-28,TWSE,35.52808380126953,https://query1.finance.yahoo.com/v8/finance/chart/2882.TW?period1=1410393600&period2=1622851200&interval=1d&events=div%2Csplits,8e4a3285269a4a0104161c5602abb57c17ea225cbd522c795b04903c07cb02c6,2016-04,frontier_exact_leg_only
S08_CD5,P2,2024-04-24,3036,sell,2024-04-25,TWSE,,,,2024-04,frontier_exact_leg_only
S08_CD7,P1,2016-11-01,2912,sell,2016-11-02,TWSE,236.5,https://query1.finance.yahoo.com/v8/finance/chart/2912.TW?period1=1410393600&period2=1668816000&interval=1d&events=div%2Csplits,95951f19802313650a88cdacb732bb6d8bea86c9da02493fe6968621791635f0,2016-11,frontier_exact_leg_only
S08_CD7,P1,2016-11-01,2915,buy,2016-11-02,TWSE,60.87089538574219,https://query1.finance.yahoo.com/v8/finance/chart/2915.TW?period1=1413417600&period2=1668211200&interval=1d&events=div%2Csplits,d0c7edd97e3041eedfb3e09cd2eabbebf08fc5a12efd824875bfce35f0ddd10d,2016-11,frontier_exact_leg_only
S08_CD7,P2,2024-04-26,3036,sell,2024-04-29,TWSE,,,,2024-04,frontier_exact_leg_only
S08_CD10,P1,2016-11-04,2912,sell,2016-11-07,TWSE,235.5,https://query1.finance.yahoo.com/v8/finance/chart/2912.TW?period1=1410393600&period2=1668816000&interval=1d&events=div%2Csplits,95951f19802313650a88cdacb732bb6d8bea86c9da02493fe6968621791635f0,2016-11,frontier_exact_leg_only
S08_CD10,P1,2016-11-04,2886,buy,2016-11-07,TWSE,20.5611572265625,https://query1.finance.yahoo.com/v8/finance/chart/2886.TW?period1=1410393600&period2=1662681600&interval=1d&events=div%2Csplits,c441a7f7ea0ed5540c3a9d1a5423418470997bcba037c9ff2fff02c11a477cb2,2016-11,frontier_exact_leg_only
S09_CD2,P1,2016-06-21,2885,sell,2016-06-22,TWSE,9.14833927154541,https://query1.finance.yahoo.com/v8/finance/chart/2885.TW?period1=1410393600&period2=1624665600&interval=1d&events=div%2Csplits,2527a433fb95346cee61d3e39377a1defb50ef77e577bb0d970c57e0a19b7c12,2016-06,frontier_exact_leg_only
S09_CD2,P1,2016-06-21,2002,buy,2016-06-22,TWSE,21.0,https://query1.finance.yahoo.com/v8/finance/chart/2002.TW?period1=1410393600&period2=1662681600&interval=1d&events=div%2Csplits,cd2703cf902e4cd567433a202f28db607204ad9898e71e5e438c4daa25bf7596,2016-06,frontier_exact_leg_only
S09_CD7,P1,2016-07-14,8341,sell,2016-07-15,TWSE,,,,2016-07,frontier_exact_leg_only
S10_CD10,P1,2016-10-17,1590,sell,2016-10-18,TWSE,252.7472381591797,https://query1.finance.yahoo.com/v8/finance/chart/1590.TW?period1=1420675200&period2=1671840000&interval=1d&events=div%2Csplits,0524ed06627a8d00a2e103b2f11196618e0ee7ab0cb58efddb1a98c4446e4f91,2016-10,frontier_exact_leg_only
