ticker,name,market,report_period,t164sb05_status,t164sb03_status,official_asof_match_status,operating_cash_flow,investing_cash_flow,capex_proxy,inventory,receivables_trade,current_assets,current_liabilities,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
3224,三顧,TPEx,114Q4,code=200 rows=56,code=200 rows=62,accepted,-204843,-417514,-426072,90463,362760,1777003,606974,False,False,False,False,False,False,True,False
3287,廣寰科,TPEx,115Q1,code=200 rows=45,code=200 rows=51,accepted,15366,-3899,-7268,151354,262096,888006,307386,False,False,False,False,False,False,True,False
3287,廣寰科,TPEx,114Q4,code=200 rows=53,code=200 rows=52,accepted,58817,18112,-16194,171398,283610,898442,371957,False,False,False,False,False,False,True,False
3349,寶德,TPEx,115Q1,code=200 rows=43,code=200 rows=55,accepted,-11090,1707,-96,28276,43341,302706,84604,False,False,False,False,False,False,True,False
3349,寶德,TPEx,114Q4,code=200 rows=52,code=200 rows=55,accepted,74848,-11844,-3042,41234,60254,352799,117810,False,False,False,False,False,False,True,False
3455,由田,TPEx,115Q1,code=200 rows=56,code=200 rows=54,accepted,-106108,-2936,-13909,719507,711766,2052190,1044264,False,False,False,False,False,False,True,False
3455,由田,TPEx,114Q4,code=200 rows=60,code=200 rows=54,accepted,389305,41920,-89566,576709,881266,2236436,932699,False,False,False,False,False,False,True,False
3521,台鋼建設,TPEx,115Q1,code=200 rows=52,code=200 rows=56,blocked_unmatched_or_ambiguous,24484,462991,0,270578,1963,1316858,39065,False,False,False,False,False,False,True,False
3521,台鋼建設,TPEx,114Q4,code=200 rows=62,code=200 rows=56,accepted,70873,-211147,-932,284160,11503,1276583,313947,False,False,False,False,False,False,True,False
3567,逸昌,TPEx,115Q1,code=200 rows=36,code=200 rows=47,blocked_unmatched_or_ambiguous,24062,-19543,-16167,,67471,231776,30329,False,False,False,False,False,False,True,False
3567,逸昌,TPEx,114Q4,code=200 rows=44,code=200 rows=47,blocked_unmatched_or_ambiguous,83563,-34157,-22758,,78097,237214,33854,False,False,False,False,False,False,True,False
3632,研勤,TPEx,115Q1,code=200 rows=61,code=200 rows=63,accepted,-5767,776,-758,33120,22939,95835,85482,False,False,False,False,False,False,True,False
3632,研勤,TPEx,114Q4,code=200 rows=67,code=200 rows=62,accepted,18337,-7936,-6721,30176,22393,96020,93360,False,False,False,False,False,False,True,False
4102,永日,TPEx,115Q1,code=200 rows=42,code=200 rows=55,accepted,26885,-6973,-5214,176640,59127,361623,190513,False,False,False,False,False,False,True,False
4102,永日,TPEx,114Q4,code=200 rows=55,code=200 rows=54,accepted,-4042,-35476,-38669,173562,69395,363589,189550,False,False,False,False,False,False,True,False
4139,馬光-KY,TPEx,115Q1,code=200 rows=57,code=200 rows=58,accepted,16822,3350,-557,43117,82702,306011,614382,False,False,False,False,False,False,True,False
4139,馬光-KY,TPEx,114Q4,code=200 rows=61,code=200 rows=56,accepted,238899,-68385,-25089,46120,100007,354624,619763,False,False,False,False,False,False,True,False
4192,杏國,TPEx,115Q1,code=200 rows=42,code=200 rows=47,accepted,-5710,-88,-20,7511,4993,204456,17912,False,False,False,False,False,False,True,False
4192,杏國,TPEx,114Q4,code=200 rows=41,code=200 rows=47,accepted,-38333,-252,-232,9675,5588,215264,10074,False,False,False,False,False,False,True,False
4502,健信,TPEx,115Q1,code=200 rows=56,code=200 rows=58,accepted,-108892,-3489,-6687,512604,265784,1049908,970159,False,False,False,False,False,False,True,False
4502,健信,TPEx,114Q4,code=200 rows=59,code=200 rows=62,accepted,76570,-56848,-55895,442834,212741,983560,903990,False,False,False,False,False,False,True,False
4550,長佳,TPEx,115Q1,code=200 rows=47,code=200 rows=54,accepted,40348,-50898,-459,,42417,853279,476159,False,False,False,False,False,False,True,False
4550,長佳,TPEx,114Q4,code=200 rows=54,code=200 rows=52,accepted,306961,-192855,-604,,118458,899341,562575,False,False,False,False,False,False,True,False
4726,永昕,TPEx,115Q1,code=200 rows=198,code=200 rows=55,accepted,-26021,-93193,-92916,171853,111238,848476,1359341,False,False,False,False,False,False,True,False
4726,永昕,TPEx,114Q4,code=200 rows=200,code=200 rows=54,accepted,-27241,-112444,-88539,132887,99511,776021,1106062,False,False,False,False,False,False,True,False
4905,台聯電,TPEx,115Q1,code=200 rows=58,code=200 rows=62,accepted,42247,-95532,-66546,289191,91636,1737692,1082721,False,False,False,False,False,False,True,False
4905,台聯電,TPEx,114Q4,code=200 rows=70,code=200 rows=62,accepted,55762,17900,-222585,275533,96889,1672219,1032978,False,False,False,False,False,False,True,False
4974,亞泰,TPEx,115Q1,code=200 rows=40,code=200 rows=51,blocked_unmatched_or_ambiguous,249193,-2022,-47,551977,489370,4242376,1152537,False,False,False,False,False,False,True,False
4974,亞泰,TPEx,114Q4,code=200 rows=42,code=200 rows=50,blocked_unmatched_or_ambiguous,319369,-32834,-32674,649799,426457,3963708,766872,False,False,False,False,False,False,True,False
5213,亞昕,TPEx,115Q1,code=200 rows=57,code=200 rows=63,blocked_unmatched_or_ambiguous,2534262,-100137,-37460,58930293,962202,65770838,45365683,False,False,False,False,False,False,True,False
5213,亞昕,TPEx,114Q4,code=200 rows=66,code=200 rows=64,accepted,-5113039,-287649,-480627,57012355,4408457,67743123,46011514,False,False,False,False,False,False,True,False
5302,太欣,TPEx,115Q1,code=200 rows=46,code=200 rows=59,accepted,4931,-970,-220,2241,308,68366,217747,False,False,False,False,False,False,True,False
5302,太欣,TPEx,114Q4,code=200 rows=50,code=200 rows=58,accepted,-1055,-8711,-8444,4199,299,85694,187213,False,False,False,False,False,False,True,False
5364,力麗店,TPEx,115Q1,code=200 rows=53,code=200 rows=55,accepted,-27591,6364,,5759,1767,499019,346860,False,False,False,False,False,False,True,False
5364,力麗店,TPEx,114Q4,code=200 rows=61,code=200 rows=53,accepted,-54228,29214,-1263,6371,3754,182930,378089,False,False,False,False,False,False,True,False
5460,同協,TPEx,115Q1,code=200 rows=47,code=200 rows=53,accepted,5598,-4278,-5560,20698,40978,576889,50725,False,False,False,False,False,False,True,False
5460,同協,TPEx,114Q4,code=200 rows=45,code=200 rows=53,accepted,37827,-77883,-2617,21052,36540,566998,56347,False,False,False,False,False,False,True,False
5514,三豐,TPEx,115Q1,code=200 rows=42,code=200 rows=51,blocked_unmatched_or_ambiguous,251173,54485,,4494634,,5643427,3679423,False,False,False,False,False,False,True,False
5514,三豐,TPEx,114Q4,code=200 rows=50,code=200 rows=52,blocked_unmatched_or_ambiguous,-818558,23671,0,4563772,,5449361,3612745,False,False,False,False,False,False,True,False
5878,台名,TPEx,115Q1,code=200 rows=43,code=200 rows=53,accepted,29585,9260,-593,,77859,430779,231806,False,False,False,False,False,False,True,False
5878,台名,TPEx,114Q4,code=200 rows=52,code=200 rows=53,accepted,82249,-24587,-3193,,111362,438768,189220,False,False,False,False,False,False,True,False
6114,久威,TPEx,115Q1,code=200 rows=54,code=200 rows=57,accepted,51456,13875,,29492,225398,1982071,691192,False,False,False,False,False,False,True,False
6114,久威,TPEx,114Q4,code=200 rows=65,code=200 rows=63,blocked_unmatched_or_ambiguous,20724,192217,0,24906,201429,1968183,610165,False,False,False,False,False,False,True,False
6150,撼訊,TPEx,115Q1,code=200 rows=59,code=200 rows=60,accepted,109385,-6525,-4533,1408713,689043,2990799,2320382,False,False,False,False,False,False,True,False
6150,撼訊,TPEx,114Q4,code=200 rows=70,code=200 rows=61,accepted,-135508,-30310,-15442,1241410,992308,2988953,2044283,False,False,False,False,False,False,True,False
6185,幃翔,TPEx,115Q1,code=200 rows=52,code=200 rows=56,accepted,-82556,-96608,-554,169910,168954,1729952,179199,False,False,False,False,False,False,True,False
6185,幃翔,TPEx,114Q4,code=200 rows=59,code=200 rows=56,accepted,73918,336481,-30807,153786,172735,1736893,148870,False,False,False,False,False,False,True,False
6220,岳豐,TPEx,115Q1,code=200 rows=55,code=200 rows=63,blocked_unmatched_or_ambiguous,-1406220,-50785,-37776,3533853,2247671,7046583,5348897,False,False,False,False,False,False,True,False
6220,岳豐,TPEx,114Q4,code=200 rows=53,code=200 rows=63,accepted,624124,-135419,-31441,2485297,2008404,6441353,4680332,False,False,False,False,False,False,True,False
6248,沛波,TPEx,115Q1,code=200 rows=55,code=200 rows=62,accepted,328269,31833,-3173,736631,755851,2120268,981686,False,False,False,False,False,False,True,False
6248,沛波,TPEx,114Q4,code=200 rows=67,code=200 rows=62,accepted,250890,-354442,-202667,729392,959334,2339831,1050219,False,False,False,False,False,False,True,False
6417,韋僑,TPEx,115Q1,code=200 rows=51,code=200 rows=53,accepted,85009,-28488,-6446,370670,127350,1476723,508196,False,False,False,False,False,False,True,False
6417,韋僑,TPEx,114Q4,code=200 rows=56,code=200 rows=53,accepted,304771,-128235,-20565,344624,134389,1413974,562540,False,False,False,False,False,False,True,False
6492,生華科,TPEx,115Q1,code=200 rows=38,code=200 rows=47,accepted,-83576,1249,,,,695250,23926,False,False,False,False,False,False,True,False
6492,生華科,TPEx,114Q4,code=200 rows=39,code=200 rows=47,accepted,-248457,5816,-280,,,780408,45345,False,False,False,False,False,False,True,False
6546,正基,TPEx,115Q1,code=200 rows=49,code=200 rows=59,accepted,-47290,72726,-254,470324,296682,2080560,1246373,False,False,False,False,False,False,True,False
6546,正基,TPEx,114Q4,code=200 rows=60,code=200 rows=59,accepted,275205,-187417,-15837,388943,300488,2066097,1121468,False,False,False,False,False,False,True,False
6597,立誠,TPEx,115Q1,code=200 rows=46,code=200 rows=52,accepted,-21114,-989298,-989196,233369,247520,728788,520872,False,False,False,False,False,False,True,False
6597,立誠,TPEx,114Q4,code=200 rows=54,code=200 rows=50,accepted,7162,-342817,-311819,207305,280042,691409,452627,False,False,False,False,False,False,True,False
6661,威健生技,TPEx,115Q1,code=200 rows=53,code=200 rows=56,accepted,-21090,4792,-105,46383,39547,301684,154076,False,False,False,False,False,False,True,False
6661,威健生技,TPEx,114Q4,code=200 rows=56,code=200 rows=56,accepted,35267,-32784,-41342,39081,45130,363828,164401,False,False,False,False,False,False,True,False
6725,矽科宏晟,TPEx,115Q1,code=200 rows=56,code=200 rows=54,blocked_unmatched_or_ambiguous,114159,-103255,-19727,785685,137728,3925621,1561181,False,False,False,False,False,False,True,False
6725,矽科宏晟,TPEx,114Q4,code=200 rows=56,code=200 rows=52,accepted,208135,333115,-44929,495620,759703,4041149,1757668,False,False,False,False,False,False,True,False
6803,崑鼎,TPEx,115Q1,code=200 rows=65,code=200 rows=75,accepted,-1136403,-70958,-64750,7950,568984,5281458,7240272,False,False,False,False,False,False,True,False
6803,崑鼎,TPEx,114Q4,code=200 rows=75,code=200 rows=74,accepted,999394,-2189591,-159973,8480,652414,5032775,5187859,False,False,False,False,False,False,True,False
6875,國邑*,TPEx,115Q1,code=200 rows=44,code=200 rows=56,blocked_unmatched_or_ambiguous,-138616,180443,-118573,24081,2050,953350,52683,False,False,False,False,False,False,True,False
6875,國邑*,TPEx,114Q4,code=200 rows=51,code=200 rows=54,blocked_unmatched_or_ambiguous,-357479,256168,-118701,19808,2012,1204347,99469,False,False,False,False,False,False,True,False
6968,萬達寵物,TPEx,115Q1,code=200 rows=56,code=200 rows=64,accepted,89124,29995,-30628,725436,43259,1299874,683689,False,False,False,False,False,False,True,False
6968,萬達寵物,TPEx,114Q4,code=200 rows=65,code=200 rows=64,accepted,399217,-372236,-82502,741960,35183,1314824,752946,False,False,False,False,False,False,True,False
7714,創泓科技,TPEx,115Q1,code=200 rows=50,code=200 rows=51,accepted,129034,-15252,-3911,133209,,923571,454693,False,False,False,False,False,False,True,False
7714,創泓科技,TPEx,114Q4,code=200 rows=61,code=200 rows=50,accepted,105972,-29750,-6159,150493,,915142,414482,False,False,False,False,False,False,True,False
7777,能率亞洲,TPEx,115Q1,code=200 rows=30,code=200 rows=44,accepted,-125055,,,,383,540343,11833,False,False,False,False,False,False,True,False
7777,能率亞洲,TPEx,114Q4,code=200 rows=32,code=200 rows=43,accepted,51344,,,,0,568693,13249,False,False,False,False,False,False,True,False
8042,金山電,TPEx,115Q1,code=200 rows=62,code=200 rows=64,accepted,79755,87578,-44119,1597104,1667791,5578940,3469025,False,False,False,False,False,False,True,False
8042,金山電,TPEx,114Q4,code=200 rows=70,code=200 rows=65,accepted,313826,65493,-175096,1412622,1545300,5175962,2872380,False,False,False,False,False,False,True,False
8080,泰霖,TPEx,115Q1,code=200 rows=46,code=200 rows=51,blocked_unmatched_or_ambiguous,-58481,-14702,0,601385,48882,910194,449569,False,False,False,False,False,False,True,False
8080,泰霖,TPEx,114Q4,code=200 rows=60,code=200 rows=49,accepted,-586734,-16966,-1232,601385,49267,929756,456122,False,False,False,False,False,False,True,False
8121,越峰,TPEx,115Q1,code=200 rows=56,code=200 rows=56,accepted,11683,-97960,-99671,856488,858820,2548807,779204,False,False,False,False,False,False,True,False
8121,越峰,TPEx,114Q4,code=200 rows=59,code=200 rows=56,accepted,186289,-388720,-320717,818036,815017,2628574,957887,False,False,False,False,False,False,True,False
8349,恒耀國際,TPEx,115Q1,code=200 rows=66,code=200 rows=63,accepted,143532,-387253,-412894,4482122,2465708,10552039,9140859,False,False,False,False,False,False,True,False
8349,恒耀國際,TPEx,114Q4,code=200 rows=69,code=200 rows=62,accepted,1236085,-2367771,-2349917,4256678,2610510,9895081,7832287,False,False,False,False,False,False,True,False
8435,鉅邁,TPEx,115Q1,code=200 rows=59,code=200 rows=55,accepted,3053,-135055,-2609,86133,80624,959706,339506,False,False,False,False,False,False,True,False
8435,鉅邁,TPEx,114Q4,code=200 rows=58,code=200 rows=50,accepted,128292,59070,-4300,66995,87155,758318,124119,False,False,False,False,False,False,True,False
8924,大田,TPEx,115Q1,code=200 rows=49,code=200 rows=53,accepted,120631,-87406,-76178,697554,686504,4038321,1810022,False,False,False,False,False,False,True,False
8924,大田,TPEx,114Q4,code=200 rows=53,code=200 rows=54,accepted,317589,-501161,-554996,709852,895777,4122518,1574389,False,False,False,False,False,False,True,False
9962,有益,TPEx,115Q1,code=200 rows=42,code=200 rows=53,accepted,175457,-3574,-3139,869400,11863,1025601,378892,False,False,False,False,False,False,True,False
9962,有益,TPEx,114Q4,code=200 rows=50,code=200 rows=54,accepted,133658,-19660,-19225,925798,61776,1165070,529176,False,False,False,False,False,False,True,False
