ticker,name,market,row_count,missing_trading_date_count,first_missing_date,last_missing_date,blocked_reason
1762,中化生,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
1785,光洋科,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
2002,中鋼,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2006,東和鋼鐵,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2007,燁興,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2009,第一銅,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2013,中鋼構,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2014,中鴻,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2023,燁輝,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2027,大成鋼,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2029,盛餘,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2030,彰源,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2062,橋椿,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2101,南港,TWSE,577,9,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2108,南帝,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2206,三陽工業,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2207,和泰車,TWSE,582,4,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2231,為升,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2233,宇隆,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
2303,聯電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2312,金寶,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2313,華通,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2327,國巨*,TWSE,577,9,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2329,華泰,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2332,友訊,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2337,旺宏,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2340,台亞,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2344,華邦電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2351,順德,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2353,宏碁,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2354,鴻準,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2359,所羅門,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2362,藍天,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2363,矽統,TWSE,579,7,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2364,倫飛,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2368,金像電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2374,佳能,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2376,技嘉,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2379,瑞昱,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2383,台光電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2387,精元,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2388,威盛,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2392,正崴,TWSE,582,4,2024-05-02,2026-05-13,missing_unadjusted_trading_dates_or_no_rows
2393,億光,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2399,映泰,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2404,漢唐,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2408,南亞科,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2419,仲琦,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2421,建準,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2436,偉詮電,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2439,美律,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2451,創見,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2453,凌群,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2455,全新,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2456,奇力新,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
2461,光群雷,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2467,志聖,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2468,華經,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2476,鉅祥,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2478,大毅,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2481,強茂,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2482,連宇,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2486,一詮,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2489,瑞軒,TWSE,571,15,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2497,怡利電,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2504,國產,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2543,皇昌,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2603,長榮,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2609,陽明,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2611,志信,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2612,中航,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2615,萬海,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2636,台驊控股,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2637,慧洋-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2707,晶華,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2723,美食-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2736,富野,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
2753,八方雲集,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
2816,旺旺保,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2887,台新新光金,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
2913,農林,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3004,豐達科,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3008,大立光,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3013,晟銘電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3016,嘉晶,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3019,亞光,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3026,禾伸堂,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3030,德律,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3032,偉訓,TWSE,582,4,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3034,聯詠,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3035,智原,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3036,文曄,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3047,訊舟,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3078,僑威,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3081,聯亞,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3083,網龍,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3090,日電貿,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3092,鴻碩,TPEx,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3093,港建*,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3122,笙泉,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3131,弘塑,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3141,晶宏,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3147,大綜,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3163,波若威,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3167,大量,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3169,亞信,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3218,大學光,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3221,台嘉碩,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3231,緯創,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3257,虹冠電,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3264,欣銓,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3272,東碩,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3293,鈊象,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3305,昇貿,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3322,建舜電,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3324,雙鴻,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3338,泰碩,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3346,麗清,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3356,奇偶,TWSE,578,8,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3360,尚立,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3362,先進光,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3406,玉晶光,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3413,京鼎,TWSE,583,3,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3443,創意,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3455,由田,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3479,安勤,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3483,力致,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3484,崧騰,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3491,昇達科,TPEx,584,2,2024-03-13,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3504,揚明光,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3514,昱晶,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
3515,華擎,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3519,綠能,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
3526,凡甲,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3527,聚積,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3528,安馳,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3529,力旺,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3530,晶相光,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3532,台勝科,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3535,晶彩科,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3540,曜越,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3541,西柏,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3545,敦泰,TWSE,583,3,2024-05-02,2026-02-26,missing_unadjusted_trading_dates_or_no_rows
3546,宇峻,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3548,兆利,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3550,聯穎,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3552,同致,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3556,禾瑞亞,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3558,神準,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3563,牧德,TPEx,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3583,辛耘,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3588,通嘉,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3596,智易,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3605,宏致,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3617,碩天,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3624,光頡,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3630,新鉅科,TPEx,584,2,2024-12-18,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3653,健策,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3658,漢微科,TPEx,0,586,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
3661,世芯-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3665,貿聯-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3669,圓展,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3675,德微,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3680,家登,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3682,亞太電,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
3693,營邦,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3694,海華,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3706,神達,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3708,上緯投控,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
3709,鑫聯大投控,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3712,永崴投控,TWSE,580,6,2024-05-02,2026-05-13,missing_unadjusted_trading_dates_or_no_rows
3714,富采,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
3715,定穎投控,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4114,健喬,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4116,明基醫,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4119,旭富,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4129,聯合,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4130,健亞,TPEx,584,2,2026-02-20,2026-03-12,missing_unadjusted_trading_dates_or_no_rows
4153,鈺緯,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4162,智擎,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4167,展旺,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4190,佐登-KY,TWSE,582,4,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4528,江興鍛,TPEx,578,8,2024-08-23,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4533,協易機,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4536,拓凱,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4543,萬在,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4551,智伸科,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4563,百德,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4564,元翎,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4583,台灣精銳,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4721,美琪瑪,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4725,信昌化,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
4728,雙美,TPEx,573,13,2024-09-09,2026-05-26,missing_unadjusted_trading_dates_or_no_rows
4733,上緯,TWSE,0,586,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
4736,泰博,TPEx,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4743,合一,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4763,材料*-KY,TWSE,577,9,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4768,晶呈科技,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4906,正文,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4908,前鼎,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4909,新復興,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4919,新唐,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4927,泰鼎-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4935,茂林-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4943,康控-KY,TWSE,579,7,2024-05-02,2026-03-31,missing_unadjusted_trading_dates_or_no_rows
4953,緯軟,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4961,天鈺,TWSE,582,4,2024-05-02,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4966,譜瑞-KY,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4968,立積,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
4971,IET-KY,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4973,廣穎,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4977,眾達-KY,TWSE,583,3,2024-05-02,2026-05-08,missing_unadjusted_trading_dates_or_no_rows
4979,華星光,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
4991,環宇-KY,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5014,建錩,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5243,乙盛-KY,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
5258,虹堡,TWSE,584,2,2024-05-02,2026-02-06,missing_unadjusted_trading_dates_or_no_rows
5263,智崴,TPEx,584,2,2026-01-21,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5264,鎧勝-KY,TWSE,2,584,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
5299,杰力,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5309,系統電,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5315,光聯,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5321,美而快,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5347,世界,TPEx,584,2,2024-06-05,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5349,先豐,TPEx,0,586,2024-01-02,2026-06-05,missing_unadjusted_trading_dates_or_no_rows
5353,台林,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5386,青雲,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
5425,台半,TPEx,585,1,2026-02-20,2026-02-20,missing_unadjusted_trading_dates_or_no_rows
