date,ticker,name,market,open,high,low,close,volume,turnover_value,source_quality,adjustment_policy,source_url,source_route
2023-08-18,1319,東陽,TWSE,62.5,64.7,61.0,61.4,16551811,1036381243,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=1319&response=json,TWSE_STOCK_DAY
2023-05-29,3017,奇鋐,TWSE,212.0,215.5,204.0,206.0,20533692,4286215900,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230501&stockNo=3017&response=json,TWSE_STOCK_DAY
2023-06-02,3017,奇鋐,TWSE,208.5,209.5,201.5,202.0,21746250,4456004849,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3017&response=json,TWSE_STOCK_DAY
2023-06-05,3017,奇鋐,TWSE,199.5,203.0,192.5,200.0,18144490,3597596767,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3017&response=json,TWSE_STOCK_DAY
2023-02-10,3027,盛達,TWSE,39.1,40.2,38.55,38.55,13518856,530808796,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=3027&response=json,TWSE_STOCK_DAY
2023-02-13,3027,盛達,TWSE,37.4,37.4,36.2,36.5,8730218,320551159,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=3027&response=json,TWSE_STOCK_DAY
2023-02-17,3027,盛達,TWSE,39.7,40.25,39.25,39.9,12272541,487670030,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=3027&response=json,TWSE_STOCK_DAY
2023-02-20,3027,盛達,TWSE,40.6,42.2,39.7,41.4,21665907,892156308,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230201&stockNo=3027&response=json,TWSE_STOCK_DAY
2023-11-10,3036,文曄,TWSE,142.0,144.0,137.0,138.5,12090021,1684061605,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=3036&response=json,TWSE_STOCK_DAY
2023-11-13,3036,文曄,TWSE,130.0,130.0,125.0,125.0,56921397,7198012723,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=3036&response=json,TWSE_STOCK_DAY
2023-11-17,3036,文曄,TWSE,118.0,119.0,114.0,114.0,10564228,1228387327,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=3036&response=json,TWSE_STOCK_DAY
2023-11-20,3036,文曄,TWSE,116.0,119.0,115.0,116.5,7787896,912238865,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231101&stockNo=3036&response=json,TWSE_STOCK_DAY
2023-08-18,3043,科風,TWSE,52.0,57.0,51.0,54.0,11488162,622996322,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=3043&response=json,TWSE_STOCK_DAY
2023-08-21,3043,科風,TWSE,55.0,57.8,53.9,56.3,2228415,123833301,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=3043&response=json,TWSE_STOCK_DAY
2023-08-25,3043,科風,TWSE,58.8,62.0,58.8,60.9,1309644,79631054,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=3043&response=json,TWSE_STOCK_DAY
2023-08-28,3043,科風,TWSE,62.4,64.5,62.0,64.5,1479617,93737579,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230801&stockNo=3043&response=json,TWSE_STOCK_DAY
2023-03-24,3046,建碁,TWSE,70.5,71.0,69.3,70.1,4421065,309930924,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=3046&response=json,TWSE_STOCK_DAY
2023-03-27,3046,建碁,TWSE,70.7,74.5,69.0,69.1,11855589,842750599,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=3046&response=json,TWSE_STOCK_DAY
2023-03-31,3046,建碁,TWSE,70.3,74.0,70.2,70.5,13994315,998790191,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=3046&response=json,TWSE_STOCK_DAY
2023-04-06,3046,建碁,TWSE,70.6,72.5,68.7,71.9,7294395,517446608,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=3046&response=json,TWSE_STOCK_DAY
2023-05-26,3078,僑威,TPEx,59.7,60.0,56.7,56.8,14538000,839028000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F05%2F01&response=json,TPEX_TRADING_STOCK
2023-05-29,3078,僑威,TPEx,57.8,61.4,57.6,61.0,22687000,1361088000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F05%2F01&response=json,TPEX_TRADING_STOCK
2023-06-02,3078,僑威,TPEx,60.2,61.0,59.2,59.9,14204000,856254000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-05,3078,僑威,TPEx,60.8,64.0,60.4,62.6,26337000,1646638000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-09,3078,僑威,TPEx,69.8,72.0,69.5,72.0,12075000,861992000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-12,3078,僑威,TPEx,74.6,77.0,71.6,74.2,60448000,4479477000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-16,3078,僑威,TPEx,83.5,86.4,80.8,83.6,35026000,2909209000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-19,3078,僑威,TPEx,83.0,83.8,81.1,82.0,13052000,1074867000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3078&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-03-17,3093,港建*,TPEx,40.55,43.25,40.55,41.95,6846000,288009000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3093&date=2023%2F03%2F01&response=json,TPEX_TRADING_STOCK
2023-03-20,3093,港建*,TPEx,41.6,41.95,40.6,41.15,3229000,132865000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3093&date=2023%2F03%2F01&response=json,TPEX_TRADING_STOCK
2023-03-24,3093,港建*,TPEx,39.95,40.05,39.15,39.4,1471000,58026000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3093&date=2023%2F03%2F01&response=json,TPEX_TRADING_STOCK
2023-03-27,3093,港建*,TPEx,40.0,40.5,39.2,39.9,1364000,54273000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3093&date=2023%2F03%2F01&response=json,TPEX_TRADING_STOCK
2023-06-16,3131,弘塑,TPEx,542.0,548.0,533.0,543.0,698000,377816000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-19,3131,弘塑,TPEx,548.0,558.0,536.0,553.0,1006000,553899000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-21,3131,弘塑,TPEx,546.0,572.0,546.0,563.0,1172000,658744000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-06-28,3131,弘塑,TPEx,539.0,539.0,490.5,493.5,1896000,961738000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3131&date=2023%2F06%2F01&response=json,TPEX_TRADING_STOCK
2023-11-24,3152,璟德,TPEx,269.5,280.0,264.0,272.0,2294000,624787000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F11%2F01&response=json,TPEX_TRADING_STOCK
2023-11-27,3152,璟德,TPEx,272.5,279.0,266.0,268.5,1349000,369183000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F11%2F01&response=json,TPEX_TRADING_STOCK
2023-12-01,3152,璟德,TPEx,261.5,265.5,259.5,260.0,380000,99217000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2023-12-04,3152,璟德,TPEx,261.0,264.5,252.5,256.0,396000,101924000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2023-01-13,3293,鈊象,TPEx,478.0,478.0,466.0,466.5,2218000,1041957000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F01%2F01&response=json,TPEX_TRADING_STOCK
2023-01-16,3293,鈊象,TPEx,468.0,475.0,468.0,472.0,1473000,694675000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F01%2F01&response=json,TPEX_TRADING_STOCK
2023-01-17,3293,鈊象,TPEx,475.0,482.5,473.5,481.0,1877000,898994000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F01%2F01&response=json,TPEX_TRADING_STOCK
2023-02-02,3293,鈊象,TPEx,517.0,521.0,510.0,518.0,1920000,987551000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F02%2F01&response=json,TPEX_TRADING_STOCK
2023-02-10,3293,鈊象,TPEx,508.0,515.0,506.0,508.0,846000,431093000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F02%2F01&response=json,TPEX_TRADING_STOCK
2023-02-13,3293,鈊象,TPEx,504.0,508.0,500.0,502.0,715000,360383000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F02%2F01&response=json,TPEX_TRADING_STOCK
2023-02-17,3293,鈊象,TPEx,505.0,518.0,505.0,517.0,785000,402430000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F02%2F01&response=json,TPEX_TRADING_STOCK
2023-02-20,3293,鈊象,TPEx,522.0,522.0,508.0,508.0,977000,500956000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F02%2F01&response=json,TPEX_TRADING_STOCK
2023-12-29,3293,鈊象,TPEx,715.0,725.0,713.0,724.0,699000,503023000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2024-01-02,3293,鈊象,TPEx,735.0,739.0,725.0,725.0,1219000,892142000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2024%2F01%2F01&response=json,TPEX_TRADING_STOCK
2024-01-09,3293,鈊象,TPEx,765.0,770.0,748.0,749.0,1571000,1187463000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2024%2F01%2F01&response=json,TPEX_TRADING_STOCK
2023-04-14,3324,雙鴻,TPEx,249.5,253.0,247.5,247.5,4074000,1017819000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2023%2F04%2F01&response=json,TPEX_TRADING_STOCK
2023-04-17,3324,雙鴻,TPEx,247.0,254.0,246.5,251.0,3212000,805817000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2023%2F04%2F01&response=json,TPEX_TRADING_STOCK
2023-04-21,3324,雙鴻,TPEx,237.5,241.5,227.0,231.5,6476000,1502058000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2023%2F04%2F01&response=json,TPEX_TRADING_STOCK
2023-04-24,3324,雙鴻,TPEx,231.0,239.0,230.5,237.0,2884000,680790000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2023%2F04%2F01&response=json,TPEX_TRADING_STOCK
2023-06-30,3356,奇偶,TWSE,58.5,59.8,57.4,58.5,24151877,1415500772,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3356&response=json,TWSE_STOCK_DAY
2023-07-03,3356,奇偶,TWSE,59.0,61.5,57.7,58.5,15153228,895513223,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3356&response=json,TWSE_STOCK_DAY
2023-07-07,3356,奇偶,TWSE,58.3,58.9,55.9,56.4,6765906,387559949,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3356&response=json,TWSE_STOCK_DAY
2023-07-10,3356,奇偶,TWSE,57.3,59.2,56.2,57.5,6131213,355527880,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230701&stockNo=3356&response=json,TWSE_STOCK_DAY
2023-12-01,3362,先進光,TPEx,183.0,194.5,181.5,193.0,2870000,542690000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2023-12-04,3362,先進光,TPEx,193.5,194.5,186.0,186.0,1786000,337337000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2023-12-08,3362,先進光,TPEx,179.5,183.0,179.5,180.5,646000,116897000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2023-12-11,3362,先進光,TPEx,179.5,187.0,177.5,184.5,1358000,249176000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK
2023-04-07,3447,展達,TWSE,63.0,69.0,61.2,69.0,3732786,244287557,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=3447&response=json,TWSE_STOCK_DAY
2023-04-10,3447,展達,TWSE,68.2,68.2,62.2,64.2,5191508,336861898,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=3447&response=json,TWSE_STOCK_DAY
2023-04-14,3447,展達,TWSE,62.2,65.3,62.2,64.3,1758278,112750809,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=3447&response=json,TWSE_STOCK_DAY
2023-04-17,3447,展達,TWSE,63.5,63.6,61.8,61.8,1644135,102801635,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230401&stockNo=3447&response=json,TWSE_STOCK_DAY
2023-08-11,3483,力致,TPEx,160.0,161.0,146.5,146.5,17935000,2751500000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3483&date=2023%2F08%2F01&response=json,TPEX_TRADING_STOCK
2023-08-14,3483,力致,TPEx,135.0,141.5,132.0,132.5,24031000,3245318000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3483&date=2023%2F08%2F01&response=json,TPEX_TRADING_STOCK
2023-08-18,3483,力致,TPEx,145.0,151.5,140.5,143.0,15311000,2234991000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3483&date=2023%2F08%2F01&response=json,TPEX_TRADING_STOCK
2023-08-21,3483,力致,TPEx,149.5,156.5,140.5,152.0,26601000,3967077000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3483&date=2023%2F08%2F01&response=json,TPEX_TRADING_STOCK
2023-06-09,3515,華擎,TWSE,187.5,201.0,186.0,201.0,4468676,878825192,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3515&response=json,TWSE_STOCK_DAY
2023-06-12,3515,華擎,TWSE,202.5,221.0,202.0,219.5,11116283,2394043581,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3515&response=json,TWSE_STOCK_DAY
2023-06-16,3515,華擎,TWSE,213.0,226.0,211.0,217.5,6678702,1458950477,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3515&response=json,TWSE_STOCK_DAY
2023-06-19,3515,華擎,TWSE,220.0,228.0,217.0,224.0,4544426,1015237411,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230601&stockNo=3515&response=json,TWSE_STOCK_DAY
2023-12-29,3515,華擎,TWSE,256.0,258.5,251.5,257.0,1039586,266638995,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20231201&stockNo=3515&response=json,TWSE_STOCK_DAY
2024-01-02,3515,華擎,TWSE,256.0,259.0,246.5,247.0,1409682,351307024,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20240101&stockNo=3515&response=json,TWSE_STOCK_DAY
2024-01-09,3515,華擎,TWSE,240.0,250.5,239.5,243.0,2517270,614279653,official_unadjusted_ohlcv_twse_stock_day,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20240101&stockNo=3515&response=json,TWSE_STOCK_DAY
2023-09-01,3548,兆利,TPEx,94.8,104.0,94.0,104.0,11518000,1168378000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
2023-09-04,3548,兆利,TPEx,103.0,108.5,102.0,107.5,13671000,1429512000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
2023-09-08,3548,兆利,TPEx,125.0,125.0,118.0,118.5,2972000,357566000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
2023-09-11,3548,兆利,TPEx,120.5,121.5,113.5,121.5,2549000,300658000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
2023-09-15,3548,兆利,TPEx,140.0,143.0,138.0,141.0,2047000,288352000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
2023-09-18,3548,兆利,TPEx,140.0,145.0,135.5,138.0,1941000,272066000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
2023-09-22,3548,兆利,TPEx,124.0,137.0,117.5,133.5,11555000,1481289000,official_unadjusted_ohlcv_tpex_trading_stock,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3548&date=2023%2F09%2F01&response=json,TPEX_TRADING_STOCK
