ticker,name,market,required_start,required_end,row_count,hlc_ready_rows,actual_start,actual_end,current_date_ready,minimum_60td_hlc_ready,status,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
6139,亞翔,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
7769,鴻勁,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6515,穎崴,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1409,新纖,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2301,光寶科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2472,立隆電,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2412,中華電,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3532,台勝科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3167,大量,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3363,上詮,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2882,國泰金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2891,中信金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4991,環宇-KY,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2375,凱美,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2356,英業達,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6442,光聖,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3006,晶豪科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6257,矽格,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4931,新盛力,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4979,華星光,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3189,景碩,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6531,愛普*,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1785,光洋科,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2603,長榮,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5328,華容,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2887,台新新光金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3260,威剛,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2881,富邦金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8042,金山電,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6805,富世達,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4989,榮科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3653,健策,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8028,昇陽半導體,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3163,波若威,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2404,漢唐,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2357,華碩,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6285,啟碁,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2618,長榮航,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3045,台灣大,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4919,新唐,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3034,聯詠,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2455,全新,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3264,欣銓,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8043,蜜望實,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2634,漢翔,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1314,中石化,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1802,台玻,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3529,力旺,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6187,萬潤,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2645,長榮航太,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6451,訊芯-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2441,超豐,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2486,一詮,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2426,鼎元,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2395,研華,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2377,微星,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6409,旭隼,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6781,AES-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2883,凱基金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2351,順德,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3324,雙鴻,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4904,遠傳,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6415,矽力*-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8996,高力,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8112,至上,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2458,義隆,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3016,嘉晶,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2464,盟立,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8033,雷虎,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2481,強茂,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3707,漢磊,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3131,弘塑,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2885,元大金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6138,茂達,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8096,擎亞,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3035,智原,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6525,捷敏-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5269,祥碩,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6719,力智,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2493,揚博,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2369,菱生,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3533,嘉澤,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1718,中纖,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6290,良維,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2324,仁寶,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3706,神達,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6727,亞泰金屬,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3036,文曄,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3044,健鼎,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6278,台表科,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3605,宏致,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1216,統一,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2467,志聖,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8039,台虹,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8027,鈦昇,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6672,騰輝電子-KY,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2376,技嘉,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6282,康舒,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
8069,元太,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3491,昇達科,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2884,玉山金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6548,長科*,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1815,富喬,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2474,可成,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2478,大毅,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6197,佳必琪,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5425,台半,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3715,定穎投控,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2428,興勤,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5536,聖暉*,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1519,華城,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2890,永豐金,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
3413,京鼎,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
6435,大中,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
4966,譜瑞-KY,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
2352,佳世達,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
5314,世紀*,TPEx,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
7610,聯友金屬-創,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
1504,東元,TWSE,2025-06-01,2026-07-09,270,270,2025-06-02,2026-07-09,True,True,ready_research_grade,False,False,False,False,False,False,False,True,False
