family,status,source_path,source_hash,row_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
trusted_adjusted_analysis,accepted,,2123eb234ab0c595b92a976038655de0f315482557160bb9f5761a271dfd91b9,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,7691da3f4f962afeeb03c2864339a3fbc3ce3f7d37f9abbed0cff7bb5a320931,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,17aa9fce53043d9fa438bf5e38010ca5795211c6c6b52ea6c80d2f249313458b,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5c98d98a6eedaec0b1537d49a79744f5be7872716170b57fee6a0e4d5bda87a3,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,eecdaeab235a15ea3daa92a9c02fb8d9cefd90e6b273a85fcdc060a4db6b0b01,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9cd328ee2b0c3ae1d5737bcf3020954759aefac1126cd0ad787688fe0c8ead30,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,fe7838f39fe10bcbf4d9e718bb70d67f52edcfbb0cb94b1349ba463021d178dc,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,370f51856875ab19991dcff8bc9805552cc5a0aca5ef8badabe75de7285b5cd2,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,107ad835abf4b27a6abeb4f0f789e285942f02e45fee6dc15ff59177eeddeae5,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9fb0b691f31d91e4c6dc9532da59743cd3a2949860fe3cbcceb216f854de49b3,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,488c2638c5f7817a47532912e3248dc440f0caee9d7bf9ff5c866f302198f297,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,843b571a4988888b1060490fa34a5d79d0abee3c9bf2702ab7e36a82d1b7527e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,4a8bfacbd5a8598838e96a835f81cda356792fbe793c489957e72cdd835e7f45,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,6ba8655d2e8eb36c3b509ff1c5690b8597e7b6e77dc55c35cf0207473c852a1d,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,adf28f26af021a40f22765a731aa33ee4c76e12214c061522565bbb23a3682b1,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,311bc00c90cf9d69b689f75dc0f544ec60f13079f5154b9f2b35e52ffb12a8fb,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,bea7ae7a48922d72d7d217cc5a9ffbc2d5d785b026e060303fb63d8dadf67a12,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,7346b2c972f821f6bc78b270ef7e042b65da8c0868cc69fc363817e9b962a4cf,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b8ca9a04d50f3305928092888d79190c3beb9ae9eb3acca855dd57abe2701d74,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,3e400a98f37bc81ba2135139d8b94d62cde511e3a99ba3faefee604e7ce229ab,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,95298f5235f2f95a72098117dda3e882db87cc29777260619f549412d3204cb3,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,66f23c521cd1664dcbd60f859927d0d311e0f272fec6c95d7d6e81831cc5deae,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,7460c4552c7cfed44c0d8a147d867caff18b592c0096f6c3635c78559976a0da,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,ee3498f5d2159d8bd0f87c48ebe3e5606b1faabda36449545715b0cf56459c75,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,981ef7dbd566e18840d6301b275713f73c0e2375978a98e0eec6de38abe2fa14,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,91730338cc922b635ee6115c0018e05e6c4eda249978259de75917e3f4d26595,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,413b74fee43274184e7000457eb3c69f18eec71615bbba6eea088ee2c1e41759,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,6c1f22af3783c170b9acd1a1af7d65211c929b405b2c7f8269ad53743ff923c4,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,e01cbf73adc6101a5cfe71710d4e74d4d2a4eb0892a343ccf8b02c12f7915a66,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1625c39879a9062f5f75ce9b82458cbd8da80017b75178a0fae34335efbcd2ca,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1e7309cfa02f407919a7b406330fa5992cf89b6478a4b839ebd12ebb09ab38c8,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,c50d1eabd483efb90fccdb789ec695f0b2d33992913f3ea97d0a2208ae8837d4,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,449be43c77ee1044afa31eda68e4b0c95eb5449dd7710fa69da44fe0b8f77ef0,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,a0da2578a45dac784e9164dcad5711bd6058e07c9f061a4304378274bb4529c5,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1aa2b01513a938511f429a275c2abc5bea87f09a2b45b8a94596a5841741fd43,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,906ad98d761c970e27c94c449f179d2eefcd2c7c204cc92dd720a6a10c877e75,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,eafebbcd53d162105511c5acedaaee6b7e6b2f4b0a472f9bb01cdfe8e9183093,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,bbed464af5283d2ba6ce8e239665ba51f371e8baaca984f21d0f4788956d33fb,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b45545e0fb487089dcbe39fbaed6d8e092a26d90d855ecbfd48554fc77e82024,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,856b17391fc1eea0ab8f0758df0106ddfc59b05833a5f8814ad2b603a36bde70,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5f556decdd2aae349503cbd07858d73cf32467b4d51aa40eb17bcab2365c46a6,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,f9a088e5bffb9d3132204ff1200d696909f3bcb71c686358f9df23c258fae6cf,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,f5ae193247dbde9199f95685ee01f2ed627363b52238c66560ee89d8c4069982,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,17d9d3bd06ec50874dfcef00125d53808dbaaf1420addbf3fe3b524604eebdce,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,6271ad2365eba12c5cea77930fad1847fd751f0512cfe978bd72626b3940b306,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,55f6ddc531ffe0bd3c344f1974b7096c996f6b9ef9417a099a11d2e1ca7ee914,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,a5a150f6d884fec7713942d9ed1257084203566a867b9364a91762f289f79f44,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,47575b5f1878e42b25efb37a5a2d60cc5de4279a55a8136b5e2e0dc6823f0f02,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,75d9b6c19387c438c03b2edde597d8f6d8638bd20e153c44af4165893be74cc8,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1c9cdcfcbdefc077289ea072e2ad70eae57444ff234fc3d6160b5664229e5577,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,00effe228a5648ee4cb724386b3804fdeb3b121da6c1bcbf8399f16aba776369,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,19b00f546a5822eaceeba3af78c19f89a610a80876a0e5ed10daa49bf82281d7,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,732fbd2a5cc311b8a619fd4fe1e328cd2aa8fa0e343b468a033bb2675694a37f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,86e626f9971c5682f0923b863a481578fad69a24de7a3629509d1d1ec49d0f50,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,e9dae5cc34902a270b3f536efa4293ed9c2f88468dd609a25051682ab0c181b1,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,21c58e1bbdea0292746d9df97cdf23887786b9924617ae5d24ff2996aa2d132f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,f177480b0479da38af4f647ca6c96ee286c1e2b9db578e68fa9c1e2b29a36d19,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,de7ca1c38451b1b49f9815bd1b2dcfbe5a035bb2665ce225d78b2f1150b8e06d,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,2c11522be955c09bdcf9b01593470e45b59db622e50db0c44cfe6a19470c2466,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d3a45445a1435c67e2993eb7e689099c7b0ca6b5801952d0859c739c1ae9e82c,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9666f2cc3da1a54e33d7eda1f5abb77dc4de5b566c83946d04f475209f870b05,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5c93f5909a8bf296301b82ecba703fa551742b53e613aa50a577eb21709d20f2,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,adac8a7bdcf32bf298e8f16edcb7a4a06f7408a92343dda46a28c13d223cd44f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,85abc2439566b3fa105e1a83f001499088aed7802f0490d31a755de505f666ff,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,13e2363c9bbc601f503ae48802cffc6a03770b3e00d9677dae8f75254ef7de44,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,c5c5c41c417f23d4dc2b7885582b4b8e524687bae57620902e0f00e0454df693,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,694ee5c1e1eaa20846fc99226d8ea39890240e25276ebc9564725153ea8e388e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b886755881dcc9e7bbbf907c457a8bcf16fbab78c2ab3084c9ee8d290a124a0c,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b13b53ac476e7c44494e257791ea347a1d3dd5e4b095a05ab5bf42da6fe6c704,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,034a6a21f1e5eb2987dde2d12e7295f842d624b6b6af52e5480897dc93c7e84f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,74479dd8d9960c878aaeb53cfab2d35f7de9117f7f13f4543e7d8b43dab5e305,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,033cae18aa8909a4e6b189ea99f57535e7544e9ce10cf585231306e528f40ff7,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d18b46597878322e2d9ce634c19ff66bc0425d9f7020d25234b74cc565e45930,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9895ef11f483a126dec4590416554b84b21eea7d9cd1de8d02440b379d70829f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5d791860333b630b3b9a3b97734cf9a4d24d9342748e2938112bcaf160ed1ced,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,f5624a0cf7c5df9ea4b35ce3378d336f08499a1ad8dad6be368a528f527cca6a,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5804725db774c006843e186c559d2b8ef968c0553f7c1c1248710b715ad0fd2a,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,514631833b508ff534b60caeef67a48d69f0de1876e020908388e113b78a933f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,79f31ca7eff14145b97e1b8a021c16664349516a4a718f388e856fe7fe8e029d,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,555ba05d9e2046d521ffc83fd487bfbd1e6bde4d7938c9b335fbd65d8fd1a5d4,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d449214e3443c6f9ba79a2fab15328af4c3134a20d609eaeab1f1413193aa2c5,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1427f50e753cd7c45bbc418302662b002f7901d4ccdf826707d9483fa7e0267d,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,246cca897e513b23a58a540f07be9630b495ca831fd8a33de0cdc2b8337d5653,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,46b0db06baaaf17d5baeb35f3f2e9977e9a23acb2bd9e109c36f268b7fc88cf9,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9ed045c08a76b17322a88c910a1922984a12d83c36cacbd1b942637b8c26d42d,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,e653e87b8df1d43dfea18ccea8d4391c162d772c8c1761b7760aa3fb45f59785,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,78de112a2bace98bb15510013651002c11142bf4108727b65627fc3edab007e7,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,dabc93d76c9b7f2dda893a1bd0026bb770a84b260861fe7adc4cb7702d16c0e1,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,91dc3880bd919bc37044c7f5792f34e66f440f346022a68c0491529106a60a3c,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,da3d2f030f325dd0fed87a81fe458f06f1bb46456ac78bc8ca23d61223bbeb95,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,ca36d75816da0c434a3f2b0a69cbf957e7ccb6ae80607cf680e4473e8d697900,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,4234a4e133ab8eb0cf962fd1f0a9a0ac302995e342c52ef1b773158edabe3b08,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,88d3a54cc09efe61f5df9d1dec5202045f2e9ed454a7abe4465bdf6d6d3acfa2,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,0d317159d96ba4bb710ab91b1905041b6e7aa7f1b713ee65667b0d2b39da245a,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,14f855f396c7728e7e5a6e90b658593c2218d4a184fa7c3856c6f387dcce6752,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d5deade4da8725bb7b77b41cd5137c7ec84bbc1475078585cb1fcd50f3123636,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,8d61418fa8f0784660941c94ad681d31c01339f815be2477dd1c189278e8a220,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,80fa3835c13fb932d02d860e306364b13f519a05af4c878381c46741a3f41f1f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,ac791de8d64ca8180c6257b2b80839c2793a2409fb6a909bf0dae74b6a5469db,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,922139b46a219f8751977ccbc7f049329e914d7e4db3b0881b67c76a66595026,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9e03a31213271f6085f098589f2043b68012e931e016c7a2d67dc46e06986660,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,fcffef69e7bcd8d93759120e98b753b7f10fdc5912fd45e0174bb9edc14f80e8,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,78df543ff700cf7371fb0720dfad413c1d5d0c041fb4c113e6c5fdd62478e473,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,0a34dd66279885b6b6f63f88010bd49d1eccecc5d276f8ead0492cf4755d221f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,89828efb57f01d0304aa36842a67623740d95714c1001b9204ee18e8cb26b64b,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,e8ea1788ea2fab311326c956891a4bbc5b22ea221006b5fabce85d8a77a29f0e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,0b6fc5cb8cadb9014435bb21406db6a07bdea06449caf8600dfa8a2ad947c3af,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,cd62dfad130621789d07743e88bfc8b259fbf008dbd7ce9c33a18cdcb61eafc5,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9caf577564d258ce3e2a1d7d55df0f3b977a311816118269926c1cf92e707eeb,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,beaaa34bb841860e99db4118e05aee0ab88832f2703f3041c6ec793b5f48a13a,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,73de03dee3b9b67cfe4d005c10931f3c1fae8c4883b31e34884636ef69a73689,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,fdf924a01a50acc12f019c18d77d9c02d9a6cb78776f05df67ca7bf5d4408f99,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1769966777cf0bc2ef468feced5150066967f3bb5fadca35c3e3c5d73510338a,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,cc332ffd75576834428a585f6215f466a340214ae7be3d4fcffe39a7f1eef7c5,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,abeaeaf93b4906af2179b91f02d16d0bfc8303c21a76b5088d91804d7fcae5c1,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,0d682029c02035001b50cd639e58f956ebe56faa0922a2c4c338d3ee24e9bea8,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,e3e14982790c559c97382297b6f6a2d66955f252af22d951ac644847dd6c8261,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,3dd16e2854b556729c605cb1a2ad6d0f161eb3512d74f25dbcdb47bede36b315,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,bd820d953b539987237d1e4f80ab94c000c1780e2b606e1dfd35ea0be11126d2,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,a535967ad7296989045458ac067f83a39bbf9e9774d36301abd157b459e1c862,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b2c9c671c9ad42434a47c20a7765936914f4c3eb9f63b35026707d499628aa69,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,162d77acc9412e30b0b7e7dfbcefcf0f3e94de97e280d864c1ed8be264caa7d6,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,60a4966868777a20d696fa6ecc51eac4964cd2ae37792c0908ae315afda6671f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,106b7ae737eb3f48f0c73e116e8e2b4075970993073731420ee8060ede770b5b,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1fa3168ec9e4cc4fe15804069d6197cbf0ae3eb1ecc9c9133b4af8e96f95deb3,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1f3d3c049e011b62481e70c7f66bf9d4136015736d661964a012b3440d7d388c,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5a2f9d7b37bcefba330e685830dabb525b6b048e9c5539b8df7057701aa0f549,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,a5c1ea4199ade8a018b76abbf093261b62cb2bca0566bc4f2c4aaa9e7293d5a5,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d5659ad4093d7c9c8ee69ee8c47d4e88eaae2abe80644b16fad15f763fbb043e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,56b15c0fe97e722731d17e6fcc101a2cbac070dd6fed65b9db74e129f45c7aaf,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,44d801c24afde3aa21f737a6aa102f7243a484dc988885258a0cf78ea6ca62f0,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d34f2070f4b735d59ef4a9648c20a667d2b0b3018e2200386879b99adf7986b3,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,1538c36195a7a601eef901b4c09afd81df3b73553aac2db406178a8a09b701a8,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,081e7befa8afda94eb6f38e4cd656917ac4316b2cec644cbb51b0a4b332c8e62,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,68d6c44e168f5676248cfa9393cf317731f0bb16adb7da32e7107a5849e29c6e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,4df854589758ac57c065f6855a5b3007c9669c8120e39fc103b9b64b9fb6902f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,a2a2467c2e5aad23caa27003ae87bf837bf757dc6aa6c55c2abc60e1eae3b518,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,d89a400b66db6d27cfa6d27d48285ac68aff7bfde2c035bd0f674a5f2c79aa5e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,2a13b2c3aa1834e0170f06a0545ed0bba5dfc818862bfc0247eb2e6c9ffde536,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,5b01701983a8fc28b9f5b4e377ee2e78327c2cdf82530a74f17c18699ddff421,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b01b79f6a7a5e979c59adac3371031f5d68b406428e1e6396466e73377b628cf,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,85f06a671cd719c4c0f58af1b93e8d195e64614f1e1bf92af00ea78bf3bb2114,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,45ecc8610b8e6cf95e7cf792ad7b560308e07a0d4e7b16c26d732363eb027902,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,870f0e6cc0211ee3a29cb63a3a909cf09e525f95bf842f0f4021558786d175ab,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,db0c00c6eadc780cc41230413472ff0d1756c9358ea5ae76645249932e3e6414,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,05740362c1ca179ec06807bbf594091b5f71cd6ec1ac14b4d96bfe554cfcba40,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,e975c848d1a89833c276baa598bf2e48b5465de7f270df0d03796daf927cb77e,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,27961a76b57ccf74aa5dc51f6223365f692bd6263b6b91eff5a6f63fcc462e9f,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,a9be9bb82e2ec03bc9eb12e58c75662ed891fae6dcab01d376f13abe8335fb33,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,3522c5dfd27529fc30ab9c785997e416cbe5bc500f9bc8ffb312be830d71ee48,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,b744645cc3e01ea5ded53141e983b2fb6eb085b8510074831f0015a8579e3e2c,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,db26c7070aaa36c7e2c6f1f2223f056dc9a07f6b95877f061774f0ccd817ef1d,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,363b3bbf83c064cba3001520595f31df48e243b10b7664f238066a78697daad7,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,cca63303985f4e0a191c794312ab23d0f844bbcdc44bbb3679af78cff2411bbd,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,3608d09aa02a6a1287a96cc9c0c8a6c82267ec7911d36465dc92dce818e0f297,,False,False,False,False,False,False,False,True,False
trusted_adjusted_analysis,accepted,,9d21b06efc272ed38a4a6337a7151b29f850a3458ce4f191c74e718c82d75e4a,,False,False,False,False,False,False,False,True,False
