snapshot_date,ticker,name,market,selection_bucket,traded_value_rank_5d,historical_layer1_3_context_exists,corporate_action_adjusted_analysis_review_required,adjusted_analysis_price_current_ready,blocked_reason,requested_source,mass_history_download_allowed
2026-07-09,3026,禾伸堂,TWSE,core,14.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6213,聯茂,TWSE,core,15.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6488,環球晶,TPEx,core,16.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2409,友達,TWSE,core,17.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2449,京元電子,TWSE,core,18.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1303,南亞,TWSE,core,19.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2303,聯電,TWSE,core,20.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6274,台燿,TPEx,core,21.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3042,晶技,TWSE,core,22.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2317,鴻海,TWSE,core,23.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6770,力積電,TWSE,core,24.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3017,奇鋐,TWSE,core,25.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8299,群聯,TPEx,core,26.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3443,創意,TWSE,core,27.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3661,世芯-KY,TWSE,core,28.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2337,旺宏,TWSE,core,29.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6669,緯穎,TWSE,core,30.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6239,力成,TWSE,core,31.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3105,穩懋,TPEx,core,32.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2345,智邦,TWSE,core,33.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3008,大立光,TWSE,core,34.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5483,中美晶,TPEx,core,35.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2484,希華,TWSE,core,36.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6147,頎邦,TPEx,core,37.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2313,華通,TWSE,core,38.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2368,金像電,TWSE,core,39.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8150,南茂,TWSE,core,40.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2382,廣達,TWSE,core,41.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6446,藥華藥,TWSE,core,42.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8261,富鼎,TWSE,core,43.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2360,致茂,TWSE,core,44.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3665,貿聯-KY,TWSE,core,45.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1326,台化,TWSE,core,46.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3374,精材,TPEx,core,47.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3231,緯創,TWSE,core,48.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2059,川湖,TWSE,core,49.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6271,同欣電,TWSE,core,50.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5371,中光電,TPEx,core,51.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6223,旺矽,TPEx,core,52.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8358,金居,TPEx,core,53.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1301,台塑,TWSE,core,54.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3211,順達,TPEx,core,55.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5289,宜鼎,TPEx,core,56.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2379,瑞昱,TWSE,core,57.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6173,信昌電,TPEx,core,58.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5274,信驊,TPEx,core,59.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3081,聯亞,TPEx,core,60.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5347,世界,TPEx,core,61.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2492,華新科,TWSE,core,62.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1717,長興,TWSE,core,63.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6139,亞翔,TWSE,core,64.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,7769,鴻勁,TWSE,core,65.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6515,穎崴,TWSE,core,66.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1409,新纖,TWSE,core,67.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2301,光寶科,TWSE,core,68.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2472,立隆電,TWSE,core,69.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2412,中華電,TWSE,core,70.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3532,台勝科,TWSE,core,71.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3167,大量,TWSE,core,72.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3363,上詮,TPEx,core,73.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2882,國泰金,TWSE,core,74.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2891,中信金,TWSE,core,75.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,4991,環宇-KY,TPEx,core,76.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2375,凱美,TWSE,core,77.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2356,英業達,TWSE,core,78.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6442,光聖,TWSE,core,79.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3006,晶豪科,TWSE,core,80.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6257,矽格,TWSE,core,81.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,4931,新盛力,TPEx,core,82.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,4979,華星光,TPEx,core,83.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3189,景碩,TWSE,core,84.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6531,愛普*,TWSE,core,85.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1785,光洋科,TPEx,core,86.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2603,長榮,TWSE,core,87.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5328,華容,TPEx,core,88.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2887,台新新光金,TWSE,core,89.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3260,威剛,TPEx,core,90.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2881,富邦金,TWSE,core,91.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8042,金山電,TPEx,core,92.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,5351,鈺創,TPEx,core,93.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6805,富世達,TWSE,core,94.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,4989,榮科,TWSE,core,95.0,False,False,False,adjusted_analysis_price_current_not_in_source_package|no_historical_PIT_fundamental_context,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3653,健策,TWSE,core,96.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8028,昇陽半導體,TWSE,core,97.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3163,波若威,TPEx,core,98.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2404,漢唐,TWSE,core,99.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2357,華碩,TWSE,core,100.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6285,啟碁,TWSE,core,101.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2618,長榮航,TWSE,core,102.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3045,台灣大,TWSE,core,103.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,4919,新唐,TWSE,core,104.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3034,聯詠,TWSE,core,105.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2455,全新,TWSE,core,106.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3264,欣銓,TPEx,core,107.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,8043,蜜望實,TPEx,core,108.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2634,漢翔,TWSE,core,109.0,True,True,False,adjusted_analysis_price_current_not_in_source_package|corporate_action_factor_review_required,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1314,中石化,TWSE,core,110.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,1802,台玻,TWSE,core,111.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,3529,力旺,TPEx,core,112.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6187,萬潤,TPEx,core,113.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2645,長榮航太,TWSE,core,114.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6451,訊芯-KY,TWSE,core,115.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2441,超豐,TWSE,core,116.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2486,一詮,TWSE,core,117.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2426,鼎元,TWSE,core,118.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2395,研華,TWSE,core,119.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,2377,微星,TWSE,core,120.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
2026-07-09,6409,旭隼,TWSE,core,121.0,True,False,False,adjusted_analysis_price_current_not_in_source_package,trusted_nonofficial_adjusted_analysis_OHLC_current_window_and_exact_PIT_fundamental_asof_for_new_tickers_only,False
